rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.63664239186497,87.97037520504657,688315,诺禾致源,bottom_area,2024-01-29,17.34,2024-01-24,17.14,1.1668611435239165,7.4679113185530985,27.24957555178268,True,-2.0339,1.2868,3,3,3,100.0,41.83235813054352,86.2826357231662,8.833138856476085,1.1668611435239165,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
54,73.92186401007098,71.39360200582261,688352,颀中科技,bottom_area,2024-01-29,11.38,2024-01-24,11.03,3.173164097914791,9.610154125113333,29.204107830551994,True,-2.3176,2.635,1,1,1,100.0,10.636645962732914,10.636645962732914,6.82683590208521,3.173164097914791,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-2.32%; 状态bottom_area; 底部已确认
55,73.9117053151085,67.40856193452348,002635,安洁科技,bottom_area,2024-01-29,11.91,2024-01-29,11.89,0.16820857863750693,4.793944491169052,29.85250737463126,False,-4.029,2.5928,1,1,1,100.0,11.624072547403118,11.624072547403118,9.831791421362492,0.16820857863750693,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
56,73.53327106169918,68.70778849353228,603158,腾龙股份,bottom_area,2024-01-29,7.76,2024-01-22,7.65,1.4379084967320186,7.581699346405229,29.622815087396496,True,-3.1211,2.3638,2,3,2,66.66666666666666,24.029855910831213,35.270805812417436,8.562091503267983,1.4379084967320186,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
57,73.43440423822872,71.26562442692097,002008,大族激光,bottom_area,2024-01-29,17.81,2024-01-22,17.22,3.4262485481997675,8.013937282229982,27.616645649432535,True,-2.411,0.829,1,1,1,100.0,13.050919982884041,13.050919982884041,6.573751451800233,3.4262485481997675,历史1/1次成功; 当前距低点3.43%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
58,73.38309837283627,72.47221429683522,300463,迈克生物,bottom_area,2024-01-29,12.73,2024-01-23,12.2,4.344262295081977,8.606557377049187,29.804372842347526,True,-1.926,0.6644,2,2,2,100.0,14.12436736355977,14.159515396264513,5.655737704918024,4.344262295081977,历史2/2次成功; 当前距低点4.34%; 最新日涨幅-1.93%; 状态bottom_area; 底部已确认
59,73.30730845411458,67.92188528482467,603099,长白山,confirmed_rebound,2024-01-29,28.39,2024-01-29,28.11,0.9960868018498795,11.704019921736034,30.506798516687272,False,-8.3602,13.3915,2,2,2,100.0,18.08044727442149,24.671532846715323,9.003913198150121,0.9960868018498795,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-8.36%; 状态confirmed_rebound; 底部未确认
60,73.26253297224832,69.72474018858479,002362,汉王科技,confirmed_rebound,2024-01-29,19.61,2024-01-23,19.15,2.4020887728459575,10.026109660574424,29.595588235294123,True,-4.248,3.9468,1,1,1,100.0,12.642487046632112,12.642487046632112,7.597911227154043,2.4020887728459575,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-4.25%; 状态confirmed_rebound; 底部已确认
61,73.1820733557569,72.21661064657803,002151,北斗星通,bottom_area,2024-01-29,26.18,2024-01-24,25.1,4.3027888446215075,8.804780876494013,31.13854595336077,True,-2.5679,1.0813,1,1,1,100.0,28.90843662534986,28.90843662534986,5.697211155378493,4.3027888446215075,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
62,73.10035612638534,71.66863852083064,603192,汇得科技,bottom_area,2024-01-29,17.32,2024-01-24,16.66,3.9615846338535423,9.903961584633846,29.31692829868477,True,-3.2402,1.4432,2,2,2,100.0,15.328233795788837,16.917728852838945,6.038415366146458,3.9615846338535423,历史2/2次成功; 当前距低点3.96%; 最新日涨幅-3.24%; 状态bottom_area; 底部已确认
63,73.03933256599332,71.92361231309008,688110,东芯股份,confirmed_rebound,2024-01-29,25.85,2024-01-24,24.81,4.191858121725122,10.560257960499802,28.23257159386752,True,-2.416,1.6168,2,2,2,100.0,19.521767906577143,22.87272727272727,5.808141878274879,4.191858121725122,历史2/2次成功; 当前距低点4.19%; 最新日涨幅-2.42%; 状态confirmed_rebound; 底部已确认
64,72.8545824301818,71.78340534834624,603109,神驰机电,confirmed_rebound,2024-01-29,14.81,2024-01-23,14.21,4.222378606615057,11.048557353976062,27.941176470588225,True,-4.0181,1.9055,2,2,2,100.0,29.35714285714286,33.71428571428571,5.777621393384943,4.222378606615057,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-4.02%; 状态confirmed_rebound; 底部已确认
65,72.77465870983934,66.48173145738463,300432,富临精工,bottom_area,2024-01-29,7.86,2024-01-29,7.84,0.2551020408163324,5.102040816326536,29.496402877697836,False,-3.7944,1.2838,3,4,3,75.0,11.872925324977777,13.323239969719907,9.744897959183668,0.2551020408163324,历史3/4次成功; 当前距低点0.26%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
66,72.75883493738665,69.75114732780212,300474,景嘉微,bottom_area,2024-01-29,55.38,2024-01-23,53.88,2.7839643652561246,8.314773570898286,27.842507030936115,True,-2.0516,1.9245,2,3,2,66.66666666666666,35.92429792429792,59.857142857142854,7.216035634743875,2.7839643652561246,历史2/3次成功; 当前距低点2.78%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
67,72.50255634641876,66.61121319096029,688032,禾迈股份,bottom_area,2024-01-29,207.16,2024-01-29,206.02,0.5533443355014009,9.057373070575672,31.675123536629847,False,-6.8902,2.6883,1,1,1,100.0,12.058270300556288,12.058270300556288,9.4466556644986,0.5533443355014009,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-6.89%; 状态bottom_area; 底部未确认
68,72.4928335161933,70.91690235279778,600360,华微电子,bottom_area,2024-01-29,6.21,2024-01-24,5.98,3.846153846153838,8.695652173913036,32.73340832395951,True,-2.9688,1.15,1,1,1,100.0,16.32329635499208,16.32329635499208,6.153846153846162,3.846153846153838,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
69,72.49029335460548,70.2389537843684,301382,蜂助手,confirmed_rebound,2024-01-29,29.67,2024-01-22,28.71,3.3437826541274847,11.529083942877055,28.759305210918107,True,-2.9123,4.8598,1,1,1,100.0,16.735366859027195,16.735366859027195,6.656217345872515,3.3437826541274847,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-2.91%; 状态confirmed_rebound; 底部已确认
70,72.2920683597521,70.60788039121377,605338,巴比食品,bottom_area,2024-01-29,17.65,2024-01-24,17.01,3.7624926513815224,8.289241622574956,30.853658536585364,True,-2.1619,0.6916,1,1,1,100.0,13.636363636363638,13.636363636363638,6.237507348618478,3.7624926513815224,历史1/1次成功; 当前距低点3.76%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
71,72.25576754353231,72.12757073866472,688181,八亿时空,confirmed_rebound,2024-01-29,21.38,2024-01-24,20.38,4.906771344455349,11.334641805691867,27.93493635077794,True,-4.0825,0.9521,3,3,3,100.0,22.930158086144655,28.477257745550418,5.093228655544651,4.906771344455349,历史3/3次成功; 当前距低点4.91%; 最新日涨幅-4.08%; 状态confirmed_rebound; 底部已确认
72,71.45689053145645,70.08501366816473,002298,中电鑫龙,bottom_area,2024-01-29,4.7,2024-01-24,4.52,3.982300884955766,9.955752212389385,29.59501557632399,True,-3.8855,1.5304,1,1,1,100.0,23.734729493891784,23.734729493891784,6.017699115044235,3.982300884955766,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-3.89%; 状态bottom_area; 底部已确认
