rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.51443109923056,74.97990606860158,000789,万年青,bottom_area,2021-10-28,11.44,2021-10-28,11.37,0.6156552330694837,3.6059806508355337,32.76167947959788,False,-2.4723,1.7806,1,1,1,100.0,47.599999999999994,47.599999999999994,9.384344766930516,0.6156552330694837,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
2,80.29867620935319,77.19047315690194,300417,南华仪器,bottom_area,2021-10-28,11.25,2021-10-28,10.93,2.9277218664226923,3.9341262580054868,27.80713342140027,False,0.3568,3.1104,1,1,1,100.0,25.514403292181065,25.514403292181065,7.072278133577309,2.9277218664226923,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,78.80854732905367,75.92193219858659,000899,赣能股份,bottom_area,2021-10-28,5.76,2021-10-27,5.59,3.0411449016100165,7.334525939177104,27.6843467011643,True,0.0,3.5483,1,1,1,100.0,10.891089108910888,10.891089108910888,6.958855098389984,3.0411449016100165,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,78.6427620237172,72.16991228070174,002075,沙钢股份,bottom_area,2021-10-28,6.11,2021-10-28,6.08,0.493421052631583,2.1381578947368403,30.195177956371992,False,-1.7685,1.5753,1,1,1,100.0,30.994152046783608,30.994152046783608,9.506578947368418,0.493421052631583,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
5,77.80130563322942,71.01167920251538,603069,海汽集团,bottom_area,2021-10-28,14.36,2021-10-28,14.33,0.20935101186321955,3.000697836706209,28.883374689826297,False,-2.9074,0.9212,1,1,1,100.0,21.284943599803825,21.284943599803825,9.79064898813678,0.20935101186321955,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
6,77.01474806427485,70.14692363645811,002233,塔牌集团,bottom_area,2021-10-28,10.03,2021-10-28,10.02,0.09980039920159467,2.0958083832335417,30.174216027874568,False,-1.0848,1.3288,1,1,1,100.0,15.292841648590022,15.292841648590022,9.900199600798405,0.09980039920159467,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
7,76.2325204732808,72.33475255679153,300644,南京聚隆,bottom_area,2021-10-28,17.76,2021-10-22,17.37,2.2452504317789326,8.232584916522738,27.169811320754718,True,-3.4783,1.7503,1,1,1,100.0,14.537223340040246,14.537223340040246,7.754749568221069,2.2452504317789326,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
8,75.81098934968163,69.78724794786584,300523,辰安科技,bottom_area,2021-10-28,19.95,2021-10-28,19.82,0.6559031281533754,2.219979818365294,27.7959927140255,False,-0.8942,0.3085,1,1,1,100.0,20.175844516427578,20.175844516427578,9.344096871846626,0.6559031281533754,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
9,75.54150274746017,68.67409340678196,688179,阿拉丁,bottom_area,2021-10-28,60.4,2021-10-28,60.4,0.0,9.27152317880795,32.11957743313105,False,-20.0,7.1592,2,2,2,100.0,11.957491434311619,12.021924482338617,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
10,75.11588642954267,68.65954822954822,000868,安凯客车,bottom_area,2021-10-28,3.52,2021-10-28,3.51,0.2849002849002915,5.128205128205133,27.178423236514533,False,-4.3478,0.9552,1,1,1,100.0,19.780219780219785,19.780219780219785,9.71509971509971,0.2849002849002915,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
11,74.4795742989933,68.3875149117109,000936,华西股份,bottom_area,2021-10-28,5.77,2021-10-28,5.74,0.5226480836236822,2.0905923344947754,28.07017543859649,False,-0.6885,0.7307,1,1,1,100.0,11.016949152542363,11.016949152542363,9.477351916376318,0.5226480836236822,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
12,74.3299666560146,73.93170575332773,600966,博汇纸业,bottom_area,2021-10-28,10.21,2021-10-28,9.75,4.717948717948726,4.717948717948726,28.2560706401766,False,2.2022,1.2019,2,2,2,100.0,13.272198012101253,15.231788079470201,5.282051282051275,4.717948717948726,历史2/2次成功; 当前距低点4.72%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
13,72.80057299843016,66.18233908948196,002111,威海广泰,bottom_area,2021-10-28,11.63,2021-10-28,11.63,0.0,9.630266552020629,27.4937655860349,False,-9.9845,2.9514,1,1,1,100.0,15.227629513343796,15.227629513343796,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
14,72.37982508447624,70.80635062611806,603033,三维股份,bottom_area,2021-10-28,27.0,2021-10-28,26.0,3.8461538461538463,5.423076923076923,31.506849315068497,False,-0.1479,1.4621,1,1,1,100.0,24.922480620155024,24.922480620155024,6.153846153846154,3.8461538461538463,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
15,71.28959164984413,65.73935187794555,300642,透景生命,confirmed_rebound,2021-10-28,28.32,2021-10-27,28.11,0.7470651013874097,13.838491639985772,30.592592592592595,False,-3.9674,2.1281,1,1,1,100.0,19.960539296284104,19.960539296284104,9.252934898612592,0.7470651013874097,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-3.97%; 状态confirmed_rebound; 底部未确认
16,53.09453400503779,48.267758186397984,300420,五洋自控,bottom_area,2021-10-28,3.36,2021-10-28,3.36,0.0,5.0595238095238075,28.205128205128204,False,-4.0,1.5993,1,2,1,50.0,10.579345088161196,10.579345088161196,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
