rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.30302402135946,88.44445998322753,603327,福蓉科技,bottom_area,2025-12-31,10.86,2025-12-19,10.51,3.3301617507136028,7.4215033301617455,29.651941097724226,False,0.277,2.6173,7,7,7,100.0,40.952842875562084,129.39632545931758,6.669838249286397,3.3301617507136028,历史7/7次成功; 当前距低点3.33%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
2,87.69117908851935,80.0007813932931,002728,特一药业,bottom_area,2025-12-31,10.85,2025-12-30,10.83,0.18467220683286772,2.585410895660197,28.039867109634553,False,-1.0939,4.7241,4,4,4,100.0,19.310935617591518,39.3073593073593,9.815327793167134,0.18467220683286772,历史4/4次成功; 当前距低点0.18%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
3,87.40562199777662,79.96015209754609,600048,保利发展,bottom_area,2025-12-31,6.1,2025-12-31,6.08,0.3289473684210456,1.1513157894736887,28.888888888888893,False,0.1642,0.6902,2,2,2,100.0,31.721247836269217,31.987577639751546,9.671052631578956,0.3289473684210456,历史2/2次成功; 当前距低点0.33%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
4,86.17163730006523,80.15082861059625,600325,华发股份,bottom_area,2025-12-31,4.22,2025-12-31,4.17,1.199040767386087,1.4388489208633213,27.351916376306622,False,0.716,0.7197,3,4,3,75.0,24.406675055035087,32.553606237816766,8.800959232613915,1.199040767386087,历史3/4次成功; 当前距低点1.20%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
5,85.97718719027729,80.73547150273444,301408,华人健康,bottom_area,2025-12-31,18.56,2025-12-31,18.25,1.6986301369862944,4.493150684931509,27.0,False,0.1079,20.8108,2,2,2,100.0,12.840581801414944,15.372424722662442,8.301369863013706,1.6986301369862944,历史2/2次成功; 当前距低点1.70%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
6,84.99046745364035,78.67360838614005,603322,超讯通信,bottom_area,2025-12-31,38.36,2025-12-26,38.0,0.9473684210526301,3.157894736842113,31.29632977761707,False,-0.8786,3.4212,7,7,7,100.0,21.524776269570104,39.45833333333333,9.05263157894737,0.9473684210526301,历史7/7次成功; 当前距低点0.95%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
7,83.81430757234334,78.77175806580526,600161,天坛生物,bottom_area,2025-12-31,16.34,2025-12-24,16.06,1.7434620174346276,4.794520547945203,27.264492753623188,False,-0.729,0.4066,2,2,2,100.0,25.305653040624797,36.77455357142857,8.256537982565373,1.7434620174346276,历史2/2次成功; 当前距低点1.74%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
8,83.49847778622251,76.87322000912066,001330,博纳影业,bottom_area,2025-12-31,7.6,2025-12-31,7.55,0.6622516556291367,5.430463576158942,31.175934366453973,False,-3.4307,8.9485,4,4,4,100.0,18.565342924489666,35.637149028077765,9.337748344370864,0.6622516556291367,历史4/4次成功; 当前距低点0.66%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
9,82.92606695398081,78.3833043220396,002317,众生药业,bottom_area,2025-12-31,18.98,2025-12-23,18.6,2.0430107526881667,9.408602150537634,31.617647058823522,True,-1.709,3.8458,4,5,4,80.0,27.695531388003374,58.31999999999999,7.956989247311834,2.0430107526881667,历史4/5次成功; 当前距低点2.04%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
10,82.05456959006499,77.27022166812657,605368,蓝天燃气,bottom_area,2025-12-31,7.72,2025-12-18,7.58,1.8469656992084391,3.562005277044849,31.65013525698828,False,0.1297,0.5645,1,1,1,100.0,12.695179904955879,12.695179904955879,8.153034300791562,1.8469656992084391,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
11,82.01473342397745,77.24955660474471,600250,南京商旅,bottom_area,2025-12-31,11.51,2025-12-31,11.3,1.8584070796460093,2.6548672566371585,29.726368159203968,False,0.2613,4.3168,5,7,5,71.42857142857143,24.629088497974813,53.93258426966293,8.14159292035399,1.8584070796460093,历史5/7次成功; 当前距低点1.86%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
12,81.69548295792005,76.67621741033557,002188,中天服务,bottom_area,2025-12-31,6.08,2025-12-31,5.98,1.6722408026755793,6.020066889632097,27.25060827250608,False,-2.5641,11.3123,2,2,2,100.0,13.166271185139117,15.363881401617258,8.327759197324422,1.6722408026755793,历史2/2次成功; 当前距低点1.67%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
