rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.6088520766173,81.89533808765832,605133,嵘泰股份,bottom_area,2024-02-05,16.67,2024-02-05,16.43,1.4607425441266098,9.86001217285454,27.171985815602834,False,-8.3562,5.7175,2,2,2,100.0,48.8485542379945,60.01483679525222,8.53925745587339,1.4607425441266098,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-8.36%; 状态bottom_area; 底部未确认
2,86.82634464196907,80.99817012089248,603236,移远通信,confirmed_rebound,2024-02-05,30.7,2024-02-05,30.29,1.3535820402773198,10.927698910531536,30.046189376443415,False,-8.7938,3.0424,4,4,4,100.0,19.593210606047055,39.389337383102855,8.646417959722681,1.3535820402773198,历史4/4次成功; 当前距低点1.35%; 最新日涨幅-8.79%; 状态confirmed_rebound; 底部未确认
3,86.59824410952186,80.97758575384698,603005,晶方科技,confirmed_rebound,2024-02-05,13.73,2024-02-05,13.53,1.4781966001478277,11.01256467110126,28.639240506329124,False,-8.6494,5.0207,4,4,4,100.0,21.010075280559192,31.53503893214682,8.521803399852173,1.4781966001478277,历史4/4次成功; 当前距低点1.48%; 最新日涨幅-8.65%; 状态confirmed_rebound; 底部未确认
4,85.70127159891672,80.81116035681218,688302,海创药业,confirmed_rebound,2024-02-05,29.25,2024-02-05,28.7,1.9163763066202117,19.721254355400696,31.909845788849346,False,-13.8693,1.3354,4,4,4,100.0,25.486550193044376,40.24920312952768,8.083623693379788,1.9163763066202117,历史4/4次成功; 当前距低点1.92%; 最新日涨幅-13.87%; 状态confirmed_rebound; 底部未确认
5,85.50168544805615,79.77301898409746,300589,江龙船艇,confirmed_rebound,2024-02-05,8.94,2024-02-05,8.82,1.360544217687066,12.925170068027217,28.17589576547231,False,-11.1332,3.2876,3,3,3,100.0,29.758386023784738,44.07616361071933,8.639455782312936,1.360544217687066,历史3/3次成功; 当前距低点1.36%; 最新日涨幅-11.13%; 状态confirmed_rebound; 底部未确认
6,85.38101371121498,80.47622724084029,688167,炬光科技,confirmed_rebound,2024-02-05,63.99,2024-02-05,62.8,1.894904458598734,17.484076433121025,31.70943888647238,False,-13.6204,7.1056,4,4,4,100.0,23.422631217448355,39.13715105373497,8.105095541401267,1.894904458598734,历史4/4次成功; 当前距低点1.89%; 最新日涨幅-13.62%; 状态confirmed_rebound; 底部未确认
7,85.11575601648647,77.59808154849011,600343,航天动力,confirmed_rebound,2024-02-05,6.73,2024-02-05,6.72,0.14880952380953386,11.160714285714286,29.48583420776495,False,-9.9063,2.2504,4,4,4,100.0,26.383694961160476,55.72413793103447,9.851190476190466,0.14880952380953386,历史4/4次成功; 当前距低点0.15%; 最新日涨幅-9.91%; 状态confirmed_rebound; 底部未确认
8,84.61672612488499,76.92429647716817,603222,济民健康,bottom_area,2024-02-05,5.22,2024-02-05,5.22,0.0,9.578544061302683,27.70083102493075,False,-10.0,2.1968,8,8,8,100.0,22.980088586925643,68.46504559270518,10.0,0.0,历史8/8次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
9,84.57349306523938,79.63673612022966,300342,天银机电,confirmed_rebound,2024-02-05,8.84,2024-02-05,8.68,1.8433179723502322,16.244239631336406,31.974921630094045,False,-12.6482,6.5637,4,4,4,100.0,18.276887619291326,26.68539325842696,8.156682027649769,1.8433179723502322,历史4/4次成功; 当前距低点1.84%; 最新日涨幅-12.65%; 状态confirmed_rebound; 底部未确认
10,84.2452466857025,76.58658789609318,002761,浙江建投,bottom_area,2024-02-05,7.72,2024-02-05,7.72,0.0,9.974093264248712,27.032136105860115,False,-10.0233,3.5807,5,5,5,100.0,21.16445105426439,43.73730534867976,10.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
11,83.86276211801275,76.23887465273886,603327,福蓉科技,confirmed_rebound,2024-02-05,8.2,2024-02-05,8.2,0.0,10.975609756097567,27.30496453900709,False,-9.989,0.8471,4,4,4,100.0,29.510078778165898,52.609776304888165,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态confirmed_rebound; 底部未确认
12,83.73718287399078,77.84563944225671,300473,德尔股份,confirmed_rebound,2024-02-05,12.09,2024-02-05,11.95,1.1715481171548165,17.489539748953973,29.038004750593828,False,-13.766,3.8472,3,3,3,100.0,17.0794040288693,21.37137137137137,8.828451882845185,1.1715481171548165,历史3/3次成功; 当前距低点1.17%; 最新日涨幅-13.77%; 状态confirmed_rebound; 底部未确认
13,83.50217518793683,78.13751030156098,002728,特一药业,bottom_area,2024-02-05,12.06,2024-02-05,11.88,1.5151515151515127,9.932659932659929,28.17412333736396,False,-8.4977,7.8971,3,3,3,100.0,12.645461054335595,14.169139465875372,8.484848484848488,1.5151515151515127,历史3/3次成功; 当前距低点1.52%; 最新日涨幅-8.50%; 状态bottom_area; 底部未确认
14,83.44993178360181,78.66346022100188,300382,斯莱克,confirmed_rebound,2024-02-05,5.9,2024-02-05,5.79,1.8998272884283303,13.298791018998266,29.56204379562044,False,-11.2782,1.8865,3,3,3,100.0,30.403583003325068,49.70059880239522,8.100172711571672,1.8998272884283303,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
15,83.325,75.75,002685,华东重机,bottom_area,2024-02-05,2.25,2024-02-05,2.25,0.0,9.333333333333332,30.124223602484477,False,-10.0,2.8498,2,2,2,100.0,62.24778046811945,109.52380952380952,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
16,83.29371318050222,75.72155743682019,603196,璞源材料,bottom_area,2024-02-05,9.01,2024-02-05,9.01,0.0,9.43396226415094,28.83096366508689,False,-9.99,1.3573,4,4,4,100.0,16.513749660323555,22.85714285714286,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
17,82.41046837711902,77.0191293244103,002026,山东威达,bottom_area,2024-02-05,6.3,2024-02-05,6.21,1.4492753623188384,9.82286634460548,29.028571428571432,False,-8.6957,2.4756,2,2,2,100.0,22.49181263708199,29.397590361445776,8.550724637681162,1.4492753623188384,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
18,82.32004969516787,74.83640881378896,002235,安妮股份,bottom_area,2024-02-05,4.55,2024-02-05,4.55,0.0,9.890109890109894,29.237947122861584,False,-9.901,5.0044,3,3,3,100.0,28.421552762306185,46.16438356164384,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.90%; 状态bottom_area; 底部未确认
19,82.24933951745957,74.77212683405415,002494,华斯股份,confirmed_rebound,2024-02-05,3.45,2024-02-05,3.45,0.0,11.014492753623186,32.35294117647058,False,-9.9217,3.1595,4,4,4,100.0,21.62433781749535,35.67251461988303,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.92%; 状态confirmed_rebound; 底部未确认
20,82.23692976392414,75.95180124223603,000678,襄阳轴承,confirmed_rebound,2024-02-05,4.87,2024-02-01,4.83,0.828157349896481,12.836438923395447,27.368421052631582,True,-9.9815,6.1566,2,2,2,100.0,68.2777295253666,121.62162162162164,9.17184265010352,0.828157349896481,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部已确认
21,82.2316896940304,77.4232955493844,300533,冰川网络,confirmed_rebound,2024-02-05,19.95,2024-02-05,19.59,1.8376722817764135,15.109749872383874,31.263157894736842,False,-9.9323,6.9461,3,3,3,100.0,22.974130923842026,40.564081294068856,8.162327718223587,1.8376722817764135,历史3/3次成功; 当前距低点1.84%; 最新日涨幅-9.93%; 状态confirmed_rebound; 底部未确认
22,81.93114034985203,74.48285486350184,000715,中兴商业,confirmed_rebound,2024-02-05,5.52,2024-02-05,5.52,0.0,10.507246376811597,29.59183673469388,False,-9.9511,4.7208,4,4,4,100.0,20.069112169364704,29.105691056910565,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态confirmed_rebound; 底部未确认
23,81.7593651193402,74.32669556303654,002806,华锋股份,confirmed_rebound,2024-02-05,7.56,2024-02-05,7.56,0.0,11.50793650793651,32.800000000000004,False,-10.0,3.5619,4,4,4,100.0,19.229546037830822,34.66407010710809,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
24,81.64453765528417,77.31899923646115,300446,航天智造,confirmed_rebound,2024-02-05,10.01,2024-02-05,9.8,2.142857142857133,17.14285714285714,31.707317073170728,False,-12.8049,7.9002,3,3,3,100.0,26.154373775136584,51.92697768762679,7.857142857142868,2.142857142857133,历史3/3次成功; 当前距低点2.14%; 最新日涨幅-12.80%; 状态confirmed_rebound; 底部未确认
25,81.6073730503717,75.83494790294512,000799,酒鬼酒,bottom_area,2024-02-05,52.76,2024-02-05,52.16,1.1503067484662604,8.32055214723927,27.816219208414072,False,-8.2435,2.7851,2,2,2,100.0,12.460469298108508,14.685314685314685,8.84969325153374,1.1503067484662604,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-8.24%; 状态bottom_area; 底部未确认
26,81.56113297857566,77.58521995161036,002240,盛新锂能,bottom_area,2024-02-05,17.66,2024-02-05,17.25,2.3768115942028993,8.927536231884053,28.363787375415278,False,-7.3938,2.6604,3,3,3,100.0,20.23844293759655,33.42198581560282,7.6231884057971016,2.3768115942028993,历史3/3次成功; 当前距低点2.38%; 最新日涨幅-7.39%; 状态bottom_area; 底部未确认
