rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.21828249700651,84.80956171764436,002339,积成电子,bottom_area,2022-08-08,7.47,2022-08-08,7.2,3.7499999999999942,4.444444444444437,31.428571428571427,False,0.8097,8.4804,3,3,3,100.0,43.22345009486203,82.94930875576038,4.250000000000006,3.7499999999999942,历史3/3次成功; 当前距低点3.75%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
2,84.41440861197624,81.72237735783577,002494,华斯股份,bottom_area,2022-08-08,4.42,2022-08-05,4.32,2.3148148148148064,4.398148148148136,27.999999999999996,False,0.0,5.2511,2,2,2,100.0,25.69975879362104,35.67251461988303,5.685185185185194,2.3148148148148064,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,83.00730965873552,83.32473722913221,601015,陕西黑猫,bottom_area,2022-08-08,5.46,2022-08-04,5.24,4.198473282442743,4.770992366412213,28.021978021978022,False,1.676,0.7004,4,4,4,100.0,24.0712705005465,65.6514382402707,3.8015267175572576,4.198473282442743,历史4/4次成功; 当前距低点4.20%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
4,78.936912503405,79.67097389913971,002761,浙江建投,bottom_area,2022-08-08,25.18,2022-08-04,24.1,4.481327800829868,5.9751037344398235,32.24627495080124,False,1.4913,2.9809,3,3,3,100.0,24.561297231353766,43.73730534867976,3.5186721991701324,4.481327800829868,历史3/3次成功; 当前距低点4.48%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
5,78.14690995470423,76.61191094619666,002110,三钢闽光,bottom_area,2022-08-08,5.55,2022-08-03,5.39,2.968460111317257,3.153988868274581,27.456258411843876,False,0.5435,0.2605,1,1,1,100.0,22.90322580645161,22.90322580645161,5.031539888682743,2.968460111317257,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
6,77.68918092703736,76.26688693659281,000837,秦川机床,bottom_area,2022-08-08,10.51,2022-08-08,10.2,3.039215686274515,4.705882352941181,27.710843373493976,False,0.0952,14.1617,1,1,1,100.0,21.915584415584412,21.915584415584412,4.960784313725485,3.039215686274515,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
7,77.20999638460101,76.15622437339069,000715,中兴商业,bottom_area,2022-08-08,5.03,2022-08-03,4.87,3.2854209445585245,4.928131416837787,27.421758569299552,False,1.6162,1.5807,1,1,1,100.0,24.33862433862435,24.33862433862435,4.714579055441476,3.2854209445585245,历史1/1次成功; 当前距低点3.29%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
8,76.31188609151151,74.0978772297082,000421,南京公用,bottom_area,2022-08-08,4.98,2022-08-05,4.86,2.469135802469138,4.732510288065834,28.424153166421203,False,-1.1905,2.6093,2,2,2,100.0,9.072617523321748,9.090909090909086,5.530864197530862,2.469135802469138,历史2/2次成功; 当前距低点2.47%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
9,75.4317606464799,75.40028922141356,002157,正邦科技,bottom_area,2022-08-08,5.75,2022-08-02,5.53,3.9783001808318215,6.329113924050627,28.737113402061848,False,0.5245,1.7226,2,2,2,100.0,12.101148568333835,13.751169317118809,4.0216998191681785,3.9783001808318215,历史2/2次成功; 当前距低点3.98%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
10,74.52874835468265,73.95125482459902,600248,陕建股份,bottom_area,2022-08-08,4.61,2022-08-03,4.45,3.595505617977531,4.269662921348303,28.2258064516129,False,0.4357,0.7185,1,1,1,100.0,16.28498727735369,16.28498727735369,4.404494382022469,3.595505617977531,历史1/1次成功; 当前距低点3.60%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
11,72.52760829472166,72.68554231258604,002379,宏桥控股,bottom_area,2022-08-08,4.05,2022-08-04,3.89,4.11311053984575,5.398457583547545,30.16157989228007,False,1.7588,3.55,1,1,1,100.0,15.824915824915816,15.824915824915816,3.88688946015425,4.11311053984575,历史1/1次成功; 当前距低点4.11%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
12,69.45881119507516,70.2295208473161,601828,美凯龙,bottom_area,2022-08-08,5.03,2022-08-03,4.81,4.573804573804587,5.4054054054054195,27.010622154779973,False,0.6,0.3859,1,1,1,100.0,8.267716535433069,8.267716535433069,3.426195426195413,4.573804573804587,历史1/1次成功; 当前距低点4.57%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
