rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.88939611841586,83.35307470388213,300454,深信服,bottom_area,2024-03-29,62.0,2024-03-29,60.88,1.8396846254927683,2.989487516425756,28.620002344940794,False,-1.6965,2.4827,4,4,4,100.0,17.782557258094812,29.49391262831224,6.160315374507232,1.8396846254927683,历史4/4次成功; 当前距低点1.84%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
2,81.56881032410278,80.23155364479658,688048,长光华芯,bottom_area,2024-03-29,41.71,2024-03-29,40.44,3.140454995054409,6.157270029673596,29.114811568799297,False,-2.1122,4.4055,4,4,4,100.0,16.94511308344427,23.810089020771517,4.859545004945591,3.140454995054409,历史4/4次成功; 当前距低点3.14%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
3,79.42172940437175,77.20433524569718,000917,电广传媒,bottom_area,2024-03-29,6.49,2024-03-29,6.33,2.527646129541866,4.423380726698266,30.970556161395855,False,-1.9637,6.9529,1,1,1,100.0,43.157894736842124,43.157894736842124,5.472353870458134,2.527646129541866,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
4,76.55561038384066,77.64688961459883,603322,超讯通信,confirmed_rebound,2024-03-29,32.73,2024-03-27,31.25,4.73599999999999,10.624000000000002,30.369875222816408,True,-2.6762,4.9714,5,5,5,100.0,23.6288688956925,39.45833333333333,3.26400000000001,4.73599999999999,历史5/5次成功; 当前距低点4.74%; 最新日涨幅-2.68%; 状态confirmed_rebound; 底部已确认
5,75.63252637121265,76.26448038031914,688229,博睿数据,bottom_area,2024-03-29,31.57,2024-03-28,30.23,4.43268276546477,7.509096923585841,28.39886309805779,False,-0.9724,2.9094,4,4,4,100.0,11.456973578380694,18.12233285917498,3.5673172345352304,4.43268276546477,历史4/4次成功; 当前距低点4.43%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
6,74.77737200673043,72.36733061575225,300727,润禾材料,bottom_area,2024-03-29,26.28,2024-03-29,25.69,2.296613468275593,3.9704165044764483,28.599221789883263,False,-1.9403,5.3772,3,4,3,75.0,18.487146900110744,26.812499999999993,5.703386531724407,2.296613468275593,历史3/4次成功; 当前距低点2.30%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
7,73.22544699686897,72.53159973590327,000710,贝瑞基因,bottom_area,2024-03-29,9.45,2024-03-28,9.13,3.504928806133609,5.695509309967136,30.62310030395136,False,-0.9434,5.9225,2,2,2,100.0,13.34858824670914,17.3469387755102,4.495071193866392,3.504928806133609,历史2/2次成功; 当前距低点3.50%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
8,70.57726254945511,71.00980961308814,603190,亚通精工,bottom_area,2024-03-29,25.61,2024-03-27,24.55,4.317718940936858,5.743380855397149,27.83656672545562,False,1.2653,5.2069,1,1,1,100.0,9.323703217334197,9.323703217334197,3.6822810590631416,4.317718940936858,历史1/1次成功; 当前距低点4.32%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
