rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.64315846994533,82.6795081967213,000932,华菱钢铁,bottom_area,2026-04-03,4.95,6.86,2026-03-24,4.88,1.4344262295082026,8.401639344262298,28.86297376093295,27.84256559766764,True,-1.7857,0.6015,1,1,1,100.0,55.72289156626506,55.72289156626506,18.5655737704918,1.4344262295082026,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
40,75.02369386732536,63.13542724734633,603000,人民网,bottom_area,2026-04-03,18.8,27.18,2026-03-23,18.7,0.5347593582887776,7.27272727272727,31.199411331861665,30.83149374540103,True,-1.9812,1.1535,3,6,3,50.0,32.068164431423405,48.493150684931514,19.465240641711222,0.5347593582887776,历史3/6次成功; 当前距低点0.53%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
41,74.66276071903134,62.74910563915491,000966,长源电力,bottom_area,2026-04-03,4.34,5.95,2026-04-03,4.32,0.46296296296295303,4.86111111111111,27.394957983193276,27.058823529411768,False,-3.9823,2.752,2,3,2,66.66666666666666,29.075239398084808,37.20930232558138,19.53703703703705,0.46296296296295303,历史2/3次成功; 当前距低点0.46%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
42,74.4719417616525,62.734633807705656,002150,正泰电源,bottom_area,2026-04-03,28.98,39.51,2026-04-03,28.81,0.5900728913571736,4.998264491496013,27.081751455327762,26.651480637813208,False,-4.1983,5.2996,2,4,2,50.0,103.59229727074349,164.87025948103792,19.409927108642826,0.5900728913571736,历史2/4次成功; 当前距低点0.59%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
43,74.02058280532972,66.31185847502857,688358,祥生医疗,bottom_area,2026-04-03,28.37,39.8,2026-03-23,27.29,3.957493587394657,9.747160131916454,31.4321608040201,28.718592964824115,True,-3.0748,0.9053,3,5,3,60.0,39.8115260983247,68.06588735387884,16.042506412605345,3.957493587394657,历史3/5次成功; 当前距低点3.96%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
44,73.99700527422705,63.88916692491253,000676,智度股份,bottom_area,2026-04-03,7.37,9.97,2026-03-23,7.23,1.936376210235127,7.1922544951590535,27.482447342026077,26.07823470411234,True,-2.642,0.8323,2,5,2,40.0,35.12959507660551,39.937597503900164,18.063623789764875,1.936376210235127,历史2/5次成功; 当前距低点1.94%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
45,73.52499395333088,62.998094084393344,000625,长安汽车,bottom_area,2026-04-03,10.03,13.84,2026-03-30,9.88,1.518218623481767,3.1376518218623346,28.612716763005775,27.52890173410405,False,0.501,0.5551,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.48178137651823,1.518218623481767,历史1/3次成功; 当前距低点1.52%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
46,71.0160082810235,60.992480430066976,002241,歌尔股份,bottom_area,2026-04-03,22.21,31.86,2026-03-30,21.85,1.647597254004574,5.629290617848955,31.41870684243565,30.288763339610792,False,-1.5514,1.1481,1,2,1,50.0,36.8763557483731,36.8763557483731,18.352402745995427,1.647597254004574,历史1/2次成功; 当前距低点1.65%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
47,70.55449829293448,59.42583130477115,603232,格尔软件,bottom_area,2026-04-03,19.01,26.53,2026-04-03,18.9,0.5820105820105979,2.9629629629629752,28.75989445910291,28.345269506219374,False,-0.7829,2.3129,3,7,3,42.857142857142854,37.37304763616524,48.01488833746897,19.417989417989403,0.5820105820105979,历史3/7次成功; 当前距低点0.58%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
48,70.40768704836256,58.98114117893856,000767,晋控电力,bottom_area,2026-04-03,3.51,5.12,2026-04-03,3.5,0.28571428571427965,7.428571428571422,31.640625,31.445312500000007,False,-6.1497,7.3086,2,4,2,50.0,26.089084679393054,29.955947136563882,19.71428571428572,0.28571428571427965,历史2/4次成功; 当前距低点0.29%; 最新日涨幅-6.15%; 状态bottom_area; 底部未确认
49,70.16775339494646,60.11455358298365,002373,千方科技,bottom_area,2026-04-03,9.4,13.46,2026-03-23,9.26,1.5118790496760321,7.01943844492441,31.203566121842503,30.163447251114416,False,-0.9484,1.0172,1,2,1,50.0,30.49267643142478,30.49267643142478,18.488120950323967,1.5118790496760321,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
50,69.74655641833535,59.74072132034631,002605,姚记科技,bottom_area,2026-04-03,20.3,27.66,2026-03-23,20.0,1.5000000000000036,5.9999999999999964,27.69342010122921,26.608821402747644,False,-1.5996,1.0483,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,18.499999999999996,1.5000000000000036,历史2/6次成功; 当前距低点1.50%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
51,69.7178751412882,59.82197984982416,000716,黑芝麻,bottom_area,2026-04-03,5.09,6.88,2026-03-23,5.01,1.5968063872255505,8.582834331337338,27.18023255813954,26.01744186046512,True,-2.6769,0.8203,1,3,1,33.33333333333333,40.211640211640216,40.211640211640216,18.40319361277445,1.5968063872255505,历史1/3次成功; 当前距低点1.60%; 最新日涨幅-2.68%; 状态bottom_area; 底部已确认
52,69.2081433785655,58.34325739214733,688232,新点软件,bottom_area,2026-04-03,20.76,30.57,2026-04-03,20.63,0.6301502666020483,4.895782840523517,32.51553810925745,32.09028459273797,False,-2.9907,0.8783,1,2,1,50.0,51.87398153177622,51.87398153177622,19.369849733397952,0.6301502666020483,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
53,69.10716778492328,58.66080698203895,001282,三联锻造,bottom_area,2026-04-03,19.07,26.24,2026-03-23,18.88,1.0063559322033966,7.468220338983052,28.048780487804876,27.324695121951216,False,-2.9517,2.6893,1,4,1,25.0,37.31343283582089,37.31343283582089,18.993644067796605,1.0063559322033966,历史1/4次成功; 当前距低点1.01%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
54,69.05963931432777,60.57863097748049,002481,双塔食品,bottom_area,2026-04-03,4.4,6.06,2026-03-23,4.28,2.803738317757012,9.345794392523352,29.37293729372936,27.39273927392738,True,-3.5088,0.8441,2,5,2,40.0,38.17824915035744,54.6583850931677,17.196261682242987,2.803738317757012,历史2/5次成功; 当前距低点2.80%; 最新日涨幅-3.51%; 状态bottom_area; 底部已确认
55,68.31656690068822,61.08272507696657,002036,联创电子,bottom_area,2026-04-03,8.9,11.85,2026-04-03,8.57,3.850641773628939,5.484247374562414,27.67932489451476,24.894514767932485,False,2.5346,3.3321,2,6,2,33.33333333333333,44.67126337369466,67.13178294573642,16.149358226371064,3.850641773628939,历史2/6次成功; 当前距低点3.85%; 最新日涨幅2.53%; 状态bottom_area; 底部未确认
56,68.2693165805344,57.00191742114744,002117,东港股份,bottom_area,2026-04-03,9.43,12.99,2026-04-03,9.42,0.10615711252653702,4.883227176220816,27.48267898383372,27.40569668976136,False,-3.7755,1.403,1,2,1,50.0,46.5804066543438,46.5804066543438,19.893842887473465,0.10615711252653702,历史1/2次成功; 当前距低点0.11%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
57,67.68173493631066,56.86423550395189,300520,科大国创,bottom_area,2026-04-03,33.79,46.36,2026-04-02,33.64,0.44589774078477573,4.429250891795487,27.437446074201894,27.11389128559103,False,-0.2362,2.941,2,5,2,40.0,28.123023402909546,32.59013282732449,19.554102259215224,0.44589774078477573,历史2/5次成功; 当前距低点0.45%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
58,67.49736199941366,57.70476984120465,300758,七彩化学,bottom_area,2026-04-03,13.07,17.99,2026-03-23,12.89,1.3964313421256767,7.9906904577191575,28.349082823790983,27.348526959421893,True,-2.0974,1.3794,1,5,1,20.0,38.59480269489894,38.59480269489894,18.603568657874327,1.3964313421256767,历史1/5次成功; 当前距低点1.40%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
59,67.46633042488146,60.29446275036441,600327,大东方,bottom_area,2026-04-03,3.8,5.38,2026-03-23,3.66,3.825136612021849,10.655737704918025,31.970260223048324,29.36802973977695,True,-3.5533,1.4457,2,4,2,50.0,27.5041625041625,33.030303030303024,16.174863387978153,3.825136612021849,历史2/4次成功; 当前距低点3.83%; 最新日涨幅-3.55%; 状态bottom_area; 底部已确认
60,67.2628103876851,59.77038678503674,605337,李子园,bottom_area,2026-04-03,10.61,14.95,2026-03-23,10.25,3.512195121951214,8.19512195121951,31.438127090301,29.03010033444816,True,-2.0314,0.5826,2,5,2,40.0,32.30210571551354,37.98882681564246,16.487804878048788,3.512195121951214,历史2/5次成功; 当前距低点3.51%; 最新日涨幅-2.03%; 状态bottom_area; 底部已确认
61,67.16326062429557,56.62560131509038,688225,亚信安全,bottom_area,2026-04-03,15.82,23.2,2026-04-03,15.72,0.6361323155216262,4.707379134860052,32.241379310344826,31.8103448275862,False,-2.9448,0.6536,2,5,2,40.0,29.171951583224075,36.786114221724524,19.363867684478375,0.6361323155216262,历史2/5次成功; 当前距低点0.64%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
62,66.90262583776845,58.293730138378855,603681,永冠新材,bottom_area,2026-04-03,16.82,22.83,2026-03-24,16.42,2.4360535931790412,8.282582216808764,28.077091546211115,26.325010950503717,True,-0.8839,2.2426,1,2,1,50.0,22.83834586466165,22.83834586466165,17.56394640682096,2.4360535931790412,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
63,66.88161054781894,55.73467545651578,002765,蓝黛科技,bottom_area,2026-04-03,9.63,13.66,2026-04-03,9.63,0.0,3.219106957424701,29.502196193265,29.502196193265,False,-2.5304,1.3393,2,5,2,40.0,28.84234116406334,29.470802919708017,20.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
64,66.66265968371326,55.741111111111096,002049,紫光国微,bottom_area,2026-04-03,64.92,89.11,2026-04-03,64.8,0.18518518518519222,2.438271604938269,27.280888789137027,27.14622376837616,False,-1.4871,1.0445,1,3,1,33.33333333333333,67.71058315334776,67.71058315334776,19.81481481481481,0.18518518518519222,历史1/3次成功; 当前距低点0.19%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
65,66.53572333526597,55.729457364341094,600318,新力金融,bottom_area,2026-04-03,7.22,10.23,2026-04-03,7.2,0.27777777777777185,5.972222222222219,29.61876832844575,29.42326490713588,False,-1.3661,3.1702,1,2,1,50.0,31.627906976744185,31.627906976744185,19.72222222222223,0.27777777777777185,历史1/2次成功; 当前距低点0.28%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
66,65.94911817161623,55.04127094461535,688114,华大智造,bottom_area,2026-04-03,48.24,69.85,2026-04-03,48.2,0.08298755186721815,3.46473029045642,30.99498926270579,30.9377236936292,False,-3.3267,0.5027,2,5,2,40.0,24.08861592942264,27.745919717688572,19.917012448132784,0.08298755186721815,历史2/5次成功; 当前距低点0.08%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
67,65.79239392478304,55.15745901639346,002093,国脉科技,bottom_area,2026-04-03,9.18,12.83,2026-03-23,9.15,0.32786885245900943,6.120218579234978,28.68277474668745,28.448947778643806,False,-1.9231,0.6382,1,4,1,25.0,52.409638554216855,52.409638554216855,19.67213114754099,0.32786885245900943,历史1/4次成功; 当前距低点0.33%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
68,65.64717805879255,55.06268936170211,002310,东方新能,bottom_area,2026-04-03,2.83,4.11,2026-04-03,2.82,0.35460992907802236,7.801418439716319,31.386861313868625,31.143552311435528,False,-6.6007,7.8183,1,2,1,50.0,39.2,39.2,19.645390070921977,0.35460992907802236,历史1/2次成功; 当前距低点0.35%; 最新日涨幅-6.60%; 状态bottom_area; 底部未确认
