rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.64315846994533,82.6795081967213,000932,华菱钢铁,bottom_area,2026-04-03,4.95,6.86,2026-03-24,4.88,1.4344262295082026,8.401639344262298,28.86297376093295,27.84256559766764,True,-1.7857,0.6015,1,1,1,100.0,55.72289156626506,55.72289156626506,18.5655737704918,1.4344262295082026,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.79%; 状态bottom_area; 底部已确认
2,96.36376692303241,81.95138783105598,300993,玉马科技,bottom_area,2026-04-03,11.85,16.22,2026-03-23,11.72,1.1092150170648378,7.679180887372001,27.74352651048088,26.942046855733658,True,-2.3888,0.8478,1,1,1,100.0,42.09891435464416,42.09891435464416,18.890784982935163,1.1092150170648378,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
3,90.84560781135295,75.98105930455009,000567,海德股份,bottom_area,2026-04-03,5.04,7.02,2026-03-23,5.03,0.19880715705764984,7.355864811133203,28.347578347578338,28.2051282051282,True,-2.3256,0.3951,1,1,1,100.0,38.67924528301886,38.67924528301886,19.80119284294235,0.19880715705764984,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.33%; 状态bottom_area; 底部已确认
4,89.45833469209788,80.58032637197002,003040,楚天龙,bottom_area,2026-04-03,15.92,20.99,2026-03-23,15.27,4.256712508185988,7.2691552062868325,27.25107193901858,24.154359218675555,True,0.5051,1.4706,2,2,2,100.0,34.17005855179603,34.697855750487335,15.743287491814012,4.256712508185988,历史2/2次成功; 当前距低点4.26%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
5,89.45826226733574,74.69158940397354,300100,双林股份,bottom_area,2026-04-03,28.72,39.36,2026-04-03,28.69,0.10456605088880301,4.07807598466364,27.10873983739837,27.03252032520325,False,-3.1693,1.2375,1,1,1,100.0,56.845609654598405,56.845609654598405,19.8954339491112,0.10456605088880301,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
6,89.20579401203695,74.6251312427419,600592,龙溪股份,bottom_area,2026-04-03,19.07,28.09,2026-03-23,19.03,0.21019442984760456,7.672096689437716,32.25347098611605,32.11107155571378,True,-2.9517,1.1006,1,1,1,100.0,31.52889539136796,31.52889539136796,19.789805570152396,0.21019442984760456,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
7,88.38970403563887,77.35973966309342,688007,光峰科技,bottom_area,2026-04-03,13.41,19.18,2026-03-23,13.06,2.6799387442572713,7.963246554364464,31.9082377476538,30.08342022940563,True,-0.4454,0.7635,1,1,1,100.0,36.66666666666667,36.66666666666667,17.32006125574273,2.6799387442572713,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-0.45%; 状态bottom_area; 底部已确认
8,87.8159369901336,73.70012805553218,001256,炜冈科技,bottom_area,2026-04-03,20.78,28.55,2026-04-03,20.7,0.38647342995169975,8.695652173913047,27.49562171628722,27.215411558669,False,-7.2321,3.9862,2,2,2,100.0,31.458534816247578,42.897727272727266,19.6135265700483,0.38647342995169975,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-7.23%; 状态bottom_area; 底部未确认
9,87.71347788917645,77.32819532763975,688377,迪威尔,bottom_area,2026-04-03,36.5,50.95,2026-03-27,35.41,3.078226489692187,8.726348489127375,30.500490677134458,28.361138370951917,True,-0.7073,0.7884,1,1,1,100.0,41.37931034482759,41.37931034482759,16.921773510307816,3.078226489692187,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-0.71%; 状态bottom_area; 底部已确认
10,87.47259377413802,75.90661653329205,002088,鲁阳节能,bottom_area,2026-04-03,9.7,13.93,2026-03-23,9.49,2.212855637513162,9.272918861959948,31.873653984206747,30.366116295764538,True,-2.9029,0.682,1,1,1,100.0,23.128641864634695,23.128641864634695,17.78714436248684,2.212855637513162,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-2.90%; 状态bottom_area; 底部已确认
11,87.4363771914747,74.03167465497931,002564,天沃科技,bottom_area,2026-04-03,5.81,8.27,2026-04-03,5.76,0.8680555555555525,4.513888888888886,30.35066505441354,29.746070133010882,False,-2.6801,1.4471,2,2,2,100.0,28.92925441745143,29.903536977491967,19.13194444444445,0.8680555555555525,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
12,86.88566185083954,74.47342444357675,600722,金牛化工,bottom_area,2026-04-03,13.2,18.95,2026-04-03,13.0,1.538461538461533,7.999999999999993,31.398416886543533,30.343007915567284,False,-7.8856,12.8227,1,1,1,100.0,26.565143824027075,26.565143824027075,18.461538461538467,1.538461538461533,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-7.89%; 状态bottom_area; 底部未确认
13,86.63243154434797,76.38751744055577,688584,上海合晶,bottom_area,2026-04-03,18.7,25.28,2026-03-23,18.14,3.0871003307607428,7.4972436604189605,28.24367088607595,26.028481012658233,True,-0.9534,0.5524,1,1,1,100.0,36.43067846607669,36.43067846607669,16.91289966923926,3.0871003307607428,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
14,86.30727467739464,72.80981044918764,001328,登康口腔,bottom_area,2026-04-03,31.6,44.35,2026-03-31,31.39,0.6690028671551477,5.256451099076134,29.222096956031567,28.74859075535513,False,-1.6189,1.4019,1,1,1,100.0,36.58675799086758,36.58675799086758,19.330997132844853,0.6690028671551477,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
15,86.18129626313953,72.0006246154152,601628,中国人寿,bottom_area,2026-04-03,36.09,50.7,2026-04-03,36.04,0.1387347391787022,1.415094339622636,28.915187376725843,28.816568047337277,False,-0.7426,0.0647,1,1,1,100.0,25.736235595390532,25.736235595390532,19.8612652608213,0.1387347391787022,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
16,86.07139950777355,72.03987911088004,002506,协鑫集成,bottom_area,2026-04-03,4.21,5.98,2026-04-03,4.2,0.238095238095233,7.142857142857138,29.76588628762542,29.59866220735787,False,-6.8584,9.5853,2,2,2,100.0,20.713635772780442,21.019108280254766,19.76190476190477,0.238095238095233,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
17,86.02137931034483,71.68448275862069,600843,上工申贝,bottom_area,2026-04-03,9.09,12.64,2026-03-23,9.09,0.0,5.830583058305824,28.085443037974688,28.085443037974688,False,-2.4678,1.1914,1,1,1,100.0,34.59399332591768,34.59399332591768,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
18,85.40004486794511,71.25485108337723,300542,新晨科技,bottom_area,2026-04-03,14.82,21.7,2026-04-03,14.81,0.06752194463200396,10.533423362592846,31.75115207373271,31.705069124423957,False,-0.8696,2.2443,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,19.932478055367998,0.06752194463200396,历史5/7次成功; 当前距低点0.07%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
19,85.0881894621895,71.34723961115267,603848,好太太,bottom_area,2026-04-03,14.85,21.38,2026-04-03,14.8,0.3378378378378306,3.445945945945944,30.776426566884936,30.54256314312441,False,-2.623,0.3075,1,1,1,100.0,24.664031620553352,24.664031620553352,19.66216216216217,0.3378378378378306,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
20,85.08449339207048,70.90374449339207,001391,国货航,bottom_area,2026-04-03,5.2,7.73,2026-04-03,5.2,0.0,1.5384615384615397,32.729624838292374,32.729624838292374,False,-1.5152,0.969,1,1,1,100.0,30.39647577092513,30.39647577092513,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
21,84.16466358361014,74.631449261842,603535,嘉诚国际,bottom_area,2026-04-03,8.22,11.77,2026-03-23,7.95,3.396226415094345,8.30188679245282,32.4553950722175,30.16142735768903,True,-1.6746,0.4514,1,1,1,100.0,30.778739184178,30.778739184178,16.603773584905657,3.396226415094345,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
22,83.7019801980198,69.7516501650165,300059,东方财富,bottom_area,2026-04-03,18.48,25.71,2026-04-03,18.48,0.0,2.1103896103896136,28.121353558926486,28.121353558926486,False,-1.44,1.0376,1,1,1,100.0,24.202420242024196,24.202420242024196,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
23,83.30698078779403,69.99407629812785,300080,易成新能,bottom_area,2026-04-03,4.49,6.38,2026-04-03,4.47,0.4474272930648874,7.382550335570472,29.93730407523511,29.623824451410652,False,-5.6723,2.5083,1,1,1,100.0,28.947368421052627,28.947368421052627,19.552572706935116,0.4474272930648874,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-5.67%; 状态bottom_area; 底部未确认
24,83.29255145489915,69.68880991213764,600611,大众交通,bottom_area,2026-04-03,4.59,6.6,2026-04-03,4.58,0.21834061135370714,4.148471615720513,30.606060606060602,30.45454545454545,False,-3.1646,1.0007,1,1,1,100.0,24.497991967871478,24.497991967871478,19.781659388646293,0.21834061135370714,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
25,83.23602419551753,74.91526081948332,301075,多瑞医药,bottom_area,2026-04-03,63.33,83.57,2026-04-03,60.77,4.212604903735388,4.9860128352805555,27.28251764987435,24.21921742252004,False,1.6044,1.8243,1,1,1,100.0,29.03225806451612,29.03225806451612,15.787395096264614,4.212604903735388,历史1/1次成功; 当前距低点4.21%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
26,83.02082815052627,74.69122547554232,600391,航发科技,bottom_area,2026-04-03,38.54,51.2,2026-03-23,36.99,4.190321708569876,11.38145444714788,27.75390625,24.726562500000007,True,-2.4798,2.0975,2,2,2,100.0,24.1675213499013,27.709431751611014,15.809678291430126,4.190321708569876,历史2/2次成功; 当前距低点4.19%; 最新日涨幅-2.48%; 状态bottom_area; 底部已确认
27,81.04125964019015,69.84864538043387,002829,星网宇达,bottom_area,2026-04-03,21.58,29.86,2026-03-24,21.19,1.840490797545998,8.966493629070309,29.03549899531145,27.729403884795715,True,-2.6613,2.3033,3,5,3,60.0,22.66109891848788,24.36974789915967,18.159509202454004,1.840490797545998,历史3/5次成功; 当前距低点1.84%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
28,80.7026314710556,70.06502225307108,603155,新亚强,bottom_area,2026-04-03,15.07,21.21,2026-03-23,14.74,2.2388059701492544,8.005427408412482,30.504479019330503,28.94860914662895,True,-2.6486,0.8822,3,5,3,60.0,28.70698852156653,32.05456095481671,17.761194029850746,2.2388059701492544,历史3/5次成功; 当前距低点2.24%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
29,80.49302921057861,68.06941006431056,300085,银之杰,bottom_area,2026-04-03,33.97,46.9,2026-04-03,33.7,0.8011869436201661,7.418397626112759,28.144989339019183,27.56929637526652,False,-4.0937,4.464,1,1,1,100.0,22.936109117013643,22.936109117013643,19.198813056379834,0.8011869436201661,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
30,80.31596302003082,67.95966101694916,600163,中闽能源,bottom_area,2026-04-03,6.05,8.82,2026-04-03,6.0,0.8333333333333304,7.666666666666666,31.97278911564626,31.40589569160998,False,-6.4915,4.4291,1,1,1,100.0,22.740112994350277,22.740112994350277,19.16666666666667,0.8333333333333304,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-6.49%; 状态bottom_area; 底部未确认
31,78.39889361381813,67.0563250475011,002045,国光电器,bottom_area,2026-04-03,11.41,16.38,2026-03-23,11.25,1.4222222222222236,6.222222222222216,31.318681318681314,30.34188034188034,False,-1.2976,0.8404,4,8,4,50.0,33.38167588262236,40.89958158995815,18.577777777777776,1.4222222222222236,历史4/8次成功; 当前距低点1.42%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
32,78.18339832671529,67.10298473165926,300593,新雷能,bottom_area,2026-04-03,22.71,30.88,2026-03-30,22.35,1.6107382550335545,7.829977628635346,27.623056994818647,26.457253886010356,True,-1.8158,2.3139,2,4,2,50.0,26.74982770503102,28.000000000000007,18.389261744966447,1.6107382550335545,历史2/4次成功; 当前距低点1.61%; 最新日涨幅-1.82%; 状态bottom_area; 底部已确认
33,76.78982461923376,65.74345842904957,688027,国盾量子,bottom_area,2026-04-03,527.68,746.0,2026-04-02,520.01,1.4749716351608544,5.3729735966616134,30.29356568364611,29.26541554959786,False,0.8563,2.1175,2,6,2,33.33333333333333,40.60785174130632,54.833310085088584,18.525028364839148,1.4749716351608544,历史2/6次成功; 当前距低点1.47%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
34,76.70179965198163,67.81514707126792,300539,横河精密,bottom_area,2026-04-03,26.48,35.9,2026-03-23,25.65,3.2358674463937698,9.746588693957117,28.551532033426184,26.23955431754874,True,-2.2157,1.3361,3,5,3,60.0,28.832929295944616,39.25845147219192,16.76413255360623,3.2358674463937698,历史3/5次成功; 当前距低点3.24%; 最新日涨幅-2.22%; 状态bottom_area; 底部已确认
35,76.67159265269444,66.3081929585158,002584,西陇科学,bottom_area,2026-04-03,7.55,10.48,2026-03-23,7.4,2.0270270270270196,8.108108108108103,29.389312977099237,27.95801526717558,True,-2.5806,1.7498,2,5,2,40.0,49.24631494697527,68.08510638297875,17.972972972972983,2.0270270270270196,历史2/5次成功; 当前距低点2.03%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
36,75.89245550696273,63.68937649847609,002457,青龙管业,bottom_area,2026-04-03,10.48,15.04,2026-04-03,10.44,0.3831417624521162,3.927203065134101,30.585106382978722,30.319148936170205,False,-3.321,2.573,2,3,2,66.66666666666666,33.152005646237896,42.51290877796902,19.616858237547884,0.3831417624521162,历史2/3次成功; 当前距低点0.38%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
37,75.79475816090755,67.24539681384782,002017,东信和平,bottom_area,2026-04-03,18.72,25.2,2026-03-23,18.1,3.42541436464087,7.40331491712707,28.17460317460317,25.71428571428572,True,-0.8999,1.3782,2,4,2,50.0,49.75990088832793,50.390015600624025,16.57458563535913,3.42541436464087,历史2/4次成功; 当前距低点3.43%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
38,75.62254678062682,63.37629629629632,002356,赫美集团,bottom_area,2026-04-03,3.25,4.71,2026-04-03,3.24,0.30864197530863535,5.864197530864196,31.21019108280254,30.997876857749468,False,-4.4118,2.6417,2,4,2,50.0,50.08919076532538,69.37669376693766,19.691358024691365,0.30864197530863535,历史2/4次成功; 当前距低点0.31%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
39,75.45334072899163,63.66644485684585,002590,万安科技,bottom_area,2026-04-03,11.84,16.25,2026-04-03,11.76,0.680272108843538,3.6564625850340113,27.630769230769232,27.138461538461538,False,-2.0678,1.2175,2,3,2,66.66666666666666,26.45590644270131,30.204778156996575,19.319727891156464,0.680272108843538,历史2/3次成功; 当前距低点0.68%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
