rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.43458038486536,89.98618191377162,002045,国光电器,bottom_area,2023-07-27,13.61,2023-07-26,13.41,1.4914243102162512,7.084265473527212,27.39577693557119,False,0.4428,3.6475,4,4,4,100.0,26.70230828529398,33.77563329312426,6.50857568978375,1.4914243102162512,历史4/4次成功; 当前距低点1.49%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
2,84.50854712056916,79.59692010676889,300342,天银机电,bottom_area,2023-07-27,11.37,2023-07-25,11.27,0.8873114463176544,5.2351375332741785,27.337201805286917,False,0.088,4.9484,3,3,3,100.0,19.9461838944793,26.68539325842696,7.1126885536823465,0.8873114463176544,历史3/3次成功; 当前距低点0.89%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
3,81.92343892372347,76.02750169017666,002403,爱仕达,bottom_area,2023-07-27,8.49,2023-07-27,8.48,0.11792452830188427,2.240566037735843,32.05128205128205,False,-0.5855,1.6811,3,3,3,100.0,13.797686100564366,21.63892445582587,7.8820754716981165,0.11792452830188427,历史3/3次成功; 当前距低点0.12%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
4,81.75777491067394,76.07636837237867,603033,三维股份,bottom_area,2023-07-27,15.64,2023-07-17,15.6,0.2564102564102623,5.25641025641027,27.677329624478446,False,-1.7588,0.1648,3,3,3,100.0,15.757977188140112,24.922480620155024,7.743589743589737,0.2564102564102623,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
5,79.7979162030153,75.09418683718684,600081,东风科技,bottom_area,2023-07-27,11.98,2023-07-24,11.88,0.8417508417508388,3.787878787878782,28.13067150635209,False,0.5034,2.2982,2,2,2,100.0,11.84612234612234,13.923013923013915,7.158249158249161,0.8417508417508388,历史2/2次成功; 当前距低点0.84%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
6,79.74927736147035,74.90851616270766,002829,星网宇达,bottom_area,2023-07-27,31.11,2023-07-27,30.88,0.7448186528497424,3.594559585492226,31.025240116149217,False,-0.9236,2.3363,3,3,3,100.0,15.4661435011025,21.628131021194598,7.255181347150258,0.7448186528497424,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
7,79.67182983960383,74.04002474104206,000037,深南电A,bottom_area,2023-07-27,10.57,2023-07-27,10.55,0.18957345971563577,3.7914691943127825,28.619756427604866,False,-1.5829,4.7109,5,6,5,83.33333333333334,23.435047827206347,45.16765285996055,7.810426540284364,0.18957345971563577,历史5/6次成功; 当前距低点0.19%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
8,79.34931095113335,74.9690942107311,601360,三六零,bottom_area,2023-07-27,11.57,2023-07-24,11.45,1.0480349344978255,5.065502183406115,29.1460396039604,False,-0.9418,1.0855,1,1,1,100.0,13.003300330033007,13.003300330033007,6.951965065502175,1.0480349344978255,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
9,79.00229407751816,74.85560677931551,688287,退市观典,bottom_area,2023-07-27,10.99,2023-07-24,10.86,1.1970534069981655,3.5911602209944804,27.406417112299476,False,-0.8123,0.7876,1,1,1,100.0,14.219830899308223,14.219830899308223,6.802946593001835,1.1970534069981655,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
10,78.80149357827267,76.11422123835328,600105,永鼎股份,bottom_area,2023-07-27,6.05,2023-07-24,5.92,2.1959459459459443,5.912162162162156,27.628361858190708,False,0.4983,3.3332,1,1,1,100.0,10.757946210268958,10.757946210268958,5.804054054054056,2.1959459459459443,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
11,78.5229619825755,74.45205319566803,600990,四创电子,bottom_area,2023-07-27,23.0,2023-07-24,22.72,1.2323943661971881,3.2570422535211354,29.199127454035533,False,-0.519,0.6565,1,1,1,100.0,12.483399734395755,12.483399734395755,6.767605633802812,1.2323943661971881,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
