rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.43458038486536,89.98618191377162,002045,国光电器,bottom_area,2023-07-27,13.61,2023-07-26,13.41,1.4914243102162512,7.084265473527212,27.39577693557119,False,0.4428,3.6475,4,4,4,100.0,26.70230828529398,33.77563329312426,6.50857568978375,1.4914243102162512,历史4/4次成功; 当前距低点1.49%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
12,77.76039547321716,76.83990368382061,002590,万安科技,confirmed_rebound,2023-07-27,11.62,2023-07-24,11.24,3.3807829181494573,11.654804270462638,28.589580686149933,True,0.7806,12.9004,1,1,1,100.0,30.204778156996575,30.204778156996575,4.619217081850543,3.3807829181494573,历史1/1次成功; 当前距低点3.38%; 最新日涨幅0.78%; 状态confirmed_rebound; 底部已确认
13,76.84695138366685,73.96282389641465,301379,天山电子,bottom_area,2023-07-27,35.0,2023-07-27,34.31,2.011075488195855,5.770912270475071,31.10441767068272,False,-0.6529,35.2815,1,1,1,100.0,19.398258115597777,19.398258115597777,5.988924511804146,2.011075488195855,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
14,76.07384375869576,71.29123799023472,301386,未来电器,bottom_area,2023-07-27,27.38,2023-07-27,27.21,0.6247703050349068,4.00588019110621,27.148594377510037,False,-1.1552,12.6678,1,1,1,100.0,27.880184331797242,27.880184331797242,7.3752296949650935,0.6247703050349068,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
15,75.33108382628421,70.81623868198082,688320,禾川科技,bottom_area,2023-07-27,37.13,2023-07-27,36.84,0.7871878393051007,5.646036916395217,27.43746306874138,False,-3.3576,4.1479,2,2,2,100.0,20.865736320411,33.54902936784469,7.2128121606949,0.7871878393051007,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
16,74.68098710812207,74.77213790480603,002654,万润科技,confirmed_rebound,2023-07-27,10.5,2023-07-26,10.09,4.06342913776016,10.208126858275515,29.93055555555556,True,2.6393,14.1268,2,2,2,100.0,10.789012574726865,11.22448979591837,3.93657086223984,4.06342913776016,历史2/2次成功; 当前距低点4.06%; 最新日涨幅2.64%; 状态confirmed_rebound; 底部已确认
17,73.7330993163975,68.82136690647482,605118,力鼎光电,bottom_area,2023-07-27,14.46,2023-07-27,14.4,0.4166666666666701,2.222222222222224,29.377145659637076,False,-0.9589,6.1236,1,1,1,100.0,12.050359712230225,12.050359712230225,7.5833333333333295,0.4166666666666701,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
18,73.31270957310952,72.2751794941671,600995,南网储能,confirmed_rebound,2023-07-27,11.09,2023-06-07,10.74,3.258845437616384,8.379888268156428,32.7909887359199,True,-0.6272,0.6556,1,1,1,100.0,26.64165103189493,26.64165103189493,4.741154562383616,3.258845437616384,历史1/1次成功; 当前距低点3.26%; 最新日涨幅-0.63%; 状态confirmed_rebound; 底部已确认
19,72.4302406785912,71.09203761755487,601669,中国电建,bottom_area,2023-07-27,5.78,2023-06-07,5.61,3.030303030303029,5.882352941176471,29.78723404255319,False,-0.1727,0.6837,1,1,1,100.0,16.457680250783696,16.457680250783696,4.9696969696969715,3.030303030303029,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
20,71.44412626579465,71.48566757382785,002755,奥赛康,bottom_area,2023-07-27,8.26,2023-07-17,7.94,4.030226700251881,5.79345088161209,28.853046594982075,False,-0.9592,0.2068,1,1,1,100.0,30.831099195710454,30.831099195710454,3.9697732997481188,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
21,71.13533101715944,66.9189321002015,688278,特宝生物,bottom_area,2023-07-27,33.05,2023-07-27,32.78,0.8236729713239658,4.94203782794386,28.161297392066626,False,-3.2777,0.9394,1,1,1,100.0,17.0263788968825,17.0263788968825,7.176327028676035,0.8236729713239658,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
22,69.70690154588438,70.5085491329254,000792,盐湖股份,confirmed_rebound,2023-07-27,19.35,2023-05-30,18.5,4.594594594594603,10.486486486486493,29.49695121951219,True,-0.9724,0.364,2,2,2,100.0,16.850671013984325,24.904214559386965,3.4054054054053977,4.594594594594603,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-0.97%; 状态confirmed_rebound; 底部已确认
23,68.56620868440467,68.21509066050328,002507,涪陵榨菜,bottom_area,2023-07-27,18.34,2023-06-26,17.68,3.7330316742081453,4.8076923076923155,28.967456809963842,False,-0.2176,0.6076,1,1,1,100.0,9.604316546762583,9.604316546762583,4.266968325791855,3.7330316742081453,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
24,56.025503188451346,56.08422313653003,002813,路畅科技,bottom_area,2023-07-27,33.62,2023-07-21,32.31,4.054472299597633,7.551841535128435,28.02405881042548,True,1.6939,2.6236,1,2,1,50.0,8.324838600067956,8.324838600067956,3.9455277004023674,4.054472299597633,历史1/2次成功; 当前距低点4.05%; 最新日涨幅1.69%; 状态bottom_area; 底部已确认
