rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.01726441947572,81.67820224719104,300272,开能健康,bottom_area,2026-05-27,6.3,9.02,2026-05-27,6.23,1.1235955056179678,4.333868378812192,30.931263858093118,30.15521064301552,False,-2.7778,1.9172,1,1,1,100.0,65.74468085106382,65.74468085106382,18.876404494382033,1.1235955056179678,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
68,63.31908730158731,53.54500000000001,002469,三维化学,bottom_area,2026-05-27,6.3,8.96,2026-05-27,6.25,0.7999999999999973,4.319999999999993,30.245535714285722,29.68750000000001,False,-3.0769,1.2864,1,2,1,50.0,36.5,36.5,19.200000000000003,0.7999999999999973,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
69,63.04236705465453,54.548293076411404,603017,中衡设计,bottom_area,2026-05-27,12.42,17.8,2026-05-27,12.17,2.0542317173377156,6.573541495480696,31.629213483146067,30.224719101123597,False,-3.3463,4.127,1,3,1,33.33333333333333,36.87423687423689,36.87423687423689,17.945768282662286,2.0542317173377156,历史1/3次成功; 当前距低点2.05%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
70,62.42523739441356,52.54663402245939,002756,永兴材料,bottom_area,2026-05-27,64.15,89.88,2026-05-27,63.8,0.5485893416928034,6.394984326018806,29.01646639964397,28.627058299955486,False,-3.8519,3.6239,1,2,1,50.0,28.0506329113924,28.0506329113924,19.451410658307196,0.5485893416928034,历史1/2次成功; 当前距低点0.55%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
71,62.317209160513954,52.53935809592498,002418,康盛股份,bottom_area,2026-05-27,4.75,6.69,2026-05-27,4.72,0.6355932203389884,5.084745762711869,29.446935724962636,28.99850523168909,False,-5.3785,6.0908,1,2,1,50.0,29.078014184397176,29.078014184397176,19.36440677966101,0.6355932203389884,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-5.38%; 状态bottom_area; 底部未确认
72,61.85471511560822,51.885321247364594,002589,瑞康医药,bottom_area,2026-05-27,2.8,3.95,2026-05-27,2.79,0.35842293906809275,3.225806451612898,29.367088607594937,29.113924050632917,False,-2.7778,2.118,2,8,2,25.0,32.78239542171958,37.073170731707336,19.64157706093191,0.35842293906809275,历史2/8次成功; 当前距低点0.36%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
73,61.81838622717039,52.438081434599184,688568,中科星图,bottom_area,2026-05-27,51.05,70.14,2026-05-27,50.56,0.9691455696202431,5.5775316455696204,27.915597376675215,27.216994582264046,False,-3.4424,1.4577,1,2,1,50.0,32.62222222222222,32.62222222222222,19.030854430379758,0.9691455696202431,历史1/2次成功; 当前距低点0.97%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
74,61.743115883141996,54.22470707715246,002192,融捷股份,bottom_area,2026-05-27,82.84,115.0,2026-05-26,80.53,2.8684962125915834,8.282627592201667,29.973913043478262,27.965217391304343,True,-0.3129,10.0383,1,3,1,33.33333333333333,25.707231766279197,25.707231766279197,17.131503787408416,2.8684962125915834,历史1/3次成功; 当前距低点2.87%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
75,61.30315450326761,51.84819578190669,001311,多利科技,bottom_area,2026-05-27,21.2,29.55,2026-05-27,21.03,0.8083689966714128,5.32572515454112,28.832487309644666,28.257191201353642,False,-3.8985,2.7157,1,3,1,33.33333333333333,46.9244288224956,46.9244288224956,19.191631003328588,0.8083689966714128,历史1/3次成功; 当前距低点0.81%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
76,60.80331630070929,51.562641360777775,600770,综艺股份,bottom_area,2026-05-27,6.35,8.62,2026-05-27,6.29,0.9538950715421243,5.246422893481719,27.03016241299303,26.33410672853828,False,-3.2012,3.6054,1,2,1,50.0,27.72861356932153,27.72861356932153,19.046104928457876,0.9538950715421243,历史1/2次成功; 当前距低点0.95%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
77,60.67722239695893,51.38190398958551,002394,联发股份,bottom_area,2026-05-27,10.37,14.18,2026-05-27,10.28,0.8754863813229559,4.474708171206234,27.50352609308886,26.868829337094503,False,-1.3321,2.015,1,4,1,25.0,36.41404805914972,36.41404805914972,19.124513618677046,0.8754863813229559,历史1/4次成功; 当前距低点0.88%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
78,60.53641407867495,50.815238095238094,002320,海峡股份,bottom_area,2026-05-27,7.59,11.0,2026-05-27,7.56,0.3968253968254001,3.5714285714285774,31.272727272727273,31.0,False,-2.9412,0.802,1,3,1,33.33333333333333,26.111111111111097,26.111111111111097,19.6031746031746,0.3968253968254001,历史1/3次成功; 当前距低点0.40%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
79,60.47999236229805,54.1200059463813,301333,诺思格,bottom_area,2026-05-27,50.41,70.24,2026-05-27,48.52,3.8953009068425257,5.193734542456711,30.92255125284737,28.231776765375855,False,1.2249,2.0893,1,4,1,25.0,25.840279645065877,25.840279645065877,16.104699093157475,3.8953009068425257,历史1/4次成功; 当前距低点3.90%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
80,59.953745324192866,50.3162484967403,002769,普路通,bottom_area,2026-05-27,7.8,10.99,2026-05-27,7.77,0.3861003861003893,4.890604890604901,29.299363057324847,29.026387625113742,False,-2.7431,2.5846,1,5,1,20.0,35.51912568306011,35.51912568306011,19.613899613899612,0.3861003861003893,历史1/5次成功; 当前距低点0.39%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
81,59.505857347757036,50.11320998968952,000592,平潭发展,bottom_area,2026-05-27,8.75,12.46,2026-05-27,8.7,0.5747126436781691,7.586206896551727,30.17656500802569,29.77528089887641,False,-6.3169,9.772,1,5,1,20.0,46.9545957918051,46.9545957918051,19.42528735632183,0.5747126436781691,历史1/5次成功; 当前距低点0.57%; 最新日涨幅-6.32%; 状态bottom_area; 底部未确认
82,58.92991239483724,49.92180078628908,002218,拓日新能,bottom_area,2026-05-27,4.5,6.46,2026-05-27,4.46,0.896860986547086,6.053811659192836,30.959752321981426,30.340557275541798,False,-3.4335,4.4959,1,4,1,25.0,39.04109589041095,39.04109589041095,19.103139013452918,0.896860986547086,历史1/4次成功; 当前距低点0.90%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
83,58.469217920679085,53.191319547021166,605188,国光连锁,bottom_area,2026-05-27,14.19,18.72,2026-05-26,13.54,4.800590841949781,6.7946824224520075,27.670940170940174,24.198717948717945,False,1.3571,2.3049,1,6,1,16.666666666666664,50.993377483443716,50.993377483443716,15.19940915805022,4.800590841949781,历史1/6次成功; 当前距低点4.80%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
84,58.448971256662404,49.432649387872054,688543,国科军工,bottom_area,2026-05-27,44.99,66.3,2026-05-27,44.63,0.806632310105309,4.99663903204122,32.68476621417798,32.14177978883861,False,-3.1223,3.2847,1,3,1,33.33333333333333,33.916331836445266,33.916331836445266,19.193367689894693,0.806632310105309,历史1/3次成功; 当前距低点0.81%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
85,58.44335183152033,49.38612319946712,000547,航天发展,bottom_area,2026-05-27,21.2,29.97,2026-05-27,21.04,0.7604562737642593,6.89163498098859,29.796463129796464,29.2625959292626,False,-4.7619,6.4355,1,4,1,25.0,34.489051094890506,34.489051094890506,19.23954372623574,0.7604562737642593,历史1/4次成功; 当前距低点0.76%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
86,58.15411520737008,49.263868284305374,002370,亚太药业,bottom_area,2026-05-27,5.63,7.75,2026-05-27,5.58,0.8960573476702477,3.4050179211469445,27.999999999999996,27.35483870967742,False,-2.4263,2.3142,2,8,2,25.0,25.278919553728713,27.480916030534342,19.103942652329753,0.8960573476702477,历史2/8次成功; 当前距低点0.90%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
87,56.28000796602568,51.202832779303364,600158,中体产业,bottom_area,2026-05-27,10.69,14.89,2026-05-26,10.2,4.8039215686274535,12.745098039215694,31.497649429147085,28.20685023505709,True,-3.8669,9.7662,1,2,1,50.0,23.955773955773946,23.955773955773946,15.196078431372548,4.8039215686274535,历史1/2次成功; 当前距低点4.80%; 最新日涨幅-3.87%; 状态bottom_area; 底部已确认
88,55.38707653169387,46.15589710974489,688356,键凯科技,bottom_area,2026-05-27,77.17,111.43,2026-05-27,77.17,0.0,3.0193080212517796,30.745759669747823,30.745759669747823,False,-2.5016,1.9396,1,6,1,16.666666666666664,27.899088403646378,27.899088403646378,20.0,0.0,历史1/6次成功; 当前距低点0.00%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
89,55.38454765582561,50.56083560594033,603778,国晟科技,bottom_area,2026-05-27,18.93,25.0,2026-05-27,18.03,4.9916805324459155,10.815307820299497,27.879999999999995,24.28,False,-2.1705,11.107,1,2,1,50.0,21.784232365145225,21.784232365145225,15.008319467554085,4.9916805324459155,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
90,54.29282837719958,45.91592139518228,000710,贝瑞基因,bottom_area,2026-05-27,8.77,12.09,2026-05-27,8.7,0.8045977011494285,5.057471264367831,28.039702233250622,27.46071133167908,False,-4.0481,2.9294,1,7,1,14.285714285714285,39.58742632612967,39.58742632612967,19.195402298850574,0.8045977011494285,历史1/7次成功; 当前距低点0.80%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
91,54.04194819125627,45.50546332025229,300683,海特生物,bottom_area,2026-05-27,28.37,39.16,2026-05-27,28.21,0.5671747607231483,4.3601559730592,27.96220633299284,27.55362614913176,False,-3.6999,3.794,1,5,1,20.0,22.089364380113267,22.089364380113267,19.432825239276852,0.5671747607231483,历史1/5次成功; 当前距低点0.57%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
