rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.96007332967747,83.67064165148321,688227,品高股份,bottom_area,2025-03-21,35.52,2025-03-20,35.1,1.1965811965812014,7.891737891737879,29.48975492165528,True,-1.0033,5.0386,3,3,3,100.0,19.079821396173948,31.412429378531087,8.8034188034188,1.1965811965812014,历史3/3次成功; 当前距低点1.20%; 最新日涨幅-1.00%; 状态bottom_area; 底部已确认
2,83.19689070547003,76.09545478223157,600421,退市华嵘,bottom_area,2025-03-21,6.29,2025-03-21,6.27,0.3189792663476948,4.465709728867628,31.699346405228763,False,-3.0817,2.6902,3,3,3,100.0,26.842621018840468,44.900662251655625,9.681020733652305,0.3189792663476948,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
3,81.95301197288875,76.46264884176924,603048,浙江黎明,bottom_area,2025-03-21,18.62,2025-03-14,18.37,1.360914534567229,7.6755579749591725,27.391304347826086,True,-4.2181,4.4404,1,1,1,100.0,25.889967637540458,25.889967637540458,8.639085465432771,1.360914534567229,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-4.22%; 状态bottom_area; 底部已确认
4,76.10282208090922,69.18438370991747,603007,顺景科技,bottom_area,2025-03-21,6.35,2025-03-21,6.35,0.0,0.0,28.651685393258436,False,-4.9401,0.5602,2,2,2,100.0,14.700987687728324,15.263157894736846,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
5,75.14821342724578,68.9716479400749,002760,凤形股份,bottom_area,2025-03-21,20.1,2025-03-21,20.0,0.5000000000000071,3.9000000000000057,31.62393162393162,False,-3.5046,7.8843,1,1,1,100.0,24.094881398252184,24.094881398252184,9.499999999999993,0.5000000000000071,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
6,73.29225948648148,70.84029279873386,002718,友邦吊顶,bottom_area,2025-03-21,13.81,2025-03-05,13.38,3.2137518684603865,6.87593423019432,27.32210755024443,False,-1.9872,2.4558,1,1,1,100.0,17.352941176470598,17.352941176470598,6.786248131539614,3.2137518684603865,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
7,72.43560773480664,65.85055248618785,002105,信隆健康,bottom_area,2025-03-21,9.71,2025-03-21,9.71,0.0,7.723995880535529,28.70778267254037,False,-10.0093,15.2516,1,1,1,100.0,13.443830570902401,13.443830570902401,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
8,58.62516379855502,54.120521582966774,605303,园林股份,bottom_area,2025-03-21,10.02,2025-03-21,9.94,0.8048289738430591,2.313883299798797,27.232796486090784,False,-1.2808,5.3268,2,5,2,40.0,17.771675501768577,23.681489141675293,9.195171026156942,0.8048289738430591,历史2/5次成功; 当前距低点0.80%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
9,55.38615925058549,50.35105386416863,002574,明牌珠宝,bottom_area,2025-03-21,6.74,2025-03-21,6.74,0.0,6.824925816023739,27.914438502673793,False,-10.0134,14.797,1,2,1,50.0,21.779859484777532,21.779859484777532,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
