rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.3469624590021,82.8650723548041,600956,新天绿能,bottom_area,2024-09-04,6.75,2024-08-29,6.68,1.0479041916167708,7.035928143712584,28.860489882854107,True,-1.6035,0.2632,2,2,2,100.0,29.592978019840494,41.27358490566036,8.95209580838323,1.0479041916167708,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-1.60%; 状态bottom_area; 底部已确认
12,80.95737233495663,77.6120263707022,688287,退市观典,bottom_area,2024-09-04,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,0.0,1.7502,3,4,3,75.0,21.00211537263308,36.70473083197391,7.215189873417736,2.784810126582264,历史3/4次成功; 当前距低点2.78%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
13,80.94736717997095,73.93305162320473,300401,花园生物,bottom_area,2024-09-04,12.29,2024-09-04,12.26,0.24469820554648744,2.3654159869494364,27.967097532314924,False,-1.8371,3.1102,2,2,2,100.0,20.757868450810403,29.551451187335093,9.755301794453514,0.24469820554648744,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
14,80.66654985983183,77.92045454545456,000957,中通客车,bottom_area,2024-09-04,9.08,2024-08-29,8.8,3.1818181818181746,7.159090909090897,31.25,True,-1.0893,2.4582,3,4,3,75.0,132.3344468028054,354.54545454545456,6.818181818181826,3.1818181818181746,历史3/4次成功; 当前距低点3.18%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
15,80.18684663014565,76.3151401085115,002682,龙洲股份,bottom_area,2024-09-04,3.41,2024-08-28,3.33,2.4024024024024047,6.606606606606599,30.76923076923076,False,-1.4451,1.8129,2,2,2,100.0,20.175363365532185,26.929674099485425,7.597597597597596,2.4024024024024047,历史2/2次成功; 当前距低点2.40%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
16,79.99852185385511,75.8252672221093,002674,兴业科技,bottom_area,2024-09-04,7.94,2024-08-21,7.77,2.1879021879021985,6.30630630630631,31.72231985940247,False,-0.3764,0.3548,1,1,1,100.0,31.578947368421055,31.578947368421055,7.812097812097801,2.1879021879021985,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
17,79.7007576741908,73.37073359898432,603132,金徽股份,bottom_area,2024-09-04,10.71,2024-09-04,10.64,0.6578947368421079,1.879699248120294,29.019346230820542,False,-1.108,1.1573,2,2,2,100.0,22.799643005292072,33.20754716981132,9.342105263157894,0.6578947368421079,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
18,79.63143423422349,77.95275957704526,688065,凯赛生物,bottom_area,2024-09-04,35.06,2024-08-27,33.75,3.8814814814814884,8.711111111111105,30.36930059830823,True,0.0,0.1354,2,2,2,100.0,15.443749219478864,18.007614213197968,6.118518518518512,3.8814814814814884,历史2/2次成功; 当前距低点3.88%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
19,79.4534548941782,77.61882804937478,002545,东方铁塔,bottom_area,2024-09-04,6.05,2024-07-25,5.83,3.773584905660373,7.375643224699823,29.247572815533985,True,-0.4934,0.3859,3,3,3,100.0,18.132266850969987,28.468653648509758,6.226415094339628,3.773584905660373,历史3/3次成功; 当前距低点3.77%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
20,79.28045027922902,77.28597354264465,301333,诺思格,bottom_area,2024-09-04,39.06,2024-08-29,37.68,3.662420382165612,7.4575371549893905,28.744326777609686,True,2.2513,2.8236,1,1,1,100.0,25.840279645065877,25.840279645065877,6.337579617834388,3.662420382165612,历史1/1次成功; 当前距低点3.66%; 最新日涨幅2.25%; 状态bottom_area; 底部已确认
21,79.23457303249896,73.27301145002639,001218,丽臣实业,bottom_area,2024-09-04,13.52,2024-08-30,13.4,0.8955223880596956,4.850746268656718,32.323232323232325,False,-0.6613,0.7285,2,2,2,100.0,25.18711018711019,29.999999999999993,9.104477611940306,0.8955223880596956,历史2/2次成功; 当前距低点0.90%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
22,79.02361403508773,71.83964912280702,002110,三钢闽光,bottom_area,2024-09-04,2.6,2024-09-04,2.6,0.0,1.5384615384615397,30.85106382978723,False,-1.1407,0.2627,2,2,2,100.0,18.761554423693642,22.90322580645161,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
23,78.58434426374433,76.3890698285856,603291,联合水务,bottom_area,2024-09-04,9.43,2024-08-28,9.11,3.5126234906695974,5.92755214050495,29.65250965250965,False,0.6403,1.2726,2,2,2,100.0,11.708878426410102,12.102772143340088,6.487376509330403,3.5126234906695974,历史2/2次成功; 当前距低点3.51%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
24,78.29715966290215,75.18978216929341,300686,智动力,bottom_area,2024-09-04,8.59,2024-09-04,8.35,2.8742514970059907,8.982035928143713,31.78104575163399,False,-8.4222,28.7117,2,2,2,100.0,30.124062271328274,48.46416382252562,7.12574850299401,2.8742514970059907,历史2/2次成功; 当前距低点2.87%; 最新日涨幅-8.42%; 状态bottom_area; 底部未确认
25,78.06409009686483,74.02809508248096,603079,圣达生物,bottom_area,2024-09-04,10.62,2024-08-26,10.39,2.213666987487956,6.929740134744936,28.83561643835616,False,-1.6667,1.128,1,1,1,100.0,22.232558139534888,22.232558139534888,7.786333012512045,2.213666987487956,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
26,77.66736134885313,70.60669213532103,000600,建投能源,bottom_area,2024-09-04,4.43,2024-09-04,4.43,0.0,2.0316027088036086,32.15926493108729,False,-2.4229,1.6047,2,2,2,100.0,12.132753415704464,13.438735177865627,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
27,77.35048310136054,70.46468341874686,001286,陕西能源,bottom_area,2024-09-04,9.21,2024-09-04,9.2,0.10869565217393004,2.065217391304362,27.15756136183691,False,-2.333,1.4764,1,1,1,100.0,17.110266159695826,17.110266159695826,9.89130434782607,0.10869565217393004,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
28,77.0625289815864,70.6554585535771,600011,华能国际,bottom_area,2024-09-04,6.76,2024-09-04,6.73,0.4457652303120261,1.7830609212481308,32.02020202020202,False,-1.1696,0.3504,1,1,1,100.0,22.267759562841515,22.267759562841515,9.554234769687975,0.4457652303120261,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
29,76.7098898779463,74.910531385373,002715,登云股份,bottom_area,2024-09-04,9.95,2024-08-23,9.59,3.753910323253383,7.4035453597497485,31.45103645461044,True,-0.8964,1.1381,1,1,1,100.0,36.66369313113291,36.66369313113291,6.246089676746617,3.753910323253383,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
30,76.44666526259684,75.24041189594817,301509,金凯生科,bottom_area,2024-09-04,26.26,2024-08-28,25.21,4.165013883379614,6.227687425624754,29.6792189679219,False,0.6902,2.2836,2,2,2,100.0,13.530341666955287,15.05054819877544,5.834986116620387,4.165013883379614,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
31,75.71228922686257,75.40690301527425,300653,正海生物,bottom_area,2024-09-04,19.26,2024-08-28,18.38,4.78781284004354,7.83460282916214,27.466456195737965,True,-0.1037,0.5791,3,3,3,100.0,18.672668228889858,29.647513278609367,5.212187159956461,4.78781284004354,历史3/3次成功; 当前距低点4.79%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
32,75.25698766764087,69.44314312679307,002357,富临运业,bottom_area,2024-09-04,5.16,2024-08-29,5.12,0.7812500000000007,4.492187499999991,28.08988764044944,False,-0.7692,2.0124,3,4,3,75.0,24.02899530533914,31.941031941031934,9.21875,0.7812500000000007,历史3/4次成功; 当前距低点0.78%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
33,75.16145347295576,71.57497523237046,301518,长华化学,bottom_area,2024-09-04,13.89,2024-08-28,13.56,2.4336283185840712,6.12094395280236,28.21598729486501,False,-0.2872,1.6784,1,1,1,100.0,11.740041928721173,11.740041928721173,7.566371681415928,2.4336283185840712,历史1/1次成功; 当前距低点2.43%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
34,74.79041114925772,72.26808088640281,600183,生益科技,bottom_area,2024-09-04,17.42,2024-08-29,16.88,3.1990521327014383,7.2274881516587826,29.519832985386223,True,-1.1351,0.6502,3,4,3,75.0,19.822149187968265,25.158227848101262,6.800947867298563,3.1990521327014383,历史3/4次成功; 当前距低点3.20%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
35,74.50395009791615,68.78994647908863,000708,中信特钢,bottom_area,2024-09-04,11.16,2024-09-04,11.07,0.8130081300812995,2.2583559168925023,32.08588957055215,False,-1.1515,0.1497,1,1,1,100.0,16.739811912225715,16.739811912225715,9.186991869918701,0.8130081300812995,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
36,74.07103114557049,71.58212901774581,301596,瑞迪智驱,bottom_area,2024-09-04,61.49,2024-08-28,59.58,3.2057737495804024,8.073178919100373,29.905882352941177,True,-0.5499,5.7041,1,1,1,100.0,12.04996326230713,12.04996326230713,6.794226250419598,3.2057737495804024,历史1/1次成功; 当前距低点3.21%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
37,73.97316338470935,68.04405647304579,002140,东华科技,bottom_area,2024-09-04,6.53,2024-08-23,6.49,0.6163328197226507,5.855161787365176,27.888888888888886,False,-1.8045,0.6895,1,1,1,100.0,10.318791946308728,10.318791946308728,9.38366718027735,0.6163328197226507,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
38,73.81540481368839,67.97586722644975,002302,西部建设,bottom_area,2024-09-04,5.96,2024-09-04,5.92,0.6756756756756763,6.250000000000002,27.093596059113295,False,-2.455,6.6163,1,1,1,100.0,10.679611650485443,10.679611650485443,9.324324324324325,0.6756756756756763,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
39,71.75209532828183,70.1942264004652,605296,神农集团,bottom_area,2024-09-04,27.26,2024-08-28,26.25,3.847619047619054,8.87619047619047,28.82321041214751,True,-1.4817,2.8378,1,1,1,100.0,12.455902306648564,12.455902306648564,6.1523809523809465,3.847619047619054,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
40,71.60468241303923,69.90049674850948,002230,科大讯飞,bottom_area,2024-09-04,33.88,2024-08-28,32.66,3.7354562155542137,6.399265156154328,28.093350946719518,False,-0.616,0.5351,1,1,1,100.0,18.69535978480161,18.69535978480161,6.264543784445786,3.7354562155542137,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
41,70.46446440024837,69.0354782764834,000037,深南电A,bottom_area,2024-09-04,7.15,2024-08-28,6.88,3.9244186046511698,5.523255813953487,28.92561983471074,False,1.2748,2.364,5,8,5,62.5,25.1379177155272,45.16765285996055,6.075581395348831,3.9244186046511698,历史5/8次成功; 当前距低点3.92%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
42,67.85755140520534,67.13777489066587,000726,鲁泰A,bottom_area,2024-09-04,5.41,2024-08-29,5.18,4.440154440154449,6.370656370656372,31.390728476821195,False,-0.9158,0.6416,1,1,1,100.0,12.480252764612954,12.480252764612954,5.559845559845552,4.440154440154449,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
43,60.98650588524608,56.256790857567594,000922,佳电股份,bottom_area,2024-09-04,9.23,2024-09-04,9.16,0.7641921397379944,2.18340611353711,27.01195219123506,False,-1.8085,1.0516,1,2,1,50.0,40.42553191489362,40.42553191489362,9.235807860262007,0.7641921397379944,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
44,59.98690211293966,59.894756333964324,002732,燕塘乳业,bottom_area,2024-09-04,13.65,2024-08-23,13.01,4.919292851652579,5.918524212144502,29.599567099567103,False,-0.365,0.2639,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,5.080707148347422,4.919292851652579,历史2/3次成功; 当前距低点4.92%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
45,59.900287319222464,57.607014450952086,603282,亚光股份,bottom_area,2024-09-04,12.56,2024-08-26,12.2,2.9508196721311575,6.311475409836078,27.164179104477615,False,-0.5542,1.6275,1,2,1,50.0,34.64991023339317,34.64991023339317,7.049180327868843,2.9508196721311575,历史1/2次成功; 当前距低点2.95%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
46,57.11367376553137,54.336050318557525,301538,骏鼎达,bottom_area,2024-09-04,67.45,2024-09-03,65.88,2.383120825743788,3.825136612021874,31.26760563380282,False,-1.0562,4.4371,1,2,1,50.0,10.10519247985676,10.10519247985676,7.616879174256212,2.383120825743788,历史1/2次成功; 当前距低点2.38%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
47,57.09911545644615,55.86141106634928,000625,长安汽车,bottom_area,2024-09-04,11.87,2024-08-29,11.43,3.849518810148727,6.999125109361335,29.138251704897705,False,0.1688,0.8091,1,2,1,50.0,13.808139534883724,13.808139534883724,6.1504811898512735,3.849518810148727,历史1/2次成功; 当前距低点3.85%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
48,54.5546374933687,53.2263181305329,300690,双一科技,bottom_area,2024-09-04,17.07,2024-08-23,16.46,3.7059538274605064,9.781287970838392,30.89840470193115,True,-1.2724,3.3664,1,2,1,50.0,11.160714285714286,11.160714285714286,6.2940461725394945,3.7059538274605064,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.27%; 状态bottom_area; 底部已确认
49,53.49299632476802,53.368246171558276,300751,迈为股份,bottom_area,2024-09-04,81.71,2024-08-28,77.91,4.877422667180077,6.738544474393532,27.89449329014345,False,1.352,1.0243,1,2,1,50.0,13.004138993165853,13.004138993165853,5.122577332819924,4.877422667180077,历史1/2次成功; 当前距低点4.88%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
