rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.0631603243278,89.37539144836083,002838,道恩股份,bottom_area,2024-06-28,9.06,2024-06-26,8.94,1.342281879194642,5.369127516778528,28.934817170111295,False,0.0,0.6812,5,5,5,100.0,21.59029103722908,38.59649122807017,6.657718120805359,1.342281879194642,历史5/5次成功; 当前距低点1.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,93.69311362729222,88.5941686679838,603326,我乐家居,bottom_area,2024-06-28,5.56,2024-06-27,5.5,1.090909090909084,3.4545454545454617,32.34932349323494,False,1.0909,1.1397,4,4,4,100.0,14.30882470568014,20.141843971631218,6.909090909090916,1.090909090909084,历史4/4次成功; 当前距低点1.09%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
3,91.75139252645535,88.05238809506452,601388,怡球资源,bottom_area,2024-06-28,2.19,2024-06-26,2.15,1.8604651162790715,4.1860465116279215,27.609427609427616,False,0.4587,0.6538,4,4,4,100.0,20.829293334305355,35.632183908045974,6.139534883720929,1.8604651162790715,历史4/4次成功; 当前距低点1.86%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
4,90.23788538278905,85.53629837032493,603180,金牌家居,bottom_area,2024-06-28,19.11,2024-06-24,18.88,1.2182203389830533,4.661016949152557,28.403488813045136,False,-0.6757,0.4397,4,4,4,100.0,21.902369587130575,31.366822429906527,6.781779661016947,1.2182203389830533,历史4/4次成功; 当前距低点1.22%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
5,89.79423665729472,85.74336883816864,002317,众生药业,bottom_area,2024-06-28,11.43,2024-06-25,11.25,1.5999999999999976,6.222222222222216,27.745664739884397,False,-0.4355,1.2487,4,4,4,100.0,27.695531388003374,58.31999999999999,6.400000000000003,1.5999999999999976,历史4/4次成功; 当前距低点1.60%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
6,87.8571154583877,82.34604741643732,603368,柳药集团,bottom_area,2024-06-28,17.5,2024-06-28,17.39,0.632547441058076,1.7826336975273072,27.842323651452283,False,0.1144,1.5938,3,3,3,100.0,31.603524634675978,42.85714285714285,7.367452558941924,0.632547441058076,历史3/3次成功; 当前距低点0.63%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
7,87.77870988824533,84.72387713520142,600416,湘电股份,bottom_area,2024-06-28,9.94,2024-06-26,9.73,2.1582733812949546,4.933196300102779,27.496274217585686,False,1.3252,0.9118,3,3,3,100.0,23.251292712655438,34.41084462982274,5.841726618705046,2.1582733812949546,历史3/3次成功; 当前距低点2.16%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
8,87.12702816520716,80.87260398981078,002761,浙江建投,bottom_area,2024-06-28,7.81,2024-06-26,7.8,0.12820512820512547,3.205128205128217,32.173913043478265,False,-0.8883,1.3584,6,6,6,100.0,23.305976785583134,43.73730534867976,7.871794871794875,0.12820512820512547,历史6/6次成功; 当前距低点0.13%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
9,86.72587421555264,83.46062700920606,688156,路德科技,bottom_area,2024-06-28,13.23,2024-06-28,12.97,2.00462606013878,3.238242097147262,27.338935574229694,False,-0.2262,1.3522,5,5,5,100.0,20.38265820603483,44.22535211267606,5.995373939861221,2.00462606013878,历史5/5次成功; 当前距低点2.00%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
10,86.2601594734581,86.27628588203417,300409,道氏技术,bottom_area,2024-06-28,8.56,2024-06-25,8.23,4.009720534629405,7.411907654921013,30.60708263069139,True,0.0,1.384,5,5,5,100.0,28.432519897791487,50.03460207612457,3.990279465370595,4.009720534629405,历史5/5次成功; 当前距低点4.01%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
11,86.00248102919079,79.8470029811866,603233,大参林,bottom_area,2024-06-28,14.3,2024-06-28,14.28,0.14005602240897305,3.7815126050420234,29.82800982800984,False,-2.8533,1.109,5,5,5,100.0,17.93726189397345,27.64192139737992,7.859943977591027,0.14005602240897305,历史5/5次成功; 当前距低点0.14%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
