rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.40787376864317,81.95108686350022,600935,华塑股份,bottom_area,2023-06-08,3.73,2023-05-31,3.69,1.084010840108402,3.2520325203252063,27.788649706457928,False,0.8108,0.1916,1,1,1,100.0,28.50877192982458,28.50877192982458,18.9159891598916,1.084010840108402,历史1/1次成功; 当前距低点1.08%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
15,75.83049984854073,63.82057589724231,603327,福蓉科技,bottom_area,2023-06-08,11.17,2023-06-08,11.11,0.5400540054005446,2.1602160216021624,28.322580645161295,False,-0.7111,0.2956,2,4,2,50.0,45.01020983632018,52.609776304888165,19.459945994599455,0.5400540054005446,历史2/4次成功; 当前距低点0.54%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
16,74.83342452561509,67.13900384094799,600009,上海机场,bottom_area,2023-06-08,46.63,2023-06-06,44.82,4.038375725122719,4.39535921463632,29.83719474013776,False,1.7234,0.5263,2,3,2,66.66666666666666,23.97760122344691,27.704918032786885,15.961624274877284,4.038375725122719,历史2/3次成功; 当前距低点4.04%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
17,73.74819744830384,63.27326122220824,600955,维远股份,bottom_area,2023-06-08,18.52,2023-06-01,18.23,1.5907844212835938,4.552934722984083,28.453689167974883,False,0.2165,0.2254,1,2,1,50.0,25.969084423305596,25.969084423305596,18.409215578716406,1.5907844212835938,历史1/2次成功; 当前距低点1.59%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
18,73.0931662757437,65.35013337212469,002690,美亚光电,bottom_area,2023-06-08,24.56,2023-05-15,23.65,3.8477801268498952,8.668076109936578,28.765060240963862,True,-1.6026,0.4987,2,3,2,66.66666666666666,25.30325481008482,27.355278093076052,16.152219873150106,3.8477801268498952,历史2/3次成功; 当前距低点3.85%; 最新日涨幅-1.60%; 状态bottom_area; 底部已确认
19,70.02121237084363,59.59252116667544,600984,建设机械,bottom_area,2023-06-08,4.4,2023-06-07,4.35,1.1494252873563382,2.9885057471264553,30.400000000000006,False,0.6865,0.5951,1,3,1,33.33333333333333,20.21439509954057,20.21439509954057,18.850574712643663,1.1494252873563382,历史1/3次成功; 当前距低点1.15%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
20,65.81457089236724,54.907729405096404,603078,江化微,bottom_area,2023-06-08,16.17,2023-06-08,16.16,0.06188118811882155,2.7227722772277305,31.204767986377174,False,-2.9412,1.6083,1,2,1,50.0,24.563540397888758,24.563540397888758,19.938118811881182,0.06188118811882155,历史1/2次成功; 当前距低点0.06%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
21,65.03939433963839,57.583862228923586,300546,雄帝科技,bottom_area,2023-06-08,19.34,2023-06-07,18.72,3.3119658119658175,5.021367521367528,27.441860465116285,False,-0.4119,3.0218,2,5,2,40.0,27.285721936589546,33.791666666666664,16.688034188034184,3.3119658119658175,历史2/5次成功; 当前距低点3.31%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
22,64.22713852735602,55.73873377008105,002570,贝因美,bottom_area,2023-06-08,4.15,2023-05-30,4.06,2.216748768472925,3.694581280788187,29.636048526863085,False,-0.4796,0.6012,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,17.783251231527075,2.216748768472925,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
23,63.13160063835777,57.44353525939733,000792,盐湖股份,bottom_area,2023-06-08,19.39,2023-05-30,18.5,4.810810810810814,7.5675675675675595,29.49695121951219,True,0.3104,0.2789,1,2,1,50.0,24.904214559386965,24.904214559386965,15.189189189189186,4.810810810810814,历史1/2次成功; 当前距低点4.81%; 最新日涨幅0.31%; 状态bottom_area; 底部已确认
24,62.043855691272974,56.25112916033935,688350,富淼科技,bottom_area,2023-06-08,16.78,2023-05-05,16.04,4.613466334164601,11.471321695760599,32.774518021793796,True,-0.4154,0.8593,1,2,1,50.0,38.54748603351957,38.54748603351957,15.386533665835401,4.613466334164601,历史1/2次成功; 当前距低点4.61%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
25,60.11765034965033,50.09804195804195,002793,罗欣药业,bottom_area,2023-06-08,5.05,2023-06-08,5.05,0.0,10.891089108910888,30.44077134986226,False,-9.9822,3.6504,1,2,1,50.0,20.419580419580406,20.419580419580406,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
26,59.19671008764392,53.60332015810276,002405,四维图新,bottom_area,2023-06-08,11.5,2023-05-30,11.0,4.545454545454546,9.818181818181818,28.664072632944226,True,-1.2876,1.0686,1,2,1,50.0,23.478260869565215,23.478260869565215,15.454545454545453,4.545454545454546,历史1/2次成功; 当前距低点4.55%; 最新日涨幅-1.29%; 状态bottom_area; 底部已确认
