rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.31224430581781,84.56710849152877,300347,泰格医药,bottom_area,2025-01-08,50.5,2025-01-08,49.92,1.161858974358971,3.9663461538461475,27.75687409551374,False,-2.6224,1.7078,4,4,4,100.0,16.000790070253917,23.423271500843175,6.838141025641028,1.161858974358971,历史4/4次成功; 当前距低点1.16%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
73,71.23646103591709,70.63846346163865,000036,华联控股,bottom_area,2025-01-08,3.78,2025-01-06,3.65,3.5616438356164357,6.301369863013698,29.94241842610365,False,-1.5625,1.3478,1,1,1,100.0,20.532319391634985,20.532319391634985,4.438356164383564,3.5616438356164357,历史1/1次成功; 当前距低点3.56%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
74,71.05827279562118,70.46305691115428,000062,深圳华强,bottom_area,2025-01-08,20.93,2025-01-08,20.21,3.562592775853532,4.106877783275598,27.35442127965492,False,-0.0955,1.2586,3,4,3,75.0,23.76757225860402,37.385512073272274,4.437407224146468,3.562592775853532,历史3/4次成功; 当前距低点3.56%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
75,71.03120922589079,72.22022628472334,000936,华西股份,confirmed_rebound,2025-01-08,6.9,2025-01-06,6.58,4.8632218844984845,9.270516717325233,28.94168466522678,True,-2.6798,5.4401,3,3,3,100.0,12.679420329999392,13.593749999999988,3.136778115501516,4.8632218844984845,历史3/3次成功; 当前距低点4.86%; 最新日涨幅-2.68%; 状态confirmed_rebound; 底部已确认
76,70.92767986935444,69.6502988935983,000555,神州信息,bottom_area,2025-01-08,10.12,2025-01-08,9.82,3.0549898167006,4.684317718940927,29.605734767025083,False,-1.3645,1.7399,1,1,1,100.0,9.009009009008997,9.009009009008997,4.9450101832994005,3.0549898167006,历史1/1次成功; 当前距低点3.05%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
77,70.30089030556063,70.72911907899552,688247,宣泰医药,bottom_area,2025-01-08,9.91,2025-01-06,9.5,4.3157894736842115,6.526315789473676,28.08478425435277,False,-0.9,1.8058,2,2,2,100.0,13.59741440320179,17.72030651340996,3.6842105263157885,4.3157894736842115,历史2/2次成功; 当前距低点4.32%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
78,70.20917255496886,71.22570136910848,688310,迈得医疗,bottom_area,2025-01-08,10.37,2025-01-06,9.9,4.747474747474736,5.656565656565661,27.631578947368418,False,-0.0963,1.0315,2,2,2,100.0,21.558837598660606,23.648648648648653,3.2525252525252646,4.747474747474736,历史2/2次成功; 当前距低点4.75%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
79,70.1463327880322,71.15791570113544,600939,重庆建工,bottom_area,2025-01-08,2.87,2025-01-06,2.74,4.744525547445251,6.204379562043792,27.894736842105257,False,-1.0345,0.7062,2,2,2,100.0,21.158247039304307,31.277533039647576,3.255474452554749,4.744525547445251,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
80,70.10817345762167,69.24819586279132,002075,沙钢股份,confirmed_rebound,2025-01-08,5.54,2025-01-08,5.36,3.358208955223875,8.395522388059689,29.842931937172768,False,-5.137,4.5363,1,1,1,100.0,30.994152046783608,30.994152046783608,4.6417910447761255,3.358208955223875,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-5.14%; 状态confirmed_rebound; 底部未确认
81,69.82024390287563,69.2626577274596,300384,三联虹普,bottom_area,2025-01-08,15.9,2025-01-08,15.35,3.5830618892508186,4.690553745928343,27.182163187855785,False,-2.0333,4.9079,1,1,1,100.0,13.398058252427186,13.398058252427186,4.416938110749181,3.5830618892508186,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
82,69.78752968676262,69.87748691129212,002312,川发龙蟒,bottom_area,2025-01-08,13.05,2025-01-08,12.54,4.066985645933027,5.502392344497618,31.061022539857074,False,-1.435,4.7604,4,5,4,80.0,15.968893462470064,21.638330757341585,3.933014354066973,4.066985645933027,历史4/5次成功; 当前距低点4.07%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
83,69.4149142691116,69.17156783419676,688003,天准科技,confirmed_rebound,2025-01-08,40.25,2025-01-07,38.77,3.817384575702855,11.632705700283719,28.90152209792774,True,-3.9379,2.5522,2,2,2,100.0,10.350562724727322,10.706787963610925,4.182615424297145,3.817384575702855,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-3.94%; 状态confirmed_rebound; 底部已确认
84,68.93338810565581,70.25031426472677,002085,万丰奥威,bottom_area,2025-01-08,16.43,2025-01-08,15.65,4.984025559105427,6.070287539936109,28.47349177330895,False,-0.9047,4.8164,2,2,2,100.0,19.21447601874808,27.236737925574023,3.0159744408945732,4.984025559105427,历史2/2次成功; 当前距低点4.98%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
85,68.8778961209536,69.86262647507853,002402,和而泰,bottom_area,2025-01-08,16.8,2025-01-08,16.04,4.738154613466344,6.296758104738165,30.260869565217398,False,0.0,8.6162,1,1,1,100.0,8.30977953646127,8.30977953646127,3.261845386533656,4.738154613466344,历史1/1次成功; 当前距低点4.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
86,68.58880748943321,69.3688801797565,301316,慧博云通,bottom_area,2025-01-08,21.2,2025-01-08,20.27,4.588061174148987,7.005426739023196,32.11654387139987,False,-2.3041,10.4816,2,2,2,100.0,9.621826111914974,10.544217687074834,3.411938825851013,4.588061174148987,历史2/2次成功; 当前距低点4.59%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
87,68.25851614285004,68.12156652367202,002605,姚记科技,bottom_area,2025-01-08,25.07,2025-01-08,24.13,3.8955656858682195,5.967675093244929,32.4468085106383,False,-2.0703,3.8581,3,4,3,75.0,15.26051767447074,23.2121212121212,4.1044343141317805,3.8955656858682195,历史3/4次成功; 当前距低点3.90%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
88,67.8136184112884,68.71928294958349,002617,露笑科技,bottom_area,2025-01-08,6.92,2025-01-08,6.61,4.689863842662626,6.354009077155823,28.9247311827957,False,-1.844,8.7811,4,5,4,80.0,17.377271563732705,36.60589060308556,3.3101361573373747,4.689863842662626,历史4/5次成功; 当前距低点4.69%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
89,67.24942318461791,67.38724955331716,002576,通达动力,bottom_area,2025-01-08,13.69,2025-01-08,13.15,4.10646387832699,6.235741444866922,28.024083196496985,False,-2.7008,7.549,1,1,1,100.0,9.731113956466078,9.731113956466078,3.893536121673011,4.10646387832699,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
90,66.0756076157288,67.14641033741944,000886,海南高速,bottom_area,2025-01-08,6.07,2025-01-08,5.79,4.835924006908467,6.5630397236614835,32.51748251748251,False,-1.461,3.4271,1,1,1,100.0,17.378048780487816,17.378048780487816,3.164075993091533,4.835924006908467,历史1/1次成功; 当前距低点4.84%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
91,65.39326539763336,65.1514950169878,001287,中电港,bottom_area,2025-01-08,18.54,2025-01-06,17.86,3.8073908174692037,5.15117581187011,29.988239905919258,False,-1.0144,2.5595,2,3,2,66.66666666666666,32.93376029113394,42.36351071181756,4.192609182530797,3.8073908174692037,历史2/3次成功; 当前距低点3.81%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
92,64.89526498319698,64.82069999496747,300363,博腾股份,bottom_area,2025-01-08,15.3,2025-01-08,14.72,3.940217391304348,4.483695652173914,29.93812470252261,False,-0.1305,1.9101,3,5,3,60.0,30.56126692011493,46.29503738953092,4.059782608695652,3.940217391304348,历史3/5次成功; 当前距低点3.94%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
93,64.3461881525252,65.17646154804166,002861,瀛通通讯,confirmed_rebound,2025-01-08,10.99,2025-01-08,10.5,4.666666666666669,8.285714285714278,31.37254901960785,False,-4.0175,13.8768,4,5,4,80.0,18.47559972065419,30.546075085324233,3.3333333333333313,4.666666666666669,历史4/5次成功; 当前距低点4.67%; 最新日涨幅-4.02%; 状态confirmed_rebound; 底部未确认
94,62.14183842523049,63.1146141292408,002210,飞马国际,bottom_area,2025-01-08,2.18,2025-01-06,2.08,4.807692307692312,7.692307692307699,31.57894736842105,True,-1.3575,4.3615,2,3,2,66.66666666666666,25.050999592003254,32.558139534883715,3.192307692307688,4.807692307692312,历史2/3次成功; 当前距低点4.81%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
95,61.092948660470725,61.56342470264272,600171,上海贝岭,bottom_area,2025-01-08,34.65,2025-01-08,33.19,4.398915335944564,5.875263633624595,30.082157151885404,False,-1.0565,7.916,2,3,2,66.66666666666666,20.89400538671861,31.741821396993807,3.6010846640554357,4.398915335944564,历史2/3次成功; 当前距低点4.40%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
96,56.02357119725123,54.682038518920386,600307,酒钢宏兴,bottom_area,2025-01-08,1.5,2025-01-06,1.46,2.739726027397263,4.79452054794521,27.722772277227726,False,-1.9608,0.6869,1,2,1,50.0,16.33663366336634,16.33663366336634,5.260273972602738,2.739726027397263,历史1/2次成功; 当前距低点2.74%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
97,53.377507211918356,53.32684038020321,300451,创业慧康,bottom_area,2025-01-08,4.21,2025-01-08,4.05,3.9506172839506206,4.938271604938276,31.58783783783784,False,-0.237,3.0949,1,2,1,50.0,23.89380530973452,23.89380530973452,4.049382716049379,3.9506172839506206,历史1/2次成功; 当前距低点3.95%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
98,51.85568241403481,51.99929662120396,603057,紫燕食品,bottom_area,2025-01-08,17.09,2025-01-08,16.41,4.143814747105422,5.301645338208416,27.325066430469434,False,-1.4986,8.0699,1,2,1,50.0,19.124700239808163,19.124700239808163,3.856185252894578,4.143814747105422,历史1/2次成功; 当前距低点4.14%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
99,51.704585163851725,51.83458617332033,300504,天邑股份,bottom_area,2025-01-08,15.63,2025-01-08,15.01,4.130579613590946,6.795469686875426,27.48792270531401,False,-1.6981,4.1333,1,2,1,50.0,18.076923076923073,18.076923076923073,3.869420386409054,4.130579613590946,历史1/2次成功; 当前距低点4.13%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
100,51.03661357007276,51.30327465869422,000925,众合科技,bottom_area,2025-01-08,7.08,2025-01-08,6.79,4.27098674521355,6.038291605301917,28.97489539748954,False,-0.8403,4.4524,1,2,1,50.0,16.94152923538231,16.94152923538231,3.72901325478645,4.27098674521355,历史1/2次成功; 当前距低点4.27%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
