rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.60973877368865,85.56116616903545,603327,福蓉科技,bottom_area,2022-06-09,12.97,2022-06-08,12.69,2.206461780929875,3.703703703703709,31.107491856677534,False,0.3094,0.503,2,2,2,100.0,45.01020983632018,52.609776304888165,17.793538219070125,2.206461780929875,历史2/2次成功; 当前距低点2.21%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
2,93.70686878526881,80.48175824175826,002663,普邦股份,bottom_area,2022-06-09,1.85,2022-05-31,1.82,1.6483516483516498,4.395604395604387,30.798479087452467,False,-1.5957,2.1089,1,1,1,100.0,66.45569620253163,66.45569620253163,18.35164835164835,1.6483516483516498,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
3,90.17518453393811,76.87528807025059,002795,永和智控,bottom_area,2022-06-09,8.15,2022-06-09,8.05,1.242236024844716,2.7329192546583707,29.939077458659703,False,-1.451,1.2961,1,1,1,100.0,25.632183908045985,25.632183908045985,18.757763975155285,1.242236024844716,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
4,82.56482948833752,69.72230201878538,002802,洪汇新材,bottom_area,2022-06-09,13.92,2022-06-08,13.82,0.7235890014471754,6.078147612156294,30.726817042606513,False,-2.8611,1.3096,1,1,1,100.0,20.65637065637066,20.65637065637066,19.276410998552826,0.7235890014471754,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
5,68.35200286269774,58.597286777835365,688202,美迪西,bottom_area,2022-06-09,276.89,2022-06-08,272.67,1.5476583415850553,9.307954670480798,30.04874294510005,True,-6.9027,4.024,1,2,1,50.0,23.795418261555337,23.795418261555337,18.452341658414944,1.5476583415850553,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-6.90%; 状态bottom_area; 底部已确认
