rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.76022794688457,86.39853932584269,002685,华东重机,bottom_area,2024-04-25,2.75,2024-04-16,2.67,2.996254681647943,7.490636704119858,28.22580645161291,True,0.7326,1.546,2,2,2,100.0,62.24778046811945,109.52380952380952,7.003745318352057,2.996254681647943,历史2/2次成功; 当前距低点3.00%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
2,86.20231530508252,79.94329350360997,603259,药明康德,bottom_area,2024-04-25,41.6,2024-04-16,41.17,1.0444498421180464,7.724070925431138,30.078125,True,-0.858,2.8154,2,2,2,100.0,13.842145933543593,14.040390163483993,8.955550157881955,1.0444498421180464,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
3,84.85884500191925,80.16497476874906,300759,康龙化成,bottom_area,2024-04-25,18.24,2024-04-23,17.88,2.0134228187919434,4.25055928411634,28.19277108433735,False,0.3853,1.4288,2,2,2,100.0,13.632144062337028,16.594594594594597,7.986577181208057,2.0134228187919434,历史2/2次成功; 当前距低点2.01%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
4,79.43658152317431,77.64783557280599,002256,兆新股份,bottom_area,2024-04-25,1.91,2024-04-16,1.84,3.8043478260869477,8.152173913043473,30.82706766917293,True,0.0,1.0272,4,5,4,80.0,22.858863528409877,31.775700934579426,6.195652173913053,3.8043478260869477,历史4/5次成功; 当前距低点3.80%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,78.35890255942536,76.99069443542238,002129,TCL中环,bottom_area,2024-04-25,9.96,2024-04-25,9.57,4.075235109717874,6.2695924764890245,31.25,False,1.7365,2.6132,2,2,2,100.0,21.839948847199626,31.12759643916912,5.924764890282126,4.075235109717874,历史2/2次成功; 当前距低点4.08%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
6,75.45010695187165,73.86999999999999,000718,苏宁环球,bottom_area,2024-04-25,1.87,2024-04-24,1.8,3.8888888888888924,4.999999999999992,27.1255060728745,False,2.1858,1.0022,1,1,1,100.0,19.44444444444444,19.44444444444444,6.111111111111108,3.8888888888888924,历史1/1次成功; 当前距低点3.89%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
7,74.81435998967049,70.52343462486051,300769,德方纳米,bottom_area,2024-04-25,30.57,2024-04-24,30.0,1.900000000000001,4.299999999999997,30.216329378925334,False,0.0327,4.0842,3,5,3,60.0,13.738895832583383,20.592193808882907,8.1,1.900000000000001,历史3/5次成功; 当前距低点1.90%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
8,74.69120110621054,74.43858148578366,002271,东方雨虹,bottom_area,2024-04-25,13.26,2024-04-24,12.65,4.822134387351774,6.719367588932804,30.494505494505493,False,1.6092,3.4013,2,2,2,100.0,17.274451015837123,19.371959310039802,5.177865612648227,4.822134387351774,历史2/2次成功; 当前距低点4.82%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
9,71.12865199333363,70.35659036579676,688114,华大智造,bottom_area,2024-04-25,53.31,2024-04-22,51.05,4.427032321253683,8.090107737512248,31.412065027542667,True,-1.2046,0.5199,1,1,1,100.0,20.431312141156706,20.431312141156706,5.572967678746318,4.427032321253683,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
10,70.63565227750188,70.16122703726518,002466,天齐锂业,bottom_area,2024-04-25,39.19,2024-04-25,37.45,4.646194926568745,8.33110814419225,28.666666666666664,False,-3.5442,5.5074,2,2,2,100.0,24.809416504526403,34.31563565513881,5.353805073431256,4.646194926568745,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
11,68.21723991530295,62.480038364947774,688276,百克生物,bottom_area,2024-04-25,38.53,2024-04-23,38.38,0.3908285565398608,5.471599791558088,30.471014492753625,False,-1.9094,1.536,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,9.60917144346014,0.3908285565398608,历史2/3次成功; 当前距低点0.39%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
12,51.82759609711316,51.787911873455336,300358,楚天科技,bottom_area,2024-04-25,7.83,2024-04-25,7.46,4.959785522788205,7.372654155495977,27.92270531400966,False,-9.1647,4.397,1,2,1,50.0,38.205499276411004,38.205499276411004,5.040214477211795,4.959785522788205,历史1/2次成功; 当前距低点4.96%; 最新日涨幅-9.16%; 状态bottom_area; 底部未确认
