rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.32126297168827,85.5380960654629,603319,美湖股份,bottom_area,2025-01-03,19.45,2025-01-03,19.15,1.5665796344647556,4.804177545691915,31.753385602280833,False,-2.2122,3.5516,4,4,4,100.0,26.182245333561973,43.981481481481474,8.433420365535245,1.5665796344647556,历史4/4次成功; 当前距低点1.57%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
2,90.46504444504194,85.93091998830212,000155,川能动力,bottom_area,2025-01-03,10.67,2025-01-02,10.43,2.301054650047941,4.697986577181211,27.569444444444446,False,1.5224,1.6218,3,3,3,100.0,31.490992421566784,45.280898876404486,7.6989453499520595,2.301054650047941,历史3/3次成功; 当前距低点2.30%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
3,89.70419222437721,83.25955548196048,300342,天银机电,bottom_area,2025-01-03,14.87,2025-01-03,14.71,1.0876954452753118,8.429639700883742,27.60826771653543,False,-5.5273,4.1155,4,4,4,100.0,18.276887619291326,26.68539325842696,8.912304554724688,1.0876954452753118,历史4/4次成功; 当前距低点1.09%; 最新日涨幅-5.53%; 状态bottom_area; 底部未确认
4,87.84371728529139,80.24057229969192,002553,南方精工,bottom_area,2025-01-03,12.01,2025-01-03,11.98,0.2504173622704454,8.096828046744564,30.34883720930232,False,-6.3913,5.4704,7,7,7,100.0,31.621096159508213,83.5926449787836,9.749582637729555,0.2504173622704454,历史7/7次成功; 当前距低点0.25%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
5,87.65443892093506,81.57260447715815,605399,晨光新材,bottom_area,2025-01-03,10.73,2025-01-03,10.6,1.22641509433963,8.773584905660375,28.23290453622207,False,-5.7946,1.5003,2,2,2,100.0,44.24102630243285,52.857533497402244,8.77358490566037,1.22641509433963,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
6,87.14140979407755,81.21031907510891,688234,天岳先进,bottom_area,2025-01-03,49.84,2025-01-03,49.2,1.3008130081300824,3.414634146341463,30.879460522618718,False,0.1004,1.4674,2,2,2,100.0,10.517057707771569,10.647803425167522,8.699186991869919,1.3008130081300824,历史2/2次成功; 当前距低点1.30%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
7,86.73500000000001,78.85000000000001,300586,美联新材,bottom_area,2025-01-03,7.7,2025-01-03,7.7,0.0,4.6753246753246795,27.495291902071557,False,-3.1447,1.6524,3,3,3,100.0,50.871511414083926,124.33414043583537,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-3.14%; 状态bottom_area; 底部未确认
8,86.65750691982424,79.42111221064553,002167,东方锆业,bottom_area,2025-01-03,7.09,2025-01-03,7.06,0.42492917847025846,8.498583569405108,32.18059558117196,False,-2.2069,7.2539,4,4,4,100.0,19.139520094396374,41.1650485436893,9.575070821529742,0.42492917847025846,历史4/4次成功; 当前距低点0.42%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
9,86.58704474672369,80.60121892918838,688280,精进电动,bottom_area,2025-01-03,4.08,2025-01-03,4.03,1.2406947890818814,7.940446650124054,32.83333333333333,False,-4.4496,1.1789,3,3,3,100.0,22.526898109113223,32.37518910741301,8.75930521091812,1.2406947890818814,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
10,86.1758001007912,78.54933426684919,300490,华自科技,bottom_area,2025-01-03,7.22,2025-01-03,7.21,0.13869625520110662,6.934812760055478,28.754940711462446,False,-5.7441,1.9146,4,4,4,100.0,21.158934025310238,32.06349206349206,9.861303744798894,0.13869625520110662,历史4/4次成功; 当前距低点0.14%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
11,85.91587861200898,78.36553014261605,002343,慈文传媒,bottom_area,2025-01-03,5.75,2025-01-03,5.74,0.17421602787456072,7.665505226480827,32.31132075471698,False,-5.7377,3.5124,4,4,4,100.0,20.60614347403244,40.33149171270718,9.825783972125441,0.17421602787456072,历史4/4次成功; 当前距低点0.17%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
12,85.67395970989499,78.26658635814222,002777,久远银海,bottom_area,2025-01-03,15.68,2025-01-03,15.64,0.2557544757033194,6.649616368286439,27.154168607359097,False,-5.4282,2.4472,5,5,5,100.0,21.07369119755796,51.99999999999999,9.744245524296682,0.2557544757033194,历史5/5次成功; 当前距低点0.26%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
13,85.47122872835968,78.13263768627378,300520,科大国创,bottom_area,2025-01-03,20.74,2025-01-03,20.68,0.29013539651836906,8.800773694390717,29.007895640233432,False,-6.5345,5.3909,4,4,4,100.0,20.774980593202418,32.59013282732449,9.70986460348163,0.29013539651836906,历史4/4次成功; 当前距低点0.29%; 最新日涨幅-6.53%; 状态bottom_area; 底部未确认
14,85.40764441684716,78.19009700133894,002761,浙江建投,bottom_area,2025-01-03,8.19,2025-01-03,8.16,0.36764705882352156,6.495098039215678,27.142857142857135,False,-4.7674,2.1645,7,7,7,100.0,22.034044599228856,43.73730534867976,9.63235294117648,0.36764705882352156,历史7/7次成功; 当前距低点0.37%; 最新日涨幅-4.77%; 状态bottom_area; 底部未确认
15,85.32217875780655,78.34461177187403,603185,弘元绿能,bottom_area,2025-01-03,15.36,2025-01-03,15.28,0.5235602094240842,5.955497382198965,29.09512761020882,False,-3.6991,1.5367,6,6,6,100.0,24.77596263097275,43.51028702057404,9.476439790575917,0.5235602094240842,历史6/6次成功; 当前距低点0.52%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
16,84.75140448162776,77.33247597958616,300663,科蓝软件,bottom_area,2025-01-03,15.5,2025-01-03,15.47,0.1939237233354839,9.825468648998047,27.33677782996711,False,-7.8478,5.2489,2,2,2,100.0,48.62700036984445,76.77304964539006,9.806076276664516,0.1939237233354839,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
17,84.21292649340292,77.13377358490568,300348,长亮科技,bottom_area,2025-01-03,12.77,2025-01-03,12.72,0.3930817610062809,8.49056603773585,32.51989389920424,False,-6.5154,6.0088,2,2,2,100.0,61.67178134052256,87.71331058020478,9.60691823899372,0.3930817610062809,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
18,84.14894732934539,77.20539502882927,300486,东杰智能,bottom_area,2025-01-03,6.26,2025-01-03,6.23,0.481540930979123,8.828250401284105,31.912568306010925,False,-6.8452,3.5144,4,4,4,100.0,18.1360664057079,21.839080459770123,9.518459069020878,0.481540930979123,历史4/4次成功; 当前距低点0.48%; 最新日涨幅-6.85%; 状态bottom_area; 底部未确认
19,84.01652636752947,77.432043784435,300437,清水源,bottom_area,2025-01-03,8.42,2025-01-03,8.36,0.7177033492823026,7.775119617224885,29.152542372881364,False,-5.3933,2.863,8,8,8,100.0,22.249502262358302,30.330330330330323,9.282296650717697,0.7177033492823026,历史8/8次成功; 当前距低点0.72%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
20,84.01128072375744,80.1340101484564,002077,大港股份,bottom_area,2025-01-03,14.24,2025-01-03,13.89,2.519798416126707,7.127429805615552,29.59959452610238,False,-0.5587,7.0146,3,3,3,100.0,25.479303963576843,26.22826908541193,7.480201583873293,2.519798416126707,历史3/3次成功; 当前距低点2.52%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
21,83.96858067289332,77.05028892798214,002639,雪人集团,bottom_area,2025-01-03,6.17,2025-01-03,6.14,0.488599348534206,8.957654723127048,32.527472527472526,False,-6.3733,7.6105,3,3,3,100.0,34.05535184215122,63.25301204819277,9.511400651465793,0.488599348534206,历史3/3次成功; 当前距低点0.49%; 最新日涨幅-6.37%; 状态bottom_area; 底部未确认
22,83.8800860462284,76.89851072995606,002314,南山控股,bottom_area,2025-01-03,2.28,2025-01-03,2.27,0.4405286343612241,5.286343612334806,27.0096463022508,False,-3.3898,1.897,4,4,4,100.0,15.983419442471158,26.12612612612611,9.559471365638776,0.4405286343612241,历史4/4次成功; 当前距低点0.44%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
23,83.86910755035258,77.89700391673617,688077,大地熊,confirmed_rebound,2025-01-03,19.8,2025-01-03,19.58,1.12359550561799,10.061287027579176,28.748180494905395,False,-3.2731,2.6787,2,2,2,100.0,33.43441757819996,53.68518518518518,8.87640449438201,1.12359550561799,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-3.27%; 状态confirmed_rebound; 底部未确认
24,83.7759942430401,76.56945710385385,002535,林州重机,bottom_area,2025-01-03,3.57,2025-01-03,3.56,0.2808988764044884,6.4606741573033695,29.08366533864541,False,-5.0532,2.0924,2,2,2,100.0,45.59089538739825,54.03225806451613,9.719101123595513,0.2808988764044884,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
25,83.5460392297771,76.70447381253551,000430,张家界,bottom_area,2025-01-03,5.83,2025-01-03,5.8,0.5172413793103492,8.44827586206897,28.128872366790585,False,-6.4205,5.3974,3,3,3,100.0,32.547226652489805,53.99999999999999,9.482758620689651,0.5172413793103492,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
26,83.40000926552565,76.90122538276873,000532,华金资本,bottom_area,2025-01-03,12.2,2025-01-03,12.11,0.7431874483897594,7.018992568125529,32.080762759394275,False,-4.8362,2.9792,3,3,3,100.0,36.37469228546977,51.36986301369863,9.256812551610242,0.7431874483897594,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
27,83.16725190353466,76.52153988050922,688011,新光光电,bottom_area,2025-01-03,14.37,2025-01-03,14.28,0.6302521008403352,6.792717086834739,27.51269035532995,False,-4.645,0.8059,4,4,4,100.0,16.28233693776982,19.069767441860456,9.369747899159666,0.6302521008403352,历史4/4次成功; 当前距低点0.63%; 最新日涨幅-4.64%; 状态bottom_area; 底部未确认
28,82.2793217065492,74.96163799728993,002855,捷荣技术,bottom_area,2025-01-03,17.64,2025-01-03,17.62,0.11350737797956624,7.604994324631099,30.079365079365072,False,-5.8698,1.9843,3,3,3,100.0,18.228144188620067,21.093749999999993,9.886492622020434,0.11350737797956624,历史3/3次成功; 当前距低点0.11%; 最新日涨幅-5.87%; 状态bottom_area; 底部未确认
29,82.24498853706416,76.59019820248794,000402,金融街,bottom_area,2025-01-03,3.21,2025-01-02,3.17,1.2618296529968467,5.993690851735014,28.28054298642534,False,-1.8349,1.3531,1,1,1,100.0,24.339622641509433,24.339622641509433,8.738170347003155,1.2618296529968467,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
30,82.0425696619917,74.96356105930738,601865,福莱特,bottom_area,2025-01-03,18.86,2025-01-03,18.81,0.2658160552897433,4.891015417331216,29.865771812080546,False,-2.7835,0.7489,2,2,2,100.0,26.557105727784926,39.24894003634159,9.734183944710258,0.2658160552897433,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-2.78%; 状态bottom_area; 底部未确认
31,81.72536277940235,74.60986818411467,688277,天智航,bottom_area,2025-01-03,9.07,2025-01-03,9.05,0.22099447513811685,6.519337016574584,31.3874147081122,False,-5.1255,0.8715,3,3,3,100.0,17.65449240553536,21.148825065274142,9.779005524861883,0.22099447513811685,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-5.13%; 状态bottom_area; 底部未确认
32,81.70497297662779,74.75801763261528,301322,绿通科技,bottom_area,2025-01-03,20.78,2025-01-03,20.71,0.3380009657170463,4.200869145340403,27.000352485019384,False,-2.6242,1.6465,1,1,1,100.0,43.003547497043755,43.003547497043755,9.661999034282955,0.3380009657170463,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
33,81.44076773504075,75.28688335634797,300609,汇纳科技,confirmed_rebound,2025-01-03,21.85,2025-01-03,21.66,0.8771929824561462,11.357340720221611,28.60909690177983,False,-9.4113,6.1402,4,4,4,100.0,22.886469657784787,49.87035436473638,9.122807017543854,0.8771929824561462,历史4/4次成功; 当前距低点0.88%; 最新日涨幅-9.41%; 状态confirmed_rebound; 底部未确认
34,80.8970360568253,74.2021486353432,688329,艾隆科技,bottom_area,2025-01-03,12.89,2025-01-03,12.83,0.46765393608729927,8.729540140296175,29.11602209944752,False,-4.4477,2.9355,3,3,3,100.0,18.486019406571245,21.72890326374596,9.532346063912701,0.46765393608729927,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
35,80.85106247906418,75.26029752040549,603305,旭升集团,bottom_area,2025-01-03,12.25,2025-01-03,12.1,1.2396694214876063,6.280991735537189,30.85714285714286,False,-4.7434,2.2029,4,5,4,80.0,20.466364523640955,32.41061130334487,8.760330578512395,1.2396694214876063,历史4/5次成功; 当前距低点1.24%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
36,80.26126092198211,73.23287126378037,300746,汉嘉数智,bottom_area,2025-01-03,10.43,2025-01-03,10.41,0.19212295869355978,8.357348703170022,28.600823045267486,False,-6.5412,2.1782,2,2,2,100.0,26.564040911837,36.90896259703598,9.80787704130644,0.19212295869355978,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
37,80.10463907053541,73.38221260145139,300397,天和防务,bottom_area,2025-01-03,10.01,2025-01-03,9.97,0.4012036108324889,7.522567703109327,29.838142153413088,False,-5.7439,3.5895,2,2,2,100.0,29.929875452416432,45.75260804769001,9.598796389167513,0.4012036108324889,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-5.74%; 状态bottom_area; 底部未确认
38,80.02360698090428,72.87791706277177,002186,全聚德,confirmed_rebound,2025-01-03,10.77,2025-01-03,10.76,0.09293680297397572,10.223048327137544,28.976897689768983,False,-8.1841,5.0234,3,3,3,100.0,16.988241793292634,23.20675105485231,9.907063197026025,0.09293680297397572,历史3/3次成功; 当前距低点0.09%; 最新日涨幅-8.18%; 状态confirmed_rebound; 底部未确认
39,79.92177127063982,73.33083147759348,000633,合金投资,bottom_area,2025-01-03,4.15,2025-01-03,4.13,0.48426150121066497,6.537530266343837,29.28082191780822,False,-5.0343,2.4766,3,3,3,100.0,14.005095163192422,16.59090909090908,9.515738498789336,0.48426150121066497,历史3/3次成功; 当前距低点0.48%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
40,79.84237301881537,73.89941321482586,603079,圣达生物,bottom_area,2025-01-03,12.87,2025-01-03,12.75,0.9411764705882292,7.9999999999999964,29.40199335548172,False,-5.0885,2.5693,3,3,3,100.0,22.662879396596878,34.84698914116485,9.058823529411772,0.9411764705882292,历史3/3次成功; 当前距低点0.94%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
41,79.72987939962178,72.78576685103309,605186,健麾信息,bottom_area,2025-01-03,18.28,2025-01-03,18.24,0.2192982456140499,6.359649122807019,29.765113592606856,False,-4.9402,2.0607,2,2,2,100.0,24.49337016684467,37.29468599033817,9.780701754385952,0.2192982456140499,历史2/2次成功; 当前距低点0.22%; 最新日涨幅-4.94%; 状态bottom_area; 底部未确认
42,79.6887436547351,73.6672469477053,000607,华媒控股,bottom_area,2025-01-03,3.45,2025-01-03,3.42,0.8771929824561476,7.894736842105264,28.301886792452823,False,-5.4795,2.1582,2,2,2,100.0,37.297026600566255,59.82721382289418,9.122807017543852,0.8771929824561476,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-5.48%; 状态bottom_area; 底部未确认
43,79.38007469859608,73.1949651014615,300334,津膜科技,bottom_area,2025-01-03,5.42,2025-01-03,5.38,0.7434944237918222,7.063197026022302,27.785234899328863,False,-4.4092,1.7557,3,3,3,100.0,16.45232466509062,20.444444444444457,9.256505576208179,0.7434944237918222,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
44,79.27367320035394,72.66529515654267,300456,赛微电子,bottom_area,2025-01-03,16.23,2025-01-03,16.16,0.43316831683168494,5.3836633663366396,27.53363228699552,False,-1.9928,2.8166,1,1,1,100.0,32.91891891891892,32.91891891891892,9.566831683168315,0.43316831683168494,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
