rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.4825,72.06875000000001,000017,深中华A,bottom_area,2022-06-29,4.56,2022-06-29,4.56,0.0,8.771929824561413,31.22171945701358,False,-10.0592,19.1688,1,1,1,100.0,46.874999999999986,46.874999999999986,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
2,77.7056721901374,68.64458674040408,603222,济民健康,bottom_area,2022-06-29,11.0,2022-06-20,10.66,3.189493433395871,5.81613508442776,31.535003211303792,False,0.365,2.7773,3,6,3,50.0,41.11092348681001,68.46504559270518,16.81050656660413,3.189493433395871,历史3/6次成功; 当前距低点3.19%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,73.6062068401811,61.61777869795788,000037,深南电A,bottom_area,2022-06-29,8.09,2022-06-29,8.07,0.24783147459726856,8.674101610904577,28.52081488042515,False,-5.8207,10.0914,2,4,2,50.0,39.8001852690304,45.16765285996055,19.752168525402734,0.24783147459726856,历史2/4次成功; 当前距低点0.25%; 最新日涨幅-5.82%; 状态bottom_area; 底部未确认
4,71.37986402744721,62.5783733826248,002339,积成电子,bottom_area,2022-06-29,5.56,2022-06-23,5.41,2.7726432532347403,7.208872458410346,31.863979848866503,True,-2.7972,3.7982,1,2,1,50.0,82.94930875576038,82.94930875576038,17.22735674676526,2.7726432532347403,历史1/2次成功; 当前距低点2.77%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
5,69.28752241953768,59.678524543648905,002265,建设工业,bottom_area,2022-06-29,15.8,2022-06-21,15.52,1.8041237113402135,8.118556701030938,29.454545454545457,True,-5.0481,5.0152,1,2,1,50.0,32.75229357798165,32.75229357798165,18.195876288659786,1.8041237113402135,历史1/2次成功; 当前距低点1.80%; 最新日涨幅-5.05%; 状态bottom_area; 底部已确认
6,66.26897511310437,58.03935845661093,603033,三维股份,bottom_area,2022-06-29,22.3,2022-06-24,21.71,2.717641639797328,9.719023491478579,28.25512227362855,True,-2.8746,0.4366,1,2,1,50.0,24.922480620155024,24.922480620155024,17.282358360202675,2.717641639797328,历史1/2次成功; 当前距低点2.72%; 最新日涨幅-2.87%; 状态bottom_area; 底部已确认
7,64.91086648844157,54.09238874036798,688095,福昕软件,bottom_area,2022-06-29,70.78,2022-06-29,70.78,0.0,2.853913534896858,30.512468093461614,False,-2.7346,1.4451,1,2,1,50.0,31.679509356817103,31.679509356817103,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
