rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.89750023173124,88.67099820056201,300720,海川智能,bottom_area,2024-12-25,17.78,2024-12-25,17.6,1.022727272727271,6.647727272727262,27.06174886033982,False,-5.1227,2.3938,4,4,4,100.0,46.57428162569997,75.69193742478939,6.977272727272729,1.022727272727271,历史4/4次成功; 当前距低点1.02%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
2,90.13851217761993,85.28045397970621,002173,创新医疗,confirmed_rebound,2024-12-25,9.03,2024-12-24,8.93,1.1198208286674092,10.3023516237402,28.041901692183725,True,-0.1106,18.2279,4,4,4,100.0,20.342179941225208,27.109266943291825,6.880179171332592,1.1198208286674092,历史4/4次成功; 当前距低点1.12%; 最新日涨幅-0.11%; 状态confirmed_rebound; 底部已确认
3,88.25452585621804,83.53503249492296,000691,亚太实业,confirmed_rebound,2024-12-25,3.54,2024-12-25,3.5,1.142857142857144,8.85714285714286,28.86178861788618,False,-6.8421,8.0008,4,4,4,100.0,30.64917623998521,76.05633802816902,6.857142857142856,1.142857142857144,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-6.84%; 状态confirmed_rebound; 底部未确认
4,87.68701684637139,83.88117613558057,002693,双成药业,bottom_area,2024-12-25,18.02,2024-12-25,17.72,1.693002257336347,7.2234762979684035,29.849564528899453,False,-4.4032,4.7536,8,8,8,100.0,29.038824098427074,102.85714285714285,6.306997742663653,1.693002257336347,历史8/8次成功; 当前距低点1.69%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
5,86.4815385565687,82.44540528301228,002167,东方锆业,bottom_area,2024-12-25,7.37,2024-12-25,7.26,1.5151515151515196,6.060606060606066,30.259365994236315,False,-3.9113,3.9492,4,4,4,100.0,19.139520094396374,41.1650485436893,6.484848484848481,1.5151515151515196,历史4/4次成功; 当前距低点1.52%; 最新日涨幅-3.91%; 状态bottom_area; 底部未确认
6,85.1156064617425,83.06598730691431,002741,光华科技,bottom_area,2024-12-25,17.67,2024-12-25,17.2,2.732558139534898,6.279069767441871,31.746031746031743,False,-2.6982,9.5119,4,4,4,100.0,27.183977769106743,40.99999999999999,5.2674418604651025,2.732558139534898,历史4/4次成功; 当前距低点2.73%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
7,84.9287530717061,81.12430299998277,605303,园林股份,bottom_area,2024-12-25,7.54,2024-12-25,7.42,1.617250673854449,6.199460916442049,27.11198428290766,False,-3.3333,1.709,4,4,4,100.0,13.28835772242428,23.681489141675293,6.382749326145551,1.617250673854449,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
8,84.75206872677474,82.1036451020595,300651,金陵体育,bottom_area,2024-12-25,13.07,2024-12-25,12.77,2.349256068911517,5.090054815974944,32.398094229751194,False,-2.6806,7.596,5,5,5,100.0,17.311553436439517,25.720461095100855,5.650743931088483,2.349256068911517,历史5/5次成功; 当前距低点2.35%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
9,84.29318253329991,80.17414394528528,600382,广东明珠,bottom_area,2024-12-25,4.36,2024-12-25,4.3,1.395348837209314,3.720930232558143,31.200000000000006,False,-2.2422,1.2374,3,3,3,100.0,11.911501581303833,17.365269461077848,6.604651162790686,1.395348837209314,历史3/3次成功; 当前距低点1.40%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
10,84.16427960909877,82.32173225014809,002162,悦心健康,bottom_area,2024-12-25,3.61,2024-12-24,3.51,2.8490028490028516,7.122507122507122,30.21868787276343,True,0.838,7.0544,2,2,2,100.0,26.276659924056922,43.23432343234324,5.150997150997148,2.8490028490028516,历史2/2次成功; 当前距低点2.85%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
11,83.96368230413123,80.68811602438618,002836,新宏泽,bottom_area,2024-12-25,7.39,2024-12-25,7.25,1.9310344827586163,5.793103448275861,27.500000000000004,False,-3.3987,3.2467,3,3,3,100.0,31.456315296106556,59.30851063829788,6.068965517241384,1.9310344827586163,历史3/3次成功; 当前距低点1.93%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
