rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.03586980228012,81.68776119402985,301009,可靠股份,bottom_area,2025-09-19,13.55,2025-09-05,13.4,1.1194029850746294,5.597014925373134,27.762803234501348,False,-0.514,2.1667,1,1,1,100.0,53.96648044692738,53.96648044692738,18.88059701492537,1.1194029850746294,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
2,91.63798868061204,78.78229962110171,002795,永和智控,bottom_area,2025-09-19,4.78,2025-08-28,4.7,1.7021276595744694,7.234042553191486,31.884057971014496,True,-2.6477,3.551,1,1,1,100.0,32.328767123287676,32.328767123287676,18.29787234042553,1.7021276595744694,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
3,82.31712881185935,73.3110934990792,300192,科德教育,bottom_area,2025-09-19,19.39,2025-09-09,18.71,3.634420096205236,8.177445216461772,32.649388048956084,True,-0.5131,8.4698,1,1,1,100.0,26.599845797995382,26.599845797995382,16.365579903794764,3.634420096205236,历史1/1次成功; 当前距低点3.63%; 最新日涨幅-0.51%; 状态bottom_area; 底部已确认
4,75.02031761620223,64.36746357258502,603839,安正时尚,bottom_area,2025-09-19,8.29,2025-09-19,8.16,1.5931372549019485,1.960784313725492,29.533678756476682,False,0.4848,2.5611,1,2,1,50.0,31.88073394495412,31.88073394495412,18.406862745098053,1.5931372549019485,历史1/2次成功; 当前距低点1.59%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
5,67.9465689385549,59.11351497654276,688682,霍莱沃,bottom_area,2025-09-19,28.71,2025-09-04,28.05,2.3529411764705888,8.698752228163984,27.687548337200308,True,-1.0,1.526,1,2,1,50.0,26.22699386503069,26.22699386503069,17.647058823529413,2.3529411764705888,历史1/2次成功; 当前距低点2.35%; 最新日涨幅-1.00%; 状态bottom_area; 底部已确认
6,66.85526832418667,57.96270968752148,300902,国安达,bottom_area,2025-09-19,22.67,2025-09-04,22.19,2.163136547994594,5.8134294727354625,32.798304058146584,False,-0.9611,4.4716,1,2,1,50.0,26.906779661016937,26.906779661016937,17.836863452005407,2.163136547994594,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
7,58.41875940204718,53.100249293808275,603109,神驰机电,bottom_area,2025-09-19,31.29,2025-09-04,29.87,4.753933712755266,10.813525276196854,27.79792119893642,True,-1.1374,2.362,1,2,1,50.0,23.329129886506934,23.329129886506934,15.246066287244735,4.753933712755266,历史1/2次成功; 当前距低点4.75%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
