rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.6553654913286,84.5599129341066,300849,锦盛新材,bottom_area,2025-07-01,13.21,2025-07-01,13.01,1.5372790161414378,2.8439661798616527,32.204273058884844,False,0.2276,15.4878,1,1,1,100.0,48.090909090909086,48.090909090909086,18.462720983858564,1.5372790161414378,历史1/1次成功; 当前距低点1.54%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
2,85.81153053745601,74.1680911066715,000999,华润三九,bottom_area,2025-07-01,31.2,2025-06-23,30.59,1.9941157240928389,4.347826086956528,29.645814167433297,False,-0.2558,0.5281,1,1,1,100.0,20.293951384963254,20.293951384963254,18.005884275907164,1.9941157240928389,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
3,83.3529020683804,75.97558908222344,605198,安德利,bottom_area,2025-07-01,41.05,2025-06-20,39.13,4.906721185790939,5.877843087145405,29.748653500897664,False,1.8358,0.984,1,1,1,100.0,43.241469816272954,43.241469816272954,15.093278814209063,4.906721185790939,历史1/1次成功; 当前距低点4.91%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
4,79.48615140687603,70.98712299779051,605377,华旺科技,bottom_area,2025-07-01,8.77,2025-06-23,8.45,3.7869822485207134,4.852071005917162,30.04966887417219,False,-0.454,0.5418,1,1,1,100.0,25.16904583020285,25.16904583020285,16.213017751479285,3.7869822485207134,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
5,72.3972160911154,63.63507193485331,688114,华大智造,bottom_area,2025-07-01,63.91,2025-06-23,62.1,2.9146537842189937,7.004830917874398,28.20809248554913,True,-1.4191,1.3627,2,4,2,50.0,24.08861592942264,27.745919717688572,17.08534621578101,2.9146537842189937,历史2/4次成功; 当前距低点2.91%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
6,68.72874060847651,60.24260029774402,001282,三联锻造,bottom_area,2025-07-01,20.09,2025-06-26,19.55,2.7621483375959035,7.161125319693087,30.62455642299503,True,-1.3261,6.8044,1,2,1,50.0,37.31343283582089,37.31343283582089,17.237851662404097,2.7621483375959035,历史1/2次成功; 当前距低点2.76%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
7,68.29932495531597,59.829133080936224,002041,登海种业,bottom_area,2025-07-01,9.79,2025-06-23,9.53,2.728226652675759,3.147953830010501,29.719764011799416,False,0.0,0.6153,1,2,1,50.0,21.395106715252467,21.395106715252467,17.271773347324242,2.728226652675759,历史1/2次成功; 当前距低点2.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,61.18517702411387,51.702351722351715,603022,新通联,bottom_area,2025-07-01,10.61,2025-07-01,10.53,0.7597340930674271,4.083570750237431,29.940119760479046,False,-4.0687,17.1351,1,2,1,50.0,26.099706744868023,26.099706744868023,19.240265906932574,0.7597340930674271,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
9,60.967560624055295,54.62015563564875,603139,康惠股份,bottom_area,2025-07-01,21.53,2025-06-20,20.71,3.9594398841139555,5.5528730082085875,31.42384105960264,False,1.5566,4.0826,1,4,1,25.0,29.315476190476186,29.315476190476186,16.040560115886045,3.9594398841139555,历史1/4次成功; 当前距低点3.96%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
10,60.55945828909621,53.005263907919975,688059,华锐精密,bottom_area,2025-07-01,46.31,2025-06-27,45.1,2.682926829268294,6.430155210643012,32.1498420340003,False,-0.9624,3.1084,1,5,1,20.0,38.29213483146067,38.29213483146067,17.317073170731707,2.682926829268294,历史1/5次成功; 当前距低点2.68%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
11,56.48854512617642,50.86034456058846,002127,南极电商,bottom_area,2025-07-01,3.94,2025-06-20,3.78,4.232804232804237,6.878306878306885,29.34579439252336,False,-0.7557,1.5529,1,3,1,33.33333333333333,33.53658536585366,33.53658536585366,15.767195767195762,4.232804232804237,历史1/3次成功; 当前距低点4.23%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
