code,name,latest_date,latest_close,current_stage,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
301313,凡拓数创,2023-10-17,28.17,bottom_area,2023-10-16,27.44,2.6603498542274067,3.0612244897959178,31.82608695652174,False,4
002069,獐子岛,2023-10-17,4.01,bottom_area,2023-10-17,3.96,1.262626262626258,2.525252525252516,30.03533568904594,False,3
002534,西子洁能,2023-10-17,12.64,bottom_area,2023-09-22,12.48,1.2820512820512833,7.2115384615384635,27.861271676300582,True,3
601226,华电科工,2023-10-17,5.81,bottom_area,2023-10-16,5.73,1.396160558464209,1.9197207678882973,29.693251533742327,False,1
000798,中水渔业,2023-10-17,8.34,bottom_area,2023-10-17,8.23,1.3365735115431279,2.3086269744835906,31.98347107438016,False,3
002850,科达利,2023-10-17,85.48,bottom_area,2023-10-17,83.53,2.334490602178861,3.6633544834191336,31.978827361563518,False,3
603326,我乐家居,2023-10-17,10.51,bottom_area,2023-10-17,10.4,1.0576923076923022,1.634615384615384,27.272727272727277,False,2
000014,沙河股份,2023-10-17,11.22,bottom_area,2023-10-17,11.1,1.0810810810810902,2.3423423423423406,29.96845425867508,False,2
600408,安泰集团,2023-10-17,2.48,bottom_area,2023-10-16,2.45,1.2244897959183594,4.0816326530612095,28.3625730994152,False,2
000729,燕京啤酒,2023-10-17,9.6,bottom_area,2023-10-17,9.47,1.3727560718056915,1.9007391763463537,29.063670411985008,False,1
600322,津投城开,2023-10-17,2.3,bottom_area,2023-10-17,2.26,1.7699115044247804,3.0973451327433756,31.097560975609756,False,2
002333,罗普斯金,2023-10-17,5.89,bottom_area,2023-10-17,5.87,0.340715502555359,2.0442930153321996,28.50182704019489,False,2
002853,皮阿诺,2023-10-17,14.67,bottom_area,2023-10-17,14.45,1.5224913494809733,1.6608996539792402,27.38693467336683,False,1
000524,岭南控股,2023-10-17,8.19,bottom_area,2023-10-17,8.02,2.119700748129675,3.366583541147127,28.392857142857142,False,1
688103,国力电子,2023-10-17,47.45,bottom_area,2023-10-17,47.16,0.6149279050042542,3.6471586089906833,27.446153846153855,False,2
603191,望变电气,2023-10-17,15.17,bottom_area,2023-09-21,14.95,1.4715719063545194,5.819397993311044,29.046037019458954,False,2
600004,白云机场,2023-10-17,10.68,bottom_area,2023-10-17,10.58,0.9451795841209797,1.1342155009451722,28.271186440677965,False,1
600032,浙江新能,2023-10-17,9.55,bottom_area,2023-10-16,9.5,0.5263157894736916,1.8947368421052602,28.892215568862273,False,1
000560,我爱我家,2023-10-17,2.4,bottom_area,2023-10-16,2.38,0.8403361344537823,2.521008403361347,30.813953488372096,False,2
000058,深赛格,2023-10-17,7.08,bottom_area,2023-09-22,6.81,3.9647577092511086,7.782672540381795,27.16577540106952,True,1
000428,华天酒店,2023-10-17,4.06,bottom_area,2023-10-16,4.0,1.4999999999999902,2.499999999999991,28.571428571428566,False,2
002767,先锋电子,2023-10-17,14.52,bottom_area,2023-09-22,14.0,3.714285714285711,5.428571428571427,30.174563591022448,False,2
603025,大豪科技,2023-10-17,12.39,bottom_area,2023-10-17,12.28,0.8957654723127135,1.384364820846905,28.22910578609001,False,2
601156,东航物流,2023-10-17,11.68,bottom_area,2023-10-16,11.65,0.2575107296137284,3.1759656652360446,28.52760736196319,False,1
001330,博纳影业,2023-10-17,6.99,bottom_area,2023-10-17,6.97,0.286944045911054,1.4347202295552444,32.0,False,1
000006,深振业A,2023-10-17,4.28,bottom_area,2023-10-17,4.25,0.7058823529411823,2.1176470588235263,30.327868852459012,False,1
300512,中亚股份,2023-10-17,7.88,confirmed_rebound,2023-08-25,7.59,3.8208168642951255,9.090909090909085,28.260869565217394,True,1
000965,天保基建,2023-10-17,3.34,bottom_area,2023-10-17,3.31,0.9063444108761269,1.5105740181268827,27.886710239651414,False,1
603128,华贸物流,2023-10-17,6.77,bottom_area,2023-10-17,6.72,0.7440476190476164,2.083333333333342,30.0,False,1
688281,华秦科技,2023-10-17,141.9,bottom_area,2023-10-17,140.5,0.996441281138794,4.3131672597864785,27.341366292599684,False,1
002145,钛能化学,2023-10-17,4.51,confirmed_rebound,2023-09-26,4.32,4.398148148148136,10.416666666666648,30.32258064516129,True,2
603301,振德医疗,2023-10-17,26.54,confirmed_rebound,2023-09-11,25.36,4.652996845425866,8.911671924290228,31.58888589155652,True,1
605365,立达信,2023-10-17,16.94,bottom_area,2023-09-28,16.46,2.9161603888213876,6.98663426488456,32.51332513325133,False,1
