rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.99858957547254,86.26616615636529,603169,兰石重装,bottom_area,2025-04-23,7.29,2025-04-22,7.08,2.9661016949152534,7.203389830508472,27.755102040816332,False,0.2751,9.9431,4,4,4,100.0,24.778914090172343,49.872122762148344,5.033898305084747,2.9661016949152534,历史4/4次成功; 当前距低点2.97%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
2,84.63009754156485,78.36120142737485,000430,张家界,bottom_area,2025-04-23,6.95,2025-04-23,6.95,0.0,0.0,31.119920713577798,False,-5.0546,0.3745,4,4,4,100.0,30.705384018144333,53.99999999999999,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
3,84.06206184277987,77.83524244701839,002693,双成药业,bottom_area,2025-04-23,9.57,2025-04-23,9.57,0.0,0.0,29.21597633136094,False,-9.9718,2.8816,9,9,9,100.0,27.877647564614914,102.85714285714285,8.0,0.0,历史9/9次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
4,80.68060764922699,75.54691750234919,603221,爱丽家居,bottom_area,2025-04-23,10.36,2025-04-21,10.3,0.5825242718446477,2.6213592233009666,29.692832764505116,False,-0.8612,3.6687,3,3,3,100.0,16.908993775026747,17.92336217552533,7.4174757281553525,0.5825242718446477,历史3/3次成功; 当前距低点0.58%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
5,75.06175689320035,75.04640213061609,002800,天顺股份,confirmed_rebound,2025-04-23,11.73,2025-04-18,11.28,3.9893617021276695,8.687943262411352,29.3233082706767,True,-3.1379,10.1236,4,4,4,100.0,10.7104667283181,11.768447837150124,4.0106382978723305,3.9893617021276695,历史4/4次成功; 当前距低点3.99%; 最新日涨幅-3.14%; 状态confirmed_rebound; 底部已确认
6,74.07684553613605,69.50655172413794,600249,两面针,bottom_area,2025-04-23,5.84,2025-04-22,5.8,0.6896551724137937,5.172413793103446,27.318295739348375,False,-0.8489,10.3983,1,1,1,100.0,19.080459770114945,19.080459770114945,7.310344827586207,0.6896551724137937,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
7,71.86723025155554,71.76138378556803,603709,中源家居,bottom_area,2025-04-23,11.39,2025-04-21,10.96,3.923357664233574,6.5693430656934195,32.34567901234567,False,0.2641,6.3974,1,1,1,100.0,8.53031860226105,8.53031860226105,4.076642335766426,3.923357664233574,历史1/1次成功; 当前距低点3.92%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
