rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.75705151059155,82.68415094339625,000420,吉林化纤,bottom_area,2024-06-17,3.26,2024-06-14,3.18,2.5157232704402395,3.7735849056603668,30.41575492341357,False,1.5576,1.9305,1,1,1,100.0,53.9249146757679,53.9249146757679,17.48427672955976,2.5157232704402395,历史1/1次成功; 当前距低点2.52%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
2,94.67010060362179,80.98285714285717,002687,乔治白,bottom_area,2024-06-17,4.26,2024-06-06,4.2,1.428571428571419,5.714285714285719,28.2051282051282,False,-0.9302,1.2547,1,1,1,100.0,64.00000000000001,64.00000000000001,18.571428571428584,1.428571428571419,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
3,93.34850704618765,80.36007613585721,002842,翔鹭钨业,bottom_area,2024-06-17,5.16,2024-06-06,5.07,1.7751479289940801,10.059171597633132,29.87551867219917,True,-2.4575,1.9606,2,2,2,100.0,25.039857064321065,29.70588235294118,18.22485207100592,1.7751479289940801,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-2.46%; 状态bottom_area; 底部已确认
4,91.33104713475832,81.58532041728763,300720,海川智能,bottom_area,2024-06-17,13.93,2024-06-11,13.42,3.800298062593143,9.165424739195235,31.0025706940874,True,-3.465,1.7549,3,3,3,100.0,57.75229601757511,75.69193742478939,16.199701937406857,3.800298062593143,历史3/3次成功; 当前距低点3.80%; 最新日涨幅-3.46%; 状态bottom_area; 底部已确认
5,88.69705377574375,75.74130434782612,600376,首开股份,bottom_area,2024-06-17,2.28,2024-06-17,2.25,1.3333333333333246,2.6666666666666687,32.83582089552239,False,-1.7241,0.5794,1,1,1,100.0,20.652173913043484,20.652173913043484,18.666666666666675,1.3333333333333246,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
6,88.58071994336156,76.85558255141987,300621,维业股份,bottom_area,2024-06-17,7.42,2024-06-06,7.26,2.203856749311297,7.1625344352617155,32.02247191011236,True,-1.7219,0.9766,1,1,1,100.0,28.120300751879686,28.120300751879686,17.796143250688704,2.203856749311297,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
7,88.19831845238095,73.49859871031745,600162,香江控股,bottom_area,2024-06-17,1.35,2024-06-13,1.35,0.0,5.925925925925914,29.687499999999993,False,-2.8777,0.5447,2,2,2,100.0,27.68063822751323,28.90624999999999,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
8,87.91373279786512,74.12119778625126,605198,安德利,bottom_area,2024-06-17,28.45,2024-06-17,28.27,0.636717368234877,2.4761230986911893,29.99009410599307,False,-1.3181,0.3568,1,1,1,100.0,43.241469816272954,43.241469816272954,19.363282631765124,0.636717368234877,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
9,87.19641625755186,73.4686152421803,002790,瑞尔特,bottom_area,2024-06-17,10.04,2024-06-17,9.98,0.6012024048096064,4.609218436873738,28.04614275414563,False,-4.381,2.4207,1,1,1,100.0,49.512670565302145,49.512670565302145,19.398797595190395,0.6012024048096064,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
10,84.39385760019256,74.62366364703313,002615,哈尔斯,bottom_area,2024-06-17,6.37,2024-06-06,6.17,3.2414910858995163,7.77957860615884,27.41176470588235,True,-2.1505,2.2364,1,1,1,100.0,28.84012539184954,28.84012539184954,16.758508914100485,3.2414910858995163,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
11,84.3526303628866,75.16078197165153,603017,中衡设计,bottom_area,2024-06-17,9.06,2024-06-06,8.74,3.6613272311212848,8.352402745995429,30.52464228934817,True,-2.0541,2.5849,1,1,1,100.0,36.87423687423689,36.87423687423689,16.338672768878716,3.6613272311212848,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
12,82.45843170172138,75.02289744439838,688023,安恒信息,bottom_area,2024-06-17,43.83,2024-06-11,41.82,4.806312769010038,9.11047345767576,28.853351480095274,True,-0.7473,1.7837,2,2,2,100.0,33.50156213839389,39.261744966442954,15.193687230989964,4.806312769010038,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
13,81.20141627898843,73.52884151246984,002303,美盈森,bottom_area,2024-06-17,2.53,2024-06-06,2.42,4.5454545454545405,8.264462809917363,30.65902578796562,True,-0.7843,1.5225,1,1,1,100.0,38.93805309734515,38.93805309734515,15.45454545454546,4.5454545454545405,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.78%; 状态bottom_area; 底部已确认
14,79.8927093779016,72.90666666666668,002491,通鼎互联,bottom_area,2024-06-17,3.59,2024-06-06,3.42,4.970760233918127,8.479532163742691,29.48453608247422,False,-0.2778,0.5671,1,1,1,100.0,52.39520958083833,52.39520958083833,15.029239766081876,4.970760233918127,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
15,79.36539907834103,70.50225806451614,600173,卧龙新能,bottom_area,2024-06-17,3.85,2024-06-06,3.72,3.4946236559139754,9.946236559139775,29.545454545454547,True,-3.99,1.1849,1,1,1,100.0,20.000000000000004,20.000000000000004,16.505376344086027,3.4946236559139754,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-3.99%; 状态bottom_area; 底部已确认
16,77.73442445849564,66.67497205344868,002761,浙江建投,bottom_area,2024-06-17,8.38,2024-06-06,8.25,1.5757575757575852,4.848484848484853,28.26086956521739,False,-1.4118,1.645,3,6,3,50.0,33.213437237505204,43.73730534867976,18.424242424242415,1.5757575757575852,历史3/6次成功; 当前距低点1.58%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
17,77.53315824144585,70.47613534325598,300668,杰恩股份,bottom_area,2024-06-17,14.98,2024-06-06,14.3,4.755244755244753,11.678321678321678,27.48478701825557,True,-0.1333,0.3223,1,1,1,100.0,25.097276264591432,25.097276264591432,15.244755244755249,4.755244755244753,历史1/1次成功; 当前距低点4.76%; 最新日涨幅-0.13%; 状态bottom_area; 底部已确认
18,74.8099666159014,66.6681879148017,000813,德展健康,bottom_area,2024-06-17,2.26,2024-06-06,2.18,3.6697247706421847,8.715596330275226,29.677419354838708,True,-1.31,0.4382,2,3,2,66.66666666666666,30.20695551182373,39.9103139013453,16.330275229357817,3.6697247706421847,历史2/3次成功; 当前距低点3.67%; 最新日涨幅-1.31%; 状态bottom_area; 底部已确认
19,70.9447221699162,60.34378667326206,001322,箭牌家居,bottom_area,2024-06-17,8.14,2024-06-06,8.05,1.1180124223602466,6.211180124223602,28.634751773049633,False,-2.6316,1.4779,1,2,1,50.0,26.897069872276486,26.897069872276486,18.881987577639755,1.1180124223602466,历史1/2次成功; 当前距低点1.12%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
20,69.26446048896919,59.27504637829267,688105,诺唯赞,bottom_area,2024-06-17,20.97,2024-06-17,20.67,1.451378809869362,3.7735849056603654,29.090909090909083,False,-1.8718,1.4396,1,2,1,50.0,25.237580993520524,25.237580993520524,18.54862119013064,1.451378809869362,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
21,67.19375883315159,59.52872660716266,688357,建龙微纳,bottom_area,2024-06-17,26.25,2024-06-06,25.4,3.346456692913392,8.464566929133866,32.012847965738764,True,-0.7186,0.2488,2,5,2,40.0,28.97122509142576,31.65083135391925,16.65354330708661,3.346456692913392,历史2/5次成功; 当前距低点3.35%; 最新日涨幅-0.72%; 状态bottom_area; 底部已确认
22,66.90158967567189,60.36233654947839,600202,哈空调,bottom_area,2024-06-17,3.6,2024-06-06,3.45,4.347826086956519,11.014492753623186,32.4853228962818,True,-3.4853,1.6339,2,4,2,50.0,34.27623670827554,41.50485436893204,15.652173913043482,4.347826086956519,历史2/4次成功; 当前距低点4.35%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
23,66.17285479028263,56.12353620429198,688092,爱科科技,bottom_area,2024-06-17,22.06,2024-06-17,21.85,0.9610983981693239,1.7848970251716108,32.35294117647058,False,-0.2712,0.764,1,2,1,50.0,42.12279866730127,42.12279866730127,19.038901601830677,0.9610983981693239,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
24,63.80692070427968,56.51470119521914,002562,兄弟科技,bottom_area,2024-06-17,2.79,2024-06-14,2.7,3.3333333333333277,11.111111111111104,32.668329177057345,False,-2.1053,1.6761,1,2,1,50.0,33.466135458167344,33.466135458167344,16.666666666666675,3.3333333333333277,历史1/2次成功; 当前距低点3.33%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
25,62.59413686390399,56.50753376792701,603177,德创环保,bottom_area,2024-06-17,7.39,2024-06-06,7.08,4.378531073446322,10.59322033898305,31.791907514450873,True,-1.3351,1.229,1,2,1,50.0,37.04615384615384,37.04615384615384,15.62146892655368,4.378531073446322,历史1/2次成功; 当前距低点4.38%; 最新日涨幅-1.34%; 状态bottom_area; 底部已确认
26,62.3320413972286,54.558365753867136,600322,津投城开,bottom_area,2024-06-17,1.53,2024-06-06,1.49,2.684563758389264,7.382550335570476,28.01932367149758,False,-1.9231,0.8586,1,4,1,25.0,35.828877005347586,35.828877005347586,17.315436241610737,2.684563758389264,历史1/4次成功; 当前距低点2.68%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
27,61.18398180768229,53.83362189508425,000705,浙江震元,bottom_area,2024-06-17,7.28,2024-06-06,7.07,2.97029702970297,5.799151343705801,27.26337448559671,False,-0.6821,1.8604,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,17.02970297029703,2.97029702970297,历史1/3次成功; 当前距低点2.97%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
28,60.980050479204515,51.39238720441026,300639,凯普生物,bottom_area,2024-06-17,4.91,2024-06-17,4.88,0.6147540983606609,3.688524590163929,28.445747800586513,False,-2.3857,1.3465,1,4,1,25.0,33.27433628318583,33.27433628318583,19.38524590163934,0.6147540983606609,历史1/4次成功; 当前距低点0.61%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
29,60.74603183560297,55.161138510137654,002278,神开股份,bottom_area,2024-06-17,4.01,2024-06-06,3.83,4.699738903394248,11.22715404699738,30.990990990990987,True,-2.4331,2.8063,1,2,1,50.0,33.74485596707818,33.74485596707818,15.300261096605752,4.699738903394248,历史1/2次成功; 当前距低点4.70%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
30,60.48440287001902,53.17864583333336,300749,顶固集创,bottom_area,2024-06-17,5.27,2024-06-06,5.12,2.92968749999999,9.765625,28.391608391608393,True,-2.0446,2.2215,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,17.07031250000001,2.92968749999999,历史1/3次成功; 当前距低点2.93%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
