rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.08705615553004,81.52808018324555,000928,中钢国际,bottom_area,2023-11-09,6.15,2023-10-23,5.97,3.0150753768844325,5.192629815745402,31.06235565819862,False,0.0,2.096,3,3,3,100.0,16.57232280936585,18.798449612403097,4.9849246231155675,3.0150753768844325,历史3/3次成功; 当前距低点3.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,78.08726415304113,77.80362561913844,600328,中盐化工,bottom_area,2023-11-09,7.9,2023-10-26,7.61,3.8107752956636007,6.17608409986859,28.207547169811313,False,0.0,0.505,2,2,2,100.0,22.968781146513187,37.26315789473683,4.189224704336399,3.8107752956636007,历史2/2次成功; 当前距低点3.81%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,76.46995574948282,77.46594649006944,600048,保利发展,bottom_area,2023-11-09,11.2,2023-10-30,10.7,4.672897196261683,5.981308411214959,28.139691067830768,False,0.3584,0.4463,2,2,2,100.0,31.721247836269217,31.987577639751546,3.327102803738317,4.672897196261683,历史2/2次成功; 当前距低点4.67%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
4,75.8842604449432,75.95519136294749,603326,我乐家居,bottom_area,2023-11-09,10.28,2023-11-02,9.88,4.048582995951403,5.161943319838054,30.909090909090907,False,0.2927,2.8236,2,2,2,100.0,15.946024697401477,20.141843971631218,3.9514170040485976,4.048582995951403,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
5,75.28846219602062,75.22305084745761,002685,华东重机,bottom_area,2023-11-09,3.68,2023-11-02,3.54,3.9548022598870096,6.214689265536716,27.01030927835051,False,-0.271,2.9409,1,1,1,100.0,109.52380952380952,109.52380952380952,4.04519774011299,3.9548022598870096,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
6,74.81969531589698,72.85488372093025,600280,中央商场,bottom_area,2023-11-09,3.53,2023-10-23,3.44,2.6162790697674376,7.558139534883727,27.57894736842105,True,-1.9444,2.1401,1,1,1,100.0,11.666666666666671,11.666666666666671,5.383720930232562,2.6162790697674376,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-1.94%; 状态bottom_area; 底部已确认
7,74.27633961167615,74.6932320697398,603076,乐惠国际,bottom_area,2023-11-09,27.95,2023-11-02,26.8,4.2910447761193975,6.268656716417908,28.666489220122436,False,0.0358,1.6978,2,2,2,100.0,12.133409458559333,13.440860215053762,3.708955223880603,4.2910447761193975,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
8,73.72042941492222,73.01497076023395,600325,华发股份,bottom_area,2023-11-09,8.28,2023-11-03,8.0,3.499999999999992,6.875000000000009,27.667269439421343,False,-0.8383,0.7058,1,1,1,100.0,32.553606237816766,32.553606237816766,4.500000000000008,3.499999999999992,历史1/1次成功; 当前距低点3.50%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
9,72.61031600639036,70.7560203019261,000631,顺发恒能,bottom_area,2023-11-09,3.48,2023-11-03,3.39,2.654867256637164,6.194690265486724,31.515151515151512,False,-2.521,2.4164,1,1,1,100.0,10.04901960784314,10.04901960784314,5.345132743362837,2.654867256637164,历史1/1次成功; 当前距低点2.65%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
