rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.03784586798356,72.03048202776621,002222,福晶科技,bottom_area,2021-04-26,15.46,2021-04-26,15.44,0.12953367875648542,2.26683937823834,27.306967984934083,False,-0.3866,5.7735,1,1,1,100.0,25.783972125435533,25.783972125435533,9.870466321243516,0.12953367875648542,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
2,78.0746427806764,74.15592404022726,688021,奥福科技,bottom_area,2021-04-26,40.08,2021-04-22,39.18,2.297090352220517,8.882082695252672,32.09705372616985,True,-4.6168,5.3134,1,1,1,100.0,24.96392496392497,24.96392496392497,7.702909647779483,2.297090352220517,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-4.62%; 状态bottom_area; 底部已确认
3,77.78190709014446,73.24051341305224,600257,大湖股份,bottom_area,2021-04-26,6.08,2021-04-26,5.97,1.8425460636515967,3.6850921273031934,28.41726618705036,False,-0.1642,13.3282,1,1,1,100.0,13.44902386117137,13.44902386117137,8.157453936348404,1.8425460636515967,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
4,76.75573119129587,70.06374526531394,600333,长春燃气,bottom_area,2021-04-26,4.68,2021-04-26,4.67,0.2141327623126293,2.997858672376867,29.77443609022557,False,-2.0921,2.0894,1,1,1,100.0,16.247139588100683,16.247139588100683,9.78586723768737,0.2141327623126293,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
5,71.8935132382892,65.35773930753564,002570,贝因美,bottom_area,2021-04-26,5.23,2021-04-26,5.23,0.0,4.206500956022939,27.662517289073303,False,-7.2695,16.9378,1,1,1,100.0,10.794297352342163,10.794297352342163,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.27%; 状态bottom_area; 底部未确认
