rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.7563298030945,75.81982811306341,000837,秦川机床,bottom_area,2022-08-09,10.53,2022-08-08,10.2,3.2352941176470598,5.490196078431378,27.710843373493976,False,0.1903,14.0274,1,1,1,100.0,21.915584415584412,21.915584415584412,16.764705882352942,3.2352941176470598,历史1/1次成功; 当前距低点3.24%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
2,84.62255061708478,73.7009276437848,002110,三钢闽光,bottom_area,2022-08-09,5.52,2022-08-03,5.39,2.4118738404452675,3.153988868274581,27.456258411843876,False,-0.5405,0.2094,1,1,1,100.0,22.90322580645161,22.90322580645161,17.588126159554733,2.4118738404452675,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
3,82.17099516123446,72.44439685799033,000715,中兴商业,bottom_area,2022-08-09,5.02,2022-08-03,4.87,3.080082135523603,4.928131416837787,27.421758569299552,False,-0.1988,0.8658,1,1,1,100.0,24.33862433862435,24.33862433862435,16.919917864476396,3.080082135523603,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
4,81.61709333333334,73.39666666666668,002339,积成电子,bottom_area,2022-08-09,7.5,2022-08-08,7.2,4.166666666666664,7.361111111111114,31.428571428571427,True,0.4016,10.8982,2,3,2,66.66666666666666,60.421049941650985,82.94930875576038,15.833333333333337,4.166666666666664,历史2/3次成功; 当前距低点4.17%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
5,69.04632581453636,59.775087719298256,002494,华斯股份,bottom_area,2022-08-09,4.41,2022-08-05,4.32,2.08333333333333,4.398148148148136,27.999999999999996,False,-0.2262,4.8135,1,2,1,50.0,35.67251461988303,35.67251461988303,17.91666666666667,2.08333333333333,历史1/2次成功; 当前距低点2.08%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
6,59.04651023885939,53.04249702445334,002761,浙江建投,bottom_area,2022-08-09,25.09,2022-08-04,24.1,4.107883817427379,6.639004149377584,32.24627495080124,False,-0.3574,3.048,1,3,1,33.33333333333333,43.73730534867976,43.73730534867976,15.892116182572622,4.107883817427379,历史1/3次成功; 当前距低点4.11%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
