rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.16590345330786,72.26727068862705,601019,山东出版,bottom_area,2024-12-04,10.59,2024-11-25,10.22,3.620352250489229,7.0450097847358,28.028169014084497,True,-0.4699,0.4225,1,1,1,100.0,20.815450643776817,20.815450643776817,16.379647749510774,3.620352250489229,历史1/1次成功; 当前距低点3.62%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
2,80.53151531736795,68.06211939725935,002862,实丰文化,bottom_area,2024-12-04,31.44,2024-12-04,31.2,0.7692307692307756,7.6923076923077,28.505957836846935,False,-3.5583,20.8265,3,4,3,75.0,26.671857801642656,29.78505629477994,19.230769230769226,0.7692307692307756,历史3/4次成功; 当前距低点0.77%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
3,79.11614734398744,66.54699096129744,002045,国光电器,bottom_area,2024-12-04,17.8,2024-12-04,17.71,0.5081874647092031,6.606437041219639,29.58250497017892,False,-5.3191,21.4963,4,6,4,66.66666666666666,33.38167588262236,40.89958158995815,19.491812535290798,0.5081874647092031,历史4/6次成功; 当前距低点0.51%; 最新日涨幅-5.32%; 状态bottom_area; 底部未确认
4,78.29675127208309,66.7974443897901,000695,滨海能源,bottom_area,2024-12-04,11.85,2024-12-04,11.7,1.282051282051285,5.299145299145308,30.810171496156123,False,-3.0278,6.0662,2,3,2,66.66666666666666,21.042229280647017,21.910112359550556,18.717948717948715,1.282051282051285,历史2/3次成功; 当前距低点1.28%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
5,73.99118786692776,64.48832241095634,002761,浙江建投,bottom_area,2024-12-04,10.03,2024-11-29,9.79,2.4514811031664987,7.15015321756896,29.466858789625373,True,-3.1853,4.435,3,6,3,50.0,33.213437237505204,43.73730534867976,17.548518896833503,2.4514811031664987,历史3/6次成功; 当前距低点2.45%; 最新日涨幅-3.19%; 状态bottom_area; 底部已确认
6,62.7860401559352,52.466489740368495,001229,魅视科技,bottom_area,2024-12-04,39.86,2024-12-04,39.8,0.1507537688442268,5.628140703517593,30.64993901376547,False,-8.1355,33.7376,1,3,1,33.33333333333333,42.18749999999999,42.18749999999999,19.849246231155774,0.1507537688442268,历史1/3次成功; 当前距低点0.15%; 最新日涨幅-8.14%; 状态bottom_area; 底部未确认
7,60.55330926114252,50.890381075360814,603268,松发股份,bottom_area,2024-12-04,39.12,2024-12-04,38.94,0.46224961479198695,8.834103749357999,27.105952826656686,False,-9.5909,17.6375,1,3,1,33.33333333333333,37.532133676092535,37.532133676092535,19.537750385208014,0.46224961479198695,历史1/3次成功; 当前距低点0.46%; 最新日涨幅-9.59%; 状态bottom_area; 底部未确认
