rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.84882272878377,79.0373087785725,688302,海创药业,bottom_area,2023-06-19,55.25,2023-06-19,53.61,3.05913075918672,5.390785301249768,28.367183324425444,False,0.5094,1.7281,1,1,1,100.0,37.054445750097926,37.054445750097926,11.940869240813278,3.05913075918672,历史1/1次成功; 当前距低点3.06%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
2,84.73396867838129,77.50040318529588,688075,安旭生物,bottom_area,2023-06-19,66.4,2023-05-10,64.65,2.7068832173240525,7.764887857695276,30.37906525953047,True,-1.0432,1.2935,4,5,4,80.0,31.086542584917854,40.134529147982065,12.293116782675947,2.7068832173240525,历史4/5次成功; 当前距低点2.71%; 最新日涨幅-1.04%; 状态bottom_area; 底部已确认
3,83.4709749697098,76.86167829012143,688176,亚虹医药,bottom_area,2023-06-19,11.42,2023-06-15,11.08,3.0685920577617316,3.4296028880866496,31.520395550061803,False,2.1467,2.087,1,1,1,100.0,25.473484848484844,25.473484848484844,11.931407942238268,3.0685920577617316,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
4,82.67816633559899,75.77424542459839,600955,维远股份,bottom_area,2023-06-19,18.62,2023-06-12,18.11,2.8161236885698595,4.638321369409166,28.924646781789644,False,-1.1677,0.4086,2,2,2,100.0,22.33874964805201,25.969084423305596,12.18387631143014,2.8161236885698595,历史2/2次成功; 当前距低点2.82%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
5,80.39513519193339,70.978973042362,600935,华塑股份,bottom_area,2023-06-19,3.72,2023-05-31,3.69,0.8130081300813075,3.2520325203252063,27.788649706457928,False,-1.3263,0.1853,1,1,1,100.0,28.50877192982458,28.50877192982458,14.18699186991869,0.8130081300813075,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
6,80.3364668548941,73.20445027120056,002041,登海种业,bottom_area,2023-06-19,15.54,2023-06-07,15.16,2.506596306068595,4.221635883905018,28.49056603773585,False,-0.6394,0.4676,1,1,1,100.0,21.395106715252467,21.395106715252467,12.493403693931404,2.506596306068595,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
7,79.66231427574438,72.97386815141832,600256,广汇能源,bottom_area,2023-06-19,7.37,2023-06-01,7.17,2.7894002789400303,5.718270571827059,29.49852507374631,False,-0.8075,0.8439,1,1,1,100.0,23.62204724409449,23.62204724409449,12.21059972105997,2.7894002789400303,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
8,79.63371890061666,70.32631016784575,688289,圣湘生物,bottom_area,2023-06-19,17.05,2023-06-12,16.91,0.8279124778237763,2.956830277942046,31.399594320486813,False,-1.6157,0.7457,1,1,1,100.0,25.182530200451346,25.182530200451346,14.172087522176223,0.8279124778237763,历史1/1次成功; 当前距低点0.83%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
9,79.00507867439485,74.03505917716944,601598,中国外运,bottom_area,2023-06-19,4.67,2023-05-25,4.49,4.008908685968813,9.799554565701547,27.110389610389607,True,-2.7083,0.7821,2,2,2,100.0,18.41597301708783,18.82640586797067,10.991091314031188,4.008908685968813,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-2.71%; 状态bottom_area; 底部已确认
10,78.78797962399275,72.94285429804184,000723,美锦能源,bottom_area,2023-06-19,6.77,2023-06-14,6.55,3.3587786259541943,4.8854961832061115,30.907172995780595,False,-1.1679,0.5459,1,1,1,100.0,30.434782608695667,30.434782608695667,11.641221374045804,3.3587786259541943,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
11,77.26031735201919,71.09203761755487,601669,中国电建,bottom_area,2023-06-19,5.78,2023-06-07,5.61,3.030303030303029,4.812834224598923,29.78723404255319,False,-1.3652,0.9938,1,1,1,100.0,16.457680250783696,16.457680250783696,11.96969696969697,3.030303030303029,历史1/1次成功; 当前距低点3.03%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
