rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.10845154852538,82.89510955302366,603368,柳药集团,bottom_area,2022-02-07,16.6,2022-01-28,16.3,1.8404907975460165,3.5582822085889463,30.282292557741652,False,1.0347,1.6471,1,1,1,100.0,42.85714285714285,42.85714285714285,13.159509202453984,1.8404907975460165,历史1/1次成功; 当前距低点1.84%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
2,90.11285624626635,80.86709746881783,300624,万兴科技,bottom_area,2022-02-07,40.99,2022-02-07,40.31,1.686926321012155,3.919622922351769,27.014303820387465,False,-0.8706,4.1483,2,2,2,100.0,35.87790043400834,51.195680123425035,13.313073678987845,1.686926321012155,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
3,87.93041683340947,78.70024660641765,000848,承德露露,bottom_area,2022-02-07,9.2,2022-01-28,9.06,1.5452538631346444,3.532008830022078,27.228915662650593,False,0.8772,1.0103,1,1,1,100.0,16.685082872928174,16.685082872928174,13.454746136865356,1.5452538631346444,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
4,85.35657760410594,79.16365859365861,300511,雪榕生物,bottom_area,2022-02-07,6.89,2022-01-27,6.66,3.4534534534534465,4.654654654654649,31.198347107438014,False,0.2911,2.209,2,2,2,100.0,25.900712191034756,29.220779220779214,11.546546546546553,3.4534534534534465,历史2/2次成功; 当前距低点3.45%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
5,84.51478234143632,73.81602117882035,300447,全信股份,bottom_area,2022-02-07,16.99,2022-02-07,16.95,0.23598820058996547,8.908554572271395,28.117048346055977,False,-3.3011,6.879,2,2,2,100.0,30.236958474007892,30.328638497652584,14.764011799410035,0.23598820058996547,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
6,82.761567645196,77.39438543695688,300658,延江股份,bottom_area,2022-02-07,10.13,2022-01-27,9.75,3.8974358974359053,6.46153846153847,32.57261410788382,False,0.6958,1.4359,2,2,2,100.0,21.830856360810415,26.72018348623853,11.102564102564095,3.8974358974359053,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
7,82.61313205762858,75.1426770806741,688089,嘉必优,bottom_area,2022-02-07,48.88,2022-02-07,47.73,2.409386130316375,10.140372931070614,31.12554112554113,False,-3.2079,2.9522,1,1,1,100.0,40.83912611717973,40.83912611717973,12.590613869683626,2.409386130316375,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
8,82.04917476322012,71.34710848975664,300672,国科微,bottom_area,2022-02-07,115.42,2022-02-07,115.42,0.0,9.166522266504936,30.297723292469353,False,-20.0028,2.6599,2,2,2,100.0,26.328540267508803,33.08187961653309,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
9,82.00698248425148,75.3238984418756,688311,盟升电子,bottom_area,2022-02-07,56.14,2022-01-28,54.54,2.933626696002936,6.784011734506789,28.882514017472943,False,-2.3652,0.8286,2,2,2,100.0,21.357888756786508,23.893805309734503,12.066373303997063,2.933626696002936,历史2/2次成功; 当前距低点2.93%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
10,81.93298649267733,75.99696445213687,300339,润和软件,bottom_area,2022-02-07,19.14,2022-01-27,18.5,3.4594594594594623,7.945945945945939,27.450980392156865,False,0.7368,2.551,1,1,1,100.0,25.615763546798025,25.615763546798025,11.540540540540537,3.4594594594594623,历史1/1次成功; 当前距低点3.46%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
11,80.99689407212773,76.28299610753395,600217,中再资环,bottom_area,2022-02-07,5.85,2022-01-28,5.61,4.278074866310148,5.525846702317283,29.52261306532663,False,1.9164,0.7557,1,1,1,100.0,37.18820861678004,37.18820861678004,10.721925133689851,4.278074866310148,历史1/1次成功; 当前距低点4.28%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
