rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.99489689939486,86.7439836946857,002695,煌上煌,bottom_area,2025-09-04,12.16,2025-09-04,11.98,1.502504173622702,2.67111853088481,27.305825242718445,False,1.0806,1.9232,3,3,3,100.0,26.073619411534626,30.57176196032671,13.497495826377298,1.502504173622702,历史3/3次成功; 当前距低点1.50%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
2,95.30939006010946,84.6843191095862,002041,登海种业,bottom_area,2025-09-04,9.64,2025-06-23,9.53,1.154249737670527,7.345225603357829,29.719764011799416,True,0.5214,0.9603,2,2,2,100.0,18.2043468358871,21.395106715252467,13.845750262329473,1.154249737670527,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
3,92.24599628722257,84.86120695909017,603221,爱丽家居,bottom_area,2025-09-04,12.29,2025-09-02,11.93,3.0176026823134907,5.616093880972338,32.2159090909091,False,1.6543,2.4516,4,4,4,100.0,17.856672444972688,20.699708454810505,11.982397317686509,3.0176026823134907,历史4/4次成功; 当前距低点3.02%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
4,91.98824635846688,83.36830132939438,301009,可靠股份,bottom_area,2025-09-04,13.84,2025-09-03,13.54,2.215657311669134,3.9881831610044385,27.008086253369278,False,1.9897,5.6774,1,1,1,100.0,53.96648044692738,53.96648044692738,12.784342688330867,2.215657311669134,历史1/1次成功; 当前距低点2.22%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
5,91.27408297313765,83.29976350740466,300730,科创信息,bottom_area,2025-09-04,18.62,2025-09-04,18.15,2.5895316804407846,5.7851239669421535,29.267342166796578,False,0.3233,9.9759,3,3,3,100.0,20.881159886073412,24.329896907216508,12.410468319559214,2.5895316804407846,历史3/3次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
6,88.11341365421751,79.63652085646211,688448,磁谷科技,bottom_area,2025-09-04,44.92,2025-09-04,44.01,2.0677118836628128,8.588957055214728,31.08362041966803,False,-5.7688,7.774,2,2,2,100.0,44.14464489899632,63.23529411764706,12.932288116337187,2.0677118836628128,历史2/2次成功; 当前距低点2.07%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
7,87.96736846899806,79.45099520029397,300510,金冠股份,bottom_area,2025-09-04,4.52,2025-09-03,4.43,2.0316027088036086,3.6117381489842018,30.01579778830964,False,1.3453,5.9211,3,4,3,75.0,30.849727829925854,40.000000000000014,12.968397291196391,2.0316027088036086,历史3/4次成功; 当前距低点2.03%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
8,87.34564408237661,78.5311693416993,002212,天融信,bottom_area,2025-09-04,9.68,2025-09-04,9.51,1.787592008412197,6.729758149316516,30.17621145374449,False,-2.2222,10.0925,2,2,2,100.0,24.553113553113555,30.95238095238096,13.212407991587801,1.787592008412197,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
9,86.17612720883992,77.12888023115501,300645,正元智慧,bottom_area,2025-09-04,18.41,2025-09-04,18.13,1.5444015444015506,4.467733039161623,27.276373846770962,False,-1.1809,6.3591,1,1,1,100.0,30.699547055863096,30.699547055863096,13.45559845559845,1.5444015444015506,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
10,86.01081987284171,75.50314093868029,300192,科德教育,bottom_area,2025-09-04,19.85,2025-09-03,19.75,0.5063291139240579,6.227848101265825,28.905687544996404,False,0.0504,13.6887,1,1,1,100.0,26.599845797995382,26.599845797995382,14.493670886075941,0.5063291139240579,历史1/1次成功; 当前距低点0.51%; 最新日涨幅0.05%; 状态bottom_area; 底部未确认
11,85.06069871452623,76.03707460414071,688205,德科立,confirmed_rebound,2025-09-04,95.4,2025-09-04,94.01,1.4785661099882996,24.454845229230926,28.41696489758624,False,-11.2806,8.0989,2,2,2,100.0,27.786050187709932,35.44761904761904,13.5214338900117,1.4785661099882996,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-11.28%; 状态confirmed_rebound; 底部未确认
12,84.6185418623012,75.31870321433722,000026,飞亚达,bottom_area,2025-09-04,16.21,2025-09-04,16.01,1.2492192379762603,6.058713304184877,30.602514087559594,False,-4.1962,2.791,1,1,1,100.0,27.564102564102562,27.564102564102562,13.75078076202374,1.2492192379762603,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
13,84.06147198633869,74.94368191700865,688115,思林杰,bottom_area,2025-09-04,52.35,2025-09-04,51.66,1.3356562137050036,5.497483546264041,32.124556562869536,False,-2.2409,3.0016,5,7,5,71.42857142857143,28.297117196461112,53.58819584171696,13.664343786294996,1.3356562137050036,历史5/7次成功; 当前距低点1.34%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
14,83.65825620460745,75.24816695652522,688084,晶品特装,bottom_area,2025-09-04,73.1,2025-09-04,71.8,1.8105849582172664,8.077994428969355,28.343313373253498,False,-4.5193,5.7616,2,2,2,100.0,17.39946592075591,19.66039279869067,13.189415041782732,1.8105849582172664,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
15,83.55060002801842,74.79894418446872,603280,南方路机,bottom_area,2025-09-04,41.7,2025-09-04,41.06,1.5586945932781309,3.5070628348757857,30.875420875420872,False,-0.9736,13.2866,1,1,1,100.0,18.348214285714302,18.348214285714302,13.441305406721868,1.5586945932781309,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
16,82.78816648766853,74.45649539286245,301323,新莱福,bottom_area,2025-09-04,48.53,2025-09-04,47.67,1.8040696454793357,6.775749947556108,27.71796815769522,False,-2.6089,3.2447,1,1,1,100.0,19.514914970727627,19.514914970727627,13.195930354520662,1.8040696454793357,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
