rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.95672443749241,81.4396832493777,600973,宝胜股份,bottom_area,2024-07-12,3.39,2024-07-09,3.33,1.8018018018018036,4.504504504504501,28.077753779697623,False,-1.4535,0.7415,2,2,2,100.0,40.36446966390223,46.551724137931025,6.198198198198197,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
12,80.76250691292326,79.60690806431927,603368,柳药集团,bottom_area,2024-07-12,17.47,2024-07-09,16.92,3.2505910165484466,5.319148936170204,29.79253112033195,False,-1.2994,1.3622,3,3,3,100.0,31.603524634675978,42.85714285714285,4.749408983451554,3.2505910165484466,历史3/3次成功; 当前距低点3.25%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
13,80.0622504352341,78.97570569446944,000620,盈新发展,confirmed_rebound,2024-07-12,1.57,2024-07-10,1.52,3.2894736842105288,8.552631578947361,30.59360730593607,True,0.641,1.1569,5,6,5,83.33333333333334,26.67942129643067,58.4192439862543,4.710526315789472,3.2894736842105288,历史5/6次成功; 当前距低点3.29%; 最新日涨幅0.64%; 状态confirmed_rebound; 底部已确认
14,79.75201701539271,78.91317291159974,688083,中望软件,bottom_area,2024-07-12,56.67,2024-07-12,54.78,3.4501642935377888,4.472435195326754,31.422133199799696,False,-1.0477,1.2189,5,5,5,100.0,13.653481187450971,21.52777777777778,4.549835706462211,3.4501642935377888,历史5/5次成功; 当前距低点3.45%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
15,79.70630256058908,76.90359380845857,600161,天坛生物,bottom_area,2024-07-12,23.4,2024-07-05,22.91,2.1388040157136556,5.543430816237449,29.42082563154652,False,-1.5566,0.3849,1,1,1,100.0,36.77455357142857,36.77455357142857,5.861195984286344,2.1388040157136556,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
16,78.2785322969173,75.37593764685622,002698,博实股份,bottom_area,2024-07-12,11.53,2024-07-09,11.3,2.035398230088483,5.044247787610606,28.84130982367758,False,-1.3687,0.7443,2,2,2,100.0,10.627126943322317,11.142857142857146,5.964601769911517,2.035398230088483,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
17,78.04168952293097,73.91167500000002,002430,杭氧股份,bottom_area,2024-07-12,18.97,2024-07-10,18.75,1.1733333333333273,6.026666666666661,31.19266055045872,False,-2.065,0.6274,1,1,1,100.0,8.854166666666677,8.854166666666677,6.826666666666672,1.1733333333333273,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
18,77.51825762149606,78.8126642933336,605567,春雪食品,bottom_area,2024-07-12,7.55,2024-07-09,7.2,4.861111111111106,7.638888888888887,29.961089494163417,True,0.3989,2.2825,2,2,2,100.0,32.07525605734906,36.46616541353383,3.1388888888888937,4.861111111111106,历史2/2次成功; 当前距低点4.86%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
19,77.4469358212975,76.1316650324107,002803,吉宏股份,bottom_area,2024-07-12,10.28,2024-07-10,9.97,3.1093279839518426,6.018054162487458,32.40677966101694,False,-1.8147,1.9299,2,2,2,100.0,27.854477611940297,41.25000000000001,4.890672016048157,3.1093279839518426,历史2/2次成功; 当前距低点3.11%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
20,77.41231012760555,77.29563746727757,601886,江河集团,bottom_area,2024-07-12,4.77,2024-07-09,4.59,3.921568627450974,5.228758169934646,27.488151658767773,False,-0.2092,0.8112,3,3,3,100.0,27.40222547239673,33.5540838852097,4.078431372549026,3.921568627450974,历史3/3次成功; 当前距低点3.92%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
21,77.03890217209323,78.16599529517451,002346,柘中股份,bottom_area,2024-07-12,7.49,2024-07-09,7.15,4.755244755244753,5.7342657342657235,27.558257345491377,False,0.1337,0.3136,3,3,3,100.0,19.827706113615825,34.89010989010989,3.2447552447552472,4.755244755244753,历史3/3次成功; 当前距低点4.76%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
22,77.0088337124615,75.60431858597835,002572,索菲亚,bottom_area,2024-07-12,14.9,2024-07-09,14.46,3.04287690179806,5.463347164591972,32.869080779944284,False,0.472,1.3734,1,1,1,100.0,18.398268398268392,18.398268398268392,4.95712309820194,3.04287690179806,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
23,76.95655931231046,77.64934154167858,603113,金能科技,bottom_area,2024-07-12,5.38,2024-07-09,5.15,4.466019417475719,6.407766990291264,28.867403314917123,False,-0.5545,0.6639,5,5,5,100.0,19.31110652431836,31.03448275862069,3.5339805825242814,4.466019417475719,历史5/5次成功; 当前距低点4.47%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
24,76.55925727440342,73.99223938523639,600970,中材国际,bottom_area,2024-07-12,10.1,2024-07-12,9.88,2.2267206477732677,3.947368421052619,27.03101920236336,False,-1.8465,1.3501,1,1,1,100.0,22.19979818365287,22.19979818365287,5.773279352226733,2.2267206477732677,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
25,76.32416341623136,74.73957870862795,688215,瑞晟智能,bottom_area,2024-07-12,16.98,2024-07-10,16.5,2.9090909090909114,4.666666666666664,31.19266055045872,False,-0.9335,0.858,2,2,2,100.0,17.915623555673264,18.13676907829534,5.090909090909089,2.9090909090909114,历史2/2次成功; 当前距低点2.91%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
26,75.93376468509229,76.75486322188452,600094,大名城,confirmed_rebound,2024-07-12,3.44,2024-07-09,3.29,4.559270516717322,9.118541033434644,30.000000000000004,True,-2.5496,0.8487,2,2,2,100.0,51.71595225176342,87.28070175438596,3.4407294832826785,4.559270516717322,历史2/2次成功; 当前距低点4.56%; 最新日涨幅-2.55%; 状态confirmed_rebound; 底部已确认
27,75.89995481057746,75.81191516715754,002299,圣农发展,bottom_area,2024-07-12,12.4,2024-07-10,11.93,3.9396479463537353,6.370494551550711,31.436781609195396,False,-1.7433,0.6006,3,3,3,100.0,19.64684131636587,26.73830594184577,4.060352053646265,3.9396479463537353,历史3/3次成功; 当前距低点3.94%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
28,75.1468547306507,73.62818859390713,603317,天味食品,bottom_area,2024-07-12,10.86,2024-07-09,10.55,2.9383886255924048,6.16113744075828,27.98634812286689,False,-1.0929,0.5986,2,2,2,100.0,12.299541184181786,14.347826086956525,5.061611374407596,2.9383886255924048,历史2/2次成功; 当前距低点2.94%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
29,74.85669187050676,74.93095972439289,000697,炼石航空,bottom_area,2024-07-12,5.65,2024-07-10,5.43,4.05156537753224,5.893186003683247,28.83355176933159,False,-1.0508,0.8247,3,3,3,100.0,16.282412823475326,27.861771058315338,3.94843462246776,4.05156537753224,历史3/3次成功; 当前距低点4.05%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
30,74.66301350266053,72.79714493349145,600389,江山股份,bottom_area,2024-07-12,13.39,2024-07-09,13.04,2.6840490797546126,5.061349693251535,28.74316939890711,False,-0.7413,0.8043,1,1,1,100.0,21.380520620064356,21.380520620064356,5.315950920245388,2.6840490797546126,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
31,74.61628496242906,72.42488591259398,002557,洽洽食品,bottom_area,2024-07-12,27.18,2024-07-09,26.53,2.4500565397662966,4.033169996230683,31.001300390117038,False,-0.8029,0.6374,1,1,1,100.0,16.510832383124292,16.510832383124292,5.549943460233703,2.4500565397662966,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
32,74.48610944138265,73.48709723698046,000568,泸州老窖,bottom_area,2024-07-12,136.88,2024-07-09,132.51,3.2978643121273903,5.048675571654968,32.88933907318308,False,0.0219,0.7459,1,1,1,100.0,10.141010046402663,10.141010046402663,4.70213568787261,3.2978643121273903,历史1/1次成功; 当前距低点3.30%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
33,74.44761209876556,69.79000098120981,600295,鄂尔多斯,bottom_area,2024-07-12,9.41,2024-07-12,9.35,0.6417112299465294,3.957219251336909,30.586488492947296,False,-2.8896,0.4948,1,1,1,100.0,20.016680567139286,20.016680567139286,7.358288770053472,0.6417112299465294,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
34,74.35561378962572,73.91491971877741,000657,中钨高新,bottom_area,2024-07-12,8.99,2024-07-09,8.67,3.6908881199538675,7.6124567474048455,28.465346534653463,True,-2.3887,1.3848,2,2,2,100.0,13.87174533479693,15.120000000000006,4.3091118800461325,3.6908881199538675,历史2/2次成功; 当前距低点3.69%; 最新日涨幅-2.39%; 状态bottom_area; 底部已确认
35,74.13280324441652,71.94033586565374,000068,华控赛格,bottom_area,2024-07-12,2.52,2024-07-10,2.46,2.4390243902439046,6.504065040650413,29.914529914529915,False,-1.9455,0.7806,1,1,1,100.0,13.7704918032787,13.7704918032787,5.560975609756095,2.4390243902439046,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
36,74.10218108762612,73.01092317417508,605123,派克新材,bottom_area,2024-07-12,48.6,2024-07-09,47.08,3.2285471537808053,5.947323704333059,31.649245063879206,False,-1.6393,0.649,2,2,2,100.0,12.537691853738242,15.71713589004656,4.771452846219195,3.2285471537808053,历史2/2次成功; 当前距低点3.23%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
37,73.7743130223439,72.57377064689692,002416,爱施德,bottom_area,2024-07-12,8.85,2024-07-05,8.58,3.1468531468531418,6.17715617715617,29.901960784313726,False,-2.533,0.7299,2,2,2,100.0,9.185999041516526,9.811320754716984,4.853146853146859,3.1468531468531418,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
38,73.77269859584337,74.15269818798107,600129,太极集团,bottom_area,2024-07-12,28.1,2024-07-09,26.95,4.267161410018561,7.569573283858995,30.2355682112348,True,-1.7483,1.3765,2,2,2,100.0,22.21411937001825,29.540598290598297,3.732838589981439,4.267161410018561,历史2/2次成功; 当前距低点4.27%; 最新日涨幅-1.75%; 状态bottom_area; 底部已确认
39,73.35651663695268,73.80317414477926,605580,恒盛能源,bottom_area,2024-07-12,8.46,2024-07-09,8.11,4.315659679408156,7.274969173859431,28.859649122807024,True,-1.5134,1.1214,2,2,2,100.0,20.929452762526086,27.66233766233766,3.6843403205918444,4.315659679408156,历史2/2次成功; 当前距低点4.32%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
40,73.09628823851699,74.37174133543121,688102,斯瑞新材,confirmed_rebound,2024-07-12,8.35,2024-07-05,7.96,4.899497487437182,9.798994974874375,31.90761334473909,True,-2.3392,1.3102,3,3,3,100.0,24.691374230042936,37.1943371943372,3.100502512562818,4.899497487437182,历史3/3次成功; 当前距低点4.90%; 最新日涨幅-2.34%; 状态confirmed_rebound; 底部已确认
41,73.03872228241835,73.53396281879039,002555,三七互娱,bottom_area,2024-07-12,12.71,2024-07-09,12.18,4.351395730706085,6.403940886699516,30.28048082427017,False,-1.7774,1.6948,3,3,3,100.0,12.447016584947619,16.78160919540231,3.6486042692939153,4.351395730706085,历史3/3次成功; 当前距低点4.35%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
42,72.6965911579218,72.03209845384848,000928,中钢国际,bottom_area,2024-07-12,5.29,2024-07-09,5.11,3.5225048923679,5.479452054794508,28.33099579242636,False,-1.306,0.9038,4,5,4,80.0,20.878546281974685,33.7972166998012,4.4774951076321,3.5225048923679,历史4/5次成功; 当前距低点3.52%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
43,72.57101353766657,72.37969545996233,603325,博隆技术,bottom_area,2024-07-12,62.65,2024-07-09,60.32,3.8627320954907134,6.26657824933686,30.41070604522382,False,-1.4162,1.0382,1,1,1,100.0,33.584541062801925,33.584541062801925,4.137267904509287,3.8627320954907134,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
44,72.40189537584605,73.43700748129673,002687,乔治白,bottom_area,2024-07-12,4.2,2024-07-09,4.01,4.738154613466344,6.733167082294276,31.45299145299145,False,-0.9434,0.9991,1,1,1,100.0,64.00000000000001,64.00000000000001,3.261845386533656,4.738154613466344,历史1/1次成功; 当前距低点4.74%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
45,72.04964983357723,70.4799134124894,300492,华图山鼎,confirmed_rebound,2024-07-12,81.07,2024-07-11,78.82,2.8546054300938852,9.071301700076132,30.859649122807024,True,-2.0894,0.5534,1,1,1,100.0,12.034482758620696,12.034482758620696,5.145394569906115,2.8546054300938852,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-2.09%; 状态confirmed_rebound; 底部已确认
46,71.59855281042128,72.20281204013376,600976,健民集团,bottom_area,2024-07-12,46.84,2024-07-10,44.85,4.437012263099224,5.462653288740236,32.859281437125745,False,0.8613,1.3703,1,1,1,100.0,17.200000000000006,17.200000000000006,3.562987736900776,4.437012263099224,历史1/1次成功; 当前距低点4.44%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
47,70.47262936539254,69.55375408210602,601933,永辉超市,bottom_area,2024-07-12,2.18,2024-07-09,2.11,3.31753554502371,5.6872037914692,31.27035830618893,False,-0.4566,1.1326,1,1,1,100.0,11.70825335892515,11.70825335892515,4.68246445497629,3.31753554502371,历史1/1次成功; 当前距低点3.32%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
48,70.2710227768584,70.32063168810221,002367,康力电梯,bottom_area,2024-07-12,5.67,2024-07-09,5.45,4.036697247706417,5.321100917431193,29.036458333333325,False,-0.3515,0.5572,1,1,1,100.0,24.646781789638936,24.646781789638936,3.9633027522935826,4.036697247706417,历史1/1次成功; 当前距低点4.04%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
49,70.01311408594998,70.33333087693441,000629,钒钛股份,bottom_area,2024-07-12,2.46,2024-07-10,2.36,4.237288135593224,6.779661016949159,28.484848484848484,False,-1.6,0.5412,1,1,1,100.0,27.173913043478265,27.173913043478265,3.762711864406776,4.237288135593224,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
50,69.87976823976199,71.21753747772253,300751,迈为股份,bottom_area,2024-07-12,109.07,2024-07-10,103.89,4.986042930022132,7.604196746558865,29.566101694915254,True,0.2758,1.1259,1,1,1,100.0,9.439329882650446,9.439329882650446,3.0139570699778684,4.986042930022132,历史1/1次成功; 当前距低点4.99%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
51,69.51518767805534,69.1303665521191,002320,海峡股份,bottom_area,2024-07-12,5.03,2024-07-09,4.85,3.7113402061855796,4.536082474226818,27.28635682158921,False,-0.1984,0.4078,1,1,1,100.0,14.259259259259249,14.259259259259249,4.28865979381442,3.7113402061855796,历史1/1次成功; 当前距低点3.71%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
52,69.20935338736673,67.831489394109,301538,骏鼎达,confirmed_rebound,2024-07-12,92.0,2024-07-09,89.36,2.9543419874664285,10.10519247985676,32.69563907509227,True,-3.5235,9.9402,1,1,1,100.0,9.233274868454028,9.233274868454028,5.045658012533572,2.9543419874664285,历史1/1次成功; 当前距低点2.95%; 最新日涨幅-3.52%; 状态confirmed_rebound; 底部已确认
53,69.05720046515248,68.9289605385691,603187,海容冷链,bottom_area,2024-07-12,11.18,2024-07-09,10.76,3.9033457249070627,5.297397769516731,30.175210902011685,False,-0.9743,0.6892,1,1,1,100.0,15.530047265361235,15.530047265361235,4.096654275092938,3.9033457249070627,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
54,68.72788400629413,68.25382429532425,000526,学大教育,bottom_area,2024-07-12,50.68,2024-07-12,48.9,3.6400817995910044,5.562372188139057,27.737549874390428,False,-0.6859,4.2583,1,1,1,100.0,8.673176335439411,8.673176335439411,4.359918200408996,3.6400817995910044,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
55,68.0989471590514,69.42125681262522,002706,良信股份,bottom_area,2024-07-12,6.51,2024-07-08,6.2,4.999999999999993,5.806451612903216,29.943502824858754,False,0.0,1.1844,3,4,3,75.0,13.31320867002797,14.727153188691638,3.0000000000000075,4.999999999999993,历史3/4次成功; 当前距低点5.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
56,66.62499165310182,67.27581977288153,600230,沧州大化,bottom_area,2024-07-12,9.51,2024-07-10,9.1,4.505494505494507,6.1538461538461595,28.62745098039216,False,-0.4188,0.6245,1,1,1,100.0,14.02337228714524,14.02337228714524,3.4945054945054927,4.505494505494507,历史1/1次成功; 当前距低点4.51%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
57,64.8477953273979,65.88430149314786,688186,广大特材,confirmed_rebound,2024-07-12,9.56,2024-07-09,9.12,4.8245614035087865,8.114035087719301,29.792147806004625,True,-1.7472,1.1228,1,1,1,100.0,11.474739210472489,11.474739210472489,3.175438596491214,4.8245614035087865,历史1/1次成功; 当前距低点4.82%; 最新日涨幅-1.75%; 状态confirmed_rebound; 底部已确认
58,61.63157232618688,62.16355205854527,600141,兴发集团,bottom_area,2024-07-12,18.79,2024-07-08,17.99,4.446914952751533,6.7259588660366925,27.547321788159486,False,-1.2612,0.6941,2,3,2,66.66666666666666,24.70887894705429,36.58969804618119,3.553085047248467,4.446914952751533,历史2/3次成功; 当前距低点4.45%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
59,60.36202666720249,60.94384708041735,002705,新宝股份,bottom_area,2024-07-12,13.24,2024-07-09,12.67,4.498816101026048,7.103393843725338,29.806094182825486,True,-1.7075,0.8045,2,3,2,66.66666666666666,9.593984538118622,10.808080808080812,3.5011838989739523,4.498816101026048,历史2/3次成功; 当前距低点4.50%; 最新日涨幅-1.71%; 状态bottom_area; 底部已确认
60,58.92992217191783,57.586243164740544,601636,旗滨集团,bottom_area,2024-07-12,6.24,2024-07-11,6.07,2.800658978583195,4.612850082372312,29.088785046728972,False,0.9709,0.9012,1,2,1,50.0,10.224438902743147,10.224438902743147,5.199341021416806,2.800658978583195,历史1/2次成功; 当前距低点2.80%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
61,58.65670498533723,58.462727272727264,600058,五矿发展,bottom_area,2024-07-12,6.51,2024-07-09,6.27,3.827751196172252,5.263157894736844,28.91156462585035,False,-0.7622,0.3511,1,2,1,50.0,99.54954954954954,99.54954954954954,4.172248803827748,3.827751196172252,历史1/2次成功; 当前距低点3.83%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
