rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.95672443749241,81.4396832493777,600973,宝胜股份,bottom_area,2024-07-12,3.39,2024-07-09,3.33,1.8018018018018036,4.504504504504501,28.077753779697623,False,-1.4535,0.7415,2,2,2,100.0,40.36446966390223,46.551724137931025,6.198198198198197,1.8018018018018036,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
2,84.85071467102186,79.8379901060204,603229,奥翔药业,bottom_area,2024-07-12,7.25,2024-07-12,7.19,0.8344923504867816,1.947148817802499,30.598455598455594,False,-0.5487,0.7998,4,4,4,100.0,26.40125088779702,43.052109181141425,7.165507649513218,0.8344923504867816,历史4/4次成功; 当前距低点0.83%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
3,84.80124960910045,80.50291489077865,601717,中创智领,bottom_area,2024-07-12,13.29,2024-07-12,13.12,1.2957317073170727,4.115853658536593,27.513812154696144,False,-2.3512,1.4737,2,2,2,100.0,29.124640771298786,35.43478260869567,6.704268292682928,1.2957317073170727,历史2/2次成功; 当前距低点1.30%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
4,84.65482266614448,80.35040937606217,002531,天顺风能,bottom_area,2024-07-12,7.87,2024-07-10,7.77,1.287001287001294,7.335907335907339,30.810329474621557,False,-1.8703,1.1048,3,3,3,100.0,11.531033927016717,15.128205128205142,6.712998712998706,1.287001287001294,历史3/3次成功; 当前距低点1.29%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
5,84.56295480368276,81.68755294018814,000065,北方国际,bottom_area,2024-07-12,9.75,2024-07-09,9.54,2.2012578616352294,4.088050314465415,28.000000000000007,False,-1.0152,0.7335,3,3,3,100.0,29.926993896325044,41.48061104582843,5.798742138364771,2.2012578616352294,历史3/3次成功; 当前距低点2.20%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
6,84.08718931822854,81.53344237749997,688111,金山办公,bottom_area,2024-07-12,191.0,2024-07-10,186.53,2.3963973623545805,4.701656569988747,31.84375913475592,False,-0.1986,0.6237,4,4,4,100.0,14.823808406819378,27.68058076225045,5.6036026376454195,2.3963973623545805,历史4/4次成功; 当前距低点2.40%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
7,83.35551676662229,81.5179843027806,002044,美年健康,bottom_area,2024-07-12,3.62,2024-07-09,3.52,2.8409090909090935,4.261363636363634,28.016359918200408,False,1.1173,0.9983,3,3,3,100.0,14.383102312114746,18.108108108108105,5.1590909090909065,2.8409090909090935,历史3/3次成功; 当前距低点2.84%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
8,83.01841465412647,79.30144151377651,001336,楚环科技,bottom_area,2024-07-12,17.58,2024-07-11,17.3,1.6184971098265757,5.086705202312133,27.493713327745173,False,-2.6039,10.3909,2,2,2,100.0,26.62158561387693,40.95427435387674,6.381502890173424,1.6184971098265757,历史2/2次成功; 当前距低点1.62%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
9,82.5047459816507,78.80532719872753,000923,河钢资源,bottom_area,2024-07-12,16.36,2024-07-12,16.1,1.6149068322981242,7.4534161490683175,27.050294517444488,False,-4.9942,2.8359,3,3,3,100.0,17.458681593372262,27.519999999999996,6.385093167701876,1.6149068322981242,历史3/3次成功; 当前距低点1.61%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
10,82.15993648489658,80.75262925309983,002043,兔宝宝,bottom_area,2024-07-12,9.64,2024-07-11,9.35,3.101604278074876,3.957219251336909,28.076923076923077,False,1.367,1.4383,3,3,3,100.0,13.463908640379232,15.96638655462185,4.898395721925124,3.101604278074876,历史3/3次成功; 当前距低点3.10%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
11,81.19536542067907,80.65406298454121,603215,比依股份,bottom_area,2024-07-12,11.92,2024-07-09,11.5,3.652173913043478,6.956521739130441,32.70918665886483,False,-1.7312,1.3126,4,4,4,100.0,25.48935218430281,36.01562499999999,4.347826086956522,3.652173913043478,历史4/4次成功; 当前距低点3.65%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
