rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.69449425108989,85.02417617741966,000532,华金资本,bottom_area,2025-01-02,12.82,2025-01-02,12.66,1.263823064770933,5.292259083728277,28.99607403252944,False,-2.8788,2.8199,3,3,3,100.0,36.37469228546977,51.36986301369863,18.736176935229068,1.263823064770933,历史3/3次成功; 当前距低点1.26%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
2,96.79899771982272,82.29822802197803,600326,西藏天路,bottom_area,2025-01-02,6.47,2025-01-02,6.4,1.0937499999999907,4.218749999999993,28.491620111731837,False,0.1548,4.907,1,1,1,100.0,30.494505494505493,30.494505494505493,18.90625000000001,1.0937499999999907,历史1/1次成功; 当前距低点1.09%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
3,95.81965176794104,82.05218424962854,300348,长亮科技,bottom_area,2025-01-02,13.66,2025-01-02,13.46,1.4858841010401134,7.057949479940559,28.594164456233422,False,-4.4755,5.9723,2,2,2,100.0,61.67178134052256,87.71331058020478,18.514115898959886,1.4858841010401134,历史2/2次成功; 当前距低点1.49%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
4,95.36814655172847,81.99278690086167,002077,大港股份,bottom_area,2025-01-02,14.32,2025-01-02,14.08,1.7045454545454561,4.758522727272727,28.63659401926001,False,-2.3858,5.3555,3,3,3,100.0,25.479303963576843,26.22826908541193,18.295454545454547,1.7045454545454561,历史3/3次成功; 当前距低点1.70%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
5,93.67959899077607,80.28641950734817,603319,美湖股份,bottom_area,2025-01-02,19.89,2025-01-02,19.59,1.5313935681470174,5.564063297600816,30.185317177476833,False,0.9645,4.5172,3,4,3,75.0,29.209660444749293,43.981481481481474,18.468606431852983,1.5313935681470174,历史3/4次成功; 当前距低点1.53%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
6,92.91699340921076,78.8720107619076,000031,大悦城,bottom_area,2025-01-02,3.01,2025-01-02,2.98,1.0067114093959666,5.7046979865771785,29.383886255924168,False,-0.9868,0.7621,1,1,1,100.0,33.48017621145373,33.48017621145373,18.993288590604035,1.0067114093959666,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
7,91.1613696872494,77.60312292358805,002016,世荣兆业,bottom_area,2025-01-02,6.09,2025-01-02,6.02,1.1627906976744233,4.318936877076424,30.804597701149422,False,-1.4563,0.9792,1,1,1,100.0,28.571428571428566,28.571428571428566,18.83720930232558,1.1627906976744233,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
8,90.17706852313948,77.07741654571845,000567,海德股份,bottom_area,2025-01-02,6.59,2025-01-02,6.5,1.3846153846153824,5.38461538461538,27.77777777777778,False,-3.5139,0.7738,1,1,1,100.0,38.67924528301886,38.67924528301886,18.61538461538462,1.3846153846153824,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
9,89.96191238296576,76.37192136341136,301566,达利凯普,bottom_area,2025-01-02,15.96,2025-01-02,15.8,1.0126582278481022,5.379746835443024,30.61045234958278,False,-2.9197,4.4477,1,1,1,100.0,20.111731843575413,20.111731843575413,18.9873417721519,1.0126582278481022,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
10,86.60194491845266,76.45474078923873,000402,金融街,bottom_area,2025-01-02,3.27,2025-01-02,3.17,3.154574132492116,5.993690851735014,28.28054298642534,False,0.3067,1.5229,1,1,1,100.0,24.339622641509433,24.339622641509433,16.845425867507885,3.154574132492116,历史1/1次成功; 当前距低点3.15%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
11,86.24545062762765,73.70977466430966,002836,新宏泽,bottom_area,2025-01-02,7.35,2024-12-25,7.25,1.3793103448275814,7.5862068965517215,27.500000000000004,True,-0.1359,2.3949,2,3,2,66.66666666666666,39.98890098844028,59.30851063829788,18.62068965517242,1.3793103448275814,历史2/3次成功; 当前距低点1.38%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
12,85.88251658669837,73.53843301897867,300542,新晨科技,bottom_area,2025-01-02,19.85,2025-01-02,19.56,1.4826175869120792,5.572597137014315,29.513513513513516,False,-3.3593,4.6478,5,7,5,71.42857142857143,32.75853135174146,61.233480176211465,18.517382413087923,1.4826175869120792,历史5/7次成功; 当前距低点1.48%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
