rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,75.71740420442745,64.31704221630787,603222,济民健康,bottom_area,2024-05-17,6.77,2024-05-17,6.7,1.044776119402976,2.6865671641791002,28.188638799571276,False,-2.5899,4.9854,3,8,3,37.5,41.11092348681001,68.46504559270518,18.955223880597025,1.044776119402976,历史3/8次成功; 当前距低点1.04%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
2,70.2205648009707,60.29506885156006,688091,上海谊众,bottom_area,2024-05-17,28.6,2024-05-17,28.14,1.634683724235966,2.2743425728500375,31.164383561643838,False,-0.4525,0.7989,1,2,1,50.0,32.96853625171,32.96853625171,18.365316275764034,1.634683724235966,历史1/2次成功; 当前距低点1.63%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
3,69.73116624003627,61.35775626755042,603232,格尔软件,bottom_area,2024-05-17,12.12,2024-05-17,11.77,2.973661852166522,3.6533559898045853,29.940476190476197,False,1.3378,5.166,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,17.026338147833478,2.973661852166522,历史2/6次成功; 当前距低点2.97%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
4,67.4661324836726,59.98368123636756,300721,怡达股份,bottom_area,2024-05-17,12.57,2024-05-15,12.14,3.5420098846787456,6.177924217462932,28.08056872037914,False,-0.0795,5.3801,2,4,2,50.0,21.34120308298442,22.270742358078603,16.457990115321255,3.5420098846787456,历史2/4次成功; 当前距低点3.54%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
5,64.47264546709145,55.42326293088086,300758,七彩化学,bottom_area,2024-05-17,13.18,2024-05-17,12.96,1.6975308641975222,6.095679012345672,28.51627137341422,False,-5.3841,15.9696,1,4,1,25.0,38.59480269489894,38.59480269489894,18.30246913580248,1.6975308641975222,历史1/4次成功; 当前距低点1.70%; 最新日涨幅-5.38%; 状态bottom_area; 底部未确认
6,56.29637068890054,51.004639355742285,603139,康惠股份,bottom_area,2024-05-17,14.4,2024-05-15,13.77,4.575163398692816,9.658678286129268,28.318584070796465,True,-0.9629,3.081,1,3,1,33.33333333333333,29.315476190476186,29.315476190476186,15.424836601307184,4.575163398692816,历史1/3次成功; 当前距低点4.58%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
