rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.3469624590021,82.8650723548041,600956,新天绿能,bottom_area,2024-09-06,6.75,2024-08-29,6.68,1.0479041916167708,7.035928143712584,28.860489882854107,True,-0.5891,0.2271,2,2,2,100.0,29.592978019840494,41.27358490566036,8.95209580838323,1.0479041916167708,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
33,74.13938451343702,73.57107728337236,000628,高新发展,confirmed_rebound,2024-09-06,35.73,2024-08-28,34.16,4.596018735362999,10.655737704918035,27.31914893617022,True,-1.7056,4.3014,1,1,1,100.0,99.77973568281939,99.77973568281939,5.403981264637002,4.596018735362999,历史1/1次成功; 当前距低点4.60%; 最新日涨幅-1.71%; 状态confirmed_rebound; 底部已确认
34,74.03118688796744,71.46450399790194,000539,粤电力A,bottom_area,2024-09-06,4.26,2024-08-26,4.13,3.1476997578692467,6.7796610169491585,31.395348837209298,False,-0.9302,0.2816,1,1,1,100.0,19.89924433249369,19.89924433249369,6.852300242130754,3.1476997578692467,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
35,72.10031066666234,69.77870153159253,000726,鲁泰A,bottom_area,2024-09-06,5.35,2024-08-29,5.18,3.281853281853281,6.370656370656372,31.390728476821195,False,-1.4733,0.3927,1,1,1,100.0,12.480252764612954,12.480252764612954,6.71814671814672,3.281853281853281,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
36,72.08155216736299,68.5008271136927,000037,深南电A,bottom_area,2024-09-06,7.04,2024-08-28,6.88,2.325581395348839,5.523255813953487,28.92561983471074,False,-1.2623,1.3688,5,8,5,62.5,25.1379177155272,45.16765285996055,7.674418604651162,2.325581395348839,历史5/8次成功; 当前距低点2.33%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
37,71.94279735224114,65.7201779697855,601919,中远海控,bottom_area,2024-09-06,11.85,2024-09-06,11.82,0.25380710659897937,1.7766497461928856,27.171903881700555,False,-0.9197,0.3287,2,3,2,66.66666666666666,32.26984680733607,40.45881126173098,9.746192893401021,0.25380710659897937,历史2/3次成功; 当前距低点0.25%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
38,70.25309200007689,69.06277476443113,002230,科大讯飞,bottom_area,2024-09-06,34.0,2024-08-28,32.66,4.102878138395602,6.429883649724438,28.093350946719518,False,-0.7299,0.8892,1,1,1,100.0,18.69535978480161,18.69535978480161,5.897121861604399,4.102878138395602,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
39,69.7992684232713,69.76506985961464,002302,西部建设,bottom_area,2024-09-06,6.12,2024-09-06,5.83,4.974271012006862,7.718696397941684,28.201970443349744,False,1.4925,7.458,1,1,1,100.0,10.679611650485443,10.679611650485443,5.025728987993139,4.974271012006862,历史1/1次成功; 当前距低点4.97%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
40,64.93670626761124,63.70775402804583,002732,燕塘乳业,bottom_area,2024-09-06,13.53,2024-08-23,13.01,3.9969254419677136,7.455803228285938,29.599567099567103,True,-1.7429,0.3941,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,6.003074558032287,3.9969254419677136,历史2/3次成功; 当前距低点4.00%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
41,64.30459084387486,60.41029313947669,603282,亚光股份,bottom_area,2024-09-06,12.41,2024-08-26,12.2,1.721311475409843,6.311475409836078,27.164179104477615,False,-2.6667,1.319,1,2,1,50.0,34.64991023339317,34.64991023339317,8.278688524590159,1.721311475409843,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
42,64.10971597080434,64.01183854184127,301391,卡莱特,confirmed_rebound,2024-09-06,29.43,2024-08-29,28.05,4.919786096256681,10.873440285204994,30.049875311720697,True,-3.1589,2.3305,1,1,1,100.0,12.790058286594078,12.790058286594078,5.080213903743319,4.919786096256681,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-3.16%; 状态confirmed_rebound; 底部已确认
43,60.59034567922091,56.00788256062437,000922,佳电股份,bottom_area,2024-09-06,9.24,2024-09-04,9.16,0.873362445414848,2.7292576419213974,27.01195219123506,False,-1.0707,0.6609,1,2,1,50.0,40.42553191489362,40.42553191489362,9.126637554585153,0.873362445414848,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
44,59.68961335116965,56.721888836171274,300751,迈为股份,bottom_area,2024-09-06,79.72,2024-08-28,77.91,2.3231934283147253,8.201771274547557,27.89449329014345,True,-2.9934,0.7596,1,2,1,50.0,13.004138993165853,13.004138993165853,7.676806571685275,2.3231934283147253,历史1/2次成功; 当前距低点2.32%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
45,57.6079543930681,56.542657939142224,000591,太阳能,bottom_area,2024-09-06,4.14,2024-08-23,3.98,4.020100502512555,7.035175879396981,28.158844765342963,True,-0.9569,0.3187,1,2,1,50.0,32.84132841328414,32.84132841328414,5.9798994974874455,4.020100502512555,历史1/2次成功; 当前距低点4.02%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
46,54.62444914579819,50.45610496336626,301538,骏鼎达,bottom_area,2024-09-06,66.43,2024-09-03,65.88,0.8348512446873275,5.251973284760182,31.26760563380282,False,-2.2945,4.4203,1,2,1,50.0,10.10519247985676,10.10519247985676,9.165148755312673,0.8348512446873275,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
47,52.20660170606457,51.9401964863148,301591,肯特股份,bottom_area,2024-09-06,29.44,2024-08-28,28.11,4.731412308786915,9.605122732123798,27.644787644787648,True,-2.2901,5.9922,1,2,1,50.0,16.816218012628774,16.816218012628774,5.268587691213086,4.731412308786915,历史1/2次成功; 当前距低点4.73%; 最新日涨幅-2.29%; 状态bottom_area; 底部已确认
