rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.3469624590021,82.8650723548041,600956,新天绿能,bottom_area,2024-09-06,6.75,2024-08-29,6.68,1.0479041916167708,7.035928143712584,28.860489882854107,True,-0.5891,0.2271,2,2,2,100.0,29.592978019840494,41.27358490566036,8.95209580838323,1.0479041916167708,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
2,87.38541809858917,82.1776485126153,002219,新里程,bottom_area,2024-09-06,1.72,2024-08-23,1.69,1.7751479289940846,7.6923076923077,29.288702928870297,True,-2.8249,0.6407,2,2,2,100.0,34.81175156302061,45.685279187817265,8.224852071005916,1.7751479289940846,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-2.82%; 状态bottom_area; 底部已确认
3,86.92698074882814,81.92071484182758,002545,东方铁塔,bottom_area,2024-09-06,5.94,2024-07-25,5.83,1.8867924528301943,7.375643224699823,29.247572815533985,True,-1.3289,0.4446,3,3,3,100.0,18.132266850969987,28.468653648509758,8.113207547169807,1.8867924528301943,历史3/3次成功; 当前距低点1.89%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
4,85.98989409480788,81.5404512045591,000597,东北制药,bottom_area,2024-09-06,4.16,2024-08-26,4.07,2.2113022113022076,5.65110565110564,32.053422370617696,False,-2.1176,1.2782,3,3,3,100.0,29.259248636172746,61.02150537634409,7.788697788697793,2.2113022113022076,历史3/3次成功; 当前距低点2.21%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
5,84.1103067132448,78.17275756959965,002674,兴业科技,bottom_area,2024-09-06,7.86,2024-08-21,7.77,1.158301158301168,6.30630630630631,31.72231985940247,False,-1.5038,0.4439,1,1,1,100.0,31.578947368421055,31.578947368421055,8.841698841698832,1.158301158301168,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
6,83.91881135345135,77.94082569346698,600160,巨化股份,bottom_area,2024-09-06,14.42,2024-09-05,14.26,1.1220196353436196,6.661991584852743,29.822834645669293,False,-0.0693,0.8923,2,2,2,100.0,13.22059388199155,16.05657237936772,8.87798036465638,1.1220196353436196,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
7,82.16196202531647,74.69269275028769,000517,荣安地产,bottom_area,2024-09-06,1.94,2024-09-06,1.94,0.0,2.5773195876288684,31.20567375886525,False,-2.5126,0.8736,2,2,2,100.0,34.10049865746067,40.92827004219408,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
8,81.6925955492976,78.22072238415349,300653,正海生物,bottom_area,2024-09-06,18.88,2024-08-28,18.38,2.720348204570185,7.83460282916214,27.466456195737965,True,-3.2787,0.5909,3,3,3,100.0,18.672668228889858,29.647513278609367,7.279651795429816,2.720348204570185,历史3/3次成功; 当前距低点2.72%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
9,81.58364804519712,74.43686109660564,603132,金徽股份,bottom_area,2024-09-06,10.53,2024-09-06,10.51,0.1902949571836306,5.899143672692683,29.88659106070714,False,-1.8639,1.5013,2,2,2,100.0,22.799643005292072,33.20754716981132,9.80970504281637,0.1902949571836306,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
10,81.27314640037896,79.5515092596843,603069,海汽集团,bottom_area,2024-09-06,14.74,2024-09-04,14.19,3.8759689922480667,7.540521494009868,30.982490272373536,True,0.7519,1.7414,5,6,5,83.33333333333334,26.74938294987391,76.0375880971026,6.124031007751934,3.8759689922480667,历史5/6次成功; 当前距低点3.88%; 最新日涨幅0.75%; 状态bottom_area; 底部已确认
11,80.42191494102947,73.9505541776746,001218,丽臣实业,bottom_area,2024-09-06,13.45,2024-09-06,13.37,0.5983545250560963,1.9446522064323228,32.47474747474748,False,-1.2482,1.0989,2,2,2,100.0,25.18711018711019,29.999999999999993,9.401645474943903,0.5983545250560963,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
12,80.33205415978223,75.34474570808246,603079,圣达生物,bottom_area,2024-09-06,10.56,2024-08-26,10.39,1.6361886429258894,6.929740134744936,28.83561643835616,False,-1.8587,1.2122,1,1,1,100.0,22.232558139534888,22.232558139534888,8.36381135707411,1.6361886429258894,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
13,79.9657161886489,73.23592819257448,002110,三钢闽光,bottom_area,2024-09-06,2.59,2024-09-06,2.58,0.3875968992247979,1.937984496124024,31.382978723404246,False,-1.5209,0.2049,2,2,2,100.0,18.761554423693642,22.90322580645161,9.612403100775202,0.3875968992247979,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
14,79.79816661909558,74.23600615772568,301596,瑞迪智驱,bottom_area,2024-09-06,60.3,2024-08-28,59.58,1.2084592145015087,8.073178919100373,29.905882352941177,True,-4.7544,9.3545,1,1,1,100.0,12.04996326230713,12.04996326230713,8.791540785498492,1.2084592145015087,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-4.75%; 状态bottom_area; 底部已确认
15,79.47980959540939,75.54677821226001,600262,北方股份,bottom_area,2024-09-06,15.77,2024-08-29,15.41,2.336145360155739,6.55418559377029,31.48065807025344,False,-0.4419,2.93,2,2,2,100.0,15.232202330188693,17.269624573378834,7.663854639844262,2.336145360155739,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
16,78.36535172306324,74.04418817520246,301509,金凯生科,bottom_area,2024-09-06,25.72,2024-08-28,25.21,2.023006743355803,6.902023006743349,29.6792189679219,False,-3.7425,2.8682,2,2,2,100.0,13.530341666955287,15.05054819877544,7.976993256644198,2.023006743355803,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
17,78.23783151578843,71.3294609363462,600011,华能国际,bottom_area,2024-09-06,6.67,2024-09-05,6.66,0.15015015015014693,3.003003003003006,32.72727272727273,False,-1.3314,0.4953,1,1,1,100.0,22.267759562841515,22.267759562841515,9.849849849849853,0.15015015015014693,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
18,78.16360610033747,76.4205548032234,000532,华金资本,bottom_area,2024-09-06,10.61,2024-09-04,10.22,3.816046966731886,7.632093933463789,27.926657263751757,True,-0.8411,3.8258,2,2,2,100.0,28.877106921355356,32.044198895027606,6.183953033268114,3.816046966731886,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
19,77.87406431996965,71.46503760592479,300401,花园生物,bottom_area,2024-09-06,12.21,2024-09-06,12.15,0.49382716049383124,4.444444444444437,28.61339600470035,False,-3.3254,2.7424,2,2,2,100.0,20.757868450810403,29.551451187335093,9.506172839506169,0.49382716049383124,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
20,77.8518312371905,74.94577073914213,002682,龙洲股份,bottom_area,2024-09-06,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.7192,2.6901,2,2,2,100.0,20.175363365532185,26.929674099485425,6.9969969969969945,3.003003003003006,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
21,77.72776454127255,73.08824956865365,301518,长华化学,bottom_area,2024-09-06,13.8,2024-08-28,13.56,1.7699115044247802,6.12094395280236,28.21598729486501,False,-1.5692,1.4078,1,1,1,100.0,11.740041928721173,11.740041928721173,8.23008849557522,1.7699115044247802,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
22,77.66976036345876,73.75536925760805,605296,神农集团,bottom_area,2024-09-06,26.85,2024-08-28,26.25,2.2857142857142914,8.87619047619047,28.82321041214751,True,-1.6844,2.29,1,1,1,100.0,12.455902306648564,12.455902306648564,7.71428571428571,2.2857142857142914,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-1.68%; 状态bottom_area; 底部已确认
23,77.38254049526111,70.52873959141772,000983,山西焦煤,bottom_area,2024-09-06,7.44,2024-09-06,7.43,0.13458950201885161,1.884253028263803,31.52073732718894,False,-1.847,0.4074,3,4,3,75.0,21.938729333444627,27.212389380530986,9.865410497981149,0.13458950201885161,历史3/4次成功; 当前距低点0.13%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
24,77.33939287346756,70.45832890369674,001286,陕西能源,bottom_area,2024-09-06,8.98,2024-09-06,8.97,0.11148272017836997,2.7870680044593086,28.97862232779097,False,-2.3913,1.0995,1,1,1,100.0,17.110266159695826,17.110266159695826,9.888517279821631,0.11148272017836997,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
25,77.28177728836805,73.75386287692419,600183,生益科技,bottom_area,2024-09-06,17.31,2024-08-29,16.88,2.5473933649289084,7.760663507109018,29.519832985386223,True,-2.9164,0.5845,3,4,3,75.0,19.822149187968265,25.158227848101262,7.452606635071092,2.5473933649289084,历史3/4次成功; 当前距低点2.55%; 最新日涨幅-2.92%; 状态bottom_area; 底部已确认
26,77.20863686470268,73.96099079455706,603291,联合水务,bottom_area,2024-09-06,9.36,2024-08-28,9.11,2.7442371020856204,5.92755214050495,29.65250965250965,False,-1.1616,0.6601,2,2,2,100.0,11.708878426410102,12.102772143340088,7.255762897914381,2.7442371020856204,历史2/2次成功; 当前距低点2.74%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
27,76.48116098416763,75.10239137999916,000155,川能动力,bottom_area,2024-09-06,9.26,2024-08-23,8.9,4.044943820224713,7.752808988764039,29.08366533864542,True,-1.0684,0.6215,2,2,2,100.0,24.596039194147934,37.70685579196216,5.955056179775287,4.044943820224713,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
28,75.71418136661804,69.93407017838312,300563,神宇股份,bottom_area,2024-09-06,27.84,2024-09-06,27.61,0.8330315103223485,4.998189061934078,31.726013847675567,False,-4.788,19.1694,2,2,2,100.0,16.68484958020473,20.477137176938378,9.166968489677652,0.8330315103223485,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
29,75.64537275286636,72.779221950288,301333,诺思格,bottom_area,2024-09-06,38.8,2024-08-29,37.68,2.972399150743093,9.341825902335465,28.744326777609686,True,-5.0881,1.6945,1,1,1,100.0,25.840279645065877,25.840279645065877,7.027600849256907,2.972399150743093,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-5.09%; 状态bottom_area; 底部已确认
30,74.64419032248851,73.5797639618051,300478,杭州高新,bottom_area,2024-09-06,7.12,2024-08-28,6.83,4.245973645680821,8.052708638360173,28.10526315789474,True,0.4231,4.3978,1,1,1,100.0,13.067655236329937,13.067655236329937,5.75402635431918,4.245973645680821,历史1/1次成功; 当前距低点4.25%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
31,74.57402732755607,68.39536618028772,002140,东华科技,bottom_area,2024-09-06,6.52,2024-08-23,6.49,0.46224961479197785,5.855161787365176,27.888888888888886,False,-1.3616,0.5516,1,1,1,100.0,10.318791946308728,10.318791946308728,9.537750385208023,0.46224961479197785,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
32,74.50395009791615,68.78994647908863,000708,中信特钢,bottom_area,2024-09-06,11.16,2024-09-04,11.07,0.8130081300812995,2.3486901535682003,32.08588957055215,False,-0.8881,0.0745,1,1,1,100.0,16.739811912225715,16.739811912225715,9.186991869918701,0.8130081300812995,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
