rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.46155327728344,83.68399677973282,002219,新里程,bottom_area,2024-07-01,1.86,2024-07-01,1.82,2.1978021978021998,3.8461538461538374,30.26819923371647,False,0.0,0.5988,2,2,2,100.0,34.81175156302061,45.685279187817265,17.8021978021978,2.1978021978021998,历史2/2次成功; 当前距低点2.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,94.69810215299874,82.27837817826413,301332,德尔玛,bottom_area,2024-07-01,8.97,2024-06-24,8.77,2.280501710376295,4.332953249714946,30.507131537242472,False,1.4706,0.7011,1,1,1,100.0,44.935064935064936,44.935064935064936,17.719498289623704,2.280501710376295,历史1/1次成功; 当前距低点2.28%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
3,91.2130709541309,78.57599191287261,002779,中坚科技,bottom_area,2024-07-01,28.08,2024-07-01,27.58,1.8129079042784628,3.698332124728075,28.25182101977107,False,-0.9174,0.8855,2,2,2,100.0,25.1044190033737,29.818594104308378,18.18709209572154,1.8129079042784628,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
4,89.87638106169294,80.07853658536584,002687,乔治白,bottom_area,2024-07-01,4.25,2024-06-24,4.1,3.6585365853658622,4.146341463414633,29.914529914529915,False,1.1905,1.5209,1,1,1,100.0,64.00000000000001,64.00000000000001,16.341463414634138,3.6585365853658622,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
5,89.65773741515062,78.11986160215257,300755,华致酒行,bottom_area,2024-07-01,13.88,2024-07-01,13.55,2.4354243542435428,2.730627306273057,28.26892535733192,False,1.6105,0.4355,1,1,1,100.0,24.47650069799908,24.47650069799908,17.56457564575646,2.4354243542435428,历史1/1次成功; 当前距低点2.44%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
6,89.60634027058128,77.92801212755833,605089,味知香,bottom_area,2024-07-01,21.5,2024-07-01,21.01,2.332222751070911,2.5226082817705735,28.170940170940167,False,0.7498,0.2314,1,1,1,100.0,22.180000000000007,22.180000000000007,17.667777248929088,2.332222751070911,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
7,88.40699438769934,79.27640362225101,002015,协鑫能科,bottom_area,2024-07-01,8.04,2024-06-25,7.73,4.0103492884864,4.786545924967648,27.349624060150372,False,1.005,0.4965,1,1,1,100.0,65.95380667236954,65.95380667236954,15.989650711513601,4.0103492884864,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
8,88.25958382403043,77.94243030132357,002163,海南发展,bottom_area,2024-07-01,5.53,2024-07-01,5.36,3.1716417910447747,3.917910447761193,29.100529100529094,False,0.9124,0.6831,1,1,1,100.0,32.54716981132074,32.54716981132074,16.828358208955226,3.1716417910447747,历史1/1次成功; 当前距低点3.17%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
9,87.73528815003397,77.53650327890792,002345,潮宏基,bottom_area,2024-07-01,4.82,2024-07-01,4.67,3.211991434689515,3.426124197002144,28.919330289193308,False,2.1186,1.1337,1,1,1,100.0,30.859375,30.859375,16.788008565310484,3.211991434689515,历史1/1次成功; 当前距低点3.21%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
10,86.63921384786008,76.65609455674863,000516,国际医学,bottom_area,2024-07-01,4.73,2024-06-25,4.58,3.2751091703056847,4.5851528384279465,28.100470957613815,False,1.0684,0.5314,1,1,1,100.0,26.89969604863221,26.89969604863221,16.724890829694317,3.2751091703056847,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
11,86.26273841765908,76.85515696360753,000862,银星能源,bottom_area,2024-07-01,4.82,2024-06-26,4.65,3.6559139784946217,4.731182795698919,27.34375,False,1.0482,1.25,1,1,1,100.0,32.63785394932937,32.63785394932937,16.34408602150538,3.6559139784946217,历史1/1次成功; 当前距低点3.66%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
12,85.43268933969712,75.89070378371481,600345,长江通信,bottom_area,2024-07-01,18.07,2024-07-01,17.46,3.4936998854524592,3.8946162657502845,28.995526636844243,False,0.8934,5.9279,1,1,1,100.0,25.46419098143237,25.46419098143237,16.506300114547543,3.4936998854524592,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
13,85.16356425404538,75.36002566241098,600295,鄂尔多斯,bottom_area,2024-07-01,10.07,2024-06-27,9.75,3.2820512820512846,3.4871794871794854,27.61692650334076,False,1.5121,0.3055,1,1,1,100.0,20.016680567139286,20.016680567139286,16.717948717948715,3.2820512820512846,历史1/1次成功; 当前距低点3.28%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
14,83.76608814975695,75.89272521320034,001212,中旗新材,bottom_area,2024-07-01,20.57,2024-06-25,19.67,4.575495678698518,6.659888154550068,31.103327495621713,False,1.33,1.4396,3,4,3,75.0,42.90244817544601,82.06521739130437,15.424504321301482,4.575495678698518,历史3/4次成功; 当前距低点4.58%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
15,83.00591475152756,72.11462989421614,300393,中来股份,bottom_area,2024-07-01,5.84,2024-06-26,5.71,2.2767075306479843,5.078809106830123,29.766297662976637,False,1.2132,1.1105,3,5,3,60.0,26.911414323083477,36.516853932584276,17.723292469352018,2.2767075306479843,历史3/5次成功; 当前距低点2.28%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
16,82.73736222803151,75.52850311850311,001218,丽臣实业,bottom_area,2024-07-01,15.15,2024-06-24,14.43,4.989604989604994,5.959805959805956,27.121212121212125,False,1.2024,1.1559,2,2,2,100.0,25.18711018711019,29.999999999999993,15.010395010395005,4.989604989604994,历史2/2次成功; 当前距低点4.99%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
17,81.19681217978079,69.60129310569445,600416,湘电股份,bottom_area,2024-07-01,9.88,2024-06-26,9.73,1.5416238437821206,4.933196300102779,27.496274217585686,False,-0.6036,0.8618,2,3,2,66.66666666666666,29.083488187371074,34.41084462982274,18.45837615621788,1.5416238437821206,历史2/3次成功; 当前距低点1.54%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
18,79.14421983287802,70.5443090561,603368,柳药集团,bottom_area,2024-07-01,18.03,2024-06-28,17.39,3.6802760207015552,4.945370902817707,27.842323651452283,False,3.0286,2.5096,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,16.319723979298445,3.6802760207015552,历史2/3次成功; 当前距低点3.68%; 最新日涨幅3.03%; 状态bottom_area; 底部未确认
19,78.85556663196704,69.56080402515722,002317,众生药业,bottom_area,2024-07-01,11.6,2024-06-25,11.25,3.111111111111108,6.222222222222216,27.745664739884397,False,1.4873,1.3326,2,4,2,50.0,45.076007303712714,58.31999999999999,16.888888888888893,3.111111111111108,历史2/4次成功; 当前距低点3.11%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
20,76.99707196176855,68.59927641118068,002326,永太科技,bottom_area,2024-07-01,7.94,2024-06-26,7.66,3.6553524804177577,6.2663185378590125,27.393364928909957,False,1.5345,0.7493,2,3,2,66.66666666666666,27.133405375626396,29.837587006960554,16.344647519582246,3.6553524804177577,历史2/3次成功; 当前距低点3.66%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
21,76.24735340057704,68.89407100863315,002481,双塔食品,bottom_area,2024-07-01,4.01,2024-06-28,3.84,4.427083333333331,4.427083333333331,27.819548872180455,False,3.6176,1.3835,2,3,2,66.66666666666666,38.17824915035744,54.6583850931677,15.57291666666667,4.427083333333331,历史2/3次成功; 当前距低点4.43%; 最新日涨幅3.62%; 状态bottom_area; 底部未确认
