rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.37739938080496,68.64783281733747,300600,国瑞科技,bottom_area,2024-05-21,6.04,2024-05-21,6.04,0.0,0.0,30.173410404624278,False,-20.0,0.7358,1,1,1,100.0,28.482972136222923,28.482972136222923,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
2,72.59130793625815,61.6331513397679,603232,格尔软件,bottom_area,2024-05-21,11.89,2024-05-17,11.77,1.0195412064571028,4.6728971962616885,29.940476190476197,False,-2.541,3.7109,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,18.980458793542898,1.0195412064571028,历史2/6次成功; 当前距低点1.02%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
3,68.11299456950752,57.55660897219409,603222,济民健康,bottom_area,2024-05-21,6.63,2024-05-21,6.58,0.7598784194528849,3.0395136778115526,29.474812433011788,False,-2.6432,3.2507,3,8,3,37.5,41.11092348681001,68.46504559270518,19.240121580547115,0.7598784194528849,历史3/8次成功; 当前距低点0.76%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
4,65.86643685167367,56.78141107902901,300758,七彩化学,bottom_area,2024-05-21,13.2,2024-05-17,12.96,1.8518518518518396,9.49074074074073,28.51627137341422,True,-3.7901,12.4511,1,4,1,25.0,38.59480269489894,38.59480269489894,18.14814814814816,1.8518518518518396,历史1/4次成功; 当前距低点1.85%; 最新日涨幅-3.79%; 状态bottom_area; 底部已确认
5,65.38273011884947,55.135888750012306,688091,上海谊众,bottom_area,2024-05-21,27.98,2024-05-21,27.8,0.6474820143884882,4.02877697841727,31.996086105675147,False,-2.8809,1.0606,1,2,1,50.0,32.96853625171,32.96853625171,19.352517985611513,0.6474820143884882,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
6,64.39744938108394,58.38380765456328,605155,西大门,bottom_area,2024-05-21,10.66,2024-05-13,10.19,4.612365063788034,8.635917566241421,32.87220026350462,True,-0.5597,1.3418,1,2,1,50.0,57.16054477919933,57.16054477919933,15.387634936211967,4.612365063788034,历史1/2次成功; 当前距低点4.61%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
7,57.59009028543667,51.832526065981945,603139,康惠股份,bottom_area,2024-05-21,14.35,2024-05-15,13.77,4.21205519244735,9.658678286129268,28.318584070796465,True,-2.5136,2.1269,1,3,1,33.33333333333333,29.315476190476186,29.315476190476186,15.78794480755265,4.21205519244735,历史1/3次成功; 当前距低点4.21%; 最新日涨幅-2.51%; 状态bottom_area; 底部已确认
