rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.60112633057342,77.54855609849571,600217,中再资环,bottom_area,2022-01-25,5.74,2022-01-25,5.68,1.056338028169023,5.281690140845083,28.643216080402013,False,-3.5294,1.3186,1,1,1,100.0,37.18820861678004,37.18820861678004,8.943661971830979,1.056338028169023,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
2,80.59704968912185,74.69897435897437,601218,吉鑫科技,bottom_area,2022-01-25,4.99,2022-01-24,4.94,1.0121457489878507,4.65587044534412,30.324400564174887,False,-0.9921,3.3897,1,1,1,100.0,11.111111111111114,11.111111111111114,8.98785425101215,1.0121457489878507,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
3,79.81206855331892,72.96312152545504,601778,晶科科技,bottom_area,2022-01-25,6.85,2022-01-25,6.83,0.29282576866763654,4.831625183016106,29.948717948717945,False,-3.6568,1.3601,2,2,2,100.0,26.348195043103452,42.344827586206904,9.707174231332363,0.29282576866763654,历史2/2次成功; 当前距低点0.29%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
4,79.81172757133704,72.6867804482977,605162,新中港,bottom_area,2022-01-25,10.62,2022-01-25,10.61,0.0942507068802996,5.843543826578709,28.067796610169495,False,-5.0938,3.4011,2,2,2,100.0,22.428344408520275,26.46502835538753,9.905749293119701,0.0942507068802996,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-5.09%; 状态bottom_area; 底部未确认
5,79.76352505825554,72.57716273671302,600391,航发科技,bottom_area,2022-01-25,21.36,2022-01-25,21.35,0.04683840749413588,6.79156908665105,27.67615176151761,False,-2.9532,2.3164,1,1,1,100.0,27.709431751611014,27.709431751611014,9.953161592505865,0.04683840749413588,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
6,79.11887625054585,72.53719273341133,300511,雪榕生物,bottom_area,2022-01-25,6.8,2022-01-25,6.77,0.4431314623338294,7.6809453471196525,30.061983471074385,False,-9.3333,8.3222,2,2,2,100.0,25.900712191034756,29.220779220779214,9.55686853766617,0.4431314623338294,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-9.33%; 状态bottom_area; 底部未确认
7,77.89869184024984,71.01822486027987,300463,迈克生物,bottom_area,2022-01-25,26.95,2022-01-25,26.91,0.14864362690449331,5.908584169453734,29.62866108786611,False,-4.6693,3.4426,2,2,2,100.0,14.12436736355977,14.159515396264513,9.851356373095507,0.14864362690449331,历史2/2次成功; 当前距低点0.15%; 最新日涨幅-4.67%; 状态bottom_area; 底部未确认
8,77.84759314326428,71.09524564973665,002342,巨力索具,bottom_area,2022-01-25,4.18,2022-01-25,4.17,0.23980815347721313,6.474820143884903,28.10344827586207,False,-5.4299,3.3374,2,2,2,100.0,15.655958277767192,19.889502762430933,9.760191846522789,0.23980815347721313,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
9,77.825,70.75,002584,西陇科学,confirmed_rebound,2022-01-25,9.0,2022-01-25,9.0,0.0,11.444444444444438,27.942353883106485,False,-9.8196,14.6463,1,1,1,100.0,68.08510638297875,68.08510638297875,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.82%; 状态confirmed_rebound; 底部未确认
10,77.09845177139007,70.61098240178683,603348,文灿股份,bottom_area,2022-01-25,51.7,2022-01-25,51.5,0.38834951456311234,5.980582524271841,27.464788732394368,False,-4.3655,1.2179,1,1,1,100.0,31.539888682745836,31.539888682745836,9.611650485436888,0.38834951456311234,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
11,76.27557010162467,70.02789523767309,300491,通合科技,confirmed_rebound,2022-01-25,15.58,2022-01-25,15.5,0.516129032258065,11.870967741935482,27.093132643461903,False,-10.2535,10.1535,2,2,2,100.0,23.51972812484664,27.26480836236933,9.483870967741934,0.516129032258065,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-10.25%; 状态confirmed_rebound; 底部未确认
