rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.60112633057342,77.54855609849571,600217,中再资环,bottom_area,2022-01-25,5.74,2022-01-25,5.68,1.056338028169023,5.281690140845083,28.643216080402013,False,-3.5294,1.3186,1,1,1,100.0,37.18820861678004,37.18820861678004,8.943661971830979,1.056338028169023,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
12,76.05646525568648,70.21778711484592,600418,江淮汽车,bottom_area,2022-01-25,13.71,2022-01-21,13.6,0.8088235294117736,5.3676470588235325,27.38921516284037,False,-1.0823,2.058,1,1,1,100.0,24.365079365079367,24.365079365079367,9.191176470588228,0.8088235294117736,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
13,75.88853099259616,69.01357676171514,300567,精测电子,bottom_area,2022-01-25,54.89,2022-01-25,54.88,0.018221574344019695,5.703352769679292,29.641025641025635,False,-4.5059,1.8922,1,1,1,100.0,18.414634146341452,18.414634146341452,9.98177842565598,0.018221574344019695,历史1/1次成功; 当前距低点0.02%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
14,75.62965572315882,68.75423247559893,300433,蓝思科技,bottom_area,2022-01-25,18.07,2022-01-25,18.07,0.0,4.869950193691195,28.85826771653543,False,-3.883,0.7049,2,2,2,100.0,12.388346643005029,14.217687074829932,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
15,75.506683909099,68.85445510169346,600032,浙江新能,bottom_area,2022-01-25,12.4,2022-01-25,12.38,0.16155088852988345,6.300484652665585,32.052689352360034,False,-6.2736,4.5615,1,1,1,100.0,19.31608133086876,19.31608133086876,9.838449111470117,0.16155088852988345,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
16,75.47159321142182,68.61053928311074,300658,延江股份,confirmed_rebound,2022-01-25,10.11,2022-01-25,10.11,0.0,11.473788328387737,30.08298755186723,False,-8.4239,3.1581,2,2,2,100.0,21.830856360810415,26.72018348623853,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-8.42%; 状态confirmed_rebound; 底部未确认
17,74.78948089222104,70.72929701283006,688131,皓元医药,bottom_area,2022-01-25,188.33,2022-01-25,184.51,2.0703484905967273,6.72592271421603,28.172687636250394,False,-5.4141,8.9042,1,1,1,100.0,12.955331028981659,12.955331028981659,7.929651509403274,2.0703484905967273,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
18,74.23401645406739,68.15803959556538,300642,透景生命,bottom_area,2022-01-25,29.02,2022-01-25,28.87,0.5195704883962542,7.6896432282646305,32.35707591377694,False,-6.7181,3.5826,1,1,1,100.0,19.960539296284104,19.960539296284104,9.480429511603747,0.5195704883962542,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-6.72%; 状态bottom_area; 底部未确认
19,74.11425978177333,67.67337151296648,000625,长安汽车,bottom_area,2022-01-25,13.06,2022-01-25,13.03,0.23023791250960196,6.676899462778212,28.563596491228065,False,-3.5451,1.3967,1,1,1,100.0,13.808139534883724,13.808139534883724,9.769762087490399,0.23023791250960196,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
20,73.94797223129905,68.11119540440896,601798,蓝科高新,bottom_area,2022-01-25,7.34,2022-01-25,7.29,0.6858710562414242,6.172839506172842,31.22641509433962,False,-5.168,2.1596,1,1,1,100.0,21.74721189591078,21.74721189591078,9.314128943758575,0.6858710562414242,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
21,72.88359838274933,66.2578167115903,002370,亚太药业,bottom_area,2022-01-25,6.25,2022-01-25,6.25,0.0,9.920000000000002,27.156177156177158,False,-9.9424,16.8765,1,1,1,100.0,15.633423180592995,15.633423180592995,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
22,72.87488432464284,72.42468861388663,603230,内蒙新华,confirmed_rebound,2022-01-25,16.57,2022-01-25,15.83,4.67466835123184,11.181301326595081,30.843162953254698,False,1.0366,25.9462,1,1,1,100.0,31.521142229544196,31.521142229544196,5.325331648768161,4.67466835123184,历史1/1次成功; 当前距低点4.67%; 最新日涨幅1.04%; 状态confirmed_rebound; 底部未确认
23,72.38557923790324,70.05728808471856,688105,诺唯赞,confirmed_rebound,2022-01-25,83.98,2022-01-21,81.31,3.2837289386299364,10.109457631287663,29.88703975165991,True,-4.6873,2.1135,1,1,1,100.0,25.237580993520524,25.237580993520524,6.716271061370064,3.2837289386299364,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-4.69%; 状态confirmed_rebound; 底部已确认
24,72.19514607096161,66.51687615526801,002006,精工科技,bottom_area,2022-01-25,20.09,2022-01-25,19.95,0.7017543859649151,6.416040100250632,28.648068669527905,False,-3.5526,1.4564,1,1,1,100.0,13.370301910043118,13.370301910043118,9.298245614035086,0.7017543859649151,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
25,71.48832008033624,65.23797515527951,002178,延华智能,confirmed_rebound,2022-01-25,5.01,2022-01-25,5.0,0.19999999999999576,10.999999999999996,27.325581395348834,False,-7.3937,11.1712,1,1,1,100.0,10.559006211180119,10.559006211180119,9.800000000000004,0.19999999999999576,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-7.39%; 状态confirmed_rebound; 底部未确认
26,71.06455176804215,65.52705422767522,001216,华瓷股份,confirmed_rebound,2022-01-25,14.91,2022-01-25,14.8,0.7432432432432394,10.4054054054054,27.093596059113302,False,-8.8631,14.9939,1,1,1,100.0,18.77230549607424,18.77230549607424,9.256756756756761,0.7432432432432394,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-8.86%; 状态confirmed_rebound; 底部未确认
27,70.93409371222445,65.24803767448164,300533,冰川网络,confirmed_rebound,2022-01-25,17.97,2022-01-25,17.86,0.6159014557670741,10.918253079507275,27.102040816326532,False,-10.597,6.8574,1,1,1,100.0,15.711252653927819,15.711252653927819,9.384098544232925,0.6159014557670741,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-10.60%; 状态confirmed_rebound; 底部未确认
28,70.21807692307694,63.83461538461539,000665,湖北广电,confirmed_rebound,2022-01-25,9.18,2022-01-25,9.18,0.0,11.655773420479306,29.384615384615387,False,-10.0,18.9298,1,1,1,100.0,12.820512820512828,12.820512820512828,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
29,69.69047652916075,63.35497866287341,002432,九安医疗,confirmed_rebound,2022-01-25,56.61,2022-01-25,56.61,0.0,17.47041158805865,27.105330929693533,False,-10.0,24.5605,1,1,1,100.0,10.241820768136552,10.241820768136552,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态confirmed_rebound; 底部未确认
30,61.95671113501224,57.12618789397739,300608,思特奇,confirmed_rebound,2022-01-25,13.6,2022-01-25,13.5,0.740740740740738,14.740740740740744,27.027027027027028,False,-12.031,14.3241,2,3,2,66.66666666666666,12.464570517202096,14.718614718614711,9.259259259259263,0.740740740740738,历史2/3次成功; 当前距低点0.74%; 最新日涨幅-12.03%; 状态confirmed_rebound; 底部未确认
31,60.008632191050175,55.785702897462144,600211,西藏药业,bottom_area,2022-01-25,41.48,2022-01-24,41.0,1.1707317073170656,6.780487804878052,27.56183745583039,False,-5.0584,1.0818,1,2,1,50.0,13.252533280349695,13.252533280349695,8.829268292682935,1.1707317073170656,历史1/2次成功; 当前距低点1.17%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
32,55.06473610655808,50.759066037409305,600316,洪都航空,bottom_area,2022-01-25,31.83,2022-01-21,31.6,0.7278481012658129,5.411392405063293,27.936145952109463,False,-1.0569,1.453,1,2,1,50.0,10.422364023093307,10.422364023093307,9.272151898734188,0.7278481012658129,历史1/2次成功; 当前距低点0.73%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
