rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.35010115378533,81.18497076023391,600325,华发股份,bottom_area,2023-11-14,8.14,2023-11-03,8.0,1.750000000000007,6.875000000000009,27.667269439421343,False,0.7426,0.7237,1,1,1,100.0,32.553606237816766,32.553606237816766,18.249999999999993,1.750000000000007,历史1/1次成功; 当前距低点1.75%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
2,88.8154306478606,79.38370349941523,600048,保利发展,bottom_area,2023-11-14,11.11,2023-10-30,10.7,3.831775700934581,5.981308411214959,28.139691067830768,False,0.7253,0.3646,2,2,2,100.0,31.721247836269217,31.987577639751546,16.16822429906542,3.831775700934581,历史2/2次成功; 当前距低点3.83%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,61.20568646451078,55.43176759410804,603326,我乐家居,bottom_area,2023-11-14,10.33,2023-11-02,9.88,4.554655870445337,6.983805668016188,30.909090909090907,False,1.1753,2.5286,1,2,1,50.0,20.141843971631218,20.141843971631218,15.445344129554664,4.554655870445337,历史1/2次成功; 当前距低点4.55%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
