rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.71565923986485,79.73706015739627,603928,兴业股份,bottom_area,2025-08-04,15.47,2025-08-01,15.12,2.314814814814824,2.314814814814824,32.16689098250337,False,1.4426,2.1036,1,1,1,100.0,31.69267707082834,31.69267707082834,17.685185185185176,2.314814814814824,历史1/1次成功; 当前距低点2.31%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
2,91.69795011456677,77.90645444883555,002987,京北方,bottom_area,2025-08-04,20.11,2025-08-04,19.9,1.055276381909552,1.3567839195980056,28.158844765342966,False,-0.544,2.9454,1,1,1,100.0,28.88432580424366,28.88432580424366,18.944723618090446,1.055276381909552,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
3,91.57267800078928,78.06159369049954,605033,美邦股份,bottom_area,2025-08-04,21.25,2025-08-04,20.99,1.2386850881372158,1.6674606955693254,32.50803858520901,False,-0.2347,2.5811,1,1,1,100.0,31.96664350243223,31.96664350243223,18.761314911862787,1.2386850881372158,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
4,90.67271407832433,79.01515261189527,600620,天宸股份,bottom_area,2025-08-04,6.29,2025-08-04,6.14,2.4429967426710157,2.4429967426710157,27.078384798099762,False,0.9631,1.1238,1,1,1,100.0,29.38271604938273,29.38271604938273,17.557003257328986,2.4429967426710157,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
5,86.1522002621012,75.91406995027717,300963,中洲特材,bottom_area,2025-08-04,19.59,2025-08-01,19.01,3.051025775907408,3.4192530247238215,27.93783169067475,False,0.2046,4.1185,1,1,1,100.0,20.163487738419626,20.163487738419626,16.948974224092595,3.051025775907408,历史1/1次成功; 当前距低点3.05%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
6,85.3839359616124,72.18769366263975,003040,楚天龙,bottom_area,2025-08-04,21.75,2025-08-04,21.58,0.7877664504170607,1.7608897126969538,27.801940448310482,False,-1.3605,4.9018,1,1,1,100.0,34.697855750487335,34.697855750487335,19.21223354958294,0.7877664504170607,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
7,84.34653371844894,75.02285718342247,300879,大叶股份,bottom_area,2025-08-04,32.54,2025-08-04,31.42,3.5646085295989733,3.5964353914703864,31.947151830192766,False,2.877,4.1425,1,1,1,100.0,21.667551779075957,21.667551779075957,16.43539147040103,3.5646085295989733,历史1/1次成功; 当前距低点3.56%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
8,83.81037763281735,72.49688173205907,002658,雪迪龙,bottom_area,2025-08-04,8.01,2025-08-01,7.85,2.038216560509556,2.292993630573245,31.50087260034905,False,0.0,2.3078,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,17.961783439490446,2.038216560509556,历史2/3次成功; 当前距低点2.04%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,82.62314332913463,71.89208202845168,000607,华媒控股,bottom_area,2025-08-04,4.77,2025-07-31,4.66,2.360515021459215,2.5751072961373414,29.924812030075188,False,0.4211,2.3258,2,4,2,50.0,48.408904717089726,59.82721382289418,17.639484978540786,2.360515021459215,历史2/4次成功; 当前距低点2.36%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,81.50687054470927,69.75866323907456,002636,金安国纪,bottom_area,2025-08-04,11.84,2025-07-25,11.67,1.4567266495287055,7.112253641816624,29.698795180722897,True,0.0,2.2284,1,2,1,50.0,69.0,69.0,18.543273350471296,1.4567266495287055,历史1/2次成功; 当前距低点1.46%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
11,80.05303209330683,67.97588920004273,001226,拓山重工,bottom_area,2025-08-04,36.45,2025-08-04,36.08,1.0254988913525627,4.129711751662977,30.642060745866985,False,-0.7893,7.1057,2,4,2,50.0,33.46250899100309,41.451766953199616,18.974501108647438,1.0254988913525627,历史2/4次成功; 当前距低点1.03%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
12,76.63517104203424,65.46688439678586,001298,好上好,bottom_area,2025-08-04,28.43,2025-08-01,28.05,1.3547237076648806,1.532976827094473,27.481902792140637,False,0.3176,4.2511,1,2,1,50.0,34.86910994764398,34.86910994764398,18.64527629233512,1.3547237076648806,历史1/2次成功; 当前距低点1.35%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
13,69.56323831524993,59.559291551985474,300651,金陵体育,bottom_area,2025-08-04,21.29,2025-08-04,20.98,1.4775977121067623,2.9551954242135414,29.949916527545906,False,-3.0068,17.0581,2,5,2,40.0,25.635560944026203,25.720461095100855,18.52240228789324,1.4775977121067623,历史2/5次成功; 当前距低点1.48%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
14,67.06076596803366,58.03658085277552,603022,新通联,bottom_area,2025-08-04,10.38,2025-07-24,10.17,2.06489675516225,2.654867256637164,32.33532934131736,False,-0.0962,2.5448,1,2,1,50.0,26.099706744868023,26.099706744868023,17.93510324483775,2.06489675516225,历史1/2次成功; 当前距低点2.06%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
15,65.88262285798127,59.00353744921073,000637,茂化实华,bottom_area,2025-08-04,4.22,2025-07-07,4.06,3.9408866995073932,7.142857142857144,27.370304114490168,True,1.4423,3.0563,1,2,1,50.0,22.627737226277358,22.627737226277358,16.05911330049261,3.9408866995073932,历史1/2次成功; 当前距低点3.94%; 最新日涨幅1.44%; 状态bottom_area; 底部已确认
16,61.974347649251385,56.514998768239465,002041,登海种业,bottom_area,2025-08-04,10.0,2025-06-23,9.53,4.931794333683113,7.345225603357829,29.719764011799416,True,0.3009,0.816,1,2,1,50.0,21.395106715252467,21.395106715252467,15.068205666316889,4.931794333683113,历史1/2次成功; 当前距低点4.93%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
17,61.31973800865852,55.63860631044874,600241,时代万恒,bottom_area,2025-08-04,8.54,2025-07-15,8.16,4.656862745098027,4.901960784313729,30.25641025641025,False,2.6442,2.741,1,2,1,50.0,22.50673854447439,22.50673854447439,15.343137254901972,4.656862745098027,历史1/2次成功; 当前距低点4.66%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
