rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.69693749264887,78.29454437699866,000532,华金资本,bottom_area,2024-02-02,12.22,2024-02-02,12.05,1.410788381742738,9.875518672199165,30.225825130283724,False,-8.7379,11.9097,2,2,2,100.0,28.877106921355356,32.044198895027606,13.589211618257261,1.410788381742738,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-8.74%; 状态bottom_area; 底部未确认
2,85.67538115328657,76.54870152064821,002715,登云股份,bottom_area,2024-02-02,10.48,2024-02-02,10.33,1.4520813165537305,14.23039690222653,27.762237762237767,False,-8.7108,2.9356,1,1,1,100.0,36.66369313113291,36.66369313113291,13.54791868344627,1.4520813165537305,历史1/1次成功; 当前距低点1.45%; 最新日涨幅-8.71%; 状态bottom_area; 底部未确认
3,84.9095799226086,78.26299171723234,603198,迎驾贡酒,bottom_area,2024-02-02,50.22,2024-02-02,48.7,3.121149897330587,6.981519507186855,27.86253888312843,False,0.44,0.7439,1,1,1,100.0,33.65168539325842,33.65168539325842,11.878850102669412,3.121149897330587,历史1/1次成功; 当前距低点3.12%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
4,84.73700592673411,73.96173771849764,603315,福鞍股份,bottom_area,2024-02-02,9.97,2024-02-02,9.95,0.20100502512564172,12.864321608040214,29.83074753173484,False,-9.8553,3.2207,2,2,2,100.0,30.59155470851666,41.68490153172865,14.798994974874358,0.20100502512564172,历史2/2次成功; 当前距低点0.20%; 最新日涨幅-9.86%; 状态bottom_area; 底部未确认
5,83.62852802200086,75.75990291262133,600191,华资实业,bottom_area,2024-02-02,4.66,2024-02-02,4.56,2.192982456140363,12.938596491228088,29.082426127527217,False,-8.0868,2.5775,2,2,2,100.0,24.838187702265373,33.00970873786409,12.807017543859637,2.192982456140363,历史2/2次成功; 当前距低点2.19%; 最新日涨幅-8.09%; 状态bottom_area; 底部未确认
6,82.4595859882052,75.8366333657893,000042,中洲控股,bottom_area,2024-02-02,4.46,2024-02-02,4.33,3.0023094688221685,14.780600461893755,27.470686767169173,False,-2.6201,2.4008,2,2,2,100.0,24.956445993031362,28.57142857142858,11.997690531177831,3.0023094688221685,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
7,82.45174204778196,73.62222362056083,002072,凯瑞德,bottom_area,2024-02-02,4.29,2024-02-02,4.23,1.4184397163120472,14.657210401891232,27.568493150684926,False,-8.7234,4.8708,1,1,1,100.0,20.51756007393714,20.51756007393714,13.581560283687951,1.4184397163120472,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-8.72%; 状态bottom_area; 底部未确认
8,81.81577259521366,74.28438690598539,301356,天振股份,bottom_area,2024-02-02,13.71,2024-02-02,13.4,2.3134328358208993,12.761194029850738,27.80172413793103,False,-1.3669,3.6725,1,1,1,100.0,24.83340737450022,24.83340737450022,12.686567164179099,2.3134328358208993,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
9,81.28397286562233,74.28920962199311,603161,科华控股,bottom_area,2024-02-02,12.32,2024-02-02,12.0,2.6666666666666687,12.166666666666675,27.536231884057965,False,-5.9542,2.9812,1,1,1,100.0,39.40435280641466,39.40435280641466,12.33333333333333,2.6666666666666687,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
10,81.25017814895467,75.3479240948575,300649,杭州园林,confirmed_rebound,2024-02-02,12.0,2024-02-02,11.6,3.448275862068969,15.086206896551724,29.4403892944039,False,-6.4692,3.4231,2,2,2,100.0,48.22576914179969,71.60305343511452,11.55172413793103,3.448275862068969,历史2/2次成功; 当前距低点3.45%; 最新日涨幅-6.47%; 状态confirmed_rebound; 底部未确认
11,80.54338732981388,74.611186440678,002836,新宏泽,bottom_area,2024-02-02,6.1,2024-02-02,5.9,3.3898305084745637,14.406779661016941,27.96092796092795,False,-6.8702,2.9574,1,1,1,100.0,59.30851063829788,59.30851063829788,11.610169491525435,3.3898305084745637,历史1/1次成功; 当前距低点3.39%; 最新日涨幅-6.87%; 状态bottom_area; 底部未确认
12,80.17004001510709,72.29473624596798,688197,首药控股,bottom_area,2024-02-02,34.03,2024-02-02,33.38,1.9472738166566763,10.605152786099458,29.008932369204594,False,-5.5247,1.8719,1,1,1,100.0,19.863013698630137,19.863013698630137,13.05272618334332,1.9472738166566763,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-5.52%; 状态bottom_area; 底部未确认
13,80.13275625314976,75.02617298517983,605208,永茂泰,bottom_area,2024-02-02,6.56,2024-02-02,6.31,3.961965134706815,13.62916006339145,27.22029988465975,False,-6.4194,5.1854,3,3,3,100.0,25.911040281243864,46.887631366208595,11.038034865293184,3.961965134706815,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
14,79.74983729738983,73.63833699361075,300765,新诺威,bottom_area,2024-02-02,25.99,2024-02-02,25.18,3.216838760921361,10.881652104845124,27.14120370370371,False,-5.1114,2.2648,2,2,2,100.0,25.982415959739026,28.947368421052634,11.783161239078638,3.216838760921361,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
15,79.51708141268561,71.71217728677584,002811,郑中设计,bottom_area,2024-02-02,6.79,2024-02-02,6.66,1.9519519519519504,14.114114114114107,31.622176591375773,False,-8.2432,2.6388,1,1,1,100.0,16.78832116788322,16.78832116788322,13.04804804804805,1.9519519519519504,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-8.24%; 状态bottom_area; 底部未确认
16,79.43700033087755,73.68466582415884,300417,南华仪器,confirmed_rebound,2024-02-02,8.07,2024-02-02,7.8,3.4615384615384674,18.71794871794872,31.216931216931215,False,-7.3479,5.9302,3,3,3,100.0,22.779427507884694,25.514403292181065,11.538461538461533,3.4615384615384674,历史3/3次成功; 当前距低点3.46%; 最新日涨幅-7.35%; 状态confirmed_rebound; 底部未确认
17,79.12311337094715,74.15184046516366,002245,蔚蓝锂芯,bottom_area,2024-02-02,6.22,2024-02-02,5.98,4.013377926421393,12.374581939799318,30.38416763678696,False,-3.5659,2.3962,3,3,3,100.0,21.840549125830286,25.653923541247494,10.986622073578605,4.013377926421393,历史3/3次成功; 当前距低点4.01%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
18,79.08179322582947,72.4221477899392,002304,洋河股份,bottom_area,2024-02-02,90.75,2024-02-02,88.3,2.774631936579845,5.141562853907142,30.84273182957394,False,-0.4934,0.4931,1,1,1,100.0,20.474777448071226,20.474777448071226,12.225368063420154,2.774631936579845,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
19,79.05382137870902,71.63829025256511,002857,三晖电气,bottom_area,2024-02-02,11.1,2024-02-02,10.86,2.2099447513812174,14.088397790055259,28.31683168316832,False,-8.0365,2.438,1,1,1,100.0,19.55357142857144,19.55357142857144,12.790055248618781,2.2099447513812174,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-8.04%; 状态bottom_area; 底部未确认
20,78.97742714734132,73.70454497632826,603004,鼎龙科技,bottom_area,2024-02-02,19.73,2024-02-02,19.01,3.7874802735402358,11.415044713308774,29.774658293313628,False,-5.8234,16.178,1,1,1,100.0,55.7168784029038,55.7168784029038,11.212519726459764,3.7874802735402358,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-5.82%; 状态bottom_area; 底部未确认
21,78.94737105532035,74.03243964552051,300354,东华测试,bottom_area,2024-02-02,36.0,2024-02-02,34.6,4.04624277456647,9.219653179190743,32.59302552113773,False,-3.3816,2.4275,2,2,2,100.0,38.26813533081753,39.34343434343434,10.953757225433531,4.04624277456647,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
22,78.66505492102476,72.96861990950228,603063,禾望电气,bottom_area,2024-02-02,18.83,2024-02-02,18.2,3.4615384615384563,11.263736263736268,28.346456692913385,False,-5.85,1.7361,2,2,2,100.0,25.38133119252664,28.846153846153843,11.538461538461544,3.4615384615384563,历史2/2次成功; 当前距低点3.46%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
23,78.65319557137303,73.24906242088363,603213,镇洋发展,bottom_area,2024-02-02,8.18,2024-02-02,7.89,3.6755386565272503,12.420785804816218,29.679144385026746,False,-4.9942,3.3547,2,2,2,100.0,29.512314826697573,33.04209690230342,11.32446134347275,3.6755386565272503,历史2/2次成功; 当前距低点3.68%; 最新日涨幅-4.99%; 状态bottom_area; 底部未确认
24,78.3125512703749,73.31625329815304,300641,正丹股份,bottom_area,2024-02-02,3.94,2024-02-02,3.79,3.9577836411609475,14.24802110817942,27.809523809523807,False,-6.8558,1.5828,1,1,1,100.0,50.22522522522521,50.22522522522521,11.042216358839053,3.9577836411609475,历史1/1次成功; 当前距低点3.96%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
25,78.27240190284877,73.15028153292819,603218,日月股份,bottom_area,2024-02-02,9.14,2024-02-02,8.8,3.8636363636363615,9.999999999999988,29.936305732484076,False,-4.5929,1.5625,1,1,1,100.0,47.95361527967258,47.95361527967258,11.136363636363638,3.8636363636363615,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
26,78.22115048948238,73.26271662763462,000565,渝三峡A,bottom_area,2024-02-02,4.44,2024-02-02,4.27,3.9812646370023614,14.051522248243572,27.504244482173178,False,-6.3291,2.0499,1,1,1,100.0,57.568807339449535,57.568807339449535,11.018735362997639,3.9812646370023614,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-6.33%; 状态bottom_area; 底部未确认
27,78.21148528857402,73.17544092727475,603168,莎普爱思,bottom_area,2024-02-02,8.74,2024-02-02,8.41,3.923900118906065,11.890606420927467,29.20875420875421,False,-4.6892,5.8686,2,2,2,100.0,32.160931174089065,45.833333333333336,11.076099881093935,3.923900118906065,历史2/2次成功; 当前距低点3.92%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
28,78.0372054773022,73.15485714285717,000628,高新发展,bottom_area,2024-02-02,36.41,2024-02-02,35.0,4.028571428571419,10.657142857142848,27.265170407315043,False,-5.4286,15.4467,1,1,1,100.0,99.77973568281939,99.77973568281939,10.97142857142858,4.028571428571419,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
29,77.90785424846807,71.42358028471317,300548,长芯博创,bottom_area,2024-02-02,19.97,2024-02-02,19.42,2.8321318228630132,12.564366632337784,27.99406748238783,False,-6.1119,5.9648,1,1,1,100.0,26.026026026026024,26.026026026026024,12.167868177136986,2.8321318228630132,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-6.11%; 状态bottom_area; 底部未确认
30,77.89312811168828,71.44089084176649,601689,拓普集团,bottom_area,2024-02-02,47.19,2024-02-02,45.88,2.855274629468167,9.590235396687007,30.358227079538548,False,-4.6089,1.3124,3,4,3,75.0,30.569446220182318,47.99107142857144,12.144725370531832,2.855274629468167,历史3/4次成功; 当前距低点2.86%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
31,77.76256859853909,70.88992816062878,002848,高斯贝尔,bottom_area,2024-02-02,7.7,2024-02-02,7.51,2.529960053262322,14.913448735019989,29.217719132893492,False,-5.4054,5.5905,1,1,1,100.0,19.45288753799392,19.45288753799392,12.470039946737677,2.529960053262322,历史1/1次成功; 当前距低点2.53%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
32,77.32422051327741,72.75906184400654,000663,永安林业,bottom_area,2024-02-02,6.16,2024-02-02,5.91,4.230118443316413,12.690355329949238,27.03703703703703,False,-5.2308,3.133,2,2,2,100.0,33.67597792885999,50.39215686274511,10.769881556683586,4.230118443316413,历史2/2次成功; 当前距低点4.23%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
33,77.16744715588088,71.44596161214415,000691,亚太实业,bottom_area,2024-02-02,3.69,2024-02-02,3.57,3.361344537815129,14.285714285714294,27.439024390243905,False,-4.4041,4.577,2,2,2,100.0,15.966812679369058,16.528925619834727,11.63865546218487,3.361344537815129,历史2/2次成功; 当前距低点3.36%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
34,77.02025297346023,71.45714628297367,000702,正虹科技,bottom_area,2024-02-02,4.47,2024-02-02,4.32,3.47222222222221,13.888888888888879,27.879799666110184,False,-6.875,4.1156,1,1,1,100.0,34.05275779376499,34.05275779376499,11.52777777777779,3.47222222222221,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-6.88%; 状态bottom_area; 底部未确认
35,76.94360657654366,70.6831031543052,002862,实丰文化,bottom_area,2024-02-02,11.55,2024-02-02,11.22,2.9411764705882355,12.121212121212116,27.612903225806445,False,-4.6243,6.3911,1,1,1,100.0,23.381642512077295,23.381642512077295,12.058823529411763,2.9411764705882355,历史1/1次成功; 当前距低点2.94%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
36,76.41495304037416,71.48013219823652,002652,扬子新材,bottom_area,2024-02-02,2.39,2024-02-02,2.3,3.913043478260883,13.47826086956522,28.348909657320874,False,-6.2745,5.5353,2,2,2,100.0,22.913286713286713,23.426573426573423,11.086956521739117,3.913043478260883,历史2/2次成功; 当前距低点3.91%; 最新日涨幅-6.27%; 状态bottom_area; 底部未确认
37,76.39018498146949,72.82981647790837,300562,乐心医疗,confirmed_rebound,2024-02-02,8.08,2024-02-02,7.7,4.935064935064934,17.142857142857135,27.902621722846437,False,-7.8677,5.5951,4,4,4,100.0,19.57937919277642,22.71604938271605,10.064935064935066,4.935064935064934,历史4/4次成功; 当前距低点4.94%; 最新日涨幅-7.87%; 状态confirmed_rebound; 底部未确认
38,76.3785599264133,71.34261092027616,600421,退市华嵘,confirmed_rebound,2024-02-02,7.31,2024-02-02,7.04,3.8352272727272667,15.056818181818176,29.24623115577889,False,-6.5217,1.7532,2,2,2,100.0,31.435102699431873,44.900662251655625,11.164772727272734,3.8352272727272667,历史2/2次成功; 当前距低点3.84%; 最新日涨幅-6.52%; 状态confirmed_rebound; 底部未确认
39,76.36478793774319,66.40416342412452,000668,荣丰控股,bottom_area,2024-02-02,7.63,2024-02-02,7.63,0.0,14.4167758846658,31.99643493761141,False,-10.0236,4.2281,1,1,1,100.0,16.420233463035032,16.420233463035032,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
40,76.32498834484605,72.0250904452638,300411,金盾股份,bottom_area,2024-02-02,5.0,2024-02-02,4.79,4.384133611691022,12.317327766179538,28.507462686567166,False,-4.2146,4.0593,2,2,2,100.0,31.617823010318947,33.550488599348526,10.615866388308978,4.384133611691022,历史2/2次成功; 当前距低点4.38%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
41,76.30167539020718,70.04460446247465,002842,翔鹭钨业,confirmed_rebound,2024-02-02,5.67,2024-02-02,5.51,2.9038112522686053,15.970961887477314,28.348504551365416,False,-7.3529,4.304,1,1,1,100.0,29.70588235294118,29.70588235294118,12.096188747731395,2.9038112522686053,历史1/1次成功; 当前距低点2.90%; 最新日涨幅-7.35%; 状态confirmed_rebound; 底部未确认
42,76.295301308585,72.13726623017571,688023,安恒信息,bottom_area,2024-02-02,60.99,2024-02-02,58.37,4.488607161212959,11.272914168237119,27.63451524919415,False,-5.6758,3.0798,2,2,2,100.0,33.50156213839389,39.261744966442954,10.51139283878704,4.488607161212959,历史2/2次成功; 当前距低点4.49%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
43,75.91074253993771,69.8402737573603,000586,汇源通信,confirmed_rebound,2024-02-02,8.18,2024-02-02,7.94,3.022670025188908,15.61712846347606,29.359430604982208,False,-7.2562,3.144,1,1,1,100.0,30.06430868167203,30.06430868167203,11.977329974811092,3.022670025188908,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-7.26%; 状态confirmed_rebound; 底部未确认
44,75.75465060757621,72.02836070955996,002657,中科金财,bottom_area,2024-02-02,12.69,2024-02-02,12.11,4.789430222956235,14.533443435177537,28.806584362139926,False,-5.2278,4.633,2,2,2,100.0,36.60355708548481,56.540447504302946,10.210569777043766,4.789430222956235,历史2/2次成功; 当前距低点4.79%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
45,75.56733865188899,70.03065136738624,002012,凯恩股份,bottom_area,2024-02-02,3.94,2024-02-02,3.81,3.4120734908136456,13.648293963254593,29.963235294117652,False,-6.8558,5.7828,1,1,1,100.0,25.646123260437374,25.646123260437374,11.587926509186355,3.4120734908136456,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
46,75.51568980120321,69.30232391136781,002466,天齐锂业,bottom_area,2024-02-02,44.18,2024-02-02,42.94,2.887750349324644,9.641360037261297,29.58346999016071,False,-5.0505,2.4473,1,1,1,100.0,15.303197353913998,15.303197353913998,12.112249650675356,2.887750349324644,历史1/1次成功; 当前距低点2.89%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
47,75.51113798012601,69.57309836125138,601059,信达证券,bottom_area,2024-02-02,14.3,2024-02-02,13.87,3.1002162941600684,10.598413842826249,29.984856133266025,False,-6.7797,7.714,1,1,1,100.0,19.363395225464192,19.363395225464192,11.899783705839932,3.1002162941600684,历史1/1次成功; 当前距低点3.10%; 最新日涨幅-6.78%; 状态bottom_area; 底部未确认
48,75.08811989741103,70.88512502694238,002709,天赐材料,bottom_area,2024-02-02,17.54,2024-02-02,16.8,4.404761904761895,9.821428571428562,31.845841784989855,False,-4.2054,1.9628,2,2,2,100.0,25.74183962257791,29.287749287749286,10.595238095238106,4.404761904761895,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
49,74.8541841639167,70.45515166786251,688329,艾隆科技,bottom_area,2024-02-02,15.96,2024-02-02,15.31,4.2455911169170495,14.108425865447408,30.05938784833257,False,-7.2093,3.8269,2,2,2,100.0,21.479029109856874,21.72890326374596,10.75440888308295,4.2455911169170495,历史2/2次成功; 当前距低点4.25%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
50,74.69677069073755,70.23388176949675,300520,科大国创,bottom_area,2024-02-02,13.18,2024-02-02,12.65,4.189723320158097,14.545454545454545,31.137724550898206,False,-6.392,3.9518,2,2,2,100.0,19.604574943318287,23.65591397849461,10.810276679841902,4.189723320158097,历史2/2次成功; 当前距低点4.19%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
51,74.29567880541768,70.06272264558054,002855,捷荣技术,bottom_area,2024-02-02,24.0,2024-02-02,23.0,4.3478260869565215,10.434782608695645,28.012519561815335,False,-3.6532,4.7825,2,2,2,100.0,20.62239851527635,21.093749999999993,10.652173913043478,4.3478260869565215,历史2/2次成功; 当前距低点4.35%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
52,74.28873407966194,68.88130612826268,300449,汉邦高科,bottom_area,2024-02-02,4.21,2024-02-02,4.07,3.4398034398034314,14.496314496314492,28.72154115586689,False,-6.6519,3.2646,1,1,1,100.0,19.80676328502416,19.80676328502416,11.560196560196568,3.4398034398034314,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-6.65%; 状态bottom_area; 底部未确认
53,74.26628872965694,69.79914354291066,300675,建科院,bottom_area,2024-02-02,11.75,2024-02-02,11.28,4.166666666666672,12.943262411347526,27.13178294573644,False,-5.4706,3.0679,2,2,2,100.0,16.98464270382078,18.698630136986296,10.833333333333329,4.166666666666672,历史2/2次成功; 当前距低点4.17%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
54,74.15007383319336,68.74463471359724,600246,万通发展,bottom_area,2024-02-02,4.82,2024-02-02,4.66,3.433476394849788,13.30472103004292,27.86377708978328,False,-6.9498,1.4314,1,1,1,100.0,18.99441340782122,18.99441340782122,11.566523605150211,3.433476394849788,历史1/1次成功; 当前距低点3.43%; 最新日涨幅-6.95%; 状态bottom_area; 底部未确认
55,74.13967806425529,69.1588103740999,300582,英飞特,confirmed_rebound,2024-02-02,7.72,2024-02-02,7.44,3.763440860215045,15.591397849462355,27.13026444662096,False,-6.5375,2.7714,1,1,1,100.0,35.48094373865699,35.48094373865699,11.236559139784955,3.763440860215045,历史1/1次成功; 当前距低点3.76%; 最新日涨幅-6.54%; 状态confirmed_rebound; 底部未确认
56,74.1173200505831,68.45998692722375,688162,巨一科技,bottom_area,2024-02-02,19.15,2024-02-02,18.55,3.2345013477088833,13.369272237196766,29.84114977307111,False,-7.0388,2.4367,1,1,1,100.0,15.024999999999993,15.024999999999993,11.765498652291116,3.2345013477088833,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
57,73.91474596410664,69.26824005413891,002413,雷科防务,bottom_area,2024-02-02,3.63,2024-02-02,3.49,4.011461318051566,12.034383954154725,27.74327122153209,False,-4.2216,3.1976,1,1,1,100.0,28.894472361809044,28.894472361809044,10.988538681948434,4.011461318051566,历史1/1次成功; 当前距低点4.01%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
58,73.82636731742006,69.49252634047984,300746,汉嘉数智,confirmed_rebound,2024-02-02,7.36,2024-02-02,7.06,4.24929178470256,15.722379603399439,28.17904374364192,False,-7.7694,1.9845,2,2,2,100.0,26.564040911837,36.90896259703598,10.750708215297438,4.24929178470256,历史2/2次成功; 当前距低点4.25%; 最新日涨幅-7.77%; 状态confirmed_rebound; 底部未确认
59,73.69986948149128,69.55350284074395,688171,纬德信息,bottom_area,2024-02-02,14.51,2024-02-02,13.9,4.388489208633089,14.67625899280575,29.009193054136865,False,-6.9275,3.4667,2,2,2,100.0,18.383108797996737,20.508658008658003,10.61151079136691,4.388489208633089,历史2/2次成功; 当前距低点4.39%; 最新日涨幅-6.93%; 状态bottom_area; 底部未确认
60,73.5351960117012,69.51335207048054,605277,新亚电子,bottom_area,2024-02-02,11.2,2024-02-02,10.72,4.477611940298495,10.727611940298495,29.75098296199213,False,-2.9463,1.9529,1,1,1,100.0,25.711329539575807,25.711329539575807,10.522388059701504,4.477611940298495,历史1/1次成功; 当前距低点4.48%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
61,73.50263575450316,69.73976623611226,300579,数字认证,bottom_area,2024-02-02,18.58,2024-02-02,17.75,4.676056338028159,12.732394366197191,27.58057935536516,False,-5.5894,1.3744,2,2,2,100.0,22.90954132697023,24.946808510638284,10.32394366197184,4.676056338028159,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-5.59%; 状态bottom_area; 底部未确认
62,73.39652498676097,69.08770497255946,603153,上海建科,bottom_area,2024-02-02,17.91,2024-02-02,17.18,4.249126891734577,12.68917345750873,28.416666666666668,False,-2.0776,29.1469,1,1,1,100.0,20.622119815668214,20.622119815668214,10.750873108265422,4.249126891734577,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
63,73.29910162047551,69.06602280348758,002675,东诚药业,bottom_area,2024-02-02,13.33,2024-02-02,12.78,4.303599374021915,11.971830985915503,30.73170731707317,False,-5.8616,1.4352,1,1,1,100.0,31.388329979879288,31.388329979879288,10.696400625978084,4.303599374021915,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-5.86%; 状态bottom_area; 底部未确认
64,73.10233247102055,69.26371868230372,603159,上海亚虹,bottom_area,2024-02-02,12.73,2024-02-01,12.17,4.601479046836488,14.050944946589983,27.55952380952381,True,-3.0465,2.1565,1,1,1,100.0,26.909090909090917,26.909090909090917,10.398520953163512,4.601479046836488,历史1/1次成功; 当前距低点4.60%; 最新日涨幅-3.05%; 状态bottom_area; 底部已确认
65,73.03021954236192,69.37168881101891,300647,超频三,confirmed_rebound,2024-02-02,4.2,2024-02-02,4.01,4.738154613466344,16.209476309226943,27.090909090909093,False,-6.25,3.2261,2,2,2,100.0,31.90688886947406,48.45360824742268,10.261845386533656,4.738154613466344,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-6.25%; 状态confirmed_rebound; 底部未确认
66,72.55142671138341,67.84970109037037,605598,上海港湾,bottom_area,2024-02-02,17.05,2024-02-02,16.41,3.900060938452167,13.77209018890921,32.24607762180016,False,-4.0518,6.3651,1,1,1,100.0,19.902365752910256,19.902365752910256,11.099939061547833,3.900060938452167,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-4.05%; 状态bottom_area; 底部未确认
67,72.4727481440722,68.28339836013018,300390,天华新能,bottom_area,2024-02-02,18.19,2024-02-02,17.44,4.3004587155963305,11.410550458715587,32.27184466019417,False,-4.4141,2.6778,1,1,1,100.0,27.142173288654863,27.142173288654863,10.699541284403669,4.3004587155963305,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
68,72.24525924487146,67.36244094488193,000593,德龙汇能,bottom_area,2024-02-02,5.27,2024-02-02,5.08,3.7401574803149504,12.795275590551189,27.32474964234621,False,-5.8929,2.7484,1,1,1,100.0,15.322580645161285,15.322580645161285,11.259842519685048,3.7401574803149504,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-5.89%; 状态bottom_area; 底部未确认
69,71.9157641153849,67.34020840876971,603186,华正新材,bottom_area,2024-02-02,20.7,2024-02-02,19.91,3.9678553490708146,13.761928679055742,28.81658920271719,False,-6.4195,3.2636,1,1,1,100.0,17.994186046511643,17.994186046511643,11.032144650929185,3.9678553490708146,历史1/1次成功; 当前距低点3.97%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
70,71.73049720568854,66.53033387755065,002765,蓝黛科技,confirmed_rebound,2024-02-02,4.19,2024-02-02,4.05,3.4567901234568046,15.061728395061738,28.571428571428577,False,-6.8889,5.0182,3,4,3,75.0,21.75707182275358,28.213879408418663,11.543209876543195,3.4567901234568046,历史3/4次成功; 当前距低点3.46%; 最新日涨幅-6.89%; 状态confirmed_rebound; 底部未确认
71,71.50189463417118,67.02626953913841,002290,禾盛新材,bottom_area,2024-02-02,9.3,2024-02-02,8.94,4.026845637583906,13.646532438478756,27.257933279088686,False,-6.3444,1.9663,1,1,1,100.0,17.029449423815635,17.029449423815635,10.973154362416093,4.026845637583906,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-6.34%; 状态bottom_area; 底部未确认
72,71.44671237259725,67.09375844056567,002725,跃岭股份,bottom_area,2024-02-02,7.83,2024-02-02,7.52,4.122340425531921,13.297872340425531,27.061105722599425,False,-5.5489,3.6677,1,1,1,100.0,18.562874251497018,18.562874251497018,10.87765957446808,4.122340425531921,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-5.55%; 状态bottom_area; 底部未确认
73,71.15859608928436,67.8307494608081,688328,深科达,confirmed_rebound,2024-02-02,21.3,2024-02-02,20.3,4.926108374384236,17.290640394088662,31.83344526527871,False,-8.3871,10.4358,2,2,2,100.0,25.92621803443088,29.170984455958543,10.073891625615763,4.926108374384236,历史2/2次成功; 当前距低点4.93%; 最新日涨幅-8.39%; 状态confirmed_rebound; 底部未确认
