rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.27827481868839,81.89165468410116,605258,协和电子,bottom_area,2022-09-06,23.01,2022-09-01,22.37,2.860974519445689,3.933839964237814,28.98412698412698,False,1.3656,1.6901,1,1,1,100.0,49.971379507727534,49.971379507727534,12.139025480554311,2.860974519445689,历史1/1次成功; 当前距低点2.86%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
2,87.59369939330324,78.96994197292071,002110,三钢闽光,bottom_area,2022-09-06,5.27,2022-08-31,5.17,1.9342359767891615,1.9342359767891615,30.41722745625841,False,0.9579,0.3472,1,1,1,100.0,22.90322580645161,22.90322580645161,13.065764023210837,1.9342359767891615,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
3,85.65583223853804,78.0074764186433,688279,峰岹科技,bottom_area,2022-09-06,63.73,2022-09-05,62.19,2.476282360508119,3.6661842739990376,27.07551594746717,False,1.2069,2.2055,1,1,1,100.0,24.37311935807422,24.37311935807422,12.52371763949188,2.476282360508119,历史1/1次成功; 当前距低点2.48%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
4,83.209876677483,75.12516978567352,002012,凯恩股份,bottom_area,2022-09-06,5.58,2022-09-06,5.47,2.0109689213894026,3.2906764168190237,27.54966887417219,False,-0.3571,7.2029,1,1,1,100.0,25.646123260437374,25.646123260437374,12.989031078610596,2.0109689213894026,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
5,83.08631005357294,76.15677093234251,002196,方正电机,bottom_area,2022-09-06,8.38,2022-09-01,8.15,2.822085889570557,5.521472392638028,27.29705619982159,False,1.0856,2.4943,1,1,1,100.0,18.661971830985923,18.661971830985923,12.177914110429443,2.822085889570557,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
6,81.39488895236038,77.55706225313133,300480,光力科技,bottom_area,2022-09-06,16.47,2022-08-31,15.7,4.904458598726112,9.235668789808914,29.753914988814323,True,-0.4834,1.9526,3,3,3,100.0,31.66251536681112,39.69465648854962,10.095541401273888,4.904458598726112,历史3/3次成功; 当前距低点4.90%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
7,80.83712548265612,75.92516929384321,688058,宝兰德,bottom_area,2022-09-06,42.09,2022-08-31,40.42,4.131618010885704,7.397328055418097,31.49152542372881,True,1.0079,0.9862,1,1,1,100.0,24.27558257345491,24.27558257345491,10.868381989114296,4.131618010885704,历史1/1次成功; 当前距低点4.13%; 最新日涨幅1.01%; 状态bottom_area; 底部已确认
8,80.09026209051189,74.29325640355046,002645,华宏科技,bottom_area,2022-09-06,18.82,2022-09-02,18.19,3.4634414513468883,4.452996151731713,28.27287066246056,False,1.4555,1.5718,1,1,1,100.0,16.50485436893203,16.50485436893203,11.536558548653112,3.4634414513468883,历史1/1次成功; 当前距低点3.46%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
9,80.01655004320891,73.13085285848173,688237,超卓航科,bottom_area,2022-09-06,53.9,2022-09-06,52.5,2.666666666666664,6.190476190476191,31.994818652849744,False,-2.0,10.6281,1,1,1,100.0,22.961574507966244,22.961574507966244,12.333333333333336,2.666666666666664,历史1/1次成功; 当前距低点2.67%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
10,79.63786246106228,73.95645602004015,002346,柘中股份,bottom_area,2022-09-06,14.69,2022-09-06,14.19,3.5236081747709656,3.9464411557434853,31.44927536231884,False,2.0139,1.6046,1,1,1,100.0,15.431627196333075,15.431627196333075,11.476391825229035,3.5236081747709656,历史1/1次成功; 当前距低点3.52%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
11,78.47335200351556,73.73729939603109,603178,圣龙股份,bottom_area,2022-09-06,11.28,2022-09-02,10.83,4.155124653739605,4.986149584487527,28.373015873015866,False,0.9848,1.533,1,1,1,100.0,21.994535519125673,21.994535519125673,10.844875346260393,4.155124653739605,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
12,77.82791867569149,70.9322346010627,688208,道通科技,bottom_area,2022-09-06,27.29,2022-09-06,26.62,2.5169045830202785,2.8925619834710727,30.74921956295525,False,1.2992,1.977,2,3,2,66.66666666666666,25.721023568184222,34.72341892124764,12.48309541697972,2.5169045830202785,历史2/3次成功; 当前距低点2.52%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
13,77.10589234288784,71.94748229434657,688045,必易微,bottom_area,2022-09-06,61.23,2022-09-01,59.0,3.779661016949147,7.084745762711863,28.743961352657006,True,-0.1793,4.7213,1,1,1,100.0,21.048975338659265,21.048975338659265,11.220338983050853,3.779661016949147,历史1/1次成功; 当前距低点3.78%; 最新日涨幅-0.18%; 状态bottom_area; 底部已确认
14,74.0066376031215,69.14336555372647,688286,敏芯股份,bottom_area,2022-09-06,46.42,2022-09-06,44.7,3.847874720357939,5.682326621923935,32.3854182423234,False,-0.7483,4.3576,1,1,1,100.0,16.00279524807827,16.00279524807827,11.15212527964206,3.847874720357939,历史1/1次成功; 当前距低点3.85%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
15,73.15622682495464,68.18817877646914,300681,英搏尔,bottom_area,2022-09-06,56.02,2022-09-06,54.01,3.7215330494352994,5.665617478244775,27.337548769003096,False,1.5591,3.6004,2,3,2,66.66666666666666,25.734448723198668,27.487589035182385,11.2784669505647,3.7215330494352994,历史2/3次成功; 当前距低点3.72%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
