rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.87916242824946,82.8927894028907,603368,柳药集团,bottom_area,2024-08-14,16.83,2024-07-31,16.41,2.5594149908592208,8.470444850700796,31.908713692946062,True,-1.5789,0.9699,3,3,3,100.0,31.603524634675978,42.85714285714285,12.440585009140777,2.5594149908592208,历史3/3次成功; 当前距低点2.56%; 最新日涨幅-1.58%; 状态bottom_area; 底部已确认
2,88.93420077855117,79.16894091745219,002563,森马服饰,bottom_area,2024-08-14,4.84,2024-07-30,4.78,1.2552301255230043,7.531380753138063,29.080118694362017,True,-1.4257,0.4094,1,1,1,100.0,28.929384965831446,28.929384965831446,13.744769874476995,1.2552301255230043,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
3,85.54912785580947,74.56350046151114,001203,大中矿业,bottom_area,2024-08-14,8.06,2024-08-14,8.05,0.12422360248446938,3.2298136645962705,30.782459157351678,False,-2.7744,0.4724,2,2,2,100.0,22.670592877288865,29.46341463414634,14.87577639751553,0.12422360248446938,历史2/2次成功; 当前距低点0.12%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
4,85.37415037045353,79.71770992366413,002687,乔治白,bottom_area,2024-08-14,4.08,2024-07-25,3.93,3.8167938931297685,5.852417302798981,32.82051282051282,False,0.7407,0.5806,1,1,1,100.0,64.00000000000001,64.00000000000001,11.18320610687023,3.8167938931297685,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
5,85.3037993632803,78.04610303900884,600343,航天动力,bottom_area,2024-08-14,7.92,2024-08-13,7.71,2.723735408560311,5.05836575875486,31.16071428571428,False,1.0204,4.2845,3,4,3,75.0,31.78075145444273,55.72413793103447,12.276264591439688,2.723735408560311,历史3/4次成功; 当前距低点2.72%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
6,82.91527618410475,77.3543355325165,002552,宝鼎科技,bottom_area,2024-08-14,11.01,2024-07-25,10.61,3.770028275212068,10.084825636192276,30.197368421052634,True,-0.542,0.5114,1,1,1,100.0,52.23596574690771,52.23596574690771,11.229971724787932,3.770028275212068,历史1/1次成功; 当前距低点3.77%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
7,82.20916071868407,77.72259869122902,601886,江河集团,bottom_area,2024-08-14,4.66,2024-07-25,4.46,4.48430493273543,8.744394618834074,29.54186413902054,True,-1.0616,0.6539,3,3,3,100.0,27.40222547239673,33.5540838852097,10.515695067264568,4.48430493273543,历史3/3次成功; 当前距低点4.48%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
8,81.78808689697301,75.81338932745811,002355,兴民智通,bottom_area,2024-08-14,4.53,2024-08-12,4.38,3.4246575342465837,6.164383561643846,28.8961038961039,False,1.3423,3.834,4,5,4,80.0,17.535529599679155,21.138211382113823,11.575342465753415,3.4246575342465837,历史4/5次成功; 当前距低点3.42%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
9,79.73758757531192,74.49532403229836,600210,紫江企业,bottom_area,2024-08-14,4.86,2024-07-25,4.68,3.8461538461538596,9.61538461538462,27.329192546583858,True,-0.8163,0.536,2,2,2,100.0,18.895455922199744,19.867549668874158,11.153846153846139,3.8461538461538596,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-0.82%; 状态bottom_area; 底部已确认
10,79.1341797979583,72.55492283187786,301606,绿联科技,bottom_area,2024-08-14,29.72,2024-08-13,28.9,2.837370242214534,4.6712802768166135,30.34466136418415,False,-1.0652,12.2488,1,1,1,100.0,21.957671957671955,21.957671957671955,12.162629757785465,2.837370242214534,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
11,78.85368352319409,74.85142372407034,603218,日月股份,bottom_area,2024-08-14,9.8,2024-07-05,9.36,4.700854700854714,10.256410256410266,27.216174183514774,True,-2.1956,0.4347,1,1,1,100.0,47.95361527967258,47.95361527967258,10.299145299145284,4.700854700854714,历史1/1次成功; 当前距低点4.70%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
12,78.46396467221017,74.44788350409478,300349,金卡智能,bottom_area,2024-08-14,10.52,2024-07-25,10.05,4.676616915422874,9.55223880597014,32.59557344064386,True,-1.4981,0.7942,1,1,1,100.0,45.48693586698337,45.48693586698337,10.323383084577126,4.676616915422874,历史1/1次成功; 当前距低点4.68%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
13,78.3221653342819,69.0884772192391,000983,山西焦煤,bottom_area,2024-08-14,7.89,2024-08-14,7.83,0.7662835249042096,1.2771392081736863,27.834101382488473,False,-1.0038,0.2776,3,4,3,75.0,21.938729333444627,27.212389380530986,14.23371647509579,0.7662835249042096,历史3/4次成功; 当前距低点0.77%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
14,78.26415496345626,73.07269116988925,300435,中泰股份,bottom_area,2024-08-14,10.62,2024-07-25,10.23,3.81231671554251,9.38416422287389,27.549575070821525,True,-1.6667,0.4524,1,1,1,100.0,27.498781082398814,27.498781082398814,11.187683284457488,3.81231671554251,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-1.67%; 状态bottom_area; 底部已确认
15,77.30121421296934,67.76169287097113,000708,中信特钢,bottom_area,2024-08-14,11.66,2024-08-14,11.61,0.4306632213609019,4.134366925064603,28.773006134969332,False,-3.1561,0.221,1,1,1,100.0,16.739811912225715,16.739811912225715,14.569336778639098,0.4306632213609019,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
16,77.2604764448243,72.46110458284375,000629,钒钛股份,bottom_area,2024-08-14,2.31,2024-07-25,2.22,4.054054054054047,10.360360360360358,32.72727272727272,True,-1.7021,0.4725,1,1,1,100.0,27.173913043478265,27.173913043478265,10.945945945945953,4.054054054054047,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
17,76.08433514213898,70.11771452848838,002651,利君股份,bottom_area,2024-08-14,5.3,2024-08-13,5.14,3.1128404669260727,5.642023346303502,29.201101928374655,False,0.3788,5.5585,2,3,2,66.66666666666666,28.646903905447076,41.96642685851319,11.887159533073927,3.1128404669260727,历史2/3次成功; 当前距低点3.11%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
18,75.79552249142405,71.97008551367041,001218,丽臣实业,bottom_area,2024-08-14,14.43,2024-07-25,13.78,4.716981132075475,6.603773584905662,30.404040404040412,False,-0.3453,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,10.283018867924525,4.716981132075475,历史2/2次成功; 当前距低点4.72%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
