rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.53516412235643,89.14807729468104,688107,安路科技,bottom_area,2024-01-23,29.71,2024-01-23,29.11,2.0611473720371056,4.294057025077294,29.68599033816425,False,0.7119,0.7479,4,4,4,100.0,29.180071521105532,67.95615731785945,5.938852627962894,2.0611473720371056,历史4/4次成功; 当前距低点2.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
146,75.27239239940727,72.32997089894361,300737,科顺股份,bottom_area,2024-01-23,5.29,2024-01-23,5.19,1.9267822736030757,3.082851637764918,29.29155313351498,False,-0.1887,1.2992,1,1,1,100.0,9.586206896551728,9.586206896551728,6.0732177263969245,1.9267822736030757,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
147,75.22403999290847,75.2628853530907,688179,阿拉丁,bottom_area,2024-01-23,15.5,2024-01-23,14.9,4.02684563758389,4.295302013422811,32.487539646579066,False,0.9115,1.5386,2,2,2,100.0,11.957491434311619,12.021924482338617,3.97315436241611,4.02684563758389,历史2/2次成功; 当前距低点4.03%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
148,75.20688752185818,74.13283697047494,002008,大族激光,bottom_area,2024-01-23,17.78,2024-01-22,17.22,3.252032520325217,5.865272938443679,27.616645649432535,False,2.9531,1.3822,1,1,1,100.0,13.050919982884041,13.050919982884041,4.7479674796747835,3.252032520325217,历史1/1次成功; 当前距低点3.25%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
149,75.19411002771096,73.99434275012695,688070,纵横股份,bottom_area,2024-01-23,28.37,2024-01-23,27.5,3.163636363636367,4.872727272727272,30.90452261306532,False,-0.1056,1.2087,2,2,2,100.0,17.029213221601488,26.04166666666665,4.836363636363633,3.163636363636367,历史2/2次成功; 当前距低点3.16%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
150,75.16805910646708,73.91675236284821,688196,卓越新能,bottom_area,2024-01-23,30.67,2024-01-23,29.74,3.1271015467384102,3.7659717552118397,30.449017773620206,False,-0.4221,0.285,2,2,2,100.0,16.16421445920315,19.41979522184301,4.87289845326159,3.1271015467384102,历史2/2次成功; 当前距低点3.13%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
151,75.15018488675217,72.22147937817513,301377,鼎泰高科,bottom_area,2024-01-23,17.4,2024-01-23,17.07,1.9332161687170373,4.686584651435271,29.983593109105822,False,-0.8547,4.9943,1,1,1,100.0,9.08178625188158,9.08178625188158,6.0667838312829625,1.9332161687170373,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
152,75.13706886472029,73.75237823126145,300463,迈克生物,bottom_area,2024-01-23,12.57,2024-01-23,12.2,3.03278688524591,4.0983606557377055,29.804372842347526,False,-0.4751,1.3432,2,2,2,100.0,14.12436736355977,14.159515396264513,4.967213114754091,3.03278688524591,历史2/2次成功; 当前距低点3.03%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
153,75.13634211652237,72.40285327138986,605136,丽人丽妆,bottom_area,2024-01-23,8.37,2024-01-23,8.2,2.0731707317073167,2.8048780487804934,29.371231696813094,False,-0.5938,1.0762,1,1,1,100.0,11.772486772486781,11.772486772486781,5.926829268292684,2.0731707317073167,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
154,75.09008734680422,72.22444537832033,002454,松芝股份,bottom_area,2024-01-23,6.19,2024-01-23,6.07,1.97693574958814,2.800658978583195,29.171528588098017,False,-0.96,1.4547,1,1,1,100.0,9.633649932157393,9.633649932157393,6.02306425041186,1.97693574958814,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
155,75.07203554006968,75.1659930313589,000042,中洲控股,bottom_area,2024-01-23,5.12,2024-01-23,4.92,4.065040650406507,4.674796747967489,30.898876404494384,False,0.9862,0.9407,1,1,1,100.0,28.57142857142858,28.57142857142858,3.9349593495934934,4.065040650406507,历史1/1次成功; 当前距低点4.07%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
156,74.9618701222703,74.24659565635679,601995,中金公司,bottom_area,2024-01-23,32.22,2024-01-22,31.13,3.5014455509155153,4.914873112752964,31.280353200883,False,1.8975,0.5666,1,1,1,100.0,16.719846841097638,16.719846841097638,4.498554449084485,3.5014455509155153,历史1/1次成功; 当前距低点3.50%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
157,74.82286168298933,72.05790680489933,688325,赛微微电,bottom_area,2024-01-23,28.98,2024-01-23,28.4,2.042253521126767,4.8239436619718346,28.192161820480404,False,-2.4242,4.1822,1,1,1,100.0,9.538950715421297,9.538950715421297,5.957746478873233,2.042253521126767,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
158,74.71894181502388,69.18420538428137,603038,华立股份,bottom_area,2024-01-23,13.53,2024-01-23,13.53,0.0,4.730229120473027,30.96938775510205,False,-9.98,18.3054,2,2,2,100.0,14.700028947749303,21.134751773049636,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
159,74.69473153809597,74.18693862710086,688200,华峰测控,bottom_area,2024-01-23,88.71,2024-01-23,85.59,3.6452856642130977,4.685126767145683,30.908944139489826,False,1.8718,0.6379,1,1,1,100.0,18.16231151347698,18.16231151347698,4.354714335786902,3.6452856642130977,历史1/1次成功; 当前距低点3.65%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
160,74.68652540859263,73.73510470275068,002735,王子新材,bottom_area,2024-01-23,11.16,2024-01-23,10.8,3.3333333333333277,6.944444444444444,28.618638466622603,False,-0.8,5.7467,2,2,2,100.0,17.71561668145519,21.043478260869563,4.666666666666672,3.3333333333333277,历史2/2次成功; 当前距低点3.33%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
161,74.38862955697532,71.66674120417046,688131,皓元医药,bottom_area,2024-01-23,39.6,2024-01-23,38.8,2.0618556701031037,3.7371134020618633,27.4766355140187,False,0.3802,1.4788,2,3,2,66.66666666666666,24.09196486741329,35.228598705844924,5.938144329896897,2.0618556701031037,历史2/3次成功; 当前距低点2.06%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
162,74.18363570650146,74.31723973298774,600966,博汇纸业,bottom_area,2024-01-23,5.34,2024-01-23,5.13,4.093567251461987,4.873294346978558,28.451882845188287,False,-0.1869,0.7513,3,3,3,100.0,13.49770465764015,15.231788079470201,3.9064327485380126,4.093567251461987,历史3/3次成功; 当前距低点4.09%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
163,74.05807743359777,72.04093135563987,002330,得利斯,bottom_area,2024-01-23,4.8,2024-01-23,4.68,2.5641025641025665,2.991452991453004,29.198184568835106,False,-0.8264,1.519,1,1,1,100.0,15.844544095665164,15.844544095665164,5.435897435897434,2.5641025641025665,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
164,74.04701798336804,75.27939102564106,600397,江钨装备,bottom_area,2024-01-23,2.59,2024-01-23,2.47,4.858299595141687,5.668016194331971,28.818443804034583,False,1.1719,2.4816,2,2,2,100.0,22.238247863247857,28.36538461538461,3.1417004048583137,4.858299595141687,历史2/2次成功; 当前距低点4.86%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
165,73.81122329265403,72.91937727485632,301396,宏景科技,bottom_area,2024-01-23,23.94,2024-01-23,23.16,3.3678756476683986,4.2746113989637236,32.77213352685051,False,-0.4574,6.7184,2,2,2,100.0,13.753407266345539,14.060963618485728,4.632124352331601,3.3678756476683986,历史2/2次成功; 当前距低点3.37%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
166,73.8027215177769,71.36570428139424,601279,英利汽车,bottom_area,2024-01-23,4.99,2024-01-23,4.88,2.2540983606557443,3.688524590163929,31.267605633802813,False,-0.3992,3.8768,1,1,1,100.0,8.414239482200655,8.414239482200655,5.745901639344256,2.2540983606557443,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
167,73.77503000968055,68.31021297192643,300517,海波重科,confirmed_rebound,2024-01-23,9.97,2024-01-23,9.97,0.0,8.02407221664994,31.098825155494126,False,-7.342,3.8734,1,1,1,100.0,36.88286544046467,36.88286544046467,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.34%; 状态confirmed_rebound; 底部未确认
168,73.7532140217278,74.25395051142328,688234,天岳先进,bottom_area,2024-01-23,56.35,2024-01-23,54.0,4.351851851851855,5.6481481481481435,29.595827900912646,False,3.2619,0.9255,2,2,2,100.0,10.517057707771569,10.647803425167522,3.6481481481481457,4.351851851851855,历史2/2次成功; 当前距低点4.35%; 最新日涨幅3.26%; 状态bottom_area; 底部未确认
169,73.68552772250297,73.96685209145677,600416,湘电股份,bottom_area,2024-01-23,12.41,2024-01-23,11.91,4.198152812762385,4.701931150293874,29.149315883402732,False,1.7213,1.0182,1,1,1,100.0,23.756131744919415,23.756131744919415,3.8018471872376156,4.198152812762385,历史1/1次成功; 当前距低点4.20%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
170,73.65995204903176,72.33438243601819,002268,电科网安,confirmed_rebound,2024-01-23,17.2,2024-01-22,16.69,3.055721989215087,8.568004793289392,32.75584206285254,False,1.8957,1.2836,1,1,1,100.0,11.190476190476202,11.190476190476202,4.944278010784914,3.055721989215087,历史1/1次成功; 当前距低点3.06%; 最新日涨幅1.90%; 状态confirmed_rebound; 底部未确认
171,73.54645311441064,71.18973515584604,603040,新坐标,bottom_area,2024-01-23,21.29,2024-01-23,20.81,2.306583373378186,4.853435848149935,30.401337792642142,False,-1.8894,2.6768,1,1,1,100.0,8.111533586818755,8.111533586818755,5.693416626621814,2.306583373378186,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
172,73.26206191767638,69.68347053861639,300508,维宏股份,bottom_area,2024-01-23,22.51,2024-01-23,22.2,1.3963963963964068,4.054054054054064,30.733229329173163,False,-1.9172,3.1473,2,3,2,66.66666666666666,27.74509492329859,42.06627680311891,6.603603603603593,1.3963963963964068,历史2/3次成功; 当前距低点1.40%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
173,73.07220457013307,71.50935712098324,603158,腾龙股份,bottom_area,2024-01-23,7.87,2024-01-22,7.65,2.875816993464049,7.581699346405229,29.622815087396496,True,2.0752,3.5733,2,3,2,66.66666666666666,24.029855910831213,35.270805812417436,5.124183006535951,2.875816993464049,历史2/3次成功; 当前距低点2.88%; 最新日涨幅2.08%; 状态bottom_area; 底部已确认
174,73.06609116794941,72.57544030392286,000637,茂化实华,bottom_area,2024-01-23,2.84,2024-01-23,2.74,3.649635036496337,4.014598540145981,29.381443298969064,False,0.3534,0.712,1,1,1,100.0,9.551656920077978,9.551656920077978,4.350364963503663,3.649635036496337,历史1/1次成功; 当前距低点3.65%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
175,73.05504310182415,71.93773213521266,603061,金海通,confirmed_rebound,2024-01-23,69.69,2024-01-22,67.53,3.19857840959573,12.08351843625055,31.32309569815926,False,0.8538,4.9534,1,1,1,100.0,10.80909090909091,10.80909090909091,4.80142159040427,3.19857840959573,历史1/1次成功; 当前距低点3.20%; 最新日涨幅0.85%; 状态confirmed_rebound; 底部未确认
176,73.03272319954205,72.6876933382548,603095,越剑智能,bottom_area,2024-01-23,13.82,2024-01-23,13.32,3.7537537537537538,4.729729729729723,29.561078794288736,False,1.1713,1.2007,1,1,1,100.0,11.431461810824489,11.431461810824489,4.246246246246247,3.7537537537537538,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
177,73.00860700137439,71.57354838709676,603121,华培动力,bottom_area,2024-01-23,7.98,2024-01-23,7.75,2.9677419354838768,4.258064516129033,30.741733690795346,False,-0.9926,2.3971,1,1,1,100.0,18.279569892473123,18.279569892473123,5.032258064516124,2.9677419354838768,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
178,72.98303020559254,73.19357732793527,603075,热威股份,confirmed_rebound,2024-01-23,20.58,2024-01-22,19.76,4.149797570850185,9.919028340080956,29.554367201426025,False,2.7972,6.9559,1,1,1,100.0,29.221052631578953,29.221052631578953,3.8502024291498147,4.149797570850185,历史1/1次成功; 当前距低点4.15%; 最新日涨幅2.80%; 状态confirmed_rebound; 底部未确认
179,72.91539228480363,73.61339462186787,300593,新雷能,bottom_area,2024-01-23,11.39,2024-01-23,10.9,4.495412844036699,5.596330275229352,30.79365079365079,False,1.8784,2.4144,1,1,1,100.0,25.499655410062033,25.499655410062033,3.5045871559633013,4.495412844036699,历史1/1次成功; 当前距低点4.50%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
180,72.8166901945081,70.99152472999788,002635,安洁科技,bottom_area,2024-01-23,12.26,2024-01-23,11.94,2.6800670016750443,3.3500837520938056,29.557522123893804,False,-0.2441,2.8787,1,1,1,100.0,11.624072547403118,11.624072547403118,5.319932998324956,2.6800670016750443,历史1/1次成功; 当前距低点2.68%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
181,72.80780397514755,70.8348337470517,301503,智迪科技,bottom_area,2024-01-23,28.32,2024-01-23,27.61,2.57153205360377,3.5856573705179353,28.285714285714285,False,-1.1173,12.6716,1,1,1,100.0,9.451219512195127,9.451219512195127,5.42846794639623,2.57153205360377,历史1/1次成功; 当前距低点2.57%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
182,72.57622433843201,68.38425975692846,688061,灿瑞科技,bottom_area,2024-01-23,28.92,2024-01-23,28.66,0.907187718073976,3.4891835310537336,28.901017117340615,False,-1.2969,1.7616,1,1,1,100.0,15.713159968479115,15.713159968479115,7.092812281926024,0.907187718073976,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
183,72.5624838947458,73.10909394291716,002366,融发核电,bottom_area,2024-01-23,4.28,2024-01-23,4.1,4.390243902439039,5.365853658536601,29.188255613126085,False,2.3923,1.8047,4,5,4,80.0,14.832527099344986,25.0,3.6097560975609615,4.390243902439039,历史4/5次成功; 当前距低点4.39%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
184,72.45183723024797,73.62351554400692,688047,龙芯中科,bottom_area,2024-01-23,89.78,2024-01-23,85.64,4.834189631013546,6.5039701074264284,31.12987535182951,False,3.457,1.2738,2,2,2,100.0,13.040150014611815,16.304347826086957,3.1658103689864547,4.834189631013546,历史2/2次成功; 当前距低点4.83%; 最新日涨幅3.46%; 状态bottom_area; 底部未确认
185,72.2309435478402,68.15101670981409,688296,和达科技,bottom_area,2024-01-23,13.43,2024-01-23,13.3,0.9774436090225488,5.939849624060144,27.163198247535597,False,-3.4508,3.9067,1,1,1,100.0,25.535420098846778,25.535420098846778,7.022556390977451,0.9774436090225488,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
186,72.0467121257267,72.34460166198193,002617,露笑科技,bottom_area,2024-01-23,5.44,2024-01-23,5.22,4.2145593869731925,4.5977011494252915,28.395061728395067,False,3.4221,1.358,3,4,3,75.0,19.402134754197885,36.60589060308556,3.7854406130268075,4.2145593869731925,历史3/4次成功; 当前距低点4.21%; 最新日涨幅3.42%; 状态bottom_area; 底部未确认
187,71.77035970602142,73.04871216897855,002329,皇氏集团,bottom_area,2024-01-23,5.12,2024-01-23,4.88,4.9180327868852505,5.122950819672131,27.38095238095238,False,1.3861,3.3296,1,1,1,100.0,27.644230769230756,27.644230769230756,3.0819672131147495,4.9180327868852505,历史1/1次成功; 当前距低点4.92%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
188,71.70146655888763,71.94669841312788,002362,汉王科技,bottom_area,2024-01-23,19.95,2024-01-23,19.15,4.177545691906009,5.796344647519598,29.595588235294123,False,2.2029,5.0775,1,1,1,100.0,12.642487046632112,12.642487046632112,3.822454308093991,4.177545691906009,历史1/1次成功; 当前距低点4.18%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
189,71.69877896819442,70.77783098131984,300567,精测电子,bottom_area,2024-01-23,61.79,2024-01-23,59.8,3.327759197324418,4.448160535117063,32.78633247161965,False,-0.6592,1.8561,1,1,1,100.0,18.414634146341452,18.414634146341452,4.672240802675582,3.327759197324418,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
190,71.54103667140917,71.76298404474342,605188,国光连锁,bottom_area,2024-01-23,7.76,2024-01-23,7.45,4.16107382550335,4.832214765100663,29.383886255924175,False,-0.3851,1.5245,2,2,2,100.0,17.259313800489593,19.218749999999993,3.83892617449665,4.16107382550335,历史2/2次成功; 当前距低点4.16%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
191,71.31960379777097,71.2794866997289,301382,蜂助手,confirmed_rebound,2024-01-23,29.85,2024-01-22,28.71,3.970741901776386,11.529083942877055,28.759305210918107,False,1.4961,6.4226,1,1,1,100.0,16.735366859027195,16.735366859027195,4.029258098223614,3.970741901776386,历史1/1次成功; 当前距低点3.97%; 最新日涨幅1.50%; 状态confirmed_rebound; 底部未确认
192,70.56843368942219,69.43784684197416,301548,崇德科技,bottom_area,2024-01-23,47.66,2024-01-23,46.2,3.160173160173146,3.4632034632034507,30.474040632054173,False,-0.4803,6.6762,1,1,1,100.0,9.156137888004999,9.156137888004999,4.839826839826854,3.160173160173146,历史1/1次成功; 当前距低点3.16%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
193,70.52036703115478,66.00912678880685,688081,兴图新科,bottom_area,2024-01-23,12.49,2024-01-23,12.42,0.5636070853462181,7.246376811594206,29.271070615034162,False,-6.0902,2.559,1,1,1,100.0,8.947048082775403,8.947048082775403,7.436392914653782,0.5636070853462181,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-6.09%; 状态bottom_area; 底部未确认
194,69.6528303339955,65.97753205254213,002861,瀛通通讯,bottom_area,2024-01-23,11.13,2024-01-23,11.0,1.181818181818189,4.818181818181812,28.478543563068925,False,-3.5529,4.958,2,3,2,66.66666666666666,15.40543462591899,18.668012108980825,6.81818181818181,1.181818181818189,历史2/3次成功; 当前距低点1.18%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
195,69.5178678903982,70.5882252935421,300416,苏试试验,bottom_area,2024-01-23,13.77,2024-01-23,13.14,4.794520547945198,5.327245053272445,28.664495114006517,False,2.1513,2.2935,1,1,1,100.0,12.901785714285719,12.901785714285719,3.205479452054802,4.794520547945198,历史1/1次成功; 当前距低点4.79%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
196,69.27332795201586,70.06192205196537,002093,国脉科技,confirmed_rebound,2024-01-23,6.61,2024-01-22,6.32,4.588607594936709,11.234177215189872,28.828828828828833,False,1.5361,0.7385,1,1,1,100.0,17.76315789473684,17.76315789473684,3.411392405063291,4.588607594936709,历史1/1次成功; 当前距低点4.59%; 最新日涨幅1.54%; 状态confirmed_rebound; 底部未确认
197,68.55337932621369,65.64580545375549,688121,卓然股份,bottom_area,2024-01-23,16.31,2024-01-23,16.03,1.7467248908296789,3.9301310043668054,27.95505617977528,False,-0.7304,1.9128,2,3,2,66.66666666666666,10.331567409572514,11.470588235294118,6.253275109170321,1.7467248908296789,历史2/3次成功; 当前距低点1.75%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
198,68.17828758789865,69.16148924687867,000619,海螺新材,confirmed_rebound,2024-01-23,5.74,2024-01-23,5.48,4.744525547445251,8.576642335766419,27.894736842105257,False,-4.3333,7.3259,2,2,2,100.0,30.854879005665808,32.01692524682651,3.255474452554749,4.744525547445251,历史2/2次成功; 当前距低点4.74%; 最新日涨幅-4.33%; 状态confirmed_rebound; 底部未确认
199,67.99072999284273,65.56701149881748,300386,飞天诚信,bottom_area,2024-01-23,8.7,2024-01-23,8.52,2.112676056338025,3.521126760563389,27.17948717948718,False,-0.6849,1.953,2,3,2,66.66666666666666,14.3937969924812,15.037593984962406,5.887323943661975,2.112676056338025,历史2/3次成功; 当前距低点2.11%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
200,66.97764263696537,64.78792030175545,601633,长城汽车,bottom_area,2024-01-23,22.51,2024-01-23,22.01,2.2716946842344385,2.907769195820068,29.68051118210862,False,0.4911,0.2181,2,4,2,50.0,9.125721407580473,10.12706969580286,5.728305315765561,2.2716946842344385,历史2/4次成功; 当前距低点2.27%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
201,64.67944953837406,61.68010333689373,300602,飞荣达,confirmed_rebound,2024-01-23,13.26,2024-01-22,13.06,1.5313935681470083,11.485451761102603,27.88514632799558,False,0.3026,2.5016,1,2,1,50.0,26.890756302520995,26.890756302520995,6.468606431852991,1.5313935681470083,历史1/2次成功; 当前距低点1.53%; 最新日涨幅0.30%; 状态confirmed_rebound; 底部未确认
202,63.66278309865641,61.98056595903137,300655,晶瑞电材,bottom_area,2024-01-23,7.87,2024-01-23,7.67,2.60756192959583,3.1290743155149965,27.436140018921478,False,1.8111,1.3003,1,2,1,50.0,31.482834185536895,31.482834185536895,5.39243807040417,2.60756192959583,历史1/2次成功; 当前距低点2.61%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
203,62.65251199999996,60.242799999999974,300558,贝达药业,bottom_area,2024-01-23,41.6,2024-01-22,40.8,1.960784313725501,7.696078431372551,32.60654112983152,False,1.4634,0.7095,1,2,1,50.0,14.211764705882352,14.211764705882352,6.039215686274499,1.960784313725501,历史1/2次成功; 当前距低点1.96%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
204,62.365941316677166,60.942619144074804,000002,万科A,bottom_area,2024-01-23,9.18,2024-01-23,8.93,2.799552071668533,3.1354983202687694,27.398373983739845,False,1.4365,0.8045,1,2,1,50.0,28.255902513328245,28.255902513328245,5.200447928331467,2.799552071668533,历史1/2次成功; 当前距低点2.80%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
205,62.16364543938958,63.20422514614348,002172,澳洋健康,confirmed_rebound,2024-01-23,3.45,2024-01-23,3.29,4.8632218844984845,9.118541033434644,29.09482758620689,False,-5.4795,7.9186,3,4,3,75.0,21.114898079570036,29.824561403508774,3.136778115501516,4.8632218844984845,历史3/4次成功; 当前距低点4.86%; 最新日涨幅-5.48%; 状态confirmed_rebound; 底部未确认
206,61.89295054188517,61.185883334583124,300458,全志科技,confirmed_rebound,2024-01-23,17.93,2024-01-22,17.34,3.4025374855824673,8.419838523644756,28.992628992629,False,2.2818,1.7538,2,4,2,50.0,13.836929041457784,17.541498429789147,4.597462514417533,3.4025374855824673,历史2/4次成功; 当前距低点3.40%; 最新日涨幅2.28%; 状态confirmed_rebound; 底部未确认
207,61.14720745683325,59.839408441342655,300657,弘信电子,confirmed_rebound,2024-01-23,15.74,2024-01-22,15.3,2.875816993464049,10.326797385620903,31.23595505617977,False,2.1415,2.1459,1,2,1,50.0,33.47457627118643,33.47457627118643,5.124183006535951,2.875816993464049,历史1/2次成功; 当前距低点2.88%; 最新日涨幅2.14%; 状态confirmed_rebound; 底部未确认
208,58.354840579710185,56.39333333333336,000069,华侨城A,bottom_area,2024-01-23,2.76,2024-01-23,2.7,2.2222222222222077,3.7037037037036904,29.319371727748685,False,-0.361,0.6189,1,2,1,50.0,19.193548387096765,19.193548387096765,5.777777777777793,2.2222222222222077,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
209,57.89635012932724,56.993338787499326,002007,华兰生物,bottom_area,2024-01-23,18.48,2024-01-23,17.91,3.1825795644891137,3.6850921273031836,27.046843177189412,False,1.9305,0.6687,1,2,1,50.0,11.718388142658643,11.718388142658643,4.817420435510886,3.1825795644891137,历史1/2次成功; 当前距低点3.18%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
210,57.28780173957512,55.27634791447531,300702,天宇股份,bottom_area,2024-01-23,17.17,2024-01-23,16.81,2.1415823914336887,3.271861986912557,30.53719008264463,False,-0.1163,1.0045,1,2,1,50.0,12.199762187871588,12.199762187871588,5.858417608566311,2.1415823914336887,历史1/2次成功; 当前距低点2.14%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
211,56.97521136444612,56.27811377043761,600171,上海贝岭,bottom_area,2024-01-23,11.69,2024-01-23,11.31,3.359858532272316,3.8019451812555234,31.990378833433546,False,2.0961,0.964,1,2,1,50.0,10.046189376443415,10.046189376443415,4.640141467727684,3.359858532272316,历史1/2次成功; 当前距低点3.36%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
212,56.874001822636494,56.25588164163581,002705,新宝股份,bottom_area,2024-01-23,12.96,2024-01-23,12.53,3.4317637669593095,4.229848363926585,27.151162790697676,False,1.7268,0.7348,1,2,1,50.0,10.808080808080812,10.808080808080812,4.5682362330406905,3.4317637669593095,历史1/2次成功; 当前距低点3.43%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
213,55.980037644815035,54.97151193444212,688158,优刻得,confirmed_rebound,2024-01-23,12.82,2024-01-22,12.44,3.054662379421228,9.405144694533762,32.82937365010799,False,1.746,2.5988,1,2,1,50.0,9.495387954422139,9.495387954422139,4.945337620578772,3.054662379421228,历史1/2次成功; 当前距低点3.05%; 最新日涨幅1.75%; 状态confirmed_rebound; 底部未确认
214,52.26237742673074,52.98027279784798,001914,招商积余,bottom_area,2024-01-23,10.45,2024-01-23,9.98,4.709418837675339,5.811623246492986,29.519774011299432,False,2.1505,0.655,1,2,1,50.0,8.858858858858856,8.858858858858856,3.290581162324661,4.709418837675339,历史1/2次成功; 当前距低点4.71%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
