rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.56536764051675,83.8175474131718,300624,万兴科技,bottom_area,2022-02-15,39.95,2022-02-14,39.08,2.2262026612077905,3.1473899692937666,29.24135433641137,False,0.6551,2.0677,2,2,2,100.0,35.87790043400834,51.195680123425035,17.77379733879221,2.2262026612077905,历史2/2次成功; 当前距低点2.23%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
2,93.50118612205918,81.49633654688873,603368,柳药集团,bottom_area,2022-02-15,16.7,2022-01-28,16.3,2.453987730061341,6.871165644171786,30.282292557741652,False,1.5815,1.8443,1,1,1,100.0,42.85714285714285,42.85714285714285,17.54601226993866,2.453987730061341,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
3,88.59049370706516,79.50428922428924,300511,雪榕生物,bottom_area,2022-02-15,6.93,2022-01-27,6.66,4.054054054054047,8.108108108108109,31.198347107438014,True,0.1445,2.6318,2,2,2,100.0,25.900712191034756,29.220779220779214,15.945945945945954,4.054054054054047,历史2/2次成功; 当前距低点4.05%; 最新日涨幅0.14%; 状态bottom_area; 底部已确认
4,70.88461965218511,63.855315199685634,603196,璞源材料,bottom_area,2022-02-15,7.34,2022-01-27,7.04,4.261363636363634,10.227272727272723,28.960645812310798,True,-1.8717,1.2015,2,3,2,66.66666666666666,22.33633131144113,22.85714285714286,15.738636363636365,4.261363636363634,历史2/3次成功; 当前距低点4.26%; 最新日涨幅-1.87%; 状态bottom_area; 底部已确认
5,61.267469724669866,55.68519585635946,688311,盟升电子,bottom_area,2022-02-15,56.68,2022-02-14,54.11,4.749584180373314,5.119201626316769,29.443212935193635,False,2.6626,0.952,1,2,1,50.0,23.893805309734503,23.893805309734503,15.250415819626687,4.749584180373314,历史1/2次成功; 当前距低点4.75%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
