code,name,latest_date,latest_close,current_stage,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,historical_valid_event_count
002910,庄园牧场,2026-01-06,11.27,bottom_area,16.01,2025-12-31,11.03,2.1758839528558496,3.173164097914791,31.105559025609004,29.606495940037487,False,1
000692,惠天热电,2026-01-06,3.48,bottom_area,4.77,2025-12-17,3.41,2.0527859237536608,6.744868035190615,28.511530398322844,27.0440251572327,False,3
688656,浩欧博,2026-01-06,157.94,bottom_area,209.43,2026-01-05,151.53,4.230185441826699,6.909522866759057,27.64646898725111,24.585780451702245,False,1
601699,潞安环能,2026-01-06,12.19,bottom_area,16.14,2025-12-31,11.74,3.8330494037478644,4.258943781942079,27.261462205700127,24.4733581164808,False,1
601566,九牧王,2026-01-06,13.35,bottom_area,18.68,2026-01-06,13.01,2.6133743274404297,3.9200614911606437,30.35331905781585,28.533190578158457,False,2
600250,南京商旅,2026-01-06,11.46,bottom_area,16.08,2025-12-31,11.3,1.415929203539824,2.6548672566371585,29.726368159203968,28.731343283582078,False,2
001330,博纳影业,2026-01-06,7.59,bottom_area,10.97,2026-01-06,7.45,1.879194630872479,2.550335570469792,32.087511394712855,30.811303555150417,False,1
300705,九典制药,2026-01-06,15.54,bottom_area,20.66,2025-12-30,14.98,3.7383177570093373,3.871829105473966,27.49273959341723,24.782187802516944,False,1
603322,超讯通信,2026-01-06,39.9,bottom_area,55.31,2025-12-26,38.0,4.9999999999999964,5.736842105263157,31.29632977761707,27.861146266497926,False,3
600161,天坛生物,2026-01-06,16.86,bottom_area,22.08,2025-12-24,16.06,4.981320049813205,5.479452054794537,27.264492753623188,23.641304347826082,False,1
002728,特一药业,2026-01-06,11.36,bottom_area,15.05,2025-12-30,10.83,4.893813481071093,6.1865189289012,28.039867109634553,24.518272425249176,False,1
