rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.551749528415,77.37017234775946,000767,晋控电力,bottom_area,2021-04-28,3.21,2021-04-27,3.15,1.9047619047619067,5.396825396825395,27.419354838709676,False,0.627,1.2723,1,1,1,100.0,13.941018766756033,13.941018766756033,6.095238095238094,1.9047619047619067,历史1/1次成功; 当前距低点1.90%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
2,79.89462128995287,75.79901413423538,300437,清水源,bottom_area,2021-04-28,8.01,2021-04-27,7.91,1.2642225031605516,5.689001264222495,30.369718309859152,False,-3.0266,5.2259,1,1,1,100.0,30.330330330330323,30.330330330330323,6.735777496839448,1.2642225031605516,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
3,77.41191623570464,75.22714567966278,002309,中利集团,bottom_area,2021-04-28,4.49,2021-04-27,4.38,2.5114155251141628,4.794520547945204,29.354838709677423,False,0.6726,1.2559,1,1,1,100.0,9.855769230769234,9.855769230769234,5.488584474885838,2.5114155251141628,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
4,76.37279082553304,75.75646702599948,002222,福晶科技,bottom_area,2021-04-28,15.34,2021-04-28,14.81,3.578663065496282,4.321404456448338,30.273069679849336,False,1.6567,4.5208,1,1,1,100.0,25.783972125435533,25.783972125435533,4.421336934503718,3.578663065496282,历史1/1次成功; 当前距低点3.58%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
5,71.41828590564288,72.10898158755668,002352,顺丰控股,bottom_area,2021-04-28,65.48,2021-04-19,62.66,4.500478774337707,7.452920523459945,27.34230055658627,True,0.9403,0.388,1,1,1,100.0,8.27996340347668,8.27996340347668,3.499521225662293,4.500478774337707,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.94%; 状态bottom_area; 底部已确认
6,71.32415489673937,70.39559628197078,600333,长春燃气,bottom_area,2021-04-28,4.67,2021-04-27,4.52,3.318584070796468,5.530973451327434,32.030075187969935,False,-1.4768,1.6883,1,1,1,100.0,16.247139588100683,16.247139588100683,4.681415929203532,3.318584070796468,历史1/1次成功; 当前距低点3.32%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
