rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.6194894488065,89.98884559323686,603215,比依股份,bottom_area,2024-07-17,11.66,2024-07-09,11.5,1.3913043478260883,6.956521739130441,32.70918665886483,False,0.0,0.8996,4,4,4,100.0,25.48935218430281,36.01562499999999,6.608695652173912,1.3913043478260883,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,85.256272747756,79.53470628044927,603113,金能科技,bottom_area,2024-07-17,5.16,2024-07-17,5.14,0.3891050583657678,2.1400778210116793,29.005524861878463,False,-1.3384,0.7784,5,5,5,100.0,19.31110652431836,31.03448275862069,7.610894941634232,0.3891050583657678,历史5/5次成功; 当前距低点0.39%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
13,85.20785494449302,79.9809320605368,002346,柘中股份,bottom_area,2024-07-17,7.1,2024-07-16,7.05,0.7092198581560258,3.2624113475177365,28.57142857142857,False,0.2825,0.2683,3,3,3,100.0,19.827706113615825,34.89010989010989,7.290780141843975,0.7092198581560258,历史3/3次成功; 当前距低点0.71%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
14,83.94761272424799,81.88911568769493,002838,道恩股份,confirmed_rebound,2024-07-17,8.72,2024-07-09,8.49,2.7090694935217954,9.422850412249693,32.511923688394276,True,-1.2458,0.4163,5,5,5,100.0,21.59029103722908,38.59649122807017,5.290930506478205,2.7090694935217954,历史5/5次成功; 当前距低点2.71%; 最新日涨幅-1.25%; 状态confirmed_rebound; 底部已确认
15,83.7223265445599,79.43741106825838,000657,中钨高新,bottom_area,2024-07-17,8.78,2024-07-09,8.67,1.2687427912341342,7.6124567474048455,28.465346534653463,True,-2.4444,1.2097,2,2,2,100.0,13.87174533479693,15.120000000000006,6.731257208765866,1.2687427912341342,历史2/2次成功; 当前距低点1.27%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
16,83.61058724199525,77.41721040925485,000811,冰轮环境,bottom_area,2024-07-17,8.58,2024-07-17,8.58,0.0,2.9137529137529135,27.777777777777786,False,-2.5,1.5871,3,3,3,100.0,32.0817763938432,47.451868629671566,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
17,83.44274612141628,78.25996685921652,002125,湘潭电化,bottom_area,2024-07-17,9.06,2024-07-09,9.0,0.6666666666666722,7.555555555555553,28.684627575277332,True,-2.1598,1.2795,3,3,3,100.0,23.333155157078114,32.067510548523195,7.333333333333328,0.6666666666666722,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
18,83.31115978582926,80.0966156125778,605123,派克新材,bottom_area,2024-07-17,48.0,2024-07-09,47.08,1.9541206457094344,5.947323704333059,31.649245063879206,False,0.2088,0.5647,2,2,2,100.0,12.537691853738242,15.71713589004656,6.045879354290566,1.9541206457094344,历史2/2次成功; 当前距低点1.95%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
19,83.25456951082295,80.8531280959669,600955,维远股份,bottom_area,2024-07-17,14.06,2024-07-09,13.72,2.478134110787171,7.069970845481041,28.911917098445596,True,-0.142,0.116,3,3,3,100.0,19.641257357858347,25.969084423305596,5.52186588921283,2.478134110787171,历史3/3次成功; 当前距低点2.48%; 最新日涨幅-0.14%; 状态bottom_area; 底部已确认
20,83.19343562159973,81.59705735660847,002687,乔治白,bottom_area,2024-07-17,4.13,2024-07-09,4.01,2.992518703241898,6.733167082294276,31.45299145299145,False,0.4866,0.5109,1,1,1,100.0,64.00000000000001,64.00000000000001,5.007481296758103,2.992518703241898,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
21,83.06891088342051,77.59081255147312,002853,皮阿诺,bottom_area,2024-07-17,6.64,2024-07-17,6.61,0.4538577912254063,3.32829046898638,28.308026030368765,False,-0.5988,2.7964,4,4,4,100.0,9.653808147672265,10.012836970474972,7.546142208774594,0.4538577912254063,历史4/4次成功; 当前距低点0.45%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
22,82.81876146878528,78.4660523687736,603325,博隆技术,bottom_area,2024-07-17,60.21,2024-07-16,59.5,1.1932773109243713,2.8403361344537776,31.356714351638214,False,-0.9704,1.0696,1,1,1,100.0,33.584541062801925,33.584541062801925,6.806722689075628,1.1932773109243713,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
23,82.39874499811029,76.79480012418338,601515,衢州东峰,bottom_area,2024-07-17,2.96,2024-07-17,2.95,0.3389830508474504,2.0338983050847323,29.761904761904763,False,-1.3333,0.6026,3,3,3,100.0,20.632696129653542,34.48275862068966,7.6610169491525495,0.3389830508474504,历史3/3次成功; 当前距低点0.34%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
24,82.15384739244588,76.33863928240395,000697,炼石航空,bottom_area,2024-07-17,5.44,2024-07-10,5.43,0.18416206261511373,5.893186003683247,28.83355176933159,False,-1.982,0.9435,3,3,3,100.0,16.282412823475326,27.861771058315338,7.815837937384887,0.18416206261511373,历史3/3次成功; 当前距低点0.18%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
25,82.05751955952152,78.4762719491798,603308,应流股份,bottom_area,2024-07-17,11.5,2024-07-09,11.31,1.679929266136158,7.6923076923076845,31.867469879518072,True,-1.1178,0.6734,2,2,2,100.0,13.744681053603557,14.186046511627906,6.320070733863842,1.679929266136158,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-1.12%; 状态bottom_area; 底部已确认
26,81.9692131862727,76.09360522213264,002246,北化股份,bottom_area,2024-07-17,7.47,2024-07-17,7.46,0.1340482573726513,3.2171581769437028,29.422894985808895,False,-3.1128,2.0196,3,3,3,100.0,24.565780908291877,31.992687385740403,7.865951742627349,0.1340482573726513,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
27,81.92641466608468,75.85779135748581,600973,宝胜股份,bottom_area,2024-07-17,3.21,2024-07-17,3.21,0.0,1.8691588785046744,30.669546436285096,False,-1.8349,0.5176,2,2,2,100.0,40.36446966390223,46.551724137931025,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
28,81.41138825760508,75.5731850088378,002531,天顺风能,bottom_area,2024-07-17,7.57,2024-07-16,7.56,0.1322751322751412,2.6455026455026482,32.68032056990206,False,-1.4323,0.6717,3,3,3,100.0,11.531033927016717,15.128205128205142,7.86772486772486,0.1322751322751412,历史3/3次成功; 当前距低点0.13%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
29,81.40564284132658,77.51157939327038,002706,良信股份,bottom_area,2024-07-17,6.29,2024-07-08,6.2,1.451612903225804,5.806451612903216,29.943502824858754,False,0.4792,1.1511,3,4,3,75.0,13.31320867002797,14.727153188691638,6.548387096774196,1.451612903225804,历史3/4次成功; 当前距低点1.45%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
30,81.32848056885265,80.26492871834049,002043,兔宝宝,bottom_area,2024-07-17,9.66,2024-07-11,9.35,3.31550802139038,5.026737967914445,28.076923076923077,False,1.2579,1.2287,3,3,3,100.0,13.463908640379232,15.96638655462185,4.68449197860962,3.31550802139038,历史3/3次成功; 当前距低点3.32%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
31,81.25655769541447,81.63289919679632,600155,华创云信,bottom_area,2024-07-17,5.9,2024-07-08,5.66,4.240282685512371,7.59717314487632,27.806122448979586,True,0.1698,0.6683,2,2,2,100.0,39.627654407336166,46.19883040935671,3.759717314487629,4.240282685512371,历史2/2次成功; 当前距低点4.24%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
32,81.09547924333457,75.82361458661393,000923,河钢资源,bottom_area,2024-07-17,15.89,2024-07-17,15.81,0.5060088551549656,3.5420619860847595,28.364295423652013,False,-2.5153,1.7169,3,3,3,100.0,17.458681593372262,27.519999999999996,7.493991144845034,0.5060088551549656,历史3/3次成功; 当前距低点0.51%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
33,80.94881257118004,76.82551889864516,002416,爱施德,bottom_area,2024-07-17,8.69,2024-07-05,8.58,1.2820512820512755,6.17715617715617,29.901960784313726,False,-1.1377,0.3698,2,2,2,100.0,9.185999041516526,9.811320754716984,6.717948717948724,1.2820512820512755,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
34,79.85970262121255,74.82720620396547,605580,恒盛能源,bottom_area,2024-07-17,8.16,2024-07-09,8.11,0.6165228113440285,7.274969173859431,28.859649122807024,True,-1.5682,1.6149,2,2,2,100.0,20.929452762526086,27.66233766233766,7.383477188655972,0.6165228113440285,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-1.57%; 状态bottom_area; 底部已确认
35,79.70145869100119,75.83839323139023,600970,中材国际,bottom_area,2024-07-17,10.02,2024-07-12,9.88,1.4170040485829836,6.983805668016188,27.03101920236336,False,-2.2439,0.6295,1,1,1,100.0,22.19979818365287,22.19979818365287,6.5829959514170175,1.4170040485829836,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
36,79.68157567037971,77.93940082833457,600062,华润双鹤,bottom_area,2024-07-17,17.68,2024-07-17,17.19,2.8504944735311137,3.199534613147162,28.76087857438872,False,1.4925,1.1497,2,2,2,100.0,11.927571118201655,13.741034352585885,5.149505526468887,2.8504944735311137,历史2/2次成功; 当前距低点2.85%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
37,79.61015778260482,80.07933096000028,605567,春雪食品,bottom_area,2024-07-17,7.51,2024-07-09,7.2,4.30555555555555,7.638888888888887,29.961089494163417,True,0.0,1.0042,2,2,2,100.0,32.07525605734906,36.46616541353383,3.69444444444445,4.30555555555555,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
38,79.58116504053058,76.12994104642594,000629,钒钛股份,bottom_area,2024-07-17,2.4,2024-07-10,2.36,1.6949152542372898,6.779661016949159,28.484848484848484,False,-1.2346,0.4461,1,1,1,100.0,27.173913043478265,27.173913043478265,6.305084745762709,1.6949152542372898,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
39,79.46408254612552,79.64901958368131,002386,天原股份,confirmed_rebound,2024-07-17,3.79,2024-07-09,3.64,4.120879120879118,9.340659340659336,27.920792079207917,True,-1.0444,0.3048,4,4,4,100.0,26.852817092933762,48.85290148448042,3.879120879120882,4.120879120879118,历史4/4次成功; 当前距低点4.12%; 最新日涨幅-1.04%; 状态confirmed_rebound; 底部已确认
40,79.27008203513455,74.27719414599659,600389,江山股份,bottom_area,2024-07-17,13.02,2024-07-16,12.94,0.6182380216383313,2.6275115919629046,29.289617486338805,False,0.1538,0.8086,1,1,1,100.0,21.380520620064356,21.380520620064356,7.381761978361669,0.6182380216383313,历史1/1次成功; 当前距低点0.62%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
41,79.19072560602613,77.1184743912224,603282,亚光股份,bottom_area,2024-07-17,15.66,2024-07-09,15.26,2.6212319790301466,7.7326343381389355,27.848699763593377,True,-0.2548,0.469,1,1,1,100.0,34.64991023339317,34.64991023339317,5.378768020969854,2.6212319790301466,历史1/1次成功; 当前距低点2.62%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
42,79.07074614272744,74.21013042859926,002803,吉宏股份,bottom_area,2024-07-17,10.04,2024-07-10,9.97,0.7021063189568556,6.018054162487458,32.40677966101694,False,-0.3968,1.382,2,2,2,100.0,27.854477611940297,41.25000000000001,7.297893681043144,0.7021063189568556,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
43,78.79774814321044,76.95452596442189,002145,钛能化学,confirmed_rebound,2024-07-17,3.34,2024-07-01,3.25,2.7692307692307647,8.307692307692308,31.72268907563025,True,-0.8902,0.6257,3,3,3,100.0,12.46436622724744,16.649537512846855,5.230769230769235,2.7692307692307647,历史3/3次成功; 当前距低点2.77%; 最新日涨幅-0.89%; 状态confirmed_rebound; 底部已确认
44,78.73581740537514,74.10750800944767,601717,中创智领,bottom_area,2024-07-17,13.04,2024-07-17,12.93,0.850734725444698,2.629543696829079,28.563535911602216,False,-1.2869,1.1534,2,2,2,100.0,29.124640771298786,35.43478260869567,7.149265274555303,0.850734725444698,历史2/2次成功; 当前距低点0.85%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
45,78.60841168715214,76.36346276887633,002860,星帅尔,confirmed_rebound,2024-07-17,7.81,2024-07-09,7.62,2.4934383202099673,8.398950131233592,28.984156570363467,True,-1.5132,1.3422,2,2,2,100.0,22.572592144919646,30.917874396135282,5.506561679790033,2.4934383202099673,历史2/2次成功; 当前距低点2.49%; 最新日涨幅-1.51%; 状态confirmed_rebound; 底部已确认
46,78.33537105080252,77.22737428912214,000705,浙江震元,bottom_area,2024-07-17,6.97,2024-07-09,6.75,3.2592592592592555,6.518518518518525,30.555555555555557,False,-0.9943,1.4673,3,3,3,100.0,18.916588173296947,34.04605263157895,4.740740740740745,3.2592592592592555,历史3/3次成功; 当前距低点3.26%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
47,77.98349529932209,78.32982405507512,688151,华强科技,confirmed_rebound,2024-07-17,11.58,2024-07-09,11.11,4.230423042304237,9.36093609360937,27.051871306631654,True,0.7833,0.602,2,2,2,100.0,31.9633795243483,32.022471910112344,3.769576957695764,4.230423042304237,历史2/2次成功; 当前距低点4.23%; 最新日涨幅0.78%; 状态confirmed_rebound; 底部已确认
48,77.72868007521454,76.80501195755508,603317,天味食品,bottom_area,2024-07-17,10.71,2024-07-17,10.36,3.3783783783783923,3.957528957528959,29.283276450511952,False,1.3245,0.4395,2,2,2,100.0,12.299541184181786,14.347826086956525,4.621621621621608,3.3783783783783923,历史2/2次成功; 当前距低点3.38%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
49,77.55541567695964,71.81057007125892,300349,金卡智能,bottom_area,2024-07-17,10.82,2024-07-17,10.82,0.0,3.604436229205181,27.431254191817573,False,-3.3929,1.3218,1,1,1,100.0,45.48693586698337,45.48693586698337,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
50,77.5290376933818,77.73611133043819,605099,共创草坪,confirmed_rebound,2024-07-17,18.62,2024-07-09,17.88,4.138702460850123,9.060402684563766,28.96305125148988,True,1.4714,0.1319,1,1,1,100.0,44.31372549019606,44.31372549019606,3.861297539149877,4.138702460850123,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.47%; 状态confirmed_rebound; 底部已确认
51,77.528253079673,75.22392524311185,002430,杭氧股份,bottom_area,2024-07-17,18.96,2024-07-16,18.51,2.4311183144246313,3.1334413830361876,32.073394495412835,False,1.9355,0.6358,1,1,1,100.0,8.854166666666677,8.854166666666677,5.568881685575369,2.4311183144246313,历史1/1次成功; 当前距低点2.43%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
52,77.43663041550526,73.0716542165172,001218,丽臣实业,bottom_area,2024-07-17,14.37,2024-07-09,14.23,0.9838369641602164,6.60576247364722,28.131313131313128,False,-0.4848,0.5979,2,2,2,100.0,25.18711018711019,29.999999999999993,7.016163035839784,0.9838369641602164,历史2/2次成功; 当前距低点0.98%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
53,77.28751798654183,76.24440611162339,600186,莲花控股,confirmed_rebound,2024-07-17,3.45,2024-06-24,3.34,3.293413173652705,8.083832335329342,27.074235807860266,True,-1.7094,1.1628,2,2,2,100.0,31.7386459545783,53.49544072948328,4.706586826347295,3.293413173652705,历史2/2次成功; 当前距低点3.29%; 最新日涨幅-1.71%; 状态confirmed_rebound; 底部已确认
54,77.22539168948268,73.73180277166482,603357,设计总院,confirmed_rebound,2024-07-17,8.29,2024-07-09,8.16,1.5931372549019485,8.578431372549012,27.978817299205648,True,-2.1251,1.0182,1,1,1,100.0,14.054600606673395,14.054600606673395,6.406862745098052,1.5931372549019485,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-2.13%; 状态confirmed_rebound; 底部已确认
55,77.21561650071128,75.312972972973,603012,创力集团,bottom_area,2024-07-17,4.18,2024-07-09,4.07,2.7027027027026884,6.633906633906624,27.19141323792486,False,-0.7126,0.6298,1,1,1,100.0,35.13513513513512,35.13513513513512,5.297297297297312,2.7027027027026884,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
56,76.99781598595729,76.16349389515558,002172,澳洋健康,confirmed_rebound,2024-07-17,2.41,2024-07-09,2.33,3.433476394849788,8.154506437768237,30.03003003003003,True,0.8368,0.5957,4,5,4,80.0,20.54741976028543,29.824561403508774,4.566523605150212,3.433476394849788,历史4/5次成功; 当前距低点3.43%; 最新日涨幅0.84%; 状态confirmed_rebound; 底部已确认
57,76.9833556373369,72.41008698561393,000068,华控赛格,bottom_area,2024-07-17,2.47,2024-07-16,2.45,0.8163265306122455,3.265306122448964,30.19943019943019,False,0.4065,0.8561,1,1,1,100.0,13.7704918032787,13.7704918032787,7.183673469387755,0.8163265306122455,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
58,76.8626703916477,72.46375733068304,603187,海容冷链,bottom_area,2024-07-17,10.78,2024-07-17,10.68,0.936329588014978,1.4981273408239715,30.694354315379623,False,0.0,0.7605,1,1,1,100.0,15.530047265361235,15.530047265361235,7.063670411985022,0.936329588014978,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
59,76.64782526440897,71.58514023511385,002698,博实股份,bottom_area,2024-07-17,11.21,2024-07-16,11.16,0.44802867383513184,3.046594982078852,29.722921914357688,False,-1.5803,0.7043,2,2,2,100.0,10.627126943322317,11.142857142857146,7.5519713261648675,0.44802867383513184,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
60,76.5565176308802,75.25561652116757,300569,天能重工,confirmed_rebound,2024-07-17,3.98,2024-07-09,3.86,3.108808290155443,8.290155440414503,27.443609022556398,True,-1.2407,0.5129,2,2,2,100.0,24.159674315709548,40.25316455696202,4.891191709844557,3.108808290155443,历史2/2次成功; 当前距低点3.11%; 最新日涨幅-1.24%; 状态confirmed_rebound; 底部已确认
61,76.35655076680132,73.28900658606837,600230,沧州大化,bottom_area,2024-07-17,9.27,2024-07-10,9.1,1.8681318681318675,6.1538461538461595,28.62745098039216,False,-0.5365,0.4597,1,1,1,100.0,14.02337228714524,14.02337228714524,6.131868131868133,1.8681318681318675,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
62,76.08943554128153,70.75200368438902,600295,鄂尔多斯,bottom_area,2024-07-17,9.12,2024-07-17,9.1,0.21978021978021509,2.857142857142855,32.442464736451385,False,-2.4599,0.4019,1,1,1,100.0,20.016680567139286,20.016680567139286,7.780219780219785,0.21978021978021509,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
63,75.9303950545267,71.57050381306998,001336,楚环科技,bottom_area,2024-07-17,16.35,2024-07-17,16.2,0.925925925925939,4.691358024691368,32.103939647946355,False,-3.3116,6.358,2,2,2,100.0,26.62158561387693,40.95427435387674,7.07407407407406,0.925925925925939,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
64,75.86550787155696,72.81481807960124,603036,如通股份,bottom_area,2024-07-17,9.28,2024-07-17,9.11,1.8660812294182212,6.256860592755217,28.82812500000001,False,-2.4185,1.4371,1,1,1,100.0,11.448834853090181,11.448834853090181,6.133918770581779,1.8660812294182212,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-2.42%; 状态bottom_area; 底部未确认
65,75.72113146896535,70.8592555413132,002367,康力电梯,bottom_area,2024-07-17,5.48,2024-07-09,5.45,0.5504587155963349,5.321100917431193,29.036458333333325,False,-0.3636,0.4741,1,1,1,100.0,24.646781789638936,24.646781789638936,7.449541284403666,0.5504587155963349,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
66,75.708160634997,71.13608699096521,603128,华贸物流,bottom_area,2024-07-17,5.29,2024-07-17,5.25,0.7619047619047626,3.2380952380952364,27.48618784530387,False,-0.3766,1.4662,2,2,2,100.0,12.060375527462716,15.267175572519085,7.238095238095238,0.7619047619047626,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
67,75.35768007352642,76.5908101094308,002555,三七互娱,bottom_area,2024-07-17,12.77,2024-07-09,12.18,4.844006568144498,6.732348111658459,30.28048082427017,False,1.1886,2.5999,3,3,3,100.0,12.447016584947619,16.78160919540231,3.155993431855502,4.844006568144498,历史3/3次成功; 当前距低点4.84%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
68,75.27198584202385,73.59369874327709,001308,康冠科技,bottom_area,2024-07-17,21.82,2024-07-09,21.22,2.827521206409055,6.456173421300665,29.101236217841635,False,-1.0879,1.6538,1,1,1,100.0,27.421758569299566,27.421758569299566,5.172478793590946,2.827521206409055,历史1/1次成功; 当前距低点2.83%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
69,75.24813109079808,75.29054830110856,603060,国检集团,confirmed_rebound,2024-07-17,5.68,2024-07-09,5.46,4.029304029304025,9.157509157509157,31.835205992509362,True,-0.5254,0.1118,3,3,3,100.0,18.964309074848,36.2098138747885,3.9706959706959752,4.029304029304025,历史3/3次成功; 当前距低点4.03%; 最新日涨幅-0.53%; 状态confirmed_rebound; 底部已确认
70,74.97447040745796,75.26582197639885,002176,江特电机,confirmed_rebound,2024-07-17,7.44,2024-07-09,7.14,4.2016806722689175,10.644257703081243,32.83160865475072,True,-1.0638,1.0487,3,3,3,100.0,20.944375855763404,39.01808785529715,3.7983193277310825,4.2016806722689175,历史3/3次成功; 当前距低点4.20%; 最新日涨幅-1.06%; 状态confirmed_rebound; 底部已确认
71,74.91424459692486,74.84655192919855,603218,日月股份,bottom_area,2024-07-17,9.73,2024-07-05,9.36,3.952991452991464,6.623931623931635,27.216174183514774,False,-0.1027,0.4823,1,1,1,100.0,47.95361527967258,47.95361527967258,4.047008547008536,3.952991452991464,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
72,74.6900579536599,74.6972490245648,002254,泰和新材,confirmed_rebound,2024-07-17,8.31,2024-07-09,7.99,4.005006257822282,8.760951188986224,31.416309012875537,True,-0.1202,0.6155,2,2,2,100.0,32.14335103440648,38.58695652173914,3.994993742177719,4.005006257822282,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-0.12%; 状态confirmed_rebound; 底部已确认
