rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.40164569803733,86.78574497973766,603032,德新科技,bottom_area,2024-01-30,16.82,2024-01-30,16.51,1.877649909145964,6.8443367655966005,30.630252100840334,False,0.1787,4.3795,4,4,4,100.0,14.23003641177667,25.53191489361702,6.122350090854036,1.877649909145964,历史4/4次成功; 当前距低点1.88%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
2,84.66940594046888,80.5196761065963,603099,长白山,confirmed_rebound,2024-01-30,28.5,2024-01-29,28.11,1.3874066168623287,11.704019921736034,30.506798516687272,False,0.3875,10.1198,2,2,2,100.0,18.08044727442149,24.671532846715323,6.612593383137671,1.3874066168623287,历史2/2次成功; 当前距低点1.39%; 最新日涨幅0.39%; 状态confirmed_rebound; 底部未确认
3,82.7751156594516,76.76755572446729,605399,晨光新材,bottom_area,2024-01-30,11.93,2024-01-30,11.92,0.08389261744966264,6.375838926174494,29.00536033353186,False,-9.8943,4.6896,2,2,2,100.0,44.24102630243285,52.857533497402244,7.916107382550337,0.08389261744966264,历史2/2次成功; 当前距低点0.08%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
4,82.6109060225813,76.91664640360561,603305,旭升集团,bottom_area,2024-01-30,13.94,2024-01-30,13.9,0.2877697841726557,4.532374100719417,30.98311817279047,False,-2.5175,0.9429,3,3,3,100.0,20.660008126447625,32.41061130334487,7.712230215827344,0.2877697841726557,历史3/3次成功; 当前距低点0.29%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
5,82.09288519023366,76.45441618004381,300769,德方纳米,bottom_area,2024-01-30,43.26,2024-01-30,43.13,0.30141432877346497,5.100857871551114,31.124241456403702,False,-3.2431,3.595,5,5,5,100.0,11.890542202404806,20.592193808882907,7.698585671226535,0.30141432877346497,历史5/5次成功; 当前距低点0.30%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
6,81.8191363792607,76.08067123702853,603160,汇顶科技,bottom_area,2024-01-30,54.57,2024-01-30,54.45,0.22038567493112476,4.3158861340679415,31.937499999999996,False,-0.4197,0.9479,3,3,3,100.0,15.339519225115597,20.747474747474755,7.779614325068876,0.22038567493112476,历史3/3次成功; 当前距低点0.22%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
7,81.72142154895377,76.48155825900774,300354,东华测试,bottom_area,2024-01-30,36.21,2024-01-30,36.01,0.555401277422946,6.16495417939461,29.846093902201442,False,-0.2479,3.0015,2,2,2,100.0,38.26813533081753,39.34343434343434,7.444598722577054,0.555401277422946,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
8,81.59906286437898,76.13812172030214,300432,富临精工,bottom_area,2024-01-30,7.54,2024-01-30,7.51,0.39946737683089545,5.326231691078567,32.46402877697842,False,-4.0712,1.1049,4,4,4,100.0,11.39197494342242,13.323239969719907,7.600532623169105,0.39946737683089545,历史4/4次成功; 当前距低点0.40%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
9,81.43972717438815,77.52552270140154,002837,英维克,confirmed_rebound,2024-01-30,20.44,2024-01-30,20.15,1.439205955335001,9.230769230769246,28.189593727726304,False,-8.0522,3.6263,3,3,3,100.0,18.639313330996423,24.517374517374524,6.560794044665,1.439205955335001,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-8.05%; 状态confirmed_rebound; 底部未确认
10,80.30968202433763,74.45554558470641,300661,圣邦股份,bottom_area,2024-01-30,60.55,2024-01-30,60.51,0.06610477607006965,4.048917534291857,32.391061452513966,False,-2.496,0.7791,2,2,2,100.0,21.377765990033247,31.832606108687024,7.93389522392993,0.06610477607006965,历史2/2次成功; 当前距低点0.07%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
11,79.9880152749441,74.6653707709157,688095,福昕软件,bottom_area,2024-01-30,50.13,2024-01-30,49.92,0.42067307692307865,5.208333333333337,30.24035774175517,False,-3.4104,1.6922,3,3,3,100.0,20.400566593012503,31.679509356817103,7.579326923076922,0.42067307692307865,历史3/3次成功; 当前距低点0.42%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
12,79.02354955534975,76.91329313714645,000723,美锦能源,confirmed_rebound,2024-01-30,5.54,2024-01-22,5.4,2.592592592592587,9.07407407407406,28.28685258964143,True,-2.1201,0.5751,2,2,2,100.0,26.74410886159975,30.434782608695667,5.407407407407414,2.592592592592587,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-2.12%; 状态confirmed_rebound; 底部已确认
13,78.85412505016885,77.82824394858747,002843,泰嘉股份,bottom_area,2024-01-30,19.3,2024-01-30,18.68,3.31905781584583,4.657387580299791,29.906191369606,False,-0.1035,1.6447,3,3,3,100.0,22.880084778042797,31.56626506024095,4.68094218415417,3.31905781584583,历史3/3次成功; 当前距低点3.32%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
14,78.19033542347246,72.96624695463932,000887,中鼎股份,bottom_area,2024-01-30,9.9,2024-01-30,9.86,0.40567951318459355,3.9553752535497018,27.232472324723254,False,-2.4631,0.9921,2,2,2,100.0,17.53331314354936,23.84615384615385,7.594320486815406,0.40567951318459355,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
15,78.06860170719531,75.43123069027783,300463,迈克生物,confirmed_rebound,2024-01-30,12.47,2024-01-23,12.2,2.213114754098372,8.606557377049187,29.804372842347526,True,-2.0424,0.6402,2,2,2,100.0,14.12436736355977,14.159515396264513,5.786885245901628,2.213114754098372,历史2/2次成功; 当前距低点2.21%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
16,77.71171729276105,72.07663492583234,300682,朗新科技,bottom_area,2024-01-30,11.44,2024-01-30,11.43,0.08748906386701476,5.686789151356083,30.936555891238676,False,-3.0508,1.2414,2,2,2,100.0,19.0651074809093,21.503593145384194,7.9125109361329855,0.08748906386701476,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
17,77.69812251496143,76.52299786763396,688017,绿的谐波,confirmed_rebound,2024-01-30,109.4,2024-01-30,106.0,3.2075471698113263,9.999999999999995,31.3915857605178,False,0.3762,1.3815,2,2,2,100.0,18.90433018711707,22.08643815201191,4.792452830188674,3.2075471698113263,历史2/2次成功; 当前距低点3.21%; 最新日涨幅0.38%; 状态confirmed_rebound; 底部未确认
18,76.79670601190853,72.19431822506088,300421,力星股份,bottom_area,2024-01-30,8.96,2024-01-30,8.89,0.7874015748031528,5.7367829021372305,32.13740458015267,False,-3.2397,4.2535,2,2,2,100.0,28.27738610544126,43.59974009096816,7.212598425196848,0.7874015748031528,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
19,76.7195226069976,74.49509670235494,002151,北斗星通,confirmed_rebound,2024-01-30,25.72,2024-01-24,25.1,2.4701195219123404,8.804780876494013,31.13854595336077,True,-1.7571,1.2642,1,1,1,100.0,28.90843662534986,28.90843662534986,5.52988047808766,2.4701195219123404,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-1.76%; 状态confirmed_rebound; 底部已确认
20,76.67631333438003,72.09419976809181,002803,吉宏股份,bottom_area,2024-01-30,15.18,2024-01-30,15.06,0.7968127490039788,4.913678618857903,27.769784172661872,False,-3.8632,3.6639,2,2,2,100.0,27.854477611940297,41.25000000000001,7.203187250996021,0.7968127490039788,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
21,76.49962496416867,71.47123166380338,000516,国际医学,bottom_area,2024-01-30,6.47,2024-01-30,6.44,0.46583850931676024,4.347826086956511,31.995776135163673,False,-2.9985,0.9755,1,1,1,100.0,26.89969604863221,26.89969604863221,7.53416149068324,0.46583850931676024,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
22,76.48886614186836,75.73260228733008,605158,华达新材,confirmed_rebound,2024-01-30,7.13,2024-01-24,6.89,3.4833091436865056,10.59506531204645,28.15432742440042,True,0.8487,3.3441,1,1,1,100.0,25.5083179297597,25.5083179297597,4.516690856313494,3.4833091436865056,历史1/1次成功; 当前距低点3.48%; 最新日涨幅0.85%; 状态confirmed_rebound; 底部已确认
23,76.48834851720434,70.82254492333735,002050,三花智控,bottom_area,2024-01-30,20.61,2024-01-30,20.61,0.0,5.822416302765644,30.0169779286927,False,-0.9611,1.1156,2,2,2,100.0,13.293252276007243,13.890426120641935,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
24,75.94779847246795,70.59211775387901,301525,儒竞科技,bottom_area,2024-01-30,65.44,2024-01-30,65.31,0.19905068136578694,4.516919307916097,29.402226786293372,False,-4.7175,3.9231,1,1,1,100.0,29.118028534370954,29.118028534370954,7.800949318634213,0.19905068136578694,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
25,75.55854201145958,69.96161297357368,605577,龙版传媒,bottom_area,2024-01-30,22.46,2024-01-30,22.46,0.0,5.431878895814776,30.785824345146384,False,-9.98,12.7378,3,4,3,75.0,39.71297297620256,80.80939947780678,8.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
