rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.27215263675917,78.64748041274358,600325,华发股份,bottom_area,2023-11-20,7.85,2023-11-16,7.77,1.0296010296010305,3.8610038610038706,29.746835443037984,False,-0.7585,0.7869,1,1,1,100.0,32.553606237816766,32.553606237816766,6.9703989703989695,1.0296010296010305,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
2,79.65651199473231,74.8254792003498,600048,保利发展,bottom_area,2023-11-20,10.78,2023-10-30,10.7,0.7476635514018699,5.981308411214959,28.139691067830768,False,-0.5535,0.4995,2,2,2,100.0,31.721247836269217,31.987577639751546,7.252336448598131,0.7476635514018699,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
3,77.0487774613628,76.58399185561836,605255,天普股份,bottom_area,2023-11-20,18.85,2023-11-17,18.18,3.685368536853695,3.960396039603954,28.000000000000004,False,1.2896,5.5134,2,2,2,100.0,14.874366234649367,16.069142125480155,4.314631463146306,3.685368536853695,历史2/2次成功; 当前距低点3.69%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
4,76.06217220345677,77.32707515811994,000928,中钢国际,bottom_area,2023-11-20,6.26,2023-10-23,5.97,4.857621440536014,6.700167504187611,31.06235565819862,False,0.8052,1.5002,3,3,3,100.0,16.57232280936585,18.798449612403097,3.142378559463986,4.857621440536014,历史3/3次成功; 当前距低点4.86%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
5,73.5664840418764,72.91832118688187,000631,顺发恒能,bottom_area,2023-11-20,3.51,2023-11-03,3.39,3.539823008849548,6.194690265486724,31.515151515151512,False,0.2857,1.2107,1,1,1,100.0,10.04901960784314,10.04901960784314,4.460176991150452,3.539823008849548,历史1/1次成功; 当前距低点3.54%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
