rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,101.39897505668935,86.0934693877551,002687,乔治白,bottom_area,2024-08-22,3.96,2024-08-22,3.92,1.020408163265307,1.785714285714293,32.99145299145299,False,0.0,0.6725,1,1,1,100.0,64.00000000000001,64.00000000000001,18.979591836734695,1.020408163265307,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,94.90405433910594,79.94380932013358,002219,新里程,bottom_area,2024-08-22,1.71,2024-08-22,1.7,0.5882352941176475,2.941176470588238,28.870292887029294,False,0.0,0.8898,2,2,2,100.0,34.81175156302061,45.685279187817265,19.411764705882355,0.5882352941176475,历史2/2次成功; 当前距低点0.59%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,90.51197722336057,78.4176106441276,600011,华能国际,bottom_area,2024-08-22,7.21,2024-08-21,7.06,2.12464589235128,2.4079320113314564,28.686868686868692,False,0.4178,0.3869,1,1,1,100.0,22.267759562841515,22.267759562841515,17.87535410764872,2.12464589235128,历史1/1次成功; 当前距低点2.12%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
4,88.76729604617964,74.92285537842682,300411,金盾股份,bottom_area,2024-08-22,10.12,2024-08-22,10.05,0.6965174129353084,3.5820895522388,31.164383561643827,False,-1.7476,5.6685,2,2,2,100.0,31.617823010318947,33.550488599348526,19.303482587064693,0.6965174129353084,历史2/2次成功; 当前距低点0.70%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
5,88.33620834498764,73.88744084336332,002715,登云股份,bottom_area,2024-08-22,9.89,2024-08-22,9.87,0.20263424518745035,3.8500506585613046,29.449606862044327,False,-2.6575,1.8275,1,1,1,100.0,36.66369313113291,36.66369313113291,19.797365754812553,0.20263424518745035,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
6,87.64176299376298,73.03480249480249,001218,丽臣实业,bottom_area,2024-08-22,13.69,2024-08-22,13.69,0.0,1.6070124178232332,30.85858585858586,False,-1.0123,0.4287,2,2,2,100.0,25.18711018711019,29.999999999999993,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
7,84.97951549240823,75.11306562425966,603367,辰欣药业,bottom_area,2024-08-22,13.14,2024-07-30,12.73,3.2207384131971732,9.112333071484683,27.048710601719193,True,-0.6051,0.3203,1,1,1,100.0,31.216931216931226,31.216931216931226,16.77926158680283,3.2207384131971732,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
8,84.91639168435552,70.9838578294966,000906,浙商中拓,bottom_area,2024-08-22,5.91,2024-08-22,5.9,0.1694915254237252,1.8644067796610073,27.784577723378206,False,-1.1706,0.4393,1,1,1,100.0,20.646766169154233,20.646766169154233,19.830508474576273,0.1694915254237252,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
9,80.56275389930542,70.0895958923957,600343,航天动力,bottom_area,2024-08-22,7.83,2024-08-19,7.65,2.3529411764705843,4.052287581699341,31.696428571428566,False,1.1628,2.3729,2,4,2,50.0,38.62527835886361,55.72413793103447,17.647058823529417,2.3529411764705843,历史2/4次成功; 当前距低点2.35%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
10,71.36601792737741,60.047298410078895,000983,山西焦煤,bottom_area,2024-08-22,7.65,2024-08-21,7.61,0.5256241787122212,3.28515111695138,29.86175115207373,False,-0.6494,0.3891,2,4,2,50.0,24.546889986789015,27.212389380530986,19.47437582128778,0.5256241787122212,历史2/4次成功; 当前距低点0.53%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
11,70.3676690137001,59.005806451612884,300424,航新科技,bottom_area,2024-08-22,11.82,2024-08-22,11.78,0.3395585738539977,3.3106960950764055,32.45412844036698,False,-1.2531,4.2882,1,2,1,50.0,52.29885057471265,52.29885057471265,19.660441426146,0.3395585738539977,历史1/2次成功; 当前距低点0.34%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
12,68.10224434011866,56.984546605876396,000155,川能动力,bottom_area,2024-08-22,8.98,2024-08-22,8.96,0.22321428571428092,2.790178571428571,28.605577689243024,False,-2.1786,0.5889,1,2,1,50.0,37.70685579196216,37.70685579196216,19.77678571428572,0.22321428571428092,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
13,68.05461819042635,57.81241815706415,300639,凯普生物,bottom_area,2024-08-22,5.78,2024-08-22,5.72,1.0489510489510576,8.041958041958042,27.594936708860768,False,-2.3649,5.9484,1,4,1,25.0,33.27433628318583,33.27433628318583,18.951048951048943,1.0489510489510576,历史1/4次成功; 当前距低点1.05%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
14,67.78025118333692,57.03313926417447,688327,云从科技,bottom_area,2024-08-22,7.61,2024-08-22,7.57,0.5284015852047561,5.680317040951119,32.770870337477795,False,-3.1807,2.1375,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,19.471598414795245,0.5284015852047561,历史3/7次成功; 当前距低点0.53%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
15,66.91976388793027,56.02132290576633,000591,太阳能,bottom_area,2024-08-22,4.03,2024-08-22,4.02,0.24875621890548946,2.48756218905474,27.436823104693147,False,-1.7073,0.6523,1,2,1,50.0,32.84132841328414,32.84132841328414,19.751243781094512,0.24875621890548946,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
16,66.90632731026255,58.81013241452905,002545,东方铁塔,bottom_area,2024-08-22,6.0,2024-07-25,5.83,2.915951972555745,7.375643224699823,29.247572815533985,True,0.0,0.3362,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,17.084048027444258,2.915951972555745,历史1/3次成功; 当前距低点2.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
17,64.82997292608498,54.220269831379,002651,利君股份,bottom_area,2024-08-22,5.09,2024-08-20,5.08,0.1968503937007832,2.559055118110234,30.02754820936639,False,-0.5859,1.6464,1,3,1,33.33333333333333,41.96642685851319,41.96642685851319,19.80314960629922,0.1968503937007832,历史1/3次成功; 当前距低点0.20%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
18,64.57086396026035,54.52304556354915,000597,东北制药,bottom_area,2024-08-22,4.2,2024-08-22,4.17,0.7194244604316606,3.836930455635495,30.383973288814698,False,-2.0979,3.5094,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,19.28057553956834,0.7194244604316606,历史1/3次成功; 当前距低点0.72%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
19,64.35227562533737,54.18977408335899,002682,龙洲股份,bottom_area,2024-08-22,3.53,2024-08-22,3.51,0.5698005698005704,3.4188034188034218,27.027027027027025,False,-1.9444,2.284,1,2,1,50.0,26.929674099485425,26.929674099485425,19.43019943019943,0.5698005698005704,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-1.94%; 状态bottom_area; 底部未确认
20,64.209926230671,53.879622641509414,002110,三钢闽光,bottom_area,2024-08-22,2.66,2024-08-22,2.65,0.3773584905660465,3.0188679245283048,29.521276595744677,False,-2.5641,0.3158,1,2,1,50.0,22.90322580645161,22.90322580645161,19.622641509433954,0.3773584905660465,历史1/2次成功; 当前距低点0.38%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
