rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.8510754302133,84.16113233222494,001226,拓山重工,bottom_area,2025-08-06,36.3,2025-08-06,35.88,1.1705685618728945,1.6722408026755693,31.02652825836217,False,0.1656,5.4205,1,1,1,100.0,41.451766953199616,41.451766953199616,18.829431438127106,1.1705685618728945,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,95.00283562119638,81.48123161331993,605033,美邦股份,bottom_area,2025-08-06,21.32,2025-08-04,20.99,1.5721772272510808,1.8103858980467014,32.50803858520901,False,0.0939,2.1143,1,1,1,100.0,31.96664350243223,31.96664350243223,18.427822772748918,1.5721772272510808,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
3,94.39747190690007,80.94072580561946,002987,京北方,bottom_area,2025-08-06,20.21,2025-08-04,19.9,1.5577889447236295,2.41206030150754,28.158844765342966,False,0.1487,2.4531,1,1,1,100.0,28.88432580424366,28.88432580424366,18.442211055276374,1.5577889447236295,历史1/1次成功; 当前距低点1.56%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
4,89.67312185785006,77.41681730730421,000607,华媒控股,bottom_area,2025-08-06,4.75,2025-07-31,4.66,1.9313304721030013,3.433476394849788,29.924812030075188,False,-0.6276,2.5687,1,1,1,100.0,36.99059561128527,36.99059561128527,18.068669527897,1.9313304721030013,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
5,85.87601455527185,74.83515261189527,600620,天宸股份,bottom_area,2025-08-06,6.29,2025-08-04,6.14,2.4429967426710157,3.094462540716619,27.078384798099762,False,-0.1587,1.2725,1,1,1,100.0,29.38271604938273,29.38271604938273,17.557003257328986,2.4429967426710157,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
6,84.32086680761104,75.93292717753452,001298,好上好,bottom_area,2025-08-06,29.24,2025-08-01,28.05,4.242424242424234,4.955436720142605,27.481902792140637,False,1.1415,11.3437,1,1,1,100.0,34.86910994764398,34.86910994764398,15.757575757575767,4.242424242424234,历史1/1次成功; 当前距低点4.24%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
7,83.60577019963428,73.74753634787248,603928,兴业股份,bottom_area,2025-08-06,15.59,2025-08-01,15.12,3.108465608465613,4.828042328042331,32.16689098250337,False,-0.2559,3.3214,1,1,1,100.0,31.69267707082834,31.69267707082834,16.89153439153439,3.108465608465613,历史1/1次成功; 当前距低点3.11%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
8,78.02321238209672,69.81507994501676,300963,中洲特材,bottom_area,2025-08-06,19.75,2025-08-01,19.01,3.8926880589163515,6.049447659126767,27.93783169067475,False,-0.7538,5.3807,1,1,1,100.0,20.163487738419626,20.163487738419626,16.107311941083648,3.8926880589163515,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
