rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.27521574067897,88.40983509416903,300510,金冠股份,bottom_area,2025-09-01,4.67,2025-08-28,4.57,2.1881838074398168,5.68927789934354,27.8041074249605,False,0.4301,5.9432,4,4,4,100.0,26.76824825339677,40.000000000000014,7.811816192560183,2.1881838074398168,历史4/4次成功; 当前距低点2.19%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
2,92.29571995665988,87.1737283869519,603221,爱丽家居,bottom_area,2025-09-01,12.22,2025-08-28,11.98,2.0033388981636078,2.754590984974959,31.931818181818183,False,0.4934,1.4833,4,4,4,100.0,17.856672444972688,20.699708454810505,7.996661101836393,2.0033388981636078,历史4/4次成功; 当前距低点2.00%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
3,86.3572256910876,81.16138031573452,600658,电子城,bottom_area,2025-09-01,6.42,2025-08-29,6.31,1.7432646592710037,7.92393026941363,29.101123595505623,False,1.7433,5.4524,1,1,1,100.0,32.344213649851625,32.344213649851625,8.256735340728996,1.7432646592710037,历史1/1次成功; 当前距低点1.74%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
4,86.09338879416464,82.20663172914642,300665,飞鹿股份,bottom_area,2025-09-01,9.56,2025-08-28,9.32,2.5751072961373414,6.115879828326183,27.470817120622566,False,-0.2088,8.8487,5,5,5,100.0,20.633743894298735,23.50486787204451,7.4248927038626595,2.5751072961373414,历史5/5次成功; 当前距低点2.58%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
5,85.19701371111378,79.49579978699587,603511,爱慕股份,bottom_area,2025-09-01,14.85,2025-09-01,14.65,1.3651877133105754,2.047781569965863,31.54205607476635,False,0.678,0.8572,1,1,1,100.0,18.754988028731056,18.754988028731056,8.634812286689424,1.3651877133105754,历史1/1次成功; 当前距低点1.37%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
6,84.67001122921161,78.82103008917618,300902,国安达,bottom_area,2025-09-01,23.61,2025-08-28,23.32,1.2435677530017115,5.0600343053173225,29.37613567534828,False,-0.6731,6.4604,2,2,2,100.0,19.4428202474198,26.906779661016937,8.756432246998289,1.2435677530017115,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
7,83.83663794385548,77.86684638748186,002596,海南瑞泽,bottom_area,2025-09-01,3.6,2025-08-28,3.56,1.1235955056179785,4.494382022471914,27.93522267206478,False,-0.8264,2.7027,2,2,2,100.0,12.842172797262624,14.970059880239523,8.876404494382022,1.1235955056179785,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
8,81.05902242567491,77.55911848595686,002826,易明医药,bottom_area,2025-09-01,19.9,2025-08-28,19.38,2.6831785345717214,6.243550051599592,27.76742452478569,False,-0.6986,5.0163,2,2,2,100.0,30.305191100969765,50.0,7.316821465428279,2.6831785345717214,历史2/2次成功; 当前距低点2.68%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
9,80.86008872294842,78.33985313751668,002097,山河智能,bottom_area,2025-09-01,15.48,2025-08-28,14.98,3.337783711615487,7.009345794392528,28.59866539561487,True,-1.2755,5.7924,1,1,1,100.0,50.210970464135016,50.210970464135016,6.6622162883845135,3.337783711615487,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
10,80.72863529316756,77.15489623445507,002041,登海种业,bottom_area,2025-09-01,9.78,2025-06-23,9.53,2.623294858342078,7.345225603357829,29.719764011799416,True,-0.4073,1.4397,2,2,2,100.0,18.2043468358871,21.395106715252467,7.376705141657923,2.623294858342078,历史2/2次成功; 当前距低点2.62%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
11,76.44931529535319,72.80240986191612,603280,南方路机,bottom_area,2025-09-01,42.92,2025-09-01,41.9,2.4343675417661172,3.747016706443915,29.46127946127946,False,-2.0091,15.7271,1,1,1,100.0,18.348214285714302,18.348214285714302,7.565632458233884,2.4343675417661172,历史1/1次成功; 当前距低点2.43%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
12,75.98012321542826,74.76948839758818,000026,飞亚达,bottom_area,2025-09-01,17.54,2025-08-28,16.84,4.156769596199521,8.966745843230413,27.0047680970958,False,0.4007,2.7171,1,1,1,100.0,27.564102564102562,27.564102564102562,5.843230403800479,4.156769596199521,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
13,69.81758791403689,63.778004184448946,603158,腾龙股份,bottom_area,2025-09-01,11.88,2025-09-01,11.85,0.2531645569620349,7.004219409282701,27.166564228641672,False,-8.8258,21.317,3,5,3,60.0,29.81300738883,41.37931034482758,9.746835443037966,0.2531645569620349,历史3/5次成功; 当前距低点0.25%; 最新日涨幅-8.83%; 状态bottom_area; 底部未确认
14,68.33852797754632,65.69507302078668,605169,洪通燃气,bottom_area,2025-09-01,15.11,2025-08-28,14.68,2.929155313351497,4.2915531335149915,29.626078619367206,False,0.332,1.2888,2,4,2,50.0,22.06208137219406,26.09375,7.070844686648503,2.929155313351497,历史2/4次成功; 当前距低点2.93%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
15,68.00700741583285,63.824075686242196,603767,中马传动,bottom_area,2025-09-01,29.25,2025-08-29,28.77,1.6684045881126188,9.141466805700379,29.17282127031019,False,1.2812,9.0524,1,2,1,50.0,29.881925522252505,29.881925522252505,8.331595411887383,1.6684045881126188,历史1/2次成功; 当前距低点1.67%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
16,66.12488807285828,65.91054483761401,002218,拓日新能,bottom_area,2025-09-01,3.69,2025-08-28,3.52,4.829545454545452,5.397727272727272,28.163265306122454,False,1.0959,2.4223,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,5.1704545454545485,4.829545454545452,历史2/3次成功; 当前距低点4.83%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
17,59.63781663163841,57.22957448997968,603367,辰欣药业,bottom_area,2025-09-01,25.38,2025-09-01,24.68,2.8363047001620716,4.335494327390601,29.60638904734741,False,-0.3142,4.8187,1,2,1,50.0,31.216931216931226,31.216931216931226,7.163695299837928,2.8363047001620716,历史1/2次成功; 当前距低点2.84%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
18,54.69024044799233,53.57362824075703,002742,三圣股份,bottom_area,2025-09-01,4.51,2025-08-28,4.34,3.917050691244238,7.142857142857155,28.735632183908045,False,-0.2212,2.0114,1,2,1,50.0,24.809160305343507,24.809160305343507,6.0829493087557625,3.917050691244238,历史1/2次成功; 当前距低点3.92%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
