rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.81501940443202,82.59511170982397,600048,保利发展,bottom_area,2025-12-22,6.34,2025-12-17,6.19,2.423263327948295,2.9079159935379595,27.60233918128655,False,0.158,0.891,2,2,2,100.0,31.721247836269217,31.987577639751546,17.57673667205171,2.423263327948295,历史2/2次成功; 当前距低点2.42%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
2,83.06959782257772,73.34072600551906,300768,迪普科技,bottom_area,2025-12-22,18.62,2025-12-17,18.05,3.1578947368421066,4.4321329639889235,29.43706020328381,False,0.0,1.1251,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,16.842105263157894,3.1578947368421066,历史2/3次成功; 当前距低点3.16%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,81.8912351595704,73.91080096398225,003038,鑫铂股份,bottom_area,2025-12-22,15.3,2025-12-17,14.66,4.365620736698503,5.866302864938604,32.098193608151924,False,0.3279,1.6895,1,1,1,100.0,25.507614213197975,25.507614213197975,15.634379263301499,4.365620736698503,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
4,79.52876016728189,70.84339152186922,603072,天和磁材,bottom_area,2025-12-22,40.93,2025-12-17,39.49,3.6464927829830276,4.482147379083302,27.05947543405984,False,-0.0488,2.1966,1,1,1,100.0,22.674167027260935,22.674167027260935,16.353507217016976,3.6464927829830276,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
5,76.1973796117973,69.38482261791492,603327,福蓉科技,bottom_area,2025-12-22,11.02,2025-12-19,10.51,4.852521408182682,7.4215033301617455,29.651941097724226,False,0.8234,4.6779,4,7,4,57.14285714285714,60.30969475756576,129.39632545931758,15.14747859181732,4.852521408182682,历史4/7次成功; 当前距低点4.85%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
6,73.90075913106988,67.38416822648976,603178,圣龙股份,bottom_area,2025-12-22,18.53,2025-12-05,17.66,4.926387315968295,5.832389580973959,28.182187881252542,False,-0.2691,1.0645,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,15.073612684031707,4.926387315968295,历史5/7次成功; 当前距低点4.93%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
7,73.75068406815784,63.95354522515531,600161,天坛生物,bottom_area,2025-12-22,16.45,2025-12-17,16.1,2.1739130434782474,2.484472049689432,27.08333333333332,False,0.0608,0.2719,1,2,1,50.0,36.77455357142857,36.77455357142857,17.826086956521753,2.1739130434782474,历史1/2次成功; 当前距低点2.17%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
8,73.21625187642118,62.95554199350229,603322,超讯通信,bottom_area,2025-12-22,39.82,2025-12-19,39.15,1.7113665389527504,4.674329501915705,29.217139757729164,False,-1.9695,6.0918,3,7,3,42.857142857142854,30.354995327344025,39.45833333333333,18.28863346104725,1.7113665389527504,历史3/7次成功; 当前距低点1.71%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
9,72.24082013197769,63.02228217566282,603038,华立股份,bottom_area,2025-12-22,15.97,2025-12-17,15.58,2.5032092426187456,5.0064184852374805,29.661399548532724,False,-0.1875,1.2749,2,4,2,50.0,24.944081982976137,28.753412192902637,17.496790757381255,2.5032092426187456,历史2/4次成功; 当前距低点2.50%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
10,72.0721344240748,63.7973136213107,688337,普源精电,bottom_area,2025-12-22,36.93,2025-12-04,35.75,3.3006993006993,6.545454545454556,28.499999999999996,False,-0.0541,0.7054,3,6,3,50.0,38.886602295188766,54.46153846153845,16.6993006993007,3.3006993006993,历史3/6次成功; 当前距低点3.30%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
11,71.74553876556683,64.79302841334803,000692,惠天热电,bottom_area,2025-12-22,3.56,2025-12-17,3.41,4.398826979472139,5.571847507331377,28.511530398322844,False,-0.2801,2.5622,3,5,3,60.0,36.0341608954005,59.042553191489375,15.601173020527861,4.398826979472139,历史3/5次成功; 当前距低点4.40%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
12,71.29444417505232,63.74935396966489,300598,诚迈科技,bottom_area,2025-12-22,45.0,2025-12-17,43.33,3.854142626355878,4.661897069005316,32.296875,False,0.1781,2.049,2,5,2,40.0,44.60644708471124,45.24950099800398,16.145857373644123,3.854142626355878,历史2/5次成功; 当前距低点3.85%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
13,70.6780962100813,59.587283841832694,002317,众生药业,bottom_area,2025-12-22,19.03,2025-12-22,18.91,0.6345848757271338,1.00475938656796,30.477941176470587,False,-0.7303,4.1485,2,5,2,40.0,45.076007303712714,58.31999999999999,19.365415124272868,0.6345848757271338,历史2/5次成功; 当前距低点0.63%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
14,69.01091143372449,60.072621626769205,002728,特一药业,bottom_area,2025-12-22,11.17,2025-12-19,10.91,2.383134738771767,2.9330889092575645,27.508305647840537,False,0.6306,6.5087,1,4,1,25.0,39.3073593073593,39.3073593073593,17.616865261228234,2.383134738771767,历史1/4次成功; 当前距低点2.38%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
15,66.56964327443758,60.418929965498805,002184,海得控制,bottom_area,2025-12-22,12.77,2025-12-17,12.2,4.672131147540986,4.918032786885258,29.357266936884773,False,0.6304,1.9601,2,5,2,40.0,36.72789775210886,50.27203482045704,15.327868852459014,4.672131147540986,历史2/5次成功; 当前距低点4.67%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
16,66.18268246149917,57.466805669904254,002632,道明光学,bottom_area,2025-12-22,12.29,2025-12-19,12.02,2.2462562396006622,4.908485856905157,27.28372655777375,False,-0.0813,5.895,1,2,1,50.0,25.259515570934255,25.259515570934255,17.753743760399338,2.2462562396006622,历史1/2次成功; 当前距低点2.25%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
17,64.48860071395879,56.96944663911696,002129,TCL中环,bottom_area,2025-12-22,8.41,2025-12-16,8.15,3.190184049079752,4.417177914110422,29.253472222222214,False,0.8393,1.7162,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,16.80981595092025,3.190184049079752,历史1/3次成功; 当前距低点3.19%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
18,63.8892198141989,57.59156814679929,002453,华软科技,bottom_area,2025-12-22,6.31,2025-12-17,6.05,4.297520661157021,6.115702479338845,28.31753554502369,False,1.4469,3.3942,1,2,1,50.0,28.60169491525425,28.60169491525425,15.702479338842979,4.297520661157021,历史1/2次成功; 当前距低点4.30%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
19,61.490701729418284,55.77170045250066,300681,英搏尔,bottom_area,2025-12-22,24.38,2025-12-17,23.3,4.635193133047203,5.36480686695279,28.593319031566043,False,1.4143,3.5355,2,6,2,33.33333333333333,25.734448723198668,27.487589035182385,15.364806866952799,4.635193133047203,历史2/6次成功; 当前距低点4.64%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
20,60.73348223161529,55.23058125277992,000665,湖北广电,bottom_area,2025-12-22,5.48,2025-12-17,5.23,4.780114722753346,5.927342256214141,27.46185852981969,False,0.1828,1.5069,2,7,2,28.57142857142857,34.919124227805554,43.606557377049185,15.219885277246656,4.780114722753346,历史2/7次成功; 当前距低点4.78%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
21,60.72679341417763,53.393619139900196,600383,金地集团,bottom_area,2025-12-22,3.16,2025-12-15,3.07,2.931596091205222,4.234527687296428,32.675438596491226,False,-0.3155,1.589,1,4,1,25.0,32.594936708860764,32.594936708860764,17.068403908794778,2.931596091205222,历史1/4次成功; 当前距低点2.93%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
22,60.511846074551265,53.62012970416599,300609,汇纳科技,bottom_area,2025-12-22,36.63,2025-12-17,35.44,3.357787810383761,6.997742663656896,28.20097244732577,False,-2.346,3.309,1,5,1,20.0,49.87035436473638,49.87035436473638,16.64221218961624,3.357787810383761,历史1/5次成功; 当前距低点3.36%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
23,60.03441227354077,54.564514649262755,001282,三联锻造,bottom_area,2025-12-22,20.29,2025-12-17,19.37,4.7496128033040685,5.214248838409902,27.992565055762075,False,0.6448,2.4195,1,3,1,33.33333333333333,37.31343283582089,37.31343283582089,15.250387196695932,4.7496128033040685,历史1/3次成功; 当前距低点4.75%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
24,59.80270350426563,50.62332053659586,603353,和顺石油,bottom_area,2025-12-22,25.92,2025-12-22,25.7,0.8560311284046787,5.058365758754866,32.36842105263158,False,-3.2836,3.5842,2,6,2,33.33333333333333,24.256656860350496,27.079174983366617,19.143968871595323,0.8560311284046787,历史2/6次成功; 当前距低点0.86%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
25,57.628468229756166,51.378826470320874,002459,晶澳科技,bottom_area,2025-12-22,11.23,2025-12-16,10.83,3.693444136657437,3.970452446906738,29.215686274509807,False,0.8079,0.9111,1,6,1,16.666666666666664,26.683937823834192,26.683937823834192,16.306555863342563,3.693444136657437,历史1/6次成功; 当前距低点3.69%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
26,57.33767411872307,51.824436222692015,002679,福建金森,bottom_area,2025-12-22,12.22,2025-12-18,11.7,4.444444444444456,7.179487179487179,28.308823529411768,True,-1.6103,4.4277,1,4,1,25.0,33.50951374207188,33.50951374207188,15.555555555555545,4.444444444444456,历史1/4次成功; 当前距低点4.44%; 最新日涨幅-1.61%; 状态bottom_area; 底部已确认
27,54.415079710065356,49.57355069371643,301357,北方长龙,bottom_area,2025-12-22,141.24,2025-12-17,134.67,4.878592114056599,11.056657013440272,28.36702127659575,True,-0.8703,9.6716,1,4,1,25.0,26.72978878368535,26.72978878368535,15.121407885943402,4.878592114056599,历史1/4次成功; 当前距低点4.88%; 最新日涨幅-0.87%; 状态bottom_area; 底部已确认
28,53.050672687647534,47.462097402597394,002605,姚记科技,bottom_area,2025-12-22,23.27,2025-12-17,22.4,3.8839285714285765,4.776785714285716,27.71861890932559,False,-0.0859,0.9488,1,5,1,20.0,23.2121212121212,23.2121212121212,16.116071428571423,3.8839285714285765,历史1/5次成功; 当前距低点3.88%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
