rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.25092834586927,91.72344988130486,001212,中旗新材,bottom_area,2024-06-21,21.12,2024-06-21,20.83,1.3922227556409155,2.256361017762854,27.040280210157626,False,0.7153,1.323,4,4,4,100.0,34.82643959229107,82.06521739130437,8.607777244359086,1.3922227556409155,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
12,85.68598367941068,80.60556265303951,002162,悦心健康,bottom_area,2024-06-21,2.84,2024-06-06,2.79,1.7921146953404954,9.318996415770602,28.64450127877238,True,-2.7397,1.0021,1,1,1,100.0,43.23432343234324,43.23432343234324,8.207885304659506,1.7921146953404954,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-2.74%; 状态bottom_area; 底部已确认
13,84.37069222870053,77.12618100694948,002602,世纪华通,bottom_area,2024-06-21,3.46,2024-06-21,3.45,0.2898550724637619,2.6086956521739086,27.97494780793319,False,-1.4245,0.9086,3,3,3,100.0,21.812099850359413,36.8279569892473,9.71014492753624,0.2898550724637619,历史3/3次成功; 当前距低点0.29%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
14,84.22590116951551,78.35693548387098,000520,凤凰航运,bottom_area,2024-06-21,2.51,2024-06-21,2.48,1.209677419354831,4.435483870967737,29.142857142857142,False,-4.1985,4.475,2,2,2,100.0,26.74731182795698,28.49462365591398,8.790322580645169,1.209677419354831,历史2/2次成功; 当前距低点1.21%; 最新日涨幅-4.20%; 状态bottom_area; 底部未确认
15,84.15681573303452,80.06791077500975,688105,诺唯赞,bottom_area,2024-06-21,20.6,2024-06-20,20.12,2.385685884691851,3.876739562624242,30.977701543739272,False,0.5859,0.5525,2,2,2,100.0,17.673519312404096,25.237580993520524,7.614314115308149,2.385685884691851,历史2/2次成功; 当前距低点2.39%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
16,83.79781735124313,78.60583819993127,000886,海南高速,bottom_area,2024-06-21,4.33,2024-06-21,4.26,1.6431924882629174,3.0516431924882603,31.621187800963092,False,1.6432,1.0365,1,1,1,100.0,17.378048780487816,17.378048780487816,8.356807511737083,1.6431924882629174,历史1/1次成功; 当前距低点1.64%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
17,83.21359346333439,76.67231871943827,002483,润邦股份,bottom_area,2024-06-21,4.29,2024-06-21,4.26,0.704225352112682,2.3474178403755994,27.054794520547947,False,0.2336,0.7715,1,1,1,100.0,35.31157270029672,35.31157270029672,9.295774647887319,0.704225352112682,历史1/1次成功; 当前距低点0.70%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
18,82.9096595037554,76.51662551792369,001322,箭牌家居,bottom_area,2024-06-21,7.66,2024-06-21,7.6,0.789473684210533,1.9736842105263206,32.6241134751773,False,0.3932,1.1127,2,2,2,100.0,18.85282536518115,26.897069872276486,9.210526315789467,0.789473684210533,历史2/2次成功; 当前距低点0.79%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
19,82.31214831515732,75.15531284222708,600185,珠免集团,bottom_area,2024-06-21,4.4,2024-06-21,4.39,0.2277904328018377,2.961275626423688,29.76,False,-1.3453,0.6172,2,2,2,100.0,27.12190875814659,38.80903490759753,9.772209567198162,0.2277904328018377,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
20,81.99241279424045,74.7036219068056,300409,道氏技术,bottom_area,2024-06-21,8.64,2024-06-21,8.63,0.11587485515642858,2.780996523754327,27.234401349072503,False,-1.8182,1.2593,4,5,4,80.0,33.321594497646515,50.03460207612457,9.884125144843573,0.11587485515642858,历史4/5次成功; 当前距低点0.12%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
21,81.86545870079942,76.61111739284372,300662,科锐国际,bottom_area,2024-06-21,17.38,2024-06-21,17.12,1.5186915887850352,3.9719626168224282,28.992119452509325,False,-1.9187,2.0316,1,1,1,100.0,27.600721587492483,27.600721587492483,8.481308411214966,1.5186915887850352,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
22,80.80570359052712,74.38792207792207,301332,德尔玛,bottom_area,2024-06-21,9.18,2024-06-21,9.12,0.6578947368421107,3.728070175438615,27.733755942947703,False,-1.1841,0.6936,1,1,1,100.0,44.935064935064936,44.935064935064936,9.34210526315789,0.6578947368421107,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
23,80.52193566270672,74.36062660144421,000402,金融街,bottom_area,2024-06-21,2.45,2024-06-20,2.43,0.8230452674897125,3.292181069958832,30.571428571428566,False,0.823,0.8139,1,1,1,100.0,24.339622641509433,24.339622641509433,9.176954732510287,0.8230452674897125,历史1/1次成功; 当前距低点0.82%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
24,79.72628036926778,73.65273762603182,605198,安德利,bottom_area,2024-06-21,27.54,2024-06-21,27.31,0.842182350787259,1.9772976931527013,32.36750866765726,False,-0.4698,0.3015,1,1,1,100.0,43.241469816272954,43.241469816272954,9.157817649212742,0.842182350787259,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
25,79.61668546140473,73.0492747065381,000897,津滨发展,bottom_area,2024-06-21,2.08,2024-06-20,2.07,0.48309178743962466,2.898550724637684,27.368421052631586,False,0.0,1.2421,1,1,1,100.0,13.122171945701359,13.122171945701359,9.516908212560377,0.48309178743962466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,78.4199504048583,71.29086400441663,603366,日出东方,bottom_area,2024-06-21,3.61,2024-06-21,3.61,0.0,1.9390581717451603,31.106870229007637,False,-1.0959,0.5427,2,2,2,100.0,15.811096797938903,17.583732057416277,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
27,78.34567770601852,72.32352005961991,002244,滨江集团,bottom_area,2024-06-21,7.53,2024-06-20,7.47,0.8032128514056291,3.212851405622493,29.19431279620854,False,0.133,0.972,1,1,1,100.0,13.14432989690721,13.14432989690721,9.196787148594371,0.8032128514056291,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
28,78.03001003897404,74.96676296052094,603119,浙江荣泰,bottom_area,2024-06-21,18.11,2024-06-19,17.6,2.8977272727272614,4.715909090909081,32.30769230769231,False,0.2214,1.2505,1,1,1,100.0,13.191296464188579,13.191296464188579,7.102272727272739,2.8977272727272614,历史1/1次成功; 当前距低点2.90%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
29,77.80185495055784,74.90410490672119,603030,全筑股份,bottom_area,2024-06-21,1.37,2024-06-21,1.33,3.0075187969924837,4.511278195488709,31.79487179487179,False,-2.1429,1.0492,4,5,4,80.0,30.006708407871198,50.5813953488372,6.992481203007516,3.0075187969924837,历史4/5次成功; 当前距低点3.01%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
30,77.6398596022719,72.70825511207933,000705,浙江震元,bottom_area,2024-06-21,7.18,2024-06-06,7.07,1.5558698727015479,5.799151343705801,27.26337448559671,False,0.7013,1.4226,2,3,2,66.66666666666666,23.48909545791496,34.04605263157895,8.444130127298452,1.5558698727015479,历史2/3次成功; 当前距低点1.56%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
31,77.53094445949304,71.61413521866791,603217,元利科技,bottom_area,2024-06-21,14.5,2024-06-21,14.38,0.8344923504867816,1.947148817802499,30.058365758754857,False,-0.0689,0.303,2,2,2,100.0,15.520310633213857,19.81481481481482,9.165507649513218,0.8344923504867816,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
32,76.901198568873,75.45023255813955,600231,凌钢股份,bottom_area,2024-06-21,1.3,2024-06-21,1.25,4.0000000000000036,5.600000000000005,28.97727272727273,False,1.5625,0.5141,1,1,1,100.0,29.302325581395344,29.302325581395344,5.999999999999997,4.0000000000000036,历史1/1次成功; 当前距低点4.00%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
33,76.7134151703612,75.3264915920614,300642,透景生命,bottom_area,2024-06-21,11.84,2024-06-06,11.38,4.042179261862909,8.963093145869943,27.28434504792332,True,0.4241,0.5077,1,1,1,100.0,19.960539296284104,19.960539296284104,5.957820738137092,4.042179261862909,历史1/1次成功; 当前距低点4.04%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
34,75.12525429962065,68.73902711804547,002218,拓日新能,bottom_area,2024-06-21,2.96,2024-06-20,2.95,0.3389830508474504,4.745762711864396,28.743961352656992,False,0.0,2.2401,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,9.66101694915255,0.3389830508474504,历史2/3次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
35,75.08638692173912,69.15851427002288,600322,津投城开,bottom_area,2024-06-21,1.47,2024-06-21,1.46,0.6849315068493157,3.424657534246579,29.468599033816425,False,-1.3423,1.0905,3,4,3,75.0,21.318054331394194,35.828877005347586,9.315068493150685,0.6849315068493157,历史3/4次成功; 当前距低点0.68%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
36,74.48461862033304,74.37556354182597,002012,凯恩股份,bottom_area,2024-06-21,3.41,2024-06-06,3.25,4.923076923076927,9.53846153846154,28.88402625820569,True,0.0,0.8276,1,1,1,100.0,25.646123260437374,25.646123260437374,5.076923076923073,4.923076923076927,历史1/1次成功; 当前距低点4.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
37,73.48311220624431,68.0551028020339,605298,必得科技,bottom_area,2024-06-21,8.3,2024-06-21,8.22,0.9732360097323608,3.041362530413625,30.042553191489358,False,-0.9547,0.3771,1,1,1,100.0,14.753123140987512,14.753123140987512,9.026763990267641,0.9732360097323608,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
38,73.36148361026169,72.22289505941826,002792,通宇通讯,bottom_area,2024-06-21,10.72,2024-06-21,10.29,4.1788143828960305,6.511175898931018,29.326923076923084,False,1.1321,3.2886,1,1,1,100.0,14.14296694850115,14.14296694850115,5.82118561710397,4.1788143828960305,历史1/1次成功; 当前距低点4.18%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
39,71.78119703139086,71.52844633761836,002562,兄弟科技,confirmed_rebound,2024-06-21,2.83,2024-06-14,2.7,4.81481481481481,11.111111111111104,32.668329177057345,True,-0.7018,0.7969,2,2,2,100.0,25.033462986000675,33.466135458167344,5.18518518518519,4.81481481481481,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-0.70%; 状态confirmed_rebound; 底部已确认
40,70.96079628708786,65.38357715570613,002410,广联达,bottom_area,2024-06-21,10.0,2024-06-21,9.93,0.7049345417925507,2.2155085599194426,29.27350427350427,False,-0.7937,1.3409,3,5,3,60.0,33.767891994586805,45.94594594594595,9.29506545820745,0.7049345417925507,历史3/5次成功; 当前距低点0.70%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
41,69.3504961589004,63.55213706124061,000002,万科A,bottom_area,2024-06-21,7.19,2024-06-21,7.16,0.4189944134078247,2.5139664804469235,27.82258064516129,False,-0.2774,1.5035,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,9.581005586592175,0.4189944134078247,历史2/3次成功; 当前距低点0.42%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
42,69.33605716622061,67.90644774011298,300749,顶固集创,bottom_area,2024-06-21,5.32,2024-06-06,5.12,3.9062500000000036,9.765625,28.391608391608393,True,0.7576,1.5157,2,3,2,66.66666666666666,17.290489642184564,20.833333333333336,6.093749999999997,3.9062500000000036,历史2/3次成功; 当前距低点3.91%; 最新日涨幅0.76%; 状态bottom_area; 底部已确认
43,62.50432472603741,57.74856088818673,601778,晶科科技,bottom_area,2024-06-21,2.38,2024-06-21,2.36,0.8474576271186449,5.084745762711869,31.79190751445087,False,-3.6437,1.7001,2,4,2,50.0,26.348195043103452,42.344827586206904,9.152542372881356,0.8474576271186449,历史2/4次成功; 当前距低点0.85%; 最新日涨幅-3.64%; 状态bottom_area; 底部未确认
44,61.92538334279257,58.27520726716238,688058,宝兰德,bottom_area,2024-06-21,21.92,2024-06-21,21.53,1.8114259173246656,2.6010218300046386,32.5501253132832,False,-1.1276,0.8108,1,2,1,50.0,24.27558257345491,24.27558257345491,8.188574082675334,1.8114259173246656,历史1/2次成功; 当前距低点1.81%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
45,61.75978895667086,56.84183639891087,688092,爱科科技,bottom_area,2024-06-21,21.81,2024-06-21,21.67,0.6460544531610383,3.691739732348856,32.91021671826624,False,-2.2411,1.1112,1,2,1,50.0,42.12279866730127,42.12279866730127,9.353945546838963,0.6460544531610383,历史1/2次成功; 当前距低点0.65%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
46,58.85026740359985,57.25376810078938,000779,甘咨询,bottom_area,2024-06-21,7.28,2024-06-06,7.03,3.556187766714082,7.254623044096725,27.30093071354705,False,2.391,1.375,1,2,1,50.0,17.69825918762089,17.69825918762089,6.443812233285919,3.556187766714082,历史1/2次成功; 当前距低点3.56%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
