rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.5754067797253,90.12629482562606,300480,光力科技,bottom_area,2023-12-25,20.83,2023-12-25,20.5,1.6097560975609673,2.292682926829263,28.745220716023635,False,0.7741,1.2877,4,4,4,100.0,28.906122193898153,39.69465648854962,13.39024390243903,1.6097560975609673,历史4/4次成功; 当前距低点1.61%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
2,90.41304581772535,81.11788995679392,688182,灿勤科技,bottom_area,2023-12-25,17.0,2023-12-21,16.72,1.6746411483253658,5.263157894736858,28.055077452667813,False,-0.1175,2.1187,2,2,2,100.0,37.0756547041707,49.999999999999986,13.325358851674634,1.6746411483253658,历史2/2次成功; 当前距低点1.67%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
3,88.29778732780024,78.90900487180002,002821,凯莱英,bottom_area,2023-12-25,116.45,2023-12-22,114.77,1.4637971595364703,2.552931950858244,27.58990536277603,False,1.1905,0.6423,1,1,1,100.0,16.80893761044718,16.80893761044718,13.53620284046353,1.4637971595364703,历史1/1次成功; 当前距低点1.46%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
4,87.63452997711663,80.9852173913043,603013,亚普股份,bottom_area,2023-12-25,17.1,2023-12-21,16.56,3.260869565217408,4.166666666666675,27.208791208791215,False,1.2433,0.5335,1,1,1,100.0,53.30739299610896,53.30739299610896,11.739130434782592,3.260869565217408,历史1/1次成功; 当前距低点3.26%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
5,87.28534400660222,77.37642435682511,601628,中国人寿,bottom_area,2023-12-25,27.44,2023-12-21,27.16,1.0309278350515505,1.9882179675994076,29.16014606155452,False,-0.3269,0.0377,1,1,1,100.0,25.736235595390532,25.736235595390532,13.969072164948448,1.0309278350515505,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
6,84.34902483408526,74.37545266789492,002451,摩恩电气,bottom_area,2023-12-25,6.76,2023-12-25,6.71,0.7451564828613982,1.3412816691505194,28.99470899470899,False,0.1481,2.1232,1,1,1,100.0,23.464566929133863,23.464566929133863,14.254843517138601,0.7451564828613982,历史1/1次成功; 当前距低点0.75%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
7,84.33955277325936,74.68681344422545,002142,宁波银行,bottom_area,2023-12-25,19.68,2023-12-22,19.49,0.9748589020010329,2.5654181631605955,32.97799174690509,False,0.5107,0.2911,1,1,1,100.0,27.95425667090217,27.95425667090217,14.025141097998967,0.9748589020010329,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
8,84.2378658813052,76.7240730240207,301357,北方长龙,bottom_area,2023-12-25,50.79,2023-12-25,49.56,2.481840193704594,4.136400322840995,28.205128205128204,False,1.1753,13.2964,1,1,1,100.0,17.541229385307357,17.541229385307357,12.518159806295406,2.481840193704594,历史1/1次成功; 当前距低点2.48%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
9,84.12971892928037,73.71978236947496,301499,维科精密,bottom_area,2023-12-25,29.35,2023-12-25,29.23,0.4105371193978823,2.463222716387269,29.904076738609113,False,-0.744,3.8068,2,2,2,100.0,21.64412366506522,21.950454687989964,14.589462880602117,0.4105371193978823,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
10,82.79759047136105,74.30905183312264,002369,卓翼科技,bottom_area,2023-12-25,5.41,2023-12-25,5.32,1.6917293233082678,2.631578947368415,31.707317073170728,False,-0.9158,2.0491,1,1,1,100.0,17.345132743362825,17.345132743362825,13.30827067669173,1.6917293233082678,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
11,81.48040628756355,73.7995238095238,603153,上海建科,bottom_area,2023-12-25,20.6,2023-12-25,20.16,2.182539682539689,4.117063492063484,32.75517011340894,False,-0.097,21.504,1,1,1,100.0,20.622119815668214,20.622119815668214,12.817460317460311,2.182539682539689,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
12,81.15970452560178,76.48227607163409,600199,金种子酒,bottom_area,2023-12-25,18.15,2023-12-21,17.4,4.310344827586207,5.000000000000006,27.1356783919598,False,0.6656,0.9006,2,2,2,100.0,21.988506873820672,23.70304114490161,10.689655172413792,4.310344827586207,历史2/2次成功; 当前距低点4.31%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
13,78.67389856074314,71.85315790628901,002313,日海智能,bottom_area,2023-12-25,10.15,2023-12-25,9.89,2.6289180990899874,5.4600606673407395,30.645161290322577,False,-2.3099,8.6106,1,1,1,100.0,15.629522431259046,15.629522431259046,12.371081900910012,2.6289180990899874,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
14,78.29860176167925,69.17248411016949,605188,国光连锁,bottom_area,2023-12-25,8.33,2023-12-25,8.26,0.8474576271186476,3.3898305084745686,31.338320864505402,False,-2.0,0.8625,1,1,1,100.0,19.218749999999993,19.218749999999993,14.152542372881353,0.8474576271186476,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
15,78.1868415977033,69.10843193367629,301393,昊帆生物,bottom_area,2023-12-25,58.84,2023-12-25,58.33,0.8743356763243701,2.314417966740959,28.49963226280951,False,-1.1092,3.0555,1,1,1,100.0,19.203856320945413,19.203856320945413,14.125664323675629,0.8743356763243701,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
16,78.17152619457141,70.66161636877514,002456,欧菲光,bottom_area,2023-12-25,8.36,2023-12-21,8.19,2.075702075702075,4.02930402930403,29.274611398963735,False,1.5796,4.3925,2,3,2,66.66666666666666,18.85779803607102,19.191919191919197,12.924297924297926,2.075702075702075,历史2/3次成功; 当前距低点2.08%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
17,78.15198276514431,68.3563663967611,603168,莎普爱思,bottom_area,2023-12-25,9.63,2023-12-25,9.6,0.3125000000000119,6.041666666666668,27.601809954751133,False,-6.7764,7.9748,1,1,1,100.0,18.488529014844794,18.488529014844794,14.687499999999986,0.3125000000000119,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-6.78%; 状态bottom_area; 底部未确认
18,77.73190159303708,73.93902164061434,002129,TCL中环,bottom_area,2023-12-25,15.03,2023-12-21,14.34,4.811715481171545,6.136680613668067,27.502527805864514,False,0.6024,1.4796,1,1,1,100.0,31.12759643916912,31.12759643916912,10.188284518828455,4.811715481171545,历史1/1次成功; 当前距低点4.81%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
19,76.35591724215573,68.43009095586578,600152,维科技术,bottom_area,2023-12-25,6.92,2023-12-21,6.81,1.6152716593245278,3.377386196769463,27.78366914103924,False,-0.2882,1.1075,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,13.384728340675473,1.6152716593245278,历史2/3次成功; 当前距低点1.62%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
20,76.35563042645829,67.53020140986911,002137,实益达,bottom_area,2023-12-25,6.68,2023-12-25,6.62,0.9063444108761269,3.1722054380664644,31.752577319587623,False,-0.5952,3.1981,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,14.093655589123872,0.9063444108761269,历史2/3次成功; 当前距低点0.91%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
21,75.66071353310744,71.46734518700185,000712,锦龙股份,bottom_area,2023-12-25,13.89,2023-12-25,13.3,4.436090225563909,9.774436090225555,27.322404371584696,False,-4.7325,3.9661,1,1,1,100.0,45.922746781115876,45.922746781115876,10.563909774436091,4.436090225563909,历史1/1次成功; 当前距低点4.44%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
22,74.3043330864403,70.79753909393688,688308,欧科亿,bottom_area,2023-12-25,26.75,2023-12-25,25.5,4.901960784313726,5.058823529411762,28.571428571428577,False,1.9048,0.8741,1,1,1,100.0,15.344138076194483,15.344138076194483,10.098039215686274,4.901960784313726,历史1/1次成功; 当前距低点4.90%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
23,72.43276412350066,64.5350440608526,601858,中国科传,bottom_area,2023-12-25,24.13,2023-12-25,23.82,1.3014273719563338,3.9042821158690164,27.378048780487795,False,-1.1471,1.3483,2,4,2,50.0,18.34569069308085,21.243523316062173,13.698572628043665,1.3014273719563338,历史2/4次成功; 当前距低点1.30%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
24,70.8989780881762,62.82585563861426,600960,渤海汽车,bottom_area,2023-12-25,4.0,2023-12-25,3.96,1.010101010101011,1.7676767676767748,28.77697841726618,False,0.2506,1.4254,1,2,1,50.0,16.445623342175058,16.445623342175058,13.989898989898988,1.010101010101011,历史1/2次成功; 当前距低点1.01%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
25,69.09687334360358,62.917156791706155,000829,天音控股,bottom_area,2023-12-25,9.55,2023-12-25,9.32,2.4678111587982876,2.5751072961373414,27.470817120622566,False,0.7384,1.9079,1,2,1,50.0,34.80519480519481,34.80519480519481,12.53218884120171,2.4678111587982876,历史1/2次成功; 当前距低点2.47%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
26,65.22013044349141,58.5450185013876,603106,恒银科技,bottom_area,2023-12-25,7.17,2023-12-25,7.05,1.7021276595744694,8.085106382978728,27.16942148760331,False,-7.9589,10.6714,1,2,1,50.0,34.60144927536232,34.60144927536232,13.29787234042553,1.7021276595744694,历史1/2次成功; 当前距低点1.70%; 最新日涨幅-7.96%; 状态bottom_area; 底部未确认
27,61.69753222794944,55.75956200742821,603363,傲农生物,bottom_area,2023-12-25,5.93,2023-12-25,5.81,2.065404475043031,7.917383820998279,31.807511737089207,False,-6.6142,5.1478,1,2,1,50.0,24.078947368421055,24.078947368421055,12.934595524956968,2.065404475043031,历史1/2次成功; 当前距低点2.07%; 最新日涨幅-6.61%; 状态bottom_area; 底部未确认
28,60.08850494331063,52.68867346938774,000710,贝瑞基因,bottom_area,2023-12-25,11.25,2023-12-25,11.2,0.44642857142857784,2.7678571428571477,31.665649786455162,False,-1.4023,3.2999,1,2,1,50.0,17.3469387755102,17.3469387755102,14.553571428571422,0.44642857142857784,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
