rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.83800386597258,85.78214685511503,002600,领益智造,bottom_area,2022-09-30,4.45,2022-09-29,4.38,1.5981735159817416,4.109589041095884,29.240710823909538,False,0.6787,0.3493,3,3,3,100.0,22.07517457824405,38.381201044386415,6.401826484018258,1.5981735159817416,历史3/3次成功; 当前距低点1.60%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
12,82.583153753271,78.61399323383287,688060,云涌科技,bottom_area,2022-09-30,40.88,2022-09-20,40.3,1.439205955335001,7.766749379652612,27.216904460899404,True,-0.7044,0.2069,2,2,2,100.0,11.534316193530483,14.937434827945786,6.560794044665,1.439205955335001,历史2/2次成功; 当前距低点1.44%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
13,82.49638396489344,77.0605281741867,300648,星云股份,bottom_area,2022-09-30,35.18,2022-09-30,35.02,0.45688178183893935,4.1690462592803925,30.391572252037363,False,-3.2985,2.1542,5,5,5,100.0,17.054938907416574,26.78362573099414,7.5431182181610605,0.45688178183893935,历史5/5次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
14,82.03139698238533,76.17152963949191,002222,福晶科技,bottom_area,2022-09-30,13.55,2022-09-30,13.53,0.14781966001479194,3.0303030303030316,27.179763186221738,False,-2.518,0.9824,3,3,3,100.0,14.938486367342122,25.783972125435533,7.852180339985209,0.14781966001479194,历史3/3次成功; 当前距低点0.15%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
15,81.65362735698062,77.58430487606391,300502,新易盛,bottom_area,2022-09-30,21.14,2022-09-28,20.86,1.3422818791946365,4.985618408437197,28.781153977466712,False,-1.537,1.1395,1,1,1,100.0,30.670470756062763,30.670470756062763,6.657718120805364,1.3422818791946365,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
16,81.62638418385443,76.22851310666053,002759,天际股份,bottom_area,2022-09-30,18.11,2022-09-30,18.03,0.4437049362174059,3.605102606766492,27.298387096774192,False,-1.683,0.7639,3,3,3,100.0,18.87182989911945,27.166666666666668,7.556295063782595,0.4437049362174059,历史3/3次成功; 当前距低点0.44%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
17,81.55332950839679,75.51234213740443,002245,蔚蓝锂芯,bottom_area,2022-09-30,13.9,2022-09-30,13.9,0.0,2.7338129496402805,31.391905231984207,False,-2.7292,1.5753,3,3,3,100.0,21.840549125830286,25.653923541247494,8.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
18,81.21469430081183,77.60515233188686,000510,新金路,bottom_area,2022-09-30,5.59,2022-09-30,5.5,1.6363636363636338,5.272727272727273,29.66751918158568,False,-2.6132,3.2731,2,2,2,100.0,17.7207603376126,23.043478260869577,6.363636363636366,1.6363636363636338,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
19,81.07619654563761,75.4257219251337,688055,龙腾光电,bottom_area,2022-09-30,4.09,2022-09-30,4.08,0.24509803921568107,2.2058823529411726,28.421052631578945,False,-1.2077,0.1576,1,1,1,100.0,45.45454545454546,45.45454545454546,7.754901960784319,0.24509803921568107,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
20,80.91251970108978,75.16990382483546,300549,优德精密,bottom_area,2022-09-30,11.54,2022-09-30,11.52,0.1736111111111074,4.1666666666666705,28.358208955223873,False,-2.2034,0.5213,2,2,2,100.0,26.536221280477378,38.963531669865645,7.826388888888893,0.1736111111111074,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
21,80.67046666371051,76.63530609308997,603356,华菱精工,bottom_area,2022-09-30,12.17,2022-09-30,12.01,1.3322231473771868,3.4970857618651117,28.169856459330138,False,-1.1373,0.7773,1,1,1,100.0,25.445026178010465,25.445026178010465,6.667776852622813,1.3322231473771868,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
22,80.64970401583554,75.62241131965564,300433,蓝思科技,bottom_area,2022-09-30,9.23,2022-09-30,9.17,0.6543075245365376,1.5267175572519145,29.407236335642807,False,0.1085,0.3026,2,2,2,100.0,12.388346643005029,14.217687074829932,7.345692475463463,0.6543075245365376,历史2/2次成功; 当前距低点0.65%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
23,80.51400000000002,74.55000000000001,002202,金风科技,bottom_area,2022-09-30,11.34,2022-09-30,11.34,0.0,2.3809523809523774,28.045685279187815,False,-1.9031,0.3887,1,1,1,100.0,55.172413793103445,55.172413793103445,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
24,80.51400000000002,74.55000000000001,600135,乐凯胶片,bottom_area,2022-09-30,6.3,2022-09-30,6.3,0.0,2.857142857142867,27.83505154639176,False,-1.5625,0.6367,1,1,1,100.0,56.981132075471706,56.981132075471706,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
25,80.48630787874565,74.52435914698671,688195,腾景科技,confirmed_rebound,2022-09-30,24.34,2022-09-30,24.34,0.0,8.874281018898934,28.136994390315913,False,-5.8414,1.854,5,5,5,100.0,20.292253478423152,38.77410468319559,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-5.84%; 状态confirmed_rebound; 底部未确认
26,80.45844942079468,76.88977078593206,300543,朗科智能,bottom_area,2022-09-30,8.67,2022-09-29,8.53,1.641266119577967,4.689331770222747,31.760000000000005,False,-0.2301,1.5984,2,2,2,100.0,13.934717949300124,18.559322033898297,6.358733880422034,1.641266119577967,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
27,80.25147820122103,74.7137853809058,300538,同益股份,bottom_area,2022-09-30,10.61,2022-09-30,10.58,0.28355387523628883,2.55198487712665,30.84967320261438,False,-1.3941,0.6592,2,2,2,100.0,25.431657077658826,30.150753768844226,7.716446124763711,0.28355387523628883,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
28,80.18466936317984,74.50933579335795,000678,襄阳轴承,bottom_area,2022-09-30,5.43,2022-09-30,5.42,0.18450184501844624,7.56457564575646,29.150326797385624,False,-6.701,5.8108,1,1,1,100.0,121.62162162162164,121.62162162162164,7.815498154981554,0.18450184501844624,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
29,80.01418526658163,74.26667170245675,300342,天银机电,bottom_area,2022-09-30,7.97,2022-09-30,7.96,0.1256281407035149,2.386934673366839,30.175438596491233,False,-1.2392,0.7251,2,2,2,100.0,21.09195625409008,26.68539325842696,7.874371859296485,0.1256281407035149,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
30,79.92554071750531,75.99268473704021,000020,深华发A,bottom_area,2022-09-30,8.1,2022-09-30,7.99,1.3767209011264008,4.505632040050055,28.660714285714278,False,-7.8498,5.2029,2,2,2,100.0,16.083916083916076,23.076923076923073,6.623279098873599,1.3767209011264008,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
31,79.7062246571996,76.8492411055123,002094,青岛金王,bottom_area,2022-09-30,3.4,2022-09-30,3.33,2.1021021021020974,3.603603603603607,29.449152542372875,False,0.8902,6.2514,1,1,1,100.0,13.55932203389829,13.55932203389829,5.897897897897902,2.1021021021020974,历史1/1次成功; 当前距低点2.10%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
32,79.67979465345338,74.22082426127525,000957,中通客车,bottom_area,2022-09-30,12.9,2022-09-30,12.86,0.3110419906687475,5.9097978227060635,29.534246575342472,False,-5.4252,9.617,1,1,1,100.0,354.54545454545456,354.54545454545456,7.688958009331253,0.3110419906687475,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-5.43%; 状态bottom_area; 底部未确认
33,79.45533678086622,74.8256043956044,300446,航天智造,bottom_area,2022-09-30,9.18,2022-09-30,9.1,0.87912087912088,4.3956043956043995,30.000000000000004,False,-0.8639,2.3581,1,1,1,100.0,51.92697768762679,51.92697768762679,7.1208791208791204,0.87912087912088,历史1/1次成功; 当前距低点0.88%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
34,79.42529039352232,75.0224806312769,688235,百济神州,bottom_area,2022-09-30,85.88,2022-09-27,85.0,1.0352941176470536,6.199999999999995,27.634939553890682,False,-2.5641,1.2061,1,1,1,100.0,13.13414634146341,13.13414634146341,6.964705882352947,1.0352941176470536,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
35,79.42385186128925,74.85112838195526,000679,大连友谊,bottom_area,2022-09-30,4.4,2022-09-30,4.36,0.9174311926605512,3.8990825688073376,29.677419354838708,False,0.2278,1.8081,2,2,2,100.0,11.467051081835052,12.979351032448374,7.082568807339448,0.9174311926605512,历史2/2次成功; 当前距低点0.92%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
36,79.39456162230728,73.95720917225952,600215,派斯林,bottom_area,2022-09-30,6.42,2022-09-30,6.4,0.31249999999999334,3.7499999999999893,32.63157894736842,False,-1.5337,0.6927,2,2,2,100.0,21.718866517524237,23.993288590604024,7.687500000000007,0.31249999999999334,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
37,79.05632804908056,73.34283944639472,002138,顺络电子,bottom_area,2022-09-30,19.82,2022-09-30,19.8,0.10101010101009886,3.3838383838383743,30.355258529722125,False,-2.3164,0.7589,1,1,1,100.0,32.49001331557922,32.49001331557922,7.8989898989899014,0.10101010101009886,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
38,79.04048226543041,73.26120518972468,603315,福鞍股份,confirmed_rebound,2022-09-30,18.67,2022-09-30,18.66,0.05359056806002982,8.252947481243297,32.61105092091008,False,-2.1488,0.4182,1,1,1,100.0,41.68490153172865,41.68490153172865,7.94640943193997,0.05359056806002982,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-2.15%; 状态confirmed_rebound; 底部未确认
39,79.0027955727522,76.0996771060893,605178,时空科技,bottom_area,2022-09-30,19.88,2022-09-30,19.48,2.0533880903490687,2.6694045174537964,28.592375366568916,False,0.3534,0.7572,1,1,1,100.0,8.93226855959774,8.93226855959774,5.946611909650931,2.0533880903490687,历史1/1次成功; 当前距低点2.05%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
40,78.66408462909239,74.31000281735834,002404,嘉欣丝绸,bottom_area,2022-09-30,5.83,2022-09-30,5.77,1.0398613518197661,2.9462738301559934,29.375764993880054,False,-1.0187,1.8488,1,1,1,100.0,9.359605911330055,9.359605911330055,6.960138648180234,1.0398613518197661,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
41,78.64759602305523,76.0978697518406,600110,诺德股份,bottom_area,2022-09-30,8.5,2022-09-30,8.31,2.2864019253910888,3.4897713598074502,28.4853700516351,False,-0.7009,1.1653,1,1,1,100.0,34.251968503937015,34.251968503937015,5.713598074608911,2.2864019253910888,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
42,78.57179005524861,72.75165745856353,002343,慈文传媒,bottom_area,2022-09-30,4.79,2022-09-30,4.79,0.0,4.384133611691022,31.47353361945637,False,-1.8443,1.3664,1,1,1,100.0,40.33149171270718,40.33149171270718,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
43,78.36419406250585,73.62288055477812,600126,杭钢股份,bottom_area,2022-09-30,4.0,2022-09-29,3.97,0.7556675062972242,2.5188916876574328,30.472854640980735,False,0.5025,0.215,1,1,1,100.0,19.54732510288064,19.54732510288064,7.244332493702776,0.7556675062972242,历史1/1次成功; 当前距低点0.76%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
44,78.12928674420387,75.34415122312824,300607,拓斯达,bottom_area,2022-09-30,11.6,2022-09-30,11.36,2.1126760563380302,3.7852112676056313,27.964489537095755,False,-0.4292,0.9642,1,1,1,100.0,28.070175438596472,28.070175438596472,5.88732394366197,2.1126760563380302,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
45,78.04097873636212,72.82342866644494,002283,天润工业,bottom_area,2022-09-30,4.98,2022-09-30,4.96,0.40322580645162226,2.0161290322580574,31.0152990264256,False,-1.7751,0.5908,1,1,1,100.0,33.402061855670105,33.402061855670105,7.596774193548378,0.40322580645162226,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
46,78.0356555710423,72.73579842347904,601686,友发集团,bottom_area,2022-09-30,5.83,2022-09-30,5.81,0.3442340791738462,1.8932874354561158,31.887456037514657,False,-0.3419,0.4289,2,2,2,100.0,15.541140451588205,22.923076923076927,7.655765920826154,0.3442340791738462,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
47,77.9297347480106,72.15716180371352,688199,久日新材,bottom_area,2022-09-30,33.08,2022-09-30,33.08,0.0,1.5417170495767991,30.269814502529513,False,-1.5476,0.595,1,1,1,100.0,37.135278514588855,37.135278514588855,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
48,77.8908145867497,72.35572354643021,002173,创新医疗,bottom_area,2022-09-30,5.94,2022-09-30,5.93,0.16863406408095574,6.745362563237781,30.399061032863848,False,-5.1118,5.6221,2,2,2,100.0,21.560264583520393,24.903474903474905,7.831365935919045,0.16863406408095574,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
49,77.77100358837839,72.82563489329858,000576,甘化科工,bottom_area,2022-09-30,10.32,2022-09-30,10.26,0.5847953216374318,5.458089668615989,29.045643153526978,False,-2.7333,1.2443,2,2,2,100.0,18.97294745501036,24.015009380863045,7.415204678362569,0.5847953216374318,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
50,77.72908826241694,73.21929787973585,300541,先进数通,bottom_area,2022-09-30,10.17,2022-09-30,10.08,0.8928571428571415,2.3809523809523827,31.335149863760215,False,0.2959,1.5364,1,1,1,100.0,19.05920519059205,19.05920519059205,7.107142857142859,0.8928571428571415,历史1/1次成功; 当前距低点0.89%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
51,77.6383775018133,73.1660840177518,601919,中远海控,bottom_area,2022-09-30,11.02,2022-09-30,10.92,0.9157509157509125,2.014652014652021,27.87318361955086,False,-0.5415,0.4913,2,2,2,100.0,24.8601941164725,40.45881126173098,7.0842490842490875,0.9157509157509125,历史2/2次成功; 当前距低点0.92%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
52,77.57893607575505,71.83234821829171,002080,中材科技,bottom_area,2022-09-30,19.92,2022-09-30,19.92,0.0,2.309236947791151,30.568142209829208,False,-1.7751,0.4103,2,2,2,100.0,18.72230224888029,28.579356270810223,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
53,77.46807813497605,73.80477541371155,002225,濮耐股份,bottom_area,2022-09-30,4.11,2022-09-30,4.05,1.4814814814814938,2.962962962962966,28.822495606326896,False,-0.9639,1.1346,1,1,1,100.0,12.056737588652476,12.056737588652476,6.518518518518507,1.4814814814814938,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
54,77.4567791299474,71.93707874802361,603155,新亚强,bottom_area,2022-09-30,25.44,2022-09-30,25.4,0.15748031496064058,3.346456692913392,28.57142857142858,False,-2.7151,1.5057,1,1,1,100.0,25.624375624375624,25.624375624375624,7.842519685039359,0.15748031496064058,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
55,77.3823326464294,71.87177956371987,002708,光洋股份,bottom_area,2022-09-30,6.25,2022-09-30,6.24,0.16025641025640683,5.769230769230759,31.277533039647576,False,-4.8706,2.5422,1,1,1,100.0,35.522388059701484,35.522388059701484,7.839743589743593,0.16025641025640683,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-4.87%; 状态bottom_area; 底部未确认
56,77.17987493508186,71.9650185205493,002745,木林森,bottom_area,2022-09-30,8.28,2022-09-30,8.25,0.3636363636363559,1.9393939393939412,27.504393673110727,False,-0.6002,0.9616,2,2,2,100.0,11.634996933549413,15.06734006734006,7.636363636363644,0.3636363636363559,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
57,76.8138637923958,72.0448755688971,002516,旷达科技,bottom_area,2022-09-30,4.52,2022-09-29,4.49,0.6681514476614556,4.231625835189298,31.86646433990895,False,-0.2208,0.7039,1,1,1,100.0,32.46376811594203,32.46376811594203,7.331848552338545,0.6681514476614556,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
58,76.65676317034672,71.01711014237814,001317,三羊马,bottom_area,2022-09-30,35.41,2022-09-30,35.4,0.02824858757061585,3.2485875706214653,31.04791585508376,False,-3.8294,9.468,2,2,2,100.0,12.64256409698468,13.38459533428906,7.971751412429384,0.02824858757061585,历史2/2次成功; 当前距低点0.03%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
59,76.5136670542766,71.37366707598312,002053,云南能投,bottom_area,2022-09-30,10.42,2022-09-30,10.38,0.3853564547206083,2.8901734104046137,28.904109589041088,False,-1.6981,0.4801,1,1,1,100.0,25.38860103626942,25.38860103626942,7.6146435452793915,0.3853564547206083,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
60,76.44203028512105,70.77965767140837,605319,无锡振华,bottom_area,2022-09-30,12.62,2022-09-30,12.62,0.0,3.328050713153724,32.729211087420055,False,-2.3975,0.738,2,2,2,100.0,13.062675652733196,17.248790972595383,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
61,75.57802569352057,71.1876009644364,002616,长青集团,bottom_area,2022-09-30,4.54,2022-09-30,4.5,0.8888888888888897,3.7777777777777763,32.432432432432435,False,-2.1552,1.9475,1,1,1,100.0,30.560578661844474,30.560578661844474,7.11111111111111,0.8888888888888897,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
62,75.36730308850584,69.86051176056938,300623,捷捷微电,bottom_area,2022-09-30,17.71,2022-09-30,17.7,0.05649717514125178,3.9548022598870016,30.533751962323397,False,-2.6923,0.5284,1,1,1,100.0,13.222179139201243,13.222179139201243,7.943502824858749,0.05649717514125178,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
63,75.30032061068704,69.72251908396947,600203,福日电子,bottom_area,2022-09-30,5.75,2022-09-29,5.75,0.0,4.3478260869565215,27.490542244640604,False,-0.8621,0.6925,1,1,1,100.0,24.045801526717554,24.045801526717554,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
64,75.29670728093696,70.98901474530832,000767,晋控电力,bottom_area,2022-09-30,3.23,2022-09-30,3.2,0.9374999999999939,2.4999999999999885,27.927927927927932,False,-0.3086,0.6437,2,2,2,100.0,13.422122286603821,13.941018766756033,7.062500000000006,0.9374999999999939,历史2/2次成功; 当前距低点0.94%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
65,75.28024819459753,69.9440530592402,000009,中国宝安,bottom_area,2022-09-30,11.22,2022-09-30,11.2,0.17857142857144065,3.8392857142857277,27.74193548387097,False,-2.8571,1.5638,1,1,1,100.0,15.167719980554208,15.167719980554208,7.82142857142856,0.17857142857144065,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
66,75.22898677259654,69.83508437270724,300455,航天智装,bottom_area,2022-09-30,7.53,2022-09-30,7.52,0.13297872340426428,3.1914893617021307,27.552986512524097,False,-1.8253,0.4037,1,1,1,100.0,14.022988505747136,14.022988505747136,7.867021276595736,0.13297872340426428,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
67,74.97483883257246,69.62731428620722,605358,立昂微,bottom_area,2022-09-30,45.53,2022-09-30,45.46,0.15398152221733455,2.7936647602287636,31.12121212121212,False,-2.1702,1.0396,1,1,1,100.0,13.16339869281045,13.16339869281045,7.846018477782665,0.15398152221733455,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
68,74.59303157035521,70.39682846203027,300556,丝路视觉,bottom_area,2022-09-30,16.32,2022-09-30,16.16,0.990099009900991,1.9183168316831603,28.43224092116917,False,-0.0612,1.5616,2,2,2,100.0,10.883087121529698,13.183649971214734,7.009900990099009,0.990099009900991,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
69,74.39361254844859,68.88297458189683,600379,宝光股份,bottom_area,2022-09-30,9.58,2022-09-30,9.58,0.0,3.235908141962427,27.64350453172206,False,-3.1345,1.2248,2,2,2,100.0,13.080508504821653,16.242317822651444,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
70,74.19056836243497,69.431038803364,603333,尚纬股份,bottom_area,2022-09-30,5.45,2022-09-30,5.42,0.5535055350553552,3.690036900369007,28.49604221635884,False,-1.9784,1.2005,1,1,1,100.0,17.005545286506468,17.005545286506468,7.446494464944645,0.5535055350553552,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
71,74.10642335923734,68.81071332271111,300671,富满微,bottom_area,2022-09-30,41.06,2022-09-30,41.0,0.1463414634146397,4.414634146341469,32.874918140144075,False,-3.4791,1.037,1,1,1,100.0,18.894472361809044,18.894472361809044,7.85365853658536,0.1463414634146397,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
72,73.90031570374835,69.04229708564489,300739,明阳电路,bottom_area,2022-09-30,12.95,2022-09-30,12.89,0.46547711404188297,2.1722265321954954,28.189415041782723,False,-0.7663,0.6469,1,1,1,100.0,13.83647798742139,13.83647798742139,7.534522885958117,0.46547711404188297,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
73,73.86843337195829,68.39669756662803,603192,汇得科技,bottom_area,2022-09-30,18.4,2022-09-30,18.4,0.0,2.6086956521739157,30.539826349565875,False,-1.919,0.4227,1,1,1,100.0,16.917728852838945,16.917728852838945,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
