rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.09041378482208,84.326015585601,300879,大叶股份,bottom_area,2026-03-05,22.96,31.32,2026-03-04,22.7,1.145374449339214,2.7753303964757667,27.522349936143044,26.69220945083014,False,0.9675,1.4915,2,2,2,100.0,25.362738333840962,29.057924888605967,18.854625550660785,1.145374449339214,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
2,98.77704279537129,84.76567901234571,301283,聚胶股份,bottom_area,2026-03-05,46.91,63.52,2026-03-04,46.17,1.60277236300627,3.6603855317305563,27.314231738035268,26.14924433249371,False,0.6436,1.2098,1,1,1,100.0,73.6405529953917,73.6405529953917,18.397227636993733,1.60277236300627,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
3,97.79739406615414,85.36267385843009,300986,志特新材,bottom_area,2026-03-05,27.94,39.56,2026-03-04,27.25,2.532110091743124,5.761467889908258,31.117290192113252,29.37310414560162,False,1.2319,4.608,2,2,2,100.0,47.93486487959358,54.76987447698747,17.46788990825688,2.532110091743124,历史2/2次成功; 当前距低点2.53%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
4,96.75868747834198,83.72765171503957,300781,因赛集团,bottom_area,2026-03-05,38.68,53.22,2026-03-04,37.9,2.058047493403697,5.277044854881266,28.786170612551675,27.320556181886506,False,0.572,3.724,1,1,1,100.0,75.49457562220803,75.49457562220803,17.941952506596305,2.058047493403697,历史1/1次成功; 当前距低点2.06%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
5,94.6135631364877,80.87276258251167,603758,秦安股份,bottom_area,2026-03-05,13.89,19.16,2026-03-04,13.7,1.3868613138686225,3.065693430656934,28.496868475991654,27.505219206680582,False,0.4338,0.7967,1,1,1,100.0,26.423690205011397,26.423690205011397,18.61313868613138,1.3868613138686225,历史1/1次成功; 当前距低点1.39%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
6,94.58291285354836,81.26743149307913,605116,奥锐特,bottom_area,2026-03-05,24.95,35.58,2026-03-04,24.54,1.6707416462917692,3.300733496332528,31.02866779089376,29.876335019673974,False,1.176,0.6196,1,1,1,100.0,32.02538949798039,32.02538949798039,18.329258353708234,1.6707416462917692,历史1/1次成功; 当前距低点1.67%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
7,93.78700471471262,80.64946319094892,688236,春立医疗,bottom_area,2026-03-05,20.16,27.56,2026-03-04,19.82,1.715438950554994,3.6326942482341007,28.084179970972418,26.850507982583448,False,0.9514,0.5241,3,4,3,75.0,33.4175483774963,48.33672776646301,18.28456104944501,1.715438950554994,历史3/4次成功; 当前距低点1.72%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
8,92.73160749483672,81.02796675023092,001206,依依股份,bottom_area,2026-03-05,22.57,31.9,2026-03-04,22.0,2.590909090909092,3.772727272727265,31.034482758620683,29.24764890282131,False,1.7583,3.76,1,1,1,100.0,42.01741654571844,42.01741654571844,17.409090909090907,2.590909090909092,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
9,89.32203646285181,75.7741817458384,688317,之江生物,bottom_area,2026-03-05,19.71,28.58,2026-03-04,19.52,0.9733606557377116,2.0491803278688634,31.700489853044083,31.035689293212027,False,0.5612,0.7579,3,4,3,75.0,37.948623875916084,40.461049284578706,19.02663934426229,0.9733606557377116,历史3/4次成功; 当前距低点0.97%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
10,89.15184294642873,76.90050128529602,688680,海优新材,bottom_area,2026-03-05,51.91,70.0,2026-03-05,50.95,1.8842001962708415,5.907752698724235,27.214285714285708,25.842857142857145,False,-1.3868,3.8619,1,1,1,100.0,33.636977058029686,33.636977058029686,18.11579980372916,1.8842001962708415,历史1/1次成功; 当前距低点1.88%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
11,88.86481863250135,76.74345953971793,300725,药石科技,bottom_area,2026-03-05,36.62,51.15,2026-03-04,35.92,1.9487750556792753,3.2572383073496707,29.775171065493637,28.40664711632454,False,0.6597,2.4205,2,3,2,66.66666666666666,51.70433867208061,60.139860139860126,18.051224944320726,1.9487750556792753,历史2/3次成功; 当前距低点1.95%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
12,88.19076860941497,75.68710005845722,601519,大智慧,bottom_area,2026-03-05,11.38,15.88,2026-03-04,11.2,1.6071428571428705,3.5714285714285747,29.471032745591945,28.337531486146094,False,0.2643,1.005,2,3,2,66.66666666666666,40.13289841976505,40.138408304498256,18.39285714285713,1.6071428571428705,历史2/3次成功; 当前距低点1.61%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
13,86.8880043468523,75.58276326628885,300663,科蓝软件,bottom_area,2026-03-05,15.27,20.71,2026-03-04,14.92,2.3458445040214455,3.2841823056300283,27.95750845002415,26.267503621438927,False,1.9359,2.0663,2,3,2,66.66666666666666,48.62700036984445,76.77304964539006,17.654155495978554,2.3458445040214455,历史2/3次成功; 当前距低点2.35%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
14,86.71235127686133,78.98550809377465,300077,国民技术,bottom_area,2026-03-05,20.24,27.8,2026-03-04,19.3,4.870466321243511,7.202072538860106,30.575539568345324,27.19424460431655,True,4.6536,5.9998,1,1,1,100.0,49.78586723768737,49.78586723768737,15.129533678756491,4.870466321243511,历史1/1次成功; 当前距低点4.87%; 最新日涨幅4.65%; 状态bottom_area; 底部已确认
15,83.73659307778456,75.92820367751061,300063,天龙集团,bottom_area,2026-03-05,12.68,16.81,2026-03-04,12.12,4.620462046204625,5.445544554455447,27.90005948839976,24.568709101725158,False,3.0894,8.4117,1,1,1,100.0,39.47772657450077,39.47772657450077,15.379537953795374,4.620462046204625,历史1/1次成功; 当前距低点4.62%; 最新日涨幅3.09%; 状态bottom_area; 底部未确认
16,82.3119900251784,72.36825968656623,603130,云中马,bottom_area,2026-03-05,43.23,61.5,2026-03-04,42.0,2.928571428571421,4.952380952380948,31.70731707317073,29.707317073170735,False,0.2319,0.6835,2,3,2,66.66666666666666,38.48782729592695,52.76771857216763,17.071428571428584,2.928571428571421,历史2/3次成功; 当前距低点2.93%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
