rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.14999306351847,78.88412587412587,002388,新亚制程,bottom_area,2024-11-22,4.33,2024-11-21,4.29,0.9324009324009332,4.195804195804189,28.02013422818792,False,0.0,10.0393,1,1,1,100.0,50.505050505050505,50.505050505050505,14.067599067599065,0.9324009324009332,历史1/1次成功; 当前距低点0.93%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,84.89568184657918,76.99027520260924,688260,昀冢科技,confirmed_rebound,2024-11-22,17.72,2024-11-18,17.33,2.25043277553376,15.291402192729384,30.680000000000007,True,-5.1899,5.099,2,2,2,100.0,33.17882758508712,35.05853357979052,12.74956722446624,2.25043277553376,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-5.19%; 状态confirmed_rebound; 底部已确认
3,79.48992489270385,69.12167381974248,601019,山东出版,bottom_area,2024-11-22,10.35,2024-11-22,10.35,0.0,3.57487922705315,27.112676056338024,False,-2.9991,0.3829,1,1,1,100.0,20.815450643776817,20.815450643776817,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
4,78.61885548306002,68.89537430532857,000782,恒申新材,bottom_area,2024-11-22,4.85,2024-11-22,4.83,0.41407867494823136,6.8322981366459645,27.0392749244713,False,-6.1896,5.9484,1,1,1,100.0,22.631578947368432,22.631578947368432,14.585921325051768,0.41407867494823136,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
5,77.20048751181811,72.28452708902627,301321,翰博高新,bottom_area,2024-11-22,16.52,2024-11-18,15.89,3.964757709251095,13.34172435494022,29.752431476569406,True,-5.8689,3.8727,2,2,2,100.0,18.67835841999342,19.679430097951904,11.035242290748904,3.964757709251095,历史2/2次成功; 当前距低点3.96%; 最新日涨幅-5.87%; 状态bottom_area; 底部已确认
6,76.28951561039769,70.93838323353293,002269,美邦服饰,bottom_area,2024-11-22,1.73,2024-11-19,1.67,3.5928143712574885,8.982035928143722,27.074235807860266,True,-1.1429,5.6699,3,5,3,60.0,70.19923324409375,173.50993377483442,11.40718562874251,3.5928143712574885,历史3/5次成功; 当前距低点3.59%; 最新日涨幅-1.14%; 状态bottom_area; 底部已确认
7,64.10846354696343,60.09130969446082,605218,伟时电子,bottom_area,2024-11-22,25.34,2024-11-19,24.36,4.022988505747128,12.15106732348112,30.991501416430587,True,-5.0581,6.4513,2,4,2,50.0,28.83722305142083,42.36874236874236,10.97701149425287,4.022988505747128,历史2/4次成功; 当前距低点4.02%; 最新日涨幅-5.06%; 状态bottom_area; 底部已确认
8,61.49805068518406,58.31387918122816,002428,云南锗业,bottom_area,2024-11-22,20.96,2024-11-18,20.03,4.643035446829754,10.883674488267596,32.33108108108108,True,-2.873,13.1157,1,2,1,50.0,49.99999999999999,49.99999999999999,10.356964553170245,4.643035446829754,历史1/2次成功; 当前距低点4.64%; 最新日涨幅-2.87%; 状态bottom_area; 底部已确认
9,56.725654052597875,49.445782134025215,301378,通达海,bottom_area,2024-11-22,31.04,2024-11-19,31.0,0.12903225806451338,10.000000000000005,28.22412595508219,True,-5.7394,8.7864,1,3,1,33.33333333333333,16.487324457413823,16.487324457413823,14.870967741935488,0.12903225806451338,历史1/3次成功; 当前距低点0.13%; 最新日涨幅-5.74%; 状态bottom_area; 底部已确认
